PS,GeneID,gamete,matSP
8,ser_TRINITY_DN1_c2_g2,8.26008312543214,9.00030797406378
1,ser_TRINITY_DN1_c4_g6,0,2.319389026924107
2,ser_TRINITY_DN100_c0_g1,0.04879836440508799,1.03866514040199
1,ser_TRINITY_DN10004_c0_g1,5.29819336002901,4.698717166601025
8,ser_TRINITY_DN10005_c0_g1,2.879307402005139,3.1141305268608166
1,ser_TRINITY_DN10006_c0_g1,4.466528000681523,3.621331200085214
1,ser_TRINITY_DN10008_c0_g1,2.8338474434242023,2.514415946570656
1,ser_TRINITY_DN10009_c0_g2,10.066399519541173,11.448423878800916
1,ser_TRINITY_DN10014_c0_g1,0.5225258545094732,0
1,ser_TRINITY_DN10017_c0_g1,2.968036177500951,2.5832038660416075
8,ser_TRINITY_DN10024_c0_g2,1.8944697287394843,2.213442628669996
5,ser_TRINITY_DN100298_c0_g1,9.465844673232542,9.506989434311496
1,ser_TRINITY_DN10030_c0_g1,4.536886251189611,3.4817571388947206
1,ser_TRINITY_DN10032_c0_g2,4.191997557065186,3.0129607579606814
1,ser_TRINITY_DN100337_c0_g6,5.650220459417641,5.945297710014759
1,ser_TRINITY_DN10034_c0_g1,6.397254695176528,6.496639088392699
8,ser_TRINITY_DN10037_c0_g1,4.563366952109432,3.0531700859770585
1,ser_TRINITY_DN10037_c0_g2,6.710578573185182,6.559851776689619
7,ser_TRINITY_DN10037_c0_g3,1.5538121657593555,1.5179997569920956
1,ser_TRINITY_DN10037_c0_g4,6.223740575846131,4.452097066699159
8,ser_TRINITY_DN10038_c0_g1,2.9681390561695893,2.427599468793085
7,ser_TRINITY_DN1004_c0_g1,4.533151348877463,5.044766505205243
7,ser_TRINITY_DN10045_c0_g1,3.4249476105228998,2.9104026460392434
8,ser_TRINITY_DN10049_c0_g1,0,0
4,ser_TRINITY_DN10049_c0_g2,0,0
1,ser_TRINITY_DN1005_c0_g1,8.593959852725032,10.44176817012657
8,ser_TRINITY_DN10052_c0_g6,3.9651660785893057,4.697752889429454
8,ser_TRINITY_DN10055_c1_g4,0.6423577790369409,1.3599759468658943
2,ser_TRINITY_DN1006_c0_g1,3.611205200392561,3.3690974918136094
8,ser_TRINITY_DN10060_c0_g1,0.7755613484543362,0
7,ser_TRINITY_DN10064_c0_g1,7.319760260374118,8.64577879606375
8,ser_TRINITY_DN10068_c0_g1,4.554308327655522,5.266151633927598
1,ser_TRINITY_DN100695_c0_g1,1.7760884026702903,5.626620776338346
8,ser_TRINITY_DN10078_c0_g1,3.885563919924325,7.332478507198266
1,ser_TRINITY_DN10079_c0_g1,11.380605929074044,10.305229999296003
1,ser_TRINITY_DN10082_c0_g2,4.4803714457951465,4.606371986835552
1,ser_TRINITY_DN10088_c0_g1,3.275351881938616,3.0606690443563953
1,ser_TRINITY_DN100907_c0_g1,6.549446435176495,6.41284360052905
7,ser_TRINITY_DN100907_c0_g2,1.71578445064612,0.5909875807626547
8,ser_TRINITY_DN10096_c0_g1,3.324768992155047,3.227286542986427
1,ser_TRINITY_DN10098_c0_g1,6.3240633977260545,5.947353320789877
1,ser_TRINITY_DN10101_c0_g1,4.172124875996998,2.17263808174719
1,ser_TRINITY_DN10103_c0_g1,3.8286181782089908,2.331966706352621
7,ser_TRINITY_DN10104_c0_g1,1.8966713686580612,0.5383643344783332
4,ser_TRINITY_DN101045_c0_g1,4.379054820511264,3.370772902479087
8,ser_TRINITY_DN10106_c0_g1,14.718778691859498,1.3889372849564392
1,ser_TRINITY_DN10107_c0_g1,3.4742713212977034,2.806332204108144
8,ser_TRINITY_DN101078_c0_g1,0.03878030836610966,0.47940183226578176
1,ser_TRINITY_DN10111_c0_g1,5.720069188124676,6.204287663503065
6,ser_TRINITY_DN10113_c0_g1,4.180359936384634,3.073801728295984
6,ser_TRINITY_DN10116_c0_g1,7.499903529967738,5.338585006400428
1,ser_TRINITY_DN101175_c0_g2,4.420307562260778,5.7598201569660805
7,ser_TRINITY_DN101179_c0_g2,1.8238777300031748,2.3708554644528013
8,ser_TRINITY_DN10118_c0_g1,2.8631782590397954,2.9723600606791867
8,ser_TRINITY_DN10121_c0_g2,4.772057033582934,3.3775240102318147
1,ser_TRINITY_DN10123_c0_g1,2.812183159731167,2.006294612420819
8,ser_TRINITY_DN10125_c0_g1,3.4315832482837907,1.6392062269255183
7,ser_TRINITY_DN10129_c0_g1,6.126565389304925,3.67155555904593
8,ser_TRINITY_DN10134_c0_g1,3.3832256875645945,2.6057742644390394
7,ser_TRINITY_DN101352_c0_g1,4.74661471175351,0.29668293473839946
8,ser_TRINITY_DN10138_c0_g1,5.797954288673944,4.47181217857676
