PS,GeneID,gamete,matSP
8,ser_TRINITY_DN1_c2_g2,8.79876097212638,9.837120758801317
1,ser_TRINITY_DN1_c4_g6,0,2.7361940870781014
2,ser_TRINITY_DN100_c0_g1,6.407754093591191,1.2703034756317007
1,ser_TRINITY_DN10004_c0_g1,2.061588894239991,4.545057164005859
8,ser_TRINITY_DN10005_c0_g1,0.33976108738364336,3.141596850557375
1,ser_TRINITY_DN10006_c0_g1,2.3577293396456684,2.6949915935205233
1,ser_TRINITY_DN10008_c0_g1,0.12541437975546238,2.5608101936559704
1,ser_TRINITY_DN10009_c0_g2,7.740872230769831,10.8720456576334
1,ser_TRINITY_DN10014_c0_g1,4.31084228596094,0
1,ser_TRINITY_DN10017_c0_g1,4.6109249047439045,2.7124820990820844
8,ser_TRINITY_DN10024_c0_g2,0.8171402319371786,3.222343446161021
5,ser_TRINITY_DN100298_c0_g1,4.040250875973039,9.066689412438706
1,ser_TRINITY_DN10030_c0_g1,1.5592553827370932,4.1520467703762565
1,ser_TRINITY_DN10032_c0_g2,0,2.819004309316971
1,ser_TRINITY_DN100337_c0_g6,0.3601361244489439,6.32045676073206
1,ser_TRINITY_DN10034_c0_g1,6.3284376686240895,6.230036320879813
8,ser_TRINITY_DN10037_c0_g1,0.2664255594691372,3.3375108704071077
1,ser_TRINITY_DN10037_c0_g2,6.049339716460784,6.602886427302661
7,ser_TRINITY_DN10037_c0_g3,3.0528684913265254,2.08527711580391
1,ser_TRINITY_DN10037_c0_g4,0.39371931581439434,4.681197165222297
8,ser_TRINITY_DN10038_c0_g1,0.47248361233590996,2.5303261136109114
7,ser_TRINITY_DN1004_c0_g1,0,3.7066037628953645
7,ser_TRINITY_DN10045_c0_g1,0.49686828214111495,2.9515975855635443
8,ser_TRINITY_DN10049_c0_g1,2.747521887367028,0.07765318565016138
4,ser_TRINITY_DN10049_c0_g2,3.610670891434233,0.14770590858070165
1,ser_TRINITY_DN1005_c0_g1,6.015577873984747,10.953573422154244
8,ser_TRINITY_DN10052_c0_g6,5.390661461103963,4.244636886592949
8,ser_TRINITY_DN10055_c1_g4,0,2.0412396523925462
2,ser_TRINITY_DN1006_c0_g1,0,3.150804004234422
8,ser_TRINITY_DN10060_c0_g1,4.842851999746893,0.16580841481964484
7,ser_TRINITY_DN10064_c0_g1,6.044906316319202,8.649260209152617
8,ser_TRINITY_DN10068_c0_g1,2.3607378960095193,4.252746977891527
1,ser_TRINITY_DN100695_c0_g1,0.33440122913908943,4.339700453558918
8,ser_TRINITY_DN10078_c0_g1,0,7.529187832988568
1,ser_TRINITY_DN10079_c0_g1,13.536365689846336,10.484802231257914
1,ser_TRINITY_DN10082_c0_g2,1.2573854287695183,4.288713285708663
1,ser_TRINITY_DN10088_c0_g1,3.6029383158222643,3.235867110854789
1,ser_TRINITY_DN100907_c0_g1,0.7150200232306777,6.266440739589462
7,ser_TRINITY_DN100907_c0_g2,0.03309098929628233,0.5869962284065949
8,ser_TRINITY_DN10096_c0_g1,0.7823867565816918,3.834227051132573
1,ser_TRINITY_DN10098_c0_g1,5.850149198913643,5.450473285585685
1,ser_TRINITY_DN10101_c0_g1,1.797008411024471,2.7588591664465834
1,ser_TRINITY_DN10103_c0_g1,0.08323107200870529,1.8331092871466323
7,ser_TRINITY_DN10104_c0_g1,4.585584348583209,0.41167300140627217
4,ser_TRINITY_DN101045_c0_g1,0,3.9409706762088756
8,ser_TRINITY_DN10106_c0_g1,0.24166448738177831,0.07027184651197602
1,ser_TRINITY_DN10107_c0_g1,0.2751584629176235,2.625804678660728
8,ser_TRINITY_DN101078_c0_g1,0.6347698193544684,0.5609071379957826
1,ser_TRINITY_DN10111_c0_g1,1.7380885836153284,6.263271519952083
6,ser_TRINITY_DN10113_c0_g1,3.543218577223526,3.1915174868172
6,ser_TRINITY_DN10116_c0_g1,2.1139411504925487,5.194508807725719
1,ser_TRINITY_DN101175_c0_g2,1.039692198250231,6.232910070168532
7,ser_TRINITY_DN101179_c0_g2,0.45333741216367063,1.893078109731362
8,ser_TRINITY_DN10118_c0_g1,0,3.0194169940645597
8,ser_TRINITY_DN10121_c0_g2,1.6504134912428239,3.8829936061153445
1,ser_TRINITY_DN10123_c0_g1,0.2129876130834388,2.610732893229874
8,ser_TRINITY_DN10125_c0_g1,0.4355923262162709,1.7334593389582633
7,ser_TRINITY_DN10129_c0_g1,1.668093702523401,3.8108302042118956
8,ser_TRINITY_DN10134_c0_g1,4.012065072534035,2.6167975907420775
7,ser_TRINITY_DN101352_c0_g1,2.0305356050130947,0.29958345496189354
8,ser_TRINITY_DN10138_c0_g1,0,4.559678439862208
8,ser_TRINITY_DN10138_c1_g1,2.4787463905843032,4.76850578494715
1,ser_TRINITY_DN10138_c1_g2,1.9567662986833365,4.944600915810983
8,ser_TRINITY_DN10138_c1_g3,0,1.719881067334334
1,ser_TRINITY_DN1014_c0_g1,0,3.4802353887857582
8,ser_TRINITY_DN101406_c0_g1,0.07445885286570596,3.493611535123396
1,ser_TRINITY_DN101406_c0_g2,2.2019969982587364,2.799845765268105
8,ser_TRINITY_DN10143_c0_g1,0,1.5335775508418965
8,ser_TRINITY_DN10144_c0_g1,0,0.68612890831517
8,ser_TRINITY_DN101469_c0_g1,0.047878955809738756,2.662296890236204
1,ser_TRINITY_DN101532_c0_g1,3.2728683965662477,4.982858970099949
7,ser_TRINITY_DN10160_c0_g1,1.0586226677619712,4.560758723710919
8,ser_TRINITY_DN10168_c0_g1,0,1.723973508693409
8,ser_TRINITY_DN10169_c0_g1,3.71678648898522,3.7139025276765487
8,ser_TRINITY_DN10169_c0_g3,1.523079136968919,3.5088936502367147
7,ser_TRINITY_DN10169_c0_g6,1.0613075479490603,5.113688915557072
1,ser_TRINITY_DN10169_c2_g1,2.972851801137509,4.885118594023907
7,ser_TRINITY_DN101719_c0_g1,2.2524955912312405,4.716929317988841
1,ser_TRINITY_DN10174_c0_g1,0.44617787221449184,4.547939055728421
7,ser_TRINITY_DN101743_c0_g1,0,2.149736715807157
1,ser_TRINITY_DN101750_c0_g2,0,2.4229793215458617
8,ser_TRINITY_DN1019_c0_g2,0.7148459934998171,1.7210177937961246
8,ser_TRINITY_DN10190_c0_g1,1.0215245000100803,3.7501891776319707
8,ser_TRINITY_DN10191_c0_g1,0.48025374591968256,4.537239184517711
7,ser_TRINITY_DN10196_c0_g1,6.238613064733982,0.34284143556292707
7,ser_TRINITY_DN1020_c0_g1,0.1755948579090908,3.2137280096546936
8,ser_TRINITY_DN10201_c0_g1,4.582841563339393,0.08242260576070756
1,ser_TRINITY_DN1021_c0_g1,0.6612607151265002,3.227008377114723
7,ser_TRINITY_DN10212_c0_g1,6.461752473484815,6.426100957578105
1,ser_TRINITY_DN1022_c1_g1,0.8364000446821062,4.692613270092066
8,ser_TRINITY_DN1022_c1_g2,0.9365373119306261,0.7306599524552354
1,ser_TRINITY_DN10222_c1_g1,1.5880048199131707,4.648619310788076
8,ser_TRINITY_DN102228_c0_g3,4.601534828128924,5.564632690932435
1,ser_TRINITY_DN10233_c0_g1,0.47533084667455056,8.042294462778058
1,ser_TRINITY_DN1024_c0_g2,0,2.800548952399675
8,ser_TRINITY_DN10244_c0_g2,0.35256645418446114,4.749435957256159
8,ser_TRINITY_DN10244_c0_g3,4.030762466826901,2.7747494304617084
8,ser_TRINITY_DN10244_c7_g2,0,2.5011193600906414
8,ser_TRINITY_DN10247_c0_g3,3.8004200431565938,5.352143490390652
8,ser_TRINITY_DN10250_c0_g1,2.7327445917683577,5.581280677527518
8,ser_TRINITY_DN102566_c0_g1,0.7496355209278209,4.1004943143756
8,ser_TRINITY_DN1026_c0_g1,0.37468785761481743,3.2160884408161245
7,ser_TRINITY_DN10266_c0_g2,0.2472324226012,4.667317713839752
8,ser_TRINITY_DN1027_c0_g1,0.4347312307176818,3.5099577578711987
1,ser_TRINITY_DN10270_c0_g2,0.03444534480799055,3.886935107273073
7,ser_TRINITY_DN102704_c0_g1,2.914183517507923,4.8817008085877065
8,ser_TRINITY_DN10272_c0_g1,0,1.1219864887260271
7,ser_TRINITY_DN102746_c0_g1,0.058377458126844715,3.4508185134639127
8,ser_TRINITY_DN10277_c0_g1,5.054398888522295,4.033434234691747
7,ser_TRINITY_DN10283_c0_g1,0,2.197576697682781
8,ser_TRINITY_DN10288_c0_g2,0,0.33927651559796773
1,ser_TRINITY_DN10289_c0_g1,1.5377030957103441,3.4955391819757287
7,ser_TRINITY_DN10292_c0_g1,0.10553326480489623,0.912792019874854
