PS,GeneID,gamete,S1,S2,S3,S4,S4.5,S5,matSP
8,dis_TRINITY_DN0_c1_g2,1.8611699035600584,4.086888364532989,4.7411949790374335,4.216831748124484,4.158426546461015,3.873542741497443,3.8472762807726766,4.13773118109796
8,dis_TRINITY_DN1_c0_g4,2.7432300415747197,4.7743194715899815,4.067147783211482,3.6868509894734762,3.5307534629723376,3.236422357039246,3.251193568125708,3.2166622134039615
1,dis_TRINITY_DN10_c0_g1,0,0,0.28877551020729747,0.7930755911575688,1.7927141986699053,0.6176417169035529,2.631924836488102,1.5060842074386882
7,dis_TRINITY_DN10_c0_g3,0,0,0,3.200677915879852,2.1859962234987913,0.5730661756041883,3.414852033418976,0.534766836161826
7,dis_TRINITY_DN100_c0_g1,7.1030622529536345,6.499736078667442,6.485457838339719,6.929029938677808,6.675366105389217,5.486365979959571,6.478735503934726,7.55925901606828
8,dis_TRINITY_DN100_c0_g3,1.68210648077202,3.158242492640827,3.9075770589258796,3.9906336208334787,3.832423720525287,2.8722535364084734,3.7985465568514414,4.093115561192142
7,dis_TRINITY_DN1000_c0_g1,3.6677653304877813,3.9477530150816693,4.287329924649997,4.086550090394713,3.888268457150732,3.9222293475286523,4.043593026366199,3.5173165794896692
8,dis_TRINITY_DN10001_c0_g1,4.5950273481068145,5.463319324352256,5.490843850728161,5.136385391275567,5.485097062821658,5.626253472678678,5.391354824124137,5.1512015574251055
8,dis_TRINITY_DN1001_c0_g1,5.990009154257534,0.48951416365960043,0.18746879067401437,0.17667893390945003,1.0644110711041246,1.2810726746643097,0.29578178892525936,0.1352445942213085
1,dis_TRINITY_DN1001_c0_g3,3.0893923854837557,4.068385768559414,5.043974802505004,5.392956171984556,5.735293380431328,5.666453650921284,6.049536349130748,4.302669956817892
1,dis_TRINITY_DN10011_c0_g3,1.9766347342708028,4.260603597065323,4.664809059633649,3.875105878050302,3.584412969713245,3.799061084438774,3.139389270319632,3.3818567367552856
1,dis_TRINITY_DN10015_c0_g1,2.1338745199101403,4.399135402060253,5.165025072026962,4.8103403737197175,4.64539829878659,3.791621664271412,4.166093289172772,3.9023605457553345
1,dis_TRINITY_DN10021_c0_g2,4.845070353823572,4.062747745782185,3.8212342716378047,4.584756090396729,4.467297546645523,4.302964792134489,4.23560123970457,4.3686813378497975
1,dis_TRINITY_DN10021_c0_g3,7.102680536839966,7.3385319443295405,7.467188192217129,7.692190490004188,6.56210219355472,6.7705712139192045,6.497671686371149,6.41716790757707
7,dis_TRINITY_DN10021_c0_g5,4.718623780972932,5.716711105119987,5.195443906026559,6.478334266314555,7.3012242659255024,7.464399280253385,7.207166359041245,5.793285533503098
8,dis_TRINITY_DN10025_c0_g1,3.7111855200150563,4.737890606089994,5.407308524584486,4.046592247855304,4.029391483803457,4.020406190399266,4.092092566036542,3.5358510331824253
6,dis_TRINITY_DN1003_c0_g1,5.647680059195766,5.090393540447315,4.970696863145446,4.608304506763226,4.921805621847361,4.870177033712953,4.811437685803983,5.203541817691124
8,dis_TRINITY_DN10031_c0_g2,4.964084065438801,4.593680521733434,5.027699869919304,4.674351326659049,4.770113598429184,4.83559094297021,3.6488915733716443,4.21888541461792
1,dis_TRINITY_DN10032_c0_g1,9.507409879797068,10.359222749804747,10.313198447944936,11.839058805907479,11.372097164680463,11.568384359210484,12.006632005970205,11.594298983495756
