PS,GeneID,gamete,S1,S2,S3,S4,S4.5,S5,matSP
8,dis_TRINITY_DN18984_c0_g1,237.89960399999998,0.031534,0.077505,0,0,0,0,0
8,dis_TRINITY_DN1899_c0_g1,0.8574729999999999,33.923361,70.722331,8.437812,9.600092,4.668401,3.9197965,7.3552815
8,dis_TRINITY_DN19_c0_g1,13.235405,45.039669,49.331489,56.9280665,31.851748,14.857267,17.5719675,6.8796955
1,dis_TRINITY_DN190_c0_g1,12.478568499999998,6.786911,3.393084,85.355822,215.675589,111.385728,222.469124,205.73155
8,dis_TRINITY_DN1900_c0_g1,11.704521,25.212541,20.201759,38.883092500000004,47.365314,32.642124,39.8556515,26.259771999999998
1,dis_TRINITY_DN19017_c0_g1,14.3524735,23.232074,12.62406,44.0564375,27.967913,42.716177,31.634304,88.4196115
8,dis_TRINITY_DN19042_c0_g1,15.166866500000001,33.136679,41.195493,61.702485,46.849018,28.774475,29.409881,26.419055999999998
8,dis_TRINITY_DN1905_c0_g1,12.9311,9.417538,4.596139,4.243284,4.693555,4.327164,7.1666240000000005,6.5374385
2,dis_TRINITY_DN19056_c0_g1,27.800879000000002,21.07074,12.195599,7.453101,7.050754,8.399821,12.105366,53.6367445
7,dis_TRINITY_DN1906_c0_g1,0.546721,8.704105,13.59215,2.6690035,2.263794,2.046185,4.933026999999999,2.776746
1,dis_TRINITY_DN19060_c0_g1,97.24803349999999,31.713935,20.685206,11.941637,20.106114,22.661591,1.4846465,7.8742175
6,dis_TRINITY_DN1907_c0_g1,109.239608,109.735162,150.811519,70.074567,79.99388,83.624513,62.422478999999996,70.448836
8,dis_TRINITY_DN19082_c0_g3,1.6774555,2.65732,3.542324,4.658407,4.510618,3.510385,5.7625695,3.3878505
8,dis_TRINITY_DN19083_c0_g1,8.6486715,9.236303,26.238892,14.4658125,44.938795,24.334007,22.062339,10.639622
8,dis_TRINITY_DN19083_c0_g2,11.5181285,21.912779,16.734714,21.012563,26.990619,18.181842,20.081832499999997,16.3048935
1,dis_TRINITY_DN19091_c0_g2,2.9134915,12.086349,16.395253,13.951623,11.917101,10.164573,10.4598195,5.849463999999999
2,dis_TRINITY_DN191_c0_g1,1486.9574525,2407.547422,2402.521796,2129.5829544999997,1779.017906,1170.783076,2164.465561,1304.584071
1,dis_TRINITY_DN191_c0_g2,1502.1558,1816.876424,1633.665795,1837.302983,1919.128365,1370.594201,1989.4501675000001,810.228606
1,dis_TRINITY_DN191_c1_g1,6.81187,24.86947,29.051941,18.945909999999998,15.439663,11.885907,12.344386,11.245771000000001
1,dis_TRINITY_DN191_c1_g2,3.523008,20.744177,91.090272,59.18395,36.970821,5.275502,569.636765,2.7841655
1,dis_TRINITY_DN191_c1_g3,34.5144395,6.410993,19.312754,45.52024,38.354685,26.399909,42.03027350000001,41.511163499999995
7,dis_TRINITY_DN191_c1_g4,6.004273,26.472372,26.540646,5.1509045,9.664346,9.259051,16.582852,4.985739499999999
