PS,GeneID,holdfast,reptip,stipe,vegtip
8,ser_TRINITY_DN1_c2_g2,9.747862798703336,10.008376107015312,9.787163553615972,9.985797295287417
1,ser_TRINITY_DN1_c4_g6,0,3.935788418528245,0,5.276603747157327
2,ser_TRINITY_DN100_c0_g1,1.2326902243029325,3.07490955358353,2.8633388543455958,0.9471828711932212
1,ser_TRINITY_DN10004_c0_g1,4.451518612178115,5.201902459708513,4.599499369011032,4.243724521307319
8,ser_TRINITY_DN10005_c0_g1,2.8787998771638414,3.379602803500775,3.3168349135731847,3.1143706899924832
1,ser_TRINITY_DN10006_c0_g1,2.3242083469267767,3.776823787019622,2.5390423979857224,2.6483872086391376
1,ser_TRINITY_DN10008_c0_g1,2.398817145687744,2.7490351912195243,2.8158024715226535,2.175747175717044
1,ser_TRINITY_DN10009_c0_g2,10.798323755659652,10.497179896434465,10.98309240803669,11.24185232789661
1,ser_TRINITY_DN10014_c0_g1,0,4.271873834017601,0,0
1,ser_TRINITY_DN10017_c0_g1,1.7784857322907999,3.381584894716145,1.9213719641481848,2.885459568913462
8,ser_TRINITY_DN10024_c0_g2,2.332233592049722,3.6184503449876537,3.3373487318172623,3.3295922166226335
5,ser_TRINITY_DN100298_c0_g1,9.058664378799318,9.128030641881736,8.946966419115096,9.07467005341388
1,ser_TRINITY_DN10030_c0_g1,4.212123077099843,5.0274139149566865,4.04327161578646,4.033069663181036
1,ser_TRINITY_DN10032_c0_g2,3.0248854040381468,3.368393031971721,2.791331911708515,2.4450523347537643
1,ser_TRINITY_DN100337_c0_g6,5.9688729600301995,7.0406494484211315,6.714081068539155,5.599775883769571
1,ser_TRINITY_DN10034_c0_g1,6.267120364186432,6.179720532375987,6.239303802730209,6.220708922141064
8,ser_TRINITY_DN10037_c0_g1,4.0515248035185705,3.2303936382242533,4.032746295972069,3.0745542446650913
1,ser_TRINITY_DN10037_c0_g2,6.562822652598034,6.743549839401025,6.271831619745797,7.348275793998448
7,ser_TRINITY_DN10037_c0_g3,1.890951304479328,5.255452088579278,1.6607515882114516,2.097299639821103
1,ser_TRINITY_DN10037_c0_g4,5.132924067613006,4.180859323998605,5.070189140066123,4.379425156421954
8,ser_TRINITY_DN10038_c0_g1,2.130367515895198,2.9853331991422434,2.5490690523457307,2.488318077413297
7,ser_TRINITY_DN1004_c0_g1,3.3936379147331888,3.5515850438588235,3.846569936732193,4.066079716011468
7,ser_TRINITY_DN10045_c0_g1,3.379446990932977,2.2829476984534227,3.2054729037735936,2.4783832206761893
8,ser_TRINITY_DN10049_c0_g1,0,5.041097601299645,0,0.1513393010422809
4,ser_TRINITY_DN10049_c0_g2,0,5.685876083292705,0,0.2754660138175646
1,ser_TRINITY_DN1005_c0_g1,10.995931037236348,10.624210189555782,10.996469206542473,10.909934469928025
8,ser_TRINITY_DN10052_c0_g6,5.138188190563621,3.5864571997993173,5.867774348523481,3.7565231251455025
8,ser_TRINITY_DN10055_c1_g4,2.5921565666071924,0.21835340960487337,2.4775224302673586,0.3506205780943393
2,ser_TRINITY_DN1006_c0_g1,3.1750309504698495,4.023959137710185,2.726513658418518,2.849777935872436
8,ser_TRINITY_DN10060_c0_g1,0,5.294069589253188,0,0.3145097606822259
7,ser_TRINITY_DN10064_c0_g1,8.960841918292685,7.732915058525523,8.723064492393327,8.061139651568572
8,ser_TRINITY_DN10068_c0_g1,3.6593497627793603,4.215201061620375,4.513873476425449,7.110351058666821
1,ser_TRINITY_DN100695_c0_g1,7.691328905453417,2.988746119281369,4.866728297530931,2.7490843340959357
8,ser_TRINITY_DN10078_c0_g1,8.634833236654666,2.696414537810789,8.896135614757574,4.237884587445809
1,ser_TRINITY_DN10079_c0_g1,10.482740609222715,12.68715341297714,10.381501647770028,10.4778181805474
1,ser_TRINITY_DN10082_c0_g2,4.1430720583411285,4.277872896915535,4.79931431576231,4.299472827092451
1,ser_TRINITY_DN10088_c0_g1,2.934112981196175,4.128029471252022,3.6693594997193513,2.9856865842454368
1,ser_TRINITY_DN100907_c0_g1,6.751433057678465,6.2134153123389595,5.98015628423668,7.665983151175076
7,ser_TRINITY_DN100907_c0_g2,0.5014279347697463,3.2713805538149883,0.5838781484410661,0.5901075838333162
8,ser_TRINITY_DN10096_c0_g1,4.252896018181479,3.7475828968288907,4.259003887214367,3.1268354501868116
