GeneID,Fs_F_gametes_1,Fs_F_gametes_2,Fs_F_gametes_3,Fs_M_gametes_1,Fs_M_gametes_2,Fs_M_gametes_3,Fs_zygotes_24h_1,Fs_zygotes_24h_2,Fs_zygotes_24h_3,Fs_zygotes_48h_1,Fs_zygotes_48h_2,Fs_zygotes_48h_3,Fs_zygotes_48h_4,Fs_zygotes_48h_5,Fs_zygotes_48h_6,Fs_zygotes_1w_1,Fs_zygotes_1w_2,Fs_zygotes_1w_3,Fs_zygotes_3w_1,Fs_zygotes_3w_2,Fs_zygotes_3w_3,Fs_zygotes_4w_1,Fs_zygotes_4w_2,Fs_zygotes_4w_3,Fs_Fwild_matSP_holdfast_1,Fs_Fwild_matSP_holdfast_2,Fs_Fwild_matSP_holdfast_3,Fs_Fwild_matSP_reptip_1,Fs_Fwild_matSP_reptip_2,Fs_Fwild_matSP_reptip_3,Fs_Fwild_matSP_stipe_1,Fs_Fwild_matSP_stipe_2,Fs_Fwild_matSP_stipe_3,Fs_Fwild_matSP_vegtip_1,Fs_Fwild_matSP_vegtip_2,Fs_Fwild_matSP_vegtip_3,Fs_Mwild_matSP_holdfast_1,Fs_Mwild_matSP_holdfast_2,Fs_Mwild_matSP_holdfast_3,Fs_Mwild_matSP_reptip_1,Fs_Mwild_matSP_reptip_2,Fs_Mwild_matSP_reptip_3,Fs_Mwild_matSP_stipe_1,Fs_Mwild_matSP_stipe_2,Fs_Mwild_matSP_stipe_3,Fs_Mwild_matSP_vegtip_1,Fs_Mwild_matSP_vegtip_2,Fs_Mwild_matSP_vegtip_3
ser_TRINITY_DN1004_c0_g1,11.144627,23.351314,22.153387,0,1.495885,0,69.587636,57.719455,38.636305,42.599141,48.114585,40.251454,25.719189,35.34457,27.182917,34.871311,38.794072,42.501939,32.999111,51.585063,57.398774,51.693445,42.240611,57.417803,53.199709,9.573788,11.713094,44.750132,44.90669,26.071326,15.442425,15.435765,0,37.945712,42.445597,45.709279,9.509615,14.100371,7.289131,18.754926,10.725561,3.294696,13.385764,14.185571,7.425703,9.369734,18.669578,15.74989
ser_TRINITY_DN10045_c0_g1,10.620539,9.74019,9.442907,0.228003,1.128474,0.411147,81.241082,72.42269,73.588166,50.237102,46.648236,49.638907,45.765825,42.756601,46.078177,13.296166,20.758671,21.214839,6.658156,10.176041,10.412019,7.860321,11.935508,14.723422,38.496912,8.139447,6.923304,2.078374,5.978956,5.081911,10.373493,12.862615,6.113256,5.474034,3.585682,11.491446,9.406745,12.099798,7.701549,3.866713,4.609449,2.523064,8.224514,10.563007,5.770556,4.572726,8.591269,1.944904
ser_TRINITY_DN10049_c0_g1,0,0,0,5.715626,8.203523,3.675459,0.127555,0.074774,0.03524,0.0521,0,0.048671,0.128274,0,0,0,0,0,0,0.019374,0,0.021106,0,0,0,0,0,0.02566,0.106422,0,0,0,0,0,0,0,0,0,0,67.144226,31.924682,12.7274,0,0,0.14579,0,0.1106,1.624548
ser_TRINITY_DN10049_c0_g2,0,0,0.072333,11.215753,12.598449,7.118458,0.190831,0.063931,0.120097,0.177943,0,0,0.054486,0.025984,0,0,0,0.024611,0,0.032828,0,0,0.017922,0,0,0,0.024127,0.043132,0.089482,0,0,0.021959,0,0,0,0.116445,0.025489,0,0,82.340258,50.477714,21.977987,0,0,0.123273,0.09234,0.210385,2.143431
ser_TRINITY_DN1005_c0_g1,491.931738,385.402295,287.973212,63.694801,87.590279,35.241864,379.072268,408.053657,307.704918,515.826545,597.906982,523.543715,497.730511,525.296345,489.736589,767.990921,758.823225,684.013004,1302.757183,1346.401435,1200.783656,957.473408,1027.896638,763.420136,1378.933069,1072.727069,1157.110256,1808.248086,1397.806848,1664.505985,1381.926024,1003.316454,2219.509401,1725.35973,1655.167522,1133.286832,2245.288855,1036.099448,2041.231979,1577.359568,1326.493357,2244.646302,2123.19991,1915.132822,2041.993936,1923.055194,1280.612989,2553.67481
ser_TRINITY_DN10052_c0_g6,9.917394,14.618306,17.295814,40.951819,30.132902,66.517966,18.56357,20.553227,15.665302,61.500133,77.562115,66.383661,51.398254,49.452373,54.035395,48.710072,36.491772,33.651838,70.921761,103.188463,88.908901,197.077631,318.851943,131.813164,4.901402,35.836019,59.519102,29.077847,20.8254,9.474449,82.840321,40.048544,13.554734,10.711051,40.014901,16.829707,34.216709,39.55412,5.863681,17.765386,11.012439,8.673864,60.585884,57.395057,25.575539,11.50016,18.148039,12.515314
ser_TRINITY_DN10055_c1_g4,0.937412,0.560878,0.461101,0,0,0,9.744913,4.158133,15.458602,12.441932,9.301196,15.735268,10.172916,10.151881,15.312723,15.523606,23.428949,27.330493,27.872553,27.402979,37.888316,34.340954,30.44697,45.585702,4.299918,3.862102,4.995226,1.288558,1.668868,0.425294,3.430954,2.871384,1.46475,1.016438,0.155291,0.737906,4.201037,5.029994,6.509072,0.295341,0.163405,0,4.535511,4.569402,4.713193,2.030944,0.275109,0
ser_TRINITY_DN1006_c0_g1,17.60802,11.220278,10.058828,0,0,0,19.610411,15.678797,11.626819,17.926273,20.757915,17.197058,12.537273,11.382968,12.007614,13.164369,11.296038,13.0248,10.019132,10.591173,15.683437,10.49515,12.998642,28.604173,5.103581,11.316777,9.733901,8.066056,11.658091,9.198876,11.026855,8.144506,19.042916,7.883084,7.686877,9.465838,8.081229,7.731099,8.031909,18.285718,15.267934,11.689137,5.618543,5.389563,6.177516,6.208894,9.464177,5.930358
ser_TRINITY_DN10060_c0_g1,0.191933,0.808515,0.711856,35.462907,27.697477,19.483867,0.317113,1.646034,0.202243,0.96561,3.407797,1.040776,1.299447,1.913232,1.468401,0.142267,0.517386,0.377549,0.121296,0.367477,0.037598,0.15545900000000001,0.030703,0.139912,0.04712,0,0,0,1.509477,0.423442,0,0,0,0,0,0.294642,0,0,0,40.372556,38.235008,19.121383,0,0,0.427927,0,0.243589,1.435328
ser_TRINITY_DN10064_c0_g1,158.75976,106.990993,183.552019,39.781916,65.023436,78.006454,159.055323,135.186207,169.198926,197.678504,139.633489,144.193013,303.829996,268.329796,240.827621,239.316177,359.490197,264.645185,1024.935045,747.100085,974.253023,1013.728574,806.265911,250.292977,794.230676,333.030625,427.720281,489.853829,344.703533,437.353158,417.813444,381.253386,684.475445,370.683152,299.759469,315.210639,497.290037,396.05287,594.552836,211.735215,260.432121,210.025357,404.949374,421.575259,440.783135,203.826673,266.082132,411.223254
ser_TRINITY_DN10068_c0_g1,24.261025,22.495431,16.913971,4.13633,5.516492,2.654077,9.350711,9.045427,9.748508,70.164713,71.140504,81.320799,65.050447,54.955865,72.570194,68.932306,69.441473,64.52345,29.627979,34.27723,29.118235,28.098563,31.240101,43.955547,6.342907,8.934695,21.74886,78.113482,38.967641,44.3363,35.99848,15.410031,5.800354,107.890855,78.056677,41.14863,11.634965,15.644825,3.442512,17.573851,33.215712,16.530399,23.080477,21.84606,13.457751,137.174833,142.122663,18.553304
ser_TRINITY_DN100695_c0_g1,0.660071,2.424963,4.6026300000000004,0.260854,0.288488,0,3.452766,8.371131,1.968672,8.790294,19.668527,9.996892,6.450453,13.151211,8.356407,58.540706,35.811459,44.608537,4.772248,8.471879,7.277246,12.982012,7.256812,12.68517,187.283141,233.321218,355.158679,12.80145,18.18557,60.005434,99.391362,116.835562,36.807006,7.385722,3.372051,14.452196,205.690591,608.505053,186.135992,16.717432,6.937838,3.250501,28.176366,51.896175,19.80821,4.213585,5.722903,18.687592
ser_TRINITY_DN10078_c0_g1,13.779893,6.823909,76.931618,0,0,0,163.078606,182.898317,98.834199,295.865912,302.633185,271.914444,266.834118,294.283406,255.115729,246.331541,247.205741,245.105134,234.956361,848.581282,521.105343,692.103052,1021.294933,1324.464723,488.62806,904.807353,762.084864,29.923118,10.080555,2.9341,596.602948,980.551176,290.425616,5.253292,28.820062,5.500078,347.317847,1159.765948,396.506113,5.48189,1.453728,7.165233,475.435008,587.576757,441.003558,17.868196,20.119993,1.934742
ser_TRINITY_DN10079_c0_g1,2919.75964,2301.955269,2665.267712,10224.953913,11879.975626,13865.316873,3430.040012,3478.060611,3587.936279,4032.953717,3823.668139,3771.29195,4090.435856,3949.081798,3898.736524,2106.450928,2215.68374,2094.008994,1634.153422,1277.158204,1980.608808,1387.056505,1328.384977,2138.803436,1270.650062,1534.054201,1613.739967,774.433436,1459.075697,974.173978,1574.327476,1713.936372,1257.890702,1102.81328,918.775563,1206.801535,1335.281458,1429.9332,1520.404309,7989.619073,6593.983858,3694.311082,1434.025752,1332.961809,1155.576261,1261.626751,1425.059222,2045.186738
ser_TRINITY_DN10082_c0_g2,21.321645,15.872834,22.53212,0.526255,1.96612,1.390621,18.560726,26.496774,21.985734,36.24317,44.792488,43.331145,28.880623,31.218375,29.069297,45.394208,50.631469,40.855712,37.169751,61.721832,55.709655,70.899864,66.380756,74.727328,9.187446,30.43562,25.554516,20.539996,18.797825,21.480629,26.107069,30.295242,10.476265,25.681099,25.011516,21.706112,16.668064,36.092575,13.251512,18.398496,23.971194,10.787786,26.844381,27.744299,16.383443,18.691114,25.496697,15.155684
ser_TRINITY_DN10088_c0_g1,8.2002,15.052531,8.682314,5.196228,11.150454,20.844308,13.204379,12.884804,18.284707,16.18312,19.12309,18.673393,19.272311,20.619553,19.529534,12.529633,13.440701,15.354371,7.441168,10.205626,11.315429,14.231131,13.311136,16.189611,3.873433,6.483649,7.563377,6.589242,7.123812,8.363067,9.577761,8.324353,2.236614,5.120372,7.868046,9.651039,6.642862,10.613964,4.058898,17.802306,16.484801,5.817705,11.722934,11.807964,5.073772,6.921022,9.920807,6.453777
ser_TRINITY_DN100907_c0_g1,92.665538,129.174878,80.277957,0.700297,0.641506,0.350632,158.476022,134.891147,157.325088,252.687879,286.560513,260.095876,266.075629,323.441138,285.088258,206.685954,161.519484,189.015342,137.258183,174.234042,160.200561,148.052742,155.635329,158.086823,42.952599,129.620458,183.496594,100.920624,87.72934,61.678458,78.854586,83.075821,85.331511,106.044375,80.838555,75.53315,86.116698,142.478848,106.74171,45.142853,73.203499,76.925248,62.125731,59.507743,75.037844,202.091092,206.657085,58.396891
ser_TRINITY_DN100907_c0_g2,2.49816,1.141529,2.284752,0.023202,0.077995,0,10.716454,12.093368,13.557377,9.935065,10.62756,11.182617,9.351935,8.715943,10.570652,2.638882,3.263978,4.085884,0.511339,0.958913,0.932604,1.17533,1.109416,2.362831,0.145522,0.583331,0.392055,0.282799,1.250373,1.534497,0.560298,0.540382,0.274729,0.330628,0.472173,1.184792,0.276314,0.478026,0.415614,11.875771,8.655698,1.955542,0.550663,0.498873,0.21123,0.388479,0.767271,0.505359
ser_TRINITY_DN10096_c0_g1,10.082668,9.019711,8.529496,2.297147,0.719974,0.34312,21.116994,18.424048,19.176404,24.907568,24.10421,22.674925000000002,23.142457,20.898344,19.338255,16.523237,17.189163,20.836561,15.794291,14.601027,15.280483,15.637746,20.341243,17.114893,20.931248,7.072935,8.81433,6.548071,7.074114,8.705688,12.179795,7.969038,11.385989,8.998562,7.982194,8.02441,18.065547,9.068133,25.633755,14.094605,11.753102,12.43182,18.146435,19.740904,11.948339,6.921389,7.735168,14.783765
ser_TRINITY_DN10098_c0_g1,69.76181,79.118494,100.041165,51.277697,56.685995,73.438637,76.482219,73.864128,58.323943,59.316353,53.804055,53.727169,35.117594,29.36422,31.957003,42.979339,37.817082,40.396793,31.322275,46.3502,57.005931,68.435888,60.127481,78.968985,57.761074,129.167002,100.947561,31.271654,51.398077,57.911673,65.094133,119.485452,63.501563,30.21571,34.248456,91.081963,85.933134,91.769466,48.669296,40.186311,48.675167,33.216695,48.600654,45.268951,19.095465,22.668653,25.54121,11.909036
ser_TRINITY_DN10101_c0_g1,14.58074,17.027468,26.25582,2.474989,3.299227,0.791538,17.315367,18.738957,22.25393,36.618103,42.279979,48.44041,40.690673,47.482803,41.091036,25.0247,25.113107,19.621581,15.958331,17.400401,14.903579,12.603443,10.870222,9.695271,0.668183,1.310321,1.857496,5.18638,6.590177,4.569486,1.742217,1.793216,2.447455,8.076586,6.934811,8.181812,2.198017,2.920892,1.501959,4.04202,8.070416,12.445474,5.258906,5.008449,8.840374,21.232084,17.287663,6.27831
ser_TRINITY_DN10103_c0_g1,18.74515,13.207868,11.203665,0.244471,0.054497,0.059388,99.192117,83.091898,104.75161,142.158995,141.92443,142.010392,139.958686,133.824056,133.895593,25.239637,28.203579,28.148653,9.150217,13.851412,13.282257,21.001279,18.195566,34.21758,1.075735,6.312624,5.821584,1.169387,7.671758,5.150219,2.919606,6.170736,1.562926,0.570837,2.234646,8.231143,1.537751,6.328833,2.298558,47.287476,44.195505,9.280902,1.149402,1.826358,2.530117,2.402756,8.167725,2.595966
ser_TRINITY_DN10104_c0_g1,2.723531,2.461864,3.390143,19.904986,23.010347,35.358006,0.294351,0.172054,0.355039,0.742186,1.223236,0.693237,0.528543,0.174427,0.205272,0.261958,2.063003,0.795289,0.66457,0.114594,0,0,0.360659,0.777148,0,0,0,1.134321,2.908014,0.646021,0.258629,0,0,2.636292,3.669629,5.538375,0,0,0,35.932392,25.129818,10.688297,0,0,0,0.660455,1.3913740000000001,0.67739
ser_TRINITY_DN101045_c0_g1,19.807833,16.353388,22.229297,0.097795000000000007,0,0,11.537753,14.178351,15.612785,10.308531,9.707282,9.929305,13.030346,14.238943,11.267113,9.331449,9.094379,9.305936,11.987193,13.822986,13.777257,10.080748,12.315684,12.338993,4.831783,5.075742,8.635566,7.781673,10.802586,13.511409,10.05316,6.060148,8.003512,22.19721,11.166474,17.684084,12.324608,10.108304,10.63506,18.753428,14.793708,22.20393,19.891445,15.914054,13.923404,15.754366,12.891362,13.691913
ser_TRINITY_DN10106_c0_g1,30386.59824,26693.464772,26963.594012,0.167602,0.182356,0.199801,18805.705025,19156.2843,16770.608942,4522.231298,2531.355647,2486.454646,3714.948537,2166.017842,2060.932115,22.844191,9.337717,17.09689,0.195034,8.070596,0.271122,0.791533,2.693279,0,0.868901,1.589226,0.469716,3.146972,3706.840263,2670.338005,0.421892,1.359053,11.364245,0.768248,1.648488,5614.209896,0,0,0.286152,0.120343,0.643278,0.457528,0,0.099829,0,0,0,0.931969
ser_TRINITY_DN10107_c0_g1,10.113731,8.968528,10.479842,1.359068,0.210127,0,17.374025,11.468768,17.963548,14.706495,23.293575,19.570517,15.189127,19.385703,19.359813,10.227261,11.20476,10.664409,9.211394,14.5891,9.293316,10.184941,10.697279,12.018641,1.502788,4.488144,5.325275,5.575828,9.301636,8.053533,6.414251,5.214247,6.667766,4.964496,8.17518,10.216125,3.924581,3.680188,3.665306,7.408461,8.439734,5.662196,5.534436,4.646113,4.810134,5.804582,6.84973,4.088695
ser_TRINITY_DN101078_c0_g1,0.027245,0,0.070764,0.55269,0.437313,1.240783,0.614226,0.469704,0.646798,1.525023,1.390677,1.95382,1.600015,1.271551,2.471169,1.272301,1.160587,0.89135,0.80234,1.317084,0.407958,1.028699,0.806829,1.394865,0.282482,1.557856,0.18872,0.274084,4.04612,1.937081,0.052987,1.244748,0.320114,0.468217,0.241895,1.115112,0.124678,0.33089,0.847455,42.918981,40.430015,16.783656,0.272448,0.34739,0.603003,0.150583,0.251558,0.907794
