PS,GeneID,gamete,24H,48H,1w,3w,4w,matSP
1,ser_TRINITY_DN18007_c0_g2,2952,5744,6121,6335,5602,5428,3669
7,ser_TRINITY_DN1802_c0_g1,1785,3177,1640,2328,2013,2001,867
1,ser_TRINITY_DN18023_c0_g1,7032,1148,656,220.5,202,209.5,509
8,ser_TRINITY_DN1803_c0_g1,1307,815,1094,2859,1710,1986,950
8,ser_TRINITY_DN1803_c0_g2,2206,4433,6430,6052,4993,6054,5357
1,ser_TRINITY_DN18030_c0_g1,2778,4553,3425,3490,3379,3177,1765
1,ser_TRINITY_DN18032_c0_g2,8095,8210,8214,8223,8252,8244,8255
1,ser_TRINITY_DN18038_c0_g1,2247,1581,2988,3302,3541,2007,2206
1,ser_TRINITY_DN1804_c0_g1,6775,7160,5662,7362,6810,7096,6931
8,ser_TRINITY_DN1804_c1_g2,598,1060,1287,1151,1089,1566,2064
1,ser_TRINITY_DN1804_c8_g1,4797,4901,6482,5025,4520,4620,6590
8,ser_TRINITY_DN18047_c0_g1,961,2166,1970,2705,2418,2137,2580
8,ser_TRINITY_DN1805_c0_g2,4881,6371,5967,6268,6543,6597,6565
8,ser_TRINITY_DN18051_c0_g1,7178,7658,7590,7332,7459,7292,7920
8,ser_TRINITY_DN18051_c0_g5,2514,4023,4281,4188,3824,3580,2571
8,ser_TRINITY_DN18051_c0_g6,7824,7720,7592,7022,7350,7384,7784
8,ser_TRINITY_DN18052_c0_g1,2507,6477,5786,5247,4783,6313,6617
6,ser_TRINITY_DN18054_c0_g1,7254,7750,8027,8110,7280,6884,7205
7,ser_TRINITY_DN18056_c0_g1,3618,479,402,483,458.5,495,621
1,ser_TRINITY_DN18057_c0_g1,4150,3487,6978,6111,5050,3446,3522
1,ser_TRINITY_DN18059_c0_g1,6862,5708,6857,7019,6477,5722,4672
8,ser_TRINITY_DN18060_c0_g2,102.5,660,472,220.5,736,759,986
7,ser_TRINITY_DN18067_c0_g1,6979,6672,7117,7055,5756,5939,1109
6,ser_TRINITY_DN18073_c0_g1,2423,2726,4276,6319,4543,2636,7102
8,ser_TRINITY_DN18078_c0_g1,7511,4449,5186,4979,4643,4515,6974
2,ser_TRINITY_DN18082_c0_g1,3234,1225,1451,2296,3570,2838,2555
7,ser_TRINITY_DN18084_c0_g1,7255,132.5,165.5,220.5,202,209.5,197.5
2,ser_TRINITY_DN1809_c0_g1,208,8131,7413,5990,4504,6513,4633
1,ser_TRINITY_DN18091_c0_g1,5291,3431,2546,2996,3800,4594,4965
8,ser_TRINITY_DN18097_c0_g1,4939,1764,2111,3704,3614,4085,6312
8,ser_TRINITY_DN18099_c0_g2,7782,7999,7907,6844,7387,7339,4602
8,ser_TRINITY_DN181_c0_g1,820,7698,7438,1872,1401,1145,865
1,ser_TRINITY_DN181_c0_g2,7451,5460,3170,1201,3647,3940,762
8,ser_TRINITY_DN18102_c0_g2,7310,7441,7969,7972,7567,6870,7551
7,ser_TRINITY_DN18110_c0_g1,831,1839,1213,3215,7255,7277,3029
7,ser_TRINITY_DN18113_c0_g1,4260,6230,6654,5173,5045,5513,5409
8,ser_TRINITY_DN18117_c0_g2,5882,7237,7330,7307,7334,7546,6995
7,ser_TRINITY_DN1812_c0_g3,4753,2100,1250,2064,2109,1568,4905
1,ser_TRINITY_DN1812_c2_g1,6794,5782,4241,4836,6073,6270,5394
1,ser_TRINITY_DN1812_c2_g2,7090,7671,6787,6896,7115,7693,6699
7,ser_TRINITY_DN1812_c2_g3,5163,2330,3130,3478,4482,4442,6600
2,ser_TRINITY_DN18121_c0_g2,7922,7780,7630,7450,7736,7804,7424
1,ser_TRINITY_DN18124_c0_g1,7430,7963,7299,7880,8121,8071,6112
8,ser_TRINITY_DN18126_c0_g4,2331,2578,4572,5691,5625,5181,4663
2,ser_TRINITY_DN18155_c0_g1,7839,8094,7888,7617,7806,7741,7787
8,ser_TRINITY_DN1816_c0_g1,1384,1768,1397,1881,3249,2576,4743
5,ser_TRINITY_DN1816_c0_g2,5735,7858,7405,7188,7169,7306,6983
8,ser_TRINITY_DN18173_c0_g1,4172,4293,4179,2966,3695,3538,4062
7,ser_TRINITY_DN18174_c0_g1,6053,3673,2600,2324,2885,2776,2875
8,ser_TRINITY_DN18181_c0_g1,8107,8282,8283,8219,8057,8126,8192
8,ser_TRINITY_DN18181_c0_g2,4320,2447,5605,7269,7236,7170,7536
8,ser_TRINITY_DN182_c0_g1,2489,2289,2571,2085,1962,2562,2805
1,ser_TRINITY_DN182_c0_g2,3605,2706,3139,3863,3032,2676,5423
1,ser_TRINITY_DN18206_c0_g1,6730,132.5,165.5,220.5,202,209.5,197.5
4,ser_TRINITY_DN1821_c0_g1,4482,5294,4980,4831,5572,5770,6555
8,ser_TRINITY_DN18214_c0_g2,4802,4705,4915,4024,4034,3515,2731
7,ser_TRINITY_DN1822_c0_g2,5211,5510,5557,3780,4025,3715,4296
1,ser_TRINITY_DN18223_c0_g1,6769,6901,7499,7282,7275,6981,7157
8,ser_TRINITY_DN18225_c0_g1,1694,2418,1949,1784,2493,2517,2273
8,ser_TRINITY_DN18225_c0_g2,1170,5090,4137,3116,4022,3531,3606.5
8,ser_TRINITY_DN18228_c0_g3,2708,4551,4976,2621,876,869,939
8,ser_TRINITY_DN1823_c0_g1,883,1727,1788,4478,4688,5413,6429
7,ser_TRINITY_DN1824_c0_g1,2301,1068,1088,1586,1060,916,1286
7,ser_TRINITY_DN18245_c0_g1,5537,6100,6937,6287,5521,6316,6681
8,ser_TRINITY_DN1825_c0_g2,2654,883,1628,3160,3027,2916,1038
8,ser_TRINITY_DN18256_c0_g1,7077,7232,7327,6876,6303,6461,5501
7,ser_TRINITY_DN18265_c0_g2,5865,6041,5476,5538,5580,5659,5033
1,ser_TRINITY_DN1827_c0_g1,2390,132.5,165.5,450,202,209.5,197.5
1,ser_TRINITY_DN18291_c0_g2,4699,2198,2450,2629,1797,1562,2125
2,ser_TRINITY_DN18295_c0_g1,5117,5854,4496,4197,5213,5400,5983
1,ser_TRINITY_DN18301_c0_g2,4935,1884,1083,914,202,863,6526
7,ser_TRINITY_DN18308_c0_g1,486,1285,1124,1462,2045,1956,3019
6,ser_TRINITY_DN18334_c0_g1,6739,3422,5267,6060,6433,5000,6408
1,ser_TRINITY_DN18334_c0_g2,5270,6514,6528,5193,5365,5180,3223
1,ser_TRINITY_DN18335_c0_g1,2746,3544,3141,1941,1946,2263,1781
8,ser_TRINITY_DN1834_c0_g1,2323,2603,2257,2139,2769,2660,5000
8,ser_TRINITY_DN1834_c0_g3,1547,2096,2754,3779,2934,3270,3537
1,ser_TRINITY_DN1834_c1_g1,6858,132.5,165.5,220.5,202,209.5,197.5
1,ser_TRINITY_DN18340_c0_g2,6388,336,165.5,220.5,202,209.5,197.5
7,ser_TRINITY_DN18346_c0_g1,426,564,654,1523,2553,2425,2004
8,ser_TRINITY_DN18355_c0_g1,657,1677,2533,3577,2278,3349,4154
8,ser_TRINITY_DN18366_c0_g1,4402,4549,2622,4520,3727,3148,3542
1,ser_TRINITY_DN1837_c0_g2,5315,4897,8012,8101,7023,6392,5364
8,ser_TRINITY_DN18375_c0_g1,102.5,1012,1332,1545,2492,3853,951
7,ser_TRINITY_DN18376_c0_g2,2147,2095,2013,1178,1407,1539,933
2,ser_TRINITY_DN18379_c0_g1,6088,5155,4631,3420,3828,3831,3811
1,ser_TRINITY_DN1838_c0_g1,7107,6038,7631,8123,7943,7727,7247
2,ser_TRINITY_DN18382_c0_g1,6355,7472,7522,6916,6904,7110,7448
5,ser_TRINITY_DN18383_c0_g1,4093,4443,5921,7521,7639,7682,7018
8,ser_TRINITY_DN18399_c0_g1,3635,3350,2315,2243,2168,2640,2350
1,ser_TRINITY_DN184_c0_g2,5967,7768,7701,7746,7523,7939,7138
8,ser_TRINITY_DN184_c0_g3,5741,4571,3293,6016,6955,7202,3501
1,ser_TRINITY_DN1841_c0_g2,5370,7001,7344,7034,7015,6627,6778
8,ser_TRINITY_DN1841_c0_g3,6119,6267,5692,5224,6106,6275,4426
6,ser_TRINITY_DN1841_c0_g5,5968,5904,7390,6797,6846,6555,5894
7,ser_TRINITY_DN18414_c0_g1,2916,2505,2245,1739,1245,940,1429
7,ser_TRINITY_DN1842_c0_g1,8167,8220,8224,8174,8207,8218,8173
7,ser_TRINITY_DN18420_c0_g2,4073,2041,5370,5109,5664,4225,5413
1,ser_TRINITY_DN18426_c0_g1,8207,1836,1303,735,601,209.5,767
8,ser_TRINITY_DN18432_c0_g1,3681,5376,5579,4431,4471,4552,5123
1,ser_TRINITY_DN18434_c0_g1,7441,7685,7826,7788,7969,7882,7811
1,ser_TRINITY_DN18445_c0_g1,6960,1063,667,220.5,202,459,197.5
7,ser_TRINITY_DN18445_c0_g2,6611,509,506,220.5,202,209.5,197.5
7,ser_TRINITY_DN1845_c0_g1,1841,2992,2565,1696,1654,1884,2165
1,ser_TRINITY_DN18454_c0_g1,2171,4416,5430,4582,3602,4129,3373
8,ser_TRINITY_DN18461_c0_g1,6942,612,632,756,2243,2308,606
8,ser_TRINITY_DN18478_c0_g1,355,1571,1975,1089,729,809,1022
1,ser_TRINITY_DN1848_c0_g2,6888,7612,7843,7829,8013,7874,7764
1,ser_TRINITY_DN18482_c0_g1,7496,7901,7385,7615,7371,7195,8037
8,ser_TRINITY_DN18483_c0_g1,3577,6441,4719,3971,4361,4372,4761
7,ser_TRINITY_DN18486_c0_g1,5556,132.5,165.5,220.5,202,209.5,197.5
7,ser_TRINITY_DN18493_c0_g1,2145,4159,3656,1986,2614,2002,3946
1,ser_TRINITY_DN18496_c0_g1,7333,6196,5857,6003,6850,6644,5843
7,ser_TRINITY_DN18513_c0_g1,102.5,132.5,165.5,220.5,651,684,7489
8,ser_TRINITY_DN1852_c1_g1,102.5,355,435,2897,3876,2638,755
8,ser_TRINITY_DN18521_c0_g1,1588,3235,3203,2663,3258,3691,2437
7,ser_TRINITY_DN18522_c0_g1,8205,1113,900,729,511,560,5544
1,ser_TRINITY_DN18523_c0_g1,7904,7887,8026,8202,8086,7992,8151
8,ser_TRINITY_DN18529_c0_g1,5739,4602,6177,6541,5268,4613,4762
1,ser_TRINITY_DN18530_c0_g2,3273,2325,1876,1265,1283,1206,1820
8,ser_TRINITY_DN18538_c0_g4,6765,7706,7845,6246,5153,5769,5614
8,ser_TRINITY_DN1854_c0_g1,452,132.5,586,776,2958,2042,3788
1,ser_TRINITY_DN18547_c0_g1,6350,7372,7154,6081,7146,7241,6662
7,ser_TRINITY_DN18551_c0_g1,4267,4523,4130,5132,7708,8053,2499
1,ser_TRINITY_DN18551_c0_g2,7504,7936,7855,7970,7655,7519,7634
1,ser_TRINITY_DN1856_c0_g1,7789,7886,7951,7839,8010,7971,8123
8,ser_TRINITY_DN1856_c0_g4,3313,4854,4392,4192,4178,4672,4529
7,ser_TRINITY_DN18563_c1_g1,3195,2262,2961,3952,3275,2792,4651
8,ser_TRINITY_DN1858_c0_g1,6277,7429,7651,6248,6092,6173,6184
6,ser_TRINITY_DN1858_c0_g3,6482,7651,7830,7782,7176,7504,7630
8,ser_TRINITY_DN1858_c1_g1,7769,8279,8238,7998,8011,8142,7953
2,ser_TRINITY_DN18588_c0_g3,2897,132.5,165.5,220.5,202,209.5,197.5
1,ser_TRINITY_DN1859_c0_g2,3656,4477,6360,6054,5257,4447,5271
8,ser_TRINITY_DN18592_c0_g2,1853,4795,4780,4250,4837,5956,5393
7,ser_TRINITY_DN186_c1_g1,7188,850,1387,1347,1599,1645,1920
8,ser_TRINITY_DN186_c1_g3,7506,7893,7652,7906,7956,7994,7895
8,ser_TRINITY_DN186_c1_g4,5594,7770,6733,6563,6940,7488,6570
8,ser_TRINITY_DN1860_c0_g1,1516,2497,2292,1464,1223,1124,862
7,ser_TRINITY_DN1860_c0_g2,3942,3255,3783,3011,2700,3063,3565
1,ser_TRINITY_DN18605_c0_g1,4567,513,541,552,580,561,635
1,ser_TRINITY_DN18605_c0_g2,6918,7149,6865,5794,5569,5561,5189
2,ser_TRINITY_DN18605_c0_g3,2678,2243,2236,2198,2773,2957,3417
8,ser_TRINITY_DN18607_c0_g1,4088,3599,5227,6553,4879,6296,3631
2,ser_TRINITY_DN1863_c0_g1,6882,3614,3036,3845,2717,2094,3991
1,ser_TRINITY_DN1864_c0_g2,7065,132.5,165.5,220.5,202,209.5,197.5
1,ser_TRINITY_DN1865_c0_g1,6377,6089,5606,6560,6161,6118,7134
8,ser_TRINITY_DN1866_c0_g1,1372,2660,2268,3453,3803,3598,2224
1,ser_TRINITY_DN18673_c0_g1,7552,1616,956,702,202,209.5,886
8,ser_TRINITY_DN18693_c0_g3,8112,7850,7484,7868,7894,7815,7778
2,ser_TRINITY_DN18699_c0_g2,1592,1407,2011,1675,1334,1620.5,1187
1,ser_TRINITY_DN187_c0_g2,5425,5105,5567,6913,6215,5719,6388
1,ser_TRINITY_DN18707_c0_g2,2235,2380,2686,2275,2300,2479,2370
8,ser_TRINITY_DN1873_c0_g2,5252,7112,6014,5046,5279,5332,4675
1,ser_TRINITY_DN18734_c0_g1,6471,6346,4739,4446,3200,3477,2269
8,ser_TRINITY_DN1874_c0_g1,3326,5389,3731,2532,2747,4131,2262
1,ser_TRINITY_DN1875_c0_g1,8247,8250,8274,8140,8046,8090,8073
1,ser_TRINITY_DN1875_c0_g4,8163,8283,8246,7921,7794,7907,7383
1,ser_TRINITY_DN18752_c0_g2,4741,6869,7285,7467,6931,7001,5420
2,ser_TRINITY_DN18759_c0_g1,4027,4687,5187,3073,3554,3344,4508
7,ser_TRINITY_DN1876_c0_g1,102.5,5531,3286,1481,1373,1329,2691
1,ser_TRINITY_DN18763_c0_g1,7064,1483,692,472,202,428,416
1,ser_TRINITY_DN18765_c0_g1,6317,5295,5678,4738,5989,5483,7017
8,ser_TRINITY_DN18766_c1_g1,5965,3941,4068,6983,7461,7522,7413
5,ser_TRINITY_DN18767_c0_g3,3408,5285,5122,6035,6565,6891,3081
2,ser_TRINITY_DN18769_c0_g1,916,4243,2815,1346,1624,2184,1567
2,ser_TRINITY_DN1877_c0_g1,3876,5185,4824,3691,4089,4944,4523
1,ser_TRINITY_DN18771_c0_g1,2985,4348,6207,4578,3303,4099,6099
8,ser_TRINITY_DN1878_c0_g1,5900,5773,5550,2384,968,1028,800
8,ser_TRINITY_DN18783_c0_g1,6142,3809,3059,3709,4172,4362,4920
1,ser_TRINITY_DN18793_c0_g1,1838,4013,3644,3189,2136,1829,1151
1,ser_TRINITY_DN188_c0_g1,1634,7968,8141,8141,8165,8208,7474
1,ser_TRINITY_DN188_c0_g2,1833,3101,3929,5263,8112,8076,916
7,ser_TRINITY_DN1880_c0_g1,6400,5209,5001,7142,7091,6756,7653
8,ser_TRINITY_DN18802_c0_g2,1981,2904,2521,2087,4542,5488,3995
8,ser_TRINITY_DN1881_c0_g1,4485,3612,3256,2374,3257,3479,2783
7,ser_TRINITY_DN18825_c0_g1,6358,6808,5976,7231,6499,6831,6459
8,ser_TRINITY_DN1883_c0_g4,270,2119,2198,639,539,697,629
8,ser_TRINITY_DN18832_c0_g1,8199,8118,8133,8034,8025,8130,8075
8,ser_TRINITY_DN1886_c0_g1,4901,279,165.5,220.5,202,209.5,197.5
7,ser_TRINITY_DN1887_c0_g2,2073,973,1024,1143,1144,1701,1910
1,ser_TRINITY_DN1890_c0_g2,4136,6452,6658,6219,6619,6679,5395
8,ser_TRINITY_DN18903_c0_g1,3417,4806,1942,7940,5893,5037,1502
2,ser_TRINITY_DN1892_c0_g1,102.5,925,1274,1241,6108,6766,872
8,ser_TRINITY_DN1893_c0_g1,941,1106,1044,784,740,862,2481
7,ser_TRINITY_DN1893_c0_g3,6767,7733,7804,8004,7773,7470,8032
8,ser_TRINITY_DN18936_c0_g1,2376,4259,3428,2606,2506,2621.5,3328
8,ser_TRINITY_DN18949_c0_g1,5277,4196,5730,5950,4852,4608,4719
1,ser_TRINITY_DN18972_c0_g1,4560,5024,4935,5616,3999,3920,2724
1,ser_TRINITY_DN1899_c0_g1,5683,7005,5939,3516,4225,5192,6166
8,ser_TRINITY_DN18997_c0_g1,1305,3054,2527,2128,2083,1955,2649
8,ser_TRINITY_DN18998_c0_g1,2558,132.5,165.5,220.5,202,209.5,197.5
7,ser_TRINITY_DN190_c0_g1,1322,5260,1346,1338,4481,3883,1350
7,ser_TRINITY_DN1900_c0_g1,4007,4246,4114,3103,3188,3510,3502
8,ser_TRINITY_DN19004_c0_g2,1527,1805,1911,1370,1497,1535,1657
7,ser_TRINITY_DN19011_c0_g1,3506,5969,6272,6097,5655,6010,5140
1,ser_TRINITY_DN19014_c0_g1,6579,6245,6388,7519,7717,7242,7834
1,ser_TRINITY_DN19031_c0_g1,4437,4706,5945,4795,4272,3522,6205
7,ser_TRINITY_DN19050_c1_g1,7977,7127,6876,4766,5425,4924,6432
8,ser_TRINITY_DN19056_c2_g1,3489,3770,4221,3777,3182,4578,3320
8,ser_TRINITY_DN19066_c0_g2,1172,3494,2284,1618,1569,2191,2797
8,ser_TRINITY_DN19076_c0_g1,102.5,743,694,1603,1415,1133,1757
1,ser_TRINITY_DN19077_c0_g2,4777,5074,6774,6586,6485,5717,4612
7,ser_TRINITY_DN19085_c0_g1,1287,3603,4171,827,1333,1767,2151
2,ser_TRINITY_DN19089_c0_g1,4473,3063,2908,4709,4414,4673,4310
8,ser_TRINITY_DN19091_c0_g1,885,2632,2734,1539,899,850,876
2,ser_TRINITY_DN19093_c0_g1,3190,2556,3771,4564,3292,2940,3146
8,ser_TRINITY_DN19097_c0_g1,4199,6551,6728,6162,6262,6434,5805
7,ser_TRINITY_DN191_c0_g1,3667,3337,2807,3849,3949,2614,2511
2,ser_TRINITY_DN1910_c0_g2,7353,351,432,513,202,209.5,487
3,ser_TRINITY_DN19101_c0_g1,5045,2375,5235,6126,5250,4216,3398
1,ser_TRINITY_DN19103_c0_g4,6543,5993,7406,7593,7483,7061,6880
1,ser_TRINITY_DN19106_c0_g2,6177,132.5,165.5,220.5,202,209.5,197.5
1,ser_TRINITY_DN19106_c0_g4,1469,5239,2679,3825,4572,4322,3187
1,ser_TRINITY_DN19107_c0_g1,3196,4388,5052,3737,4404,4495,5498
8,ser_TRINITY_DN19108_c0_g1,6821,6510,7218,7844,7415,7056,5592
1,ser_TRINITY_DN19115_c0_g5,6442,7297,6956,6332,6646,6572,7055
1,ser_TRINITY_DN19117_c0_g2,2367,1493,1275,1126,2396,2385,5231
8,ser_TRINITY_DN19118_c0_g1,4285,7115,7185,4572,1720,2139,1602
8,ser_TRINITY_DN19122_c0_g1,1501,1217,1875,1843,1512,1448,661
8,ser_TRINITY_DN19126_c0_g2,102.5,132.5,165.5,220.5,202,472,794
1,ser_TRINITY_DN19134_c0_g1,5790,3478,5016,5204,5608,5876,5718
1,ser_TRINITY_DN19139_c0_g1,2385,1368,2280,2021,2270,1462,2543
3,ser_TRINITY_DN19144_c0_g1,3673,429,408,220.5,202,209.5,197.5
1,ser_TRINITY_DN19147_c0_g1,7021,7172,7023,6961,6696,7161,6727
8,ser_TRINITY_DN19151_c0_g1,7910,7926,8200,8035,8152,8114,8204
8,ser_TRINITY_DN19155_c0_g1,989,2058,2728,3031,3335,2468,3638
1,ser_TRINITY_DN19155_c0_g2,7002,7520,7357,6846,6923,7377,7048
8,ser_TRINITY_DN1916_c0_g1,4690,3947,2980,3001,4210,4306,4124
1,ser_TRINITY_DN19160_c0_g2,2845,3186,3383,3668,2303,2353,4867
1,ser_TRINITY_DN19164_c0_g1,4906,6851,7067,5983,6963,6883,7148
7,ser_TRINITY_DN19165_c0_g1,7329,5228,6619,6873,7609,7534,7025
8,ser_TRINITY_DN19177_c0_g1,2100,3247,3138,3623,3886,3911,3833
7,ser_TRINITY_DN19177_c0_g6,6186,4999,5155,4614,5810,4928,3672
8,ser_TRINITY_DN19179_c0_g1,4566,4336,5533,4830,4703,4359,3240
8,ser_TRINITY_DN1918_c1_g3,7765,7807,8066,8064,8027,8067,7978
7,ser_TRINITY_DN19189_c0_g1,2484,1890,1713,2304,3544,4281,2841
1,ser_TRINITY_DN19191_c0_g3,765,3734,3347,2415,2510,2741,2760
8,ser_TRINITY_DN19195_c0_g1,4324,3110,3287,3014,3524,2985,3131
8,ser_TRINITY_DN192_c0_g1,1457,1580,3357,7349,7111,6450,6962
1,ser_TRINITY_DN1920_c0_g1,4197,1850,2595,5879,5784,4612,2722
2,ser_TRINITY_DN19202_c0_g1,4731,6831,7388,7433,6981,7399,7434
1,ser_TRINITY_DN19202_c0_g2,747,1032,770,771,954,949,3674
8,ser_TRINITY_DN19205_c0_g1,5459,7319,7254,5787,5854,6034,6042
1,ser_TRINITY_DN19207_c0_g2,465,2114,1528,1567,5103,4647,1794
1,ser_TRINITY_DN19211_c0_g1,4953,2712,3745,5882,5305,6222,5426
8,ser_TRINITY_DN19215_c0_g2,3945,3387,4329,6123,6687,6062,4182
1,ser_TRINITY_DN19216_c0_g1,6091,1907,4231,4697,4844,2881,5308
1,ser_TRINITY_DN19217_c0_g1,297,8142,8181,7736,6974,7794,6224
8,ser_TRINITY_DN19221_c0_g3,3971,5489,3133,4356,5555,5348,5612
8,ser_TRINITY_DN19224_c0_g3,5019,4484,3492,6193,5565,4241,4155
1,ser_TRINITY_DN19224_c0_g4,1147,4320,3540,2614,3422,3252,2949
8,ser_TRINITY_DN19228_c0_g2,3841,4130,4593,5214,5369,5095,4274
8,ser_TRINITY_DN19237_c0_g1,102.5,283,777,5852,2121,3195,502
1,ser_TRINITY_DN1924_c0_g1,5971,6924,6902,5135,2616,1980,2013
1,ser_TRINITY_DN19247_c0_g2,4299,7587,7806,6480,7300,7163,7106
8,ser_TRINITY_DN19248_c0_g2,873,1132,1748,1252,1340,1598,1720
1,ser_TRINITY_DN19251_c0_g1,7613,7059,7707,7199,6897,6372,4430
5,ser_TRINITY_DN19257_c0_g1,6196,6289,6935,5055,4232,4466,3149
2,ser_TRINITY_DN19262_c0_g1,5192,2921,4229,6238,3555,2504,3226
6,ser_TRINITY_DN19266_c0_g2,1199,132.5,165.5,220.5,202,209.5,197.5
8,ser_TRINITY_DN19268_c0_g2,4122,1564,3129,6845,6029,5444,5600
7,ser_TRINITY_DN19277_c0_g1,1002,1508.5,1352,1808,1911,1993,1825
1,ser_TRINITY_DN192780_c0_g1,102.5,1936,1191,220.5,985,908,1000
2,ser_TRINITY_DN19280_c0_g1,3218,2085,1626,1050,1747,1717,1816
6,ser_TRINITY_DN19281_c0_g1,5820,5400,2800,3951,5612,4927,4794
7,ser_TRINITY_DN19284_c0_g1,3974,1624,2275,4533,6938,7049,6187
8,ser_TRINITY_DN1929_c1_g1,1511,7271,6798,7240,7095,6828,6250
2,ser_TRINITY_DN1929_c1_g2,7950,8167,8122,8106,8142,8133,8093
8,ser_TRINITY_DN19291_c0_g1,7152,4018,2906,2561,3843,4036,3290
8,ser_TRINITY_DN19297_c0_g1,5243,1944,762,581,606,556,549
7,ser_TRINITY_DN19299_c0_g2,102.5,400,165.5,220.5,456,209.5,531
1,ser_TRINITY_DN193_c0_g1,1651,5682,5693,6157,6082,6301,4413
1,ser_TRINITY_DN19303_c0_g1,1323,2464,3720,4615,2290,2242,1634
8,ser_TRINITY_DN19307_c0_g1,5479,7273,7313,6965,6976,6452,5298
2,ser_TRINITY_DN19314_c0_g2,5324,6637,6948,6085,6010,6192,6452
1,ser_TRINITY_DN1932_c0_g1,5733,2607.5,4523,6959,6715,5880,6977
8,ser_TRINITY_DN19328_c0_g1,3297,1098,1413,1850,1351,1768,2066
1,ser_TRINITY_DN19328_c0_g2,5709,1234,1694,2180,2501,2106,4525
7,ser_TRINITY_DN19334_c0_g2,284,1031,865,1023,695,989,1723
3,ser_TRINITY_DN19336_c0_g1,825,1057,989,1900,3404,2279,3832
7,ser_TRINITY_DN19337_c0_g1,2978,4302,3174,2727,3504,3901,4194
8,ser_TRINITY_DN193382_c0_g1,645,1611,1433,2168,1677,2446,1877
2,ser_TRINITY_DN19357_c0_g1,3782,2857,3943,5806,5195,4760,6210
7,ser_TRINITY_DN19362_c0_g1,4383,448,804,852,2355,2387,908
8,ser_TRINITY_DN19369_c0_g1,2519,3020,2196,2399,2029,1709,1089
1,ser_TRINITY_DN19371_c0_g1,8092,741,661,697.5,790,739,836
7,ser_TRINITY_DN1938_c0_g2,672,2402,2623,5559,6001,6241,7183
1,ser_TRINITY_DN19383_c0_g1,4551,132.5,165.5,220.5,202,209.5,197.5
8,ser_TRINITY_DN19390_c0_g1,1281,6409,4346,3613,4124,4047,2926
7,ser_TRINITY_DN194_c0_g2,6114,6556,6296,6063,5802,6087,6525
1,ser_TRINITY_DN19403_c0_g2,7609,7967,7720,7982,7557,7523,7582
8,ser_TRINITY_DN1941_c0_g1,2379,3233,3341,4130,2969,2887,3091
7,ser_TRINITY_DN19416_c0_g1,743,2679,2979,1663,1663,2730,3300
7,ser_TRINITY_DN19419_c0_g1,7096,7542,7475,7813,7897,7967,8013
2,ser_TRINITY_DN1944_c0_g1,6066,6358,5830,5556,5272,5142,4878
8,ser_TRINITY_DN19446_c0_g1,5619,5995,6975,7933,7113,6720,5821
1,ser_TRINITY_DN19453_c0_g1,2581,2483,2710,2543,3520,3369,6086
2,ser_TRINITY_DN19455_c0_g1,7997,8012,8020,7924,7833,7867,7951
1,ser_TRINITY_DN19457_c1_g1,3991,6615,6699,3361,1918,2821,1624
8,ser_TRINITY_DN194676_c0_g1,2258,3168,3391,2034,2000,2551,2021
1,ser_TRINITY_DN1947_c0_g1,6477,5142,5993,7424,6805,6841,7447
8,ser_TRINITY_DN1948_c0_g1,7218,6690,7171,7267,7172,6930,6894
8,ser_TRINITY_DN1948_c0_g3,2050,2943,3802,4416,3593,2619,3251
2,ser_TRINITY_DN1948_c1_g1,5433,2812,1774,2054,2770,2739,2605
8,ser_TRINITY_DN19481_c0_g1,1053,3128,2756,1697,1438,2771,2489
8,ser_TRINITY_DN19488_c0_g3,3706,6874,6078,5624,5156,5291,5790
8,ser_TRINITY_DN19489_c0_g1,6673,8025,8177,8050,8064,8036,7711
7,ser_TRINITY_DN19495_c0_g1,3359,3159,2835,4085,4587,5097,3987
8,ser_TRINITY_DN19507_c0_g3,7136,378,165.5,465,480,209.5,197.5
8,ser_TRINITY_DN1951_c0_g1,4301,4223,4011,2991,3367,3731,4813
8,ser_TRINITY_DN1953_c0_g1,5054,4865,4516,4369,5524,5625,6310
8,ser_TRINITY_DN19538_c0_g2,1560,1800,1523,2240,2933,3963,2683
8,ser_TRINITY_DN19540_c0_g1,1549,1579,1631,1434,1220,1052,1489
1,ser_TRINITY_DN1955_c0_g2,5974,132.5,378,220.5,202,209.5,197.5
8,ser_TRINITY_DN19567_c0_g1,750,634,746,1039,842,825,7021
8,ser_TRINITY_DN19574_c0_g1,6827,3839,4077,4380,4766,4334,6047
7,ser_TRINITY_DN19577_c0_g2,817,1046,1045,1144,3045,1553,3124
1,ser_TRINITY_DN19597_c0_g3,1646,6338,6784,7150,7157,6764,4513
2,ser_TRINITY_DN196_c0_g2,5707,4035,4038,6870,6903,7444,7538
8,ser_TRINITY_DN19614_c0_g2,2008,3559,2323,1794,2374,1892,3243
8,ser_TRINITY_DN1962_c0_g1,3744,4247.5,3145,4736,4490,3928,5221
8,ser_TRINITY_DN19631_c0_g2,2086,6277,3915,1705,764,856,855
7,ser_TRINITY_DN19640_c1_g1,1757,1258,980,1295,993,1403,1250
8,ser_TRINITY_DN1965_c0_g1,1494,2494,2192,1720,2163,2380,1891
1,ser_TRINITY_DN19656_c0_g1,2692,4501,6618,7377,6990,6722,6625
8,ser_TRINITY_DN19676_c0_g3,3863,4127,4152,4775,4495,3730,5075
1,ser_TRINITY_DN19678_c0_g2,5771,6404,5896,6320,5038,4795,6914
