mRNA_L-digitata_M_contig20.4.1	nbis-gene-21640	nbis-gene-21640
mRNA_L-digitata_M_contig20.5.1	nbis-gene-21641	nbis-gene-21641
mRNA_L-digitata_M_contig20.11.1	nbis-gene-3684	nbis-gene-3684
mRNA_L-digitata_M_contig20.14.1	nbis-gene-3685	nbis-gene-3685
mRNA_L-digitata_M_contig22.2.1	nbis-gene-21642	nbis-gene-21642
mRNA_L-digitata_M_contig22.3.1	nbis-gene-21643	nbis-gene-21643
mRNA_L-digitata_M_contig22.4.1	nbis-gene-21644	nbis-gene-21644
mRNA_L-digitata_M_contig24.1.1	nbis-gene-21645	nbis-gene-21645
mRNA_L-digitata_M_contig25.1.1	nbis-gene-21646	nbis-gene-21646
mRNA_L-digitata_M_contig25.2.1	nbis-gene-803	nbis-gene-803
mRNA_L-digitata_M_contig27.1.4	nbis-gene-21647	nbis-gene-21647
mRNA_L-digitata_M_contig28.1.1	nbis-gene-21648	nbis-gene-21648
mRNA_L-digitata_M_contig28.2.1	nbis-gene-21649	nbis-gene-21649
mRNA_L-digitata_M_contig29.1.1	nbis-gene-21650	nbis-gene-21650
mRNA_L-digitata_M_contig32.2.10	nbis-gene-18555	nbis-gene-18555
mRNA_L-digitata_M_contig32.5.1	nbis-gene-18556	nbis-gene-18556
mRNA_L-digitata_M_contig32.6.1	nbis-gene-18557	nbis-gene-18557
mRNA_L-digitata_M_contig32.10.1	nbis-gene-18558	nbis-gene-18558
mRNA_L-digitata_M_contig32.13.1	nbis-gene-18559	nbis-gene-18559
mRNA_L-digitata_M_contig32.21.1	nbis-gene-18560	nbis-gene-18560
mRNA_L-digitata_M_contig32.22.1	nbis-gene-18561	nbis-gene-18561
mRNA_L-digitata_M_contig34.1.1	nbis-gene-18562	nbis-gene-18562
mRNA_L-digitata_M_contig36.1.2	nbis-gene-18563	nbis-gene-18563
mRNA_L-digitata_M_contig36.3.2	nbis-gene-18564	nbis-gene-18564
mRNA_L-digitata_M_contig37.1.2	nbis-gene-18565	nbis-gene-18565
mRNA_L-digitata_M_contig38.1.1	nbis-gene-18566	nbis-gene-18566
mRNA_L-digitata_M_contig39.1.1	nbis-gene-18567	nbis-gene-18567
mRNA_L-digitata_M_contig39.3.1	nbis-gene-18568	nbis-gene-18568
mRNA_L-digitata_M_contig41.1.1	nbis-gene-18569	nbis-gene-18569
mRNA_L-digitata_M_contig42.1.1	nbis-gene-18570	nbis-gene-18570
mRNA_L-digitata_M_contig42.2.1	nbis-gene-3364	nbis-gene-3364
mRNA_L-digitata_M_contig42.3.1	nbis-gene-18571	nbis-gene-18571
mRNA_L-digitata_M_contig42.6.2	nbis-gene-18572	nbis-gene-18572
mRNA_L-digitata_M_contig42.9.1	nbis-gene-3365	nbis-gene-3365
mRNA_L-digitata_M_contig43.1.1	nbis-gene-18573	nbis-gene-18573
mRNA_L-digitata_M_contig45.2.1	nbis-gene-18574	nbis-gene-18574
mRNA_L-digitata_M_contig45.5.1	nbis-gene-18575	nbis-gene-18575
mRNA_L-digitata_M_contig45.8.1	nbis-gene-18576	nbis-gene-18576
mRNA_L-digitata_M_contig45.9.1	nbis-gene-18577	nbis-gene-18577
mRNA_L-digitata_M_contig45.16.1	nbis-gene-18578	nbis-gene-18578
mRNA_L-digitata_M_contig45.18.1	nbis-gene-18579	nbis-gene-18579
mRNA_L-digitata_M_contig45.19.1	nbis-gene-18580	nbis-gene-18580
mRNA_L-digitata_M_contig46.2.1	nbis-gene-18581	nbis-gene-18581
mRNA_L-digitata_M_contig46.6.4	nbis-gene-18582	nbis-gene-18582
mRNA_L-digitata_M_contig46.7.1	nbis-gene-18583	nbis-gene-18583
mRNA_L-digitata_M_contig47.5.1	nbis-gene-3366	nbis-gene-3366
mRNA_L-digitata_M_contig47.7.1	nbis-gene-18584	nbis-gene-18584
mRNA_L-digitata_M_contig48.1.1	nbis-gene-38271	nbis-gene-38271
mRNA_L-digitata_M_contig49.1.1	nbis-gene-1633	nbis-gene-1633
mRNA_L-digitata_M_contig50.2.1	nbis-gene-38272	nbis-gene-38272
mRNA_L-digitata_M_contig51.1.1	nbis-gene-38273	nbis-gene-38273
mRNA_L-digitata_M_contig51.2.1	nbis-gene-38274	nbis-gene-38274
mRNA_L-digitata_M_contig54.1.2	nbis-gene-38275	nbis-gene-38275
mRNA_L-digitata_M_contig55.1.5	nbis-gene-38277	nbis-gene-38277
mRNA_L-digitata_M_contig55.1.2	nbis-gene-38276	nbis-gene-38276
mRNA_L-digitata_M_contig57.1.1	nbis-gene-38278	nbis-gene-38278
mRNA_L-digitata_M_contig57.2.1	nbis-gene-38279	nbis-gene-38279
mRNA_L-digitata_M_contig57.4.1	nbis-gene-38280	nbis-gene-38280
mRNA_L-digitata_M_contig57.8.1	nbis-gene-38281	nbis-gene-38281
mRNA_L-digitata_M_contig57.11.6	nbis-gene-38282	nbis-gene-38282
mRNA_L-digitata_M_contig58.1.1	nbis-gene-38283	nbis-gene-38283
mRNA_L-digitata_M_contig58.2.3	nbis-gene-38284	nbis-gene-38284
mRNA_L-digitata_M_contig59.1.1	nbis-gene-38285	nbis-gene-38285
mRNA_L-digitata_M_contig60.1.1	nbis-gene-38286	nbis-gene-38286
mRNA_L-digitata_M_contig62.2.1	nbis-gene-38287	nbis-gene-38287
mRNA_L-digitata_M_contig62.3.1	nbis-gene-38288	nbis-gene-38288
mRNA_L-digitata_M_contig62.7.1	nbis-gene-5450	nbis-gene-5450
mRNA_L-digitata_M_contig62.8.1	nbis-gene-38289	nbis-gene-38289
mRNA_L-digitata_M_contig62.9.1	nbis-gene-1634	nbis-gene-1634
mRNA_L-digitata_M_contig62.11.1	nbis-gene-38290	nbis-gene-38290
mRNA_L-digitata_M_contig62.14.1	nbis-gene-38291	nbis-gene-38291
mRNA_L-digitata_M_contig62.15.1	nbis-gene-38292	nbis-gene-38292
mRNA_L-digitata_M_contig63.1.1	nbis-gene-5451	nbis-gene-5451
mRNA_L-digitata_M_contig63.2.1	nbis-gene-38293	nbis-gene-38293
mRNA_L-digitata_M_contig66.1.1	nbis-gene-38294	nbis-gene-38294
mRNA_L-digitata_M_contig66.3.8	nbis-gene-38295	nbis-gene-38295
mRNA_L-digitata_M_contig66.10.1	nbis-gene-38296	nbis-gene-38296
mRNA_L-digitata_M_contig66.13.1	nbis-gene-1635	nbis-gene-1635
mRNA_L-digitata_M_contig67.1.1	nbis-gene-38297	nbis-gene-38297
mRNA_L-digitata_M_contig67.3.3	nbis-gene-38298	nbis-gene-38298
mRNA_L-digitata_M_contig67.6.1	nbis-gene-38299	nbis-gene-38299
mRNA_L-digitata_M_contig67.7.1	nbis-gene-5452	nbis-gene-5452
mRNA_L-digitata_M_contig67.9.1	nbis-gene-38300	nbis-gene-38300
mRNA_L-digitata_M_contig67.10.1	nbis-gene-38301	nbis-gene-38301
mRNA_L-digitata_M_contig68.2.1	nbis-gene-4925	nbis-gene-4925
mRNA_L-digitata_M_contig68.5.1	nbis-gene-32840	nbis-gene-32840
mRNA_L-digitata_M_contig68.6.2	nbis-gene-32841	nbis-gene-32841
mRNA_L-digitata_M_contig69.1.9	nbis-gene-32842	nbis-gene-32842
mRNA_L-digitata_M_contig69.3.1	nbis-gene-32843	nbis-gene-32843
mRNA_L-digitata_M_contig69.7.1	nbis-gene-32844	nbis-gene-32844
mRNA_L-digitata_M_contig69.10.1	nbis-gene-32845	nbis-gene-32845
mRNA_L-digitata_M_contig71.2.1	nbis-gene-4926	nbis-gene-4926
mRNA_L-digitata_M_contig71.4.1	nbis-gene-32846	nbis-gene-32846
mRNA_L-digitata_M_contig71.5.1	nbis-gene-32847	nbis-gene-32847
mRNA_L-digitata_M_contig71.6.1	nbis-gene-32848	nbis-gene-32848
mRNA_L-digitata_M_contig71.7.1	nbis-gene-32849	nbis-gene-32849
mRNA_L-digitata_M_contig71.9.1	nbis-gene-32850	nbis-gene-32850
mRNA_L-digitata_M_contig72.1.3	nbis-gene-32851	nbis-gene-32851
mRNA_L-digitata_M_contig72.2.1	nbis-gene-32852	nbis-gene-32852
mRNA_L-digitata_M_contig73.1.2	nbis-gene-32853	nbis-gene-32853
mRNA_L-digitata_M_contig73.2.1	nbis-gene-32854	nbis-gene-32854
mRNA_L-digitata_M_contig75.1.1	nbis-gene-32855	nbis-gene-32855
mRNA_L-digitata_M_contig75.2.1	nbis-gene-32856	nbis-gene-32856
mRNA_L-digitata_M_contig76.1.1	nbis-gene-1390	nbis-gene-1390
mRNA_L-digitata_M_contig76.3.1	nbis-gene-4927	nbis-gene-4927
mRNA_L-digitata_M_contig78.1.1	nbis-gene-32857	nbis-gene-32857
mRNA_L-digitata_M_contig79.1.1	nbis-gene-32858	nbis-gene-32858
mRNA_L-digitata_M_contig80.1.2	nbis-gene-32859	nbis-gene-32859
mRNA_L-digitata_M_contig82.1.1	nbis-gene-32860	nbis-gene-32860
mRNA_L-digitata_M_contig82.4.1	nbis-gene-4928	nbis-gene-4928
mRNA_L-digitata_M_contig82.5.1	nbis-gene-1391	nbis-gene-1391
mRNA_L-digitata_M_contig82.6.3	nbis-gene-32861	nbis-gene-32861
mRNA_L-digitata_M_contig84.3.1	nbis-gene-32862	nbis-gene-32862
mRNA_L-digitata_M_contig84.5.8	nbis-gene-32863	nbis-gene-32863
mRNA_L-digitata_M_contig84.7.1	nbis-gene-1392	nbis-gene-1392
mRNA_L-digitata_M_contig84.8.1	nbis-gene-32864	nbis-gene-32864
mRNA_L-digitata_M_contig84.9.1	nbis-gene-32865	nbis-gene-32865
mRNA_L-digitata_M_contig88.1.1	nbis-gene-4929	nbis-gene-4929
mRNA_L-digitata_M_contig88.2.1	nbis-gene-4930	nbis-gene-4930
mRNA_L-digitata_M_contig88.4.1	nbis-gene-32866	nbis-gene-32866
mRNA_L-digitata_M_contig88.5.1	nbis-gene-32867	nbis-gene-32867
mRNA_L-digitata_M_contig88.6.1	nbis-gene-4931	nbis-gene-4931
mRNA_L-digitata_M_contig88.7.1	nbis-gene-32868	nbis-gene-32868
mRNA_L-digitata_M_contig88.8.1	nbis-gene-32869	nbis-gene-32869
mRNA_L-digitata_M_contig88.12.2	nbis-gene-32870	nbis-gene-32870
mRNA_L-digitata_M_contig88.14.3	nbis-gene-32871	nbis-gene-32871
mRNA_L-digitata_M_contig89.1.3	nbis-gene-30353	nbis-gene-30353
mRNA_L-digitata_M_contig89.7.1	nbis-gene-4645	nbis-gene-4645
mRNA_L-digitata_M_contig89.9.1	nbis-gene-30354	nbis-gene-30354
mRNA_L-digitata_M_contig90.1.1	nbis-gene-30355	nbis-gene-30355
mRNA_L-digitata_M_contig91.1.1	nbis-gene-30356	nbis-gene-30356
mRNA_L-digitata_M_contig91.6.1	nbis-gene-30357	nbis-gene-30357
mRNA_L-digitata_M_contig91.9.1	nbis-gene-30358	nbis-gene-30358
mRNA_L-digitata_M_contig91.10.1	nbis-gene-1252	nbis-gene-1252
mRNA_L-digitata_M_contig92.2.1	nbis-gene-4646	nbis-gene-4646
mRNA_L-digitata_M_contig93.2.4	nbis-gene-30359	nbis-gene-30359
mRNA_L-digitata_M_contig95.1.1	nbis-gene-30360	nbis-gene-30360
mRNA_L-digitata_M_contig95.2.1	nbis-gene-30361	nbis-gene-30361
mRNA_L-digitata_M_contig97.1.1	nbis-gene-30362	nbis-gene-30362
mRNA_L-digitata_M_contig101.6.1	nbis-gene-30347	nbis-gene-30347
mRNA_L-digitata_M_contig103.1.1	nbis-gene-30348	nbis-gene-30348
mRNA_L-digitata_M_contig105.1.3	nbis-gene-30349	nbis-gene-30349
mRNA_L-digitata_M_contig105.4.1	nbis-gene-30350	nbis-gene-30350
mRNA_L-digitata_M_contig108.1.18	nbis-gene-30351	nbis-gene-30351
mRNA_L-digitata_M_contig111.1.2	nbis-gene-30352	nbis-gene-30352
mRNA_L-digitata_M_contig112.1.1	nbis-gene-10695	nbis-gene-10695
mRNA_L-digitata_M_contig112.2.1	nbis-gene-10696	nbis-gene-10696
mRNA_L-digitata_M_contig112.3.1	nbis-gene-10697	nbis-gene-10697
mRNA_L-digitata_M_contig112.10.1	nbis-gene-10698	nbis-gene-10698
mRNA_L-digitata_M_contig112.11.4	nbis-gene-10699	nbis-gene-10699
mRNA_L-digitata_M_contig112.13.1	nbis-gene-10700	nbis-gene-10700
mRNA_L-digitata_M_contig113.1.1	nbis-gene-10701	nbis-gene-10701
mRNA_L-digitata_M_contig113.3.1	nbis-gene-10702	nbis-gene-10702
mRNA_L-digitata_M_contig113.4.1	nbis-gene-10703	nbis-gene-10703
mRNA_L-digitata_M_contig113.7.4	nbis-gene-10704	nbis-gene-10704
mRNA_L-digitata_M_contig114.3.1	nbis-gene-10705	nbis-gene-10705
mRNA_L-digitata_M_contig114.4.1	nbis-gene-2439	nbis-gene-2439
mRNA_L-digitata_M_contig114.5.2	nbis-gene-10706	nbis-gene-10706
mRNA_L-digitata_M_contig114.7.1	nbis-gene-2440	nbis-gene-2440
mRNA_L-digitata_M_contig114.9.1	nbis-gene-10707	nbis-gene-10707
mRNA_L-digitata_M_contig114.11.1	nbis-gene-10708	nbis-gene-10708
mRNA_L-digitata_M_contig115.9.1	nbis-gene-2441	nbis-gene-2441
mRNA_L-digitata_M_contig116.2.1	nbis-gene-10709	nbis-gene-10709
mRNA_L-digitata_M_contig116.8.1	nbis-gene-263	nbis-gene-263
mRNA_L-digitata_M_contig116.12.1	nbis-gene-10710	nbis-gene-10710
mRNA_L-digitata_M_contig116.21.2	nbis-gene-10711	nbis-gene-10711
mRNA_L-digitata_M_contig117.1.1	nbis-gene-10712	nbis-gene-10712
mRNA_L-digitata_M_contig117.3.1	nbis-gene-10713	nbis-gene-10713
mRNA_L-digitata_M_contig117.6.1	nbis-gene-10714	nbis-gene-10714
mRNA_L-digitata_M_contig117.8.1	nbis-gene-10715	nbis-gene-10715
mRNA_L-digitata_M_contig118.1.2	nbis-gene-10716	nbis-gene-10716
mRNA_L-digitata_M_contig118.2.12	nbis-gene-10717	nbis-gene-10717
mRNA_L-digitata_M_contig118.6.1	nbis-gene-10718	nbis-gene-10718
mRNA_L-digitata_M_contig119.1.9	nbis-gene-10719	nbis-gene-10719
mRNA_L-digitata_M_contig120.3.1	nbis-gene-2442	nbis-gene-2442
mRNA_L-digitata_M_contig121.1.1	nbis-gene-10720	nbis-gene-10720
mRNA_L-digitata_M_contig123.1.2	nbis-gene-10721	nbis-gene-10721
mRNA_L-digitata_M_contig123.3.1	nbis-gene-264	nbis-gene-264
mRNA_L-digitata_M_contig123.5.1	nbis-gene-10722	nbis-gene-10722
mRNA_L-digitata_M_contig123.7.1	nbis-gene-2443	nbis-gene-2443
mRNA_L-digitata_M_contig123.8.1	nbis-gene-265	nbis-gene-265
mRNA_L-digitata_M_contig127.1.1	nbis-gene-10723	nbis-gene-10723
mRNA_L-digitata_M_contig128.1.1	nbis-gene-10724	nbis-gene-10724
mRNA_L-digitata_M_contig128.2.1	nbis-gene-10725	nbis-gene-10725
mRNA_L-digitata_M_contig128.8.1	nbis-gene-2444	nbis-gene-2444
mRNA_L-digitata_M_contig128.9.1	nbis-gene-2445	nbis-gene-2445
mRNA_L-digitata_M_contig128.11.1	nbis-gene-10726	nbis-gene-10726
mRNA_L-digitata_M_contig128.15.1	nbis-gene-2446	nbis-gene-2446
mRNA_L-digitata_M_contig128.16.1	nbis-gene-10727	nbis-gene-10727
mRNA_L-digitata_M_contig129.5.1	nbis-gene-2447	nbis-gene-2447
mRNA_L-digitata_M_contig129.10.1	nbis-gene-266	nbis-gene-266
mRNA_L-digitata_M_contig131.4.1	nbis-gene-10728	nbis-gene-10728
mRNA_L-digitata_M_contig131.7.1	nbis-gene-10729	nbis-gene-10729
mRNA_L-digitata_M_contig131.8.1	nbis-gene-2448	nbis-gene-2448
mRNA_L-digitata_M_contig131.10.1	nbis-gene-10730	nbis-gene-10730
mRNA_L-digitata_M_contig132.2.1	nbis-gene-10731	nbis-gene-10731
mRNA_L-digitata_M_contig132.7.1	nbis-gene-267	nbis-gene-267
mRNA_L-digitata_M_contig133.4.6	nbis-gene-10732	nbis-gene-10732
mRNA_L-digitata_M_contig133.7.1	nbis-gene-10733	nbis-gene-10733
mRNA_L-digitata_M_contig133.8.1	nbis-gene-268	nbis-gene-268
mRNA_L-digitata_M_contig133.10.2	nbis-gene-10734	nbis-gene-10734
mRNA_L-digitata_M_contig134.1.1	nbis-gene-10735	nbis-gene-10735
mRNA_L-digitata_M_contig136.8.1	nbis-gene-4639	nbis-gene-4639
mRNA_L-digitata_M_contig136.10.1	nbis-gene-30309	nbis-gene-30309
mRNA_L-digitata_M_contig136.11.1	nbis-gene-30310	nbis-gene-30310
mRNA_L-digitata_M_contig136.12.1	nbis-gene-4640	nbis-gene-4640
mRNA_L-digitata_M_contig136.13.1	nbis-gene-30311	nbis-gene-30311
mRNA_L-digitata_M_contig136.15.1	nbis-gene-4641	nbis-gene-4641
mRNA_L-digitata_M_contig136.18.1	nbis-gene-30312	nbis-gene-30312
mRNA_L-digitata_M_contig137.1.12	nbis-gene-30313	nbis-gene-30313
mRNA_L-digitata_M_contig138.1.2	nbis-gene-30314	nbis-gene-30314
mRNA_L-digitata_M_contig139.1.1	nbis-gene-30315	nbis-gene-30315
mRNA_L-digitata_M_contig139.2.1	nbis-gene-30316	nbis-gene-30316
mRNA_L-digitata_M_contig139.3.1	nbis-gene-30317	nbis-gene-30317
mRNA_L-digitata_M_contig141.1.2	nbis-gene-30318	nbis-gene-30318
mRNA_L-digitata_M_contig141.4.2	nbis-gene-30319	nbis-gene-30319
mRNA_L-digitata_M_contig141.5.2	nbis-gene-30320	nbis-gene-30320
mRNA_L-digitata_M_contig141.6.1	nbis-gene-30321	nbis-gene-30321
mRNA_L-digitata_M_contig143.2.1	nbis-gene-1250	nbis-gene-1250
mRNA_L-digitata_M_contig143.3.1	nbis-gene-30322	nbis-gene-30322
mRNA_L-digitata_M_contig143.4.1	nbis-gene-30323	nbis-gene-30323
mRNA_L-digitata_M_contig144.1.4	nbis-gene-30324	nbis-gene-30324
mRNA_L-digitata_M_contig144.3.4	nbis-gene-30325	nbis-gene-30325
mRNA_L-digitata_M_contig146.1.1	nbis-gene-30326	nbis-gene-30326
mRNA_L-digitata_M_contig148.1.1	nbis-gene-30327	nbis-gene-30327
mRNA_L-digitata_M_contig150.1.1	nbis-gene-30328	nbis-gene-30328
mRNA_L-digitata_M_contig150.3.1	nbis-gene-30329	nbis-gene-30329
mRNA_L-digitata_M_contig150.4.1	nbis-gene-30330	nbis-gene-30330
mRNA_L-digitata_M_contig151.3.1	nbis-gene-30331	nbis-gene-30331
mRNA_L-digitata_M_contig151.5.1	nbis-gene-30332	nbis-gene-30332
mRNA_L-digitata_M_contig152.1.1	nbis-gene-30333	nbis-gene-30333
mRNA_L-digitata_M_contig152.2.1	nbis-gene-4642	nbis-gene-4642
mRNA_L-digitata_M_contig152.9.1	nbis-gene-30334	nbis-gene-30334
mRNA_L-digitata_M_contig155.1.1	nbis-gene-30335	nbis-gene-30335
mRNA_L-digitata_M_contig155.2.1	nbis-gene-30336	nbis-gene-30336
mRNA_L-digitata_M_contig155.4.1	nbis-gene-30337	nbis-gene-30337
mRNA_L-digitata_M_contig156.1.1	nbis-gene-30338	nbis-gene-30338
mRNA_L-digitata_M_contig156.2.2	nbis-gene-30339	nbis-gene-30339
mRNA_L-digitata_M_contig156.5.1	nbis-gene-30340	nbis-gene-30340
mRNA_L-digitata_M_contig156.6.7	nbis-gene-30341	nbis-gene-30341
mRNA_L-digitata_M_contig156.10.1	nbis-gene-4643	nbis-gene-4643
mRNA_L-digitata_M_contig157.1.1	nbis-gene-4644	nbis-gene-4644
mRNA_L-digitata_M_contig158.1.1	nbis-gene-1251	nbis-gene-1251
mRNA_L-digitata_M_contig159.1.1	nbis-gene-30342	nbis-gene-30342
mRNA_L-digitata_M_contig159.3.1	nbis-gene-30343	nbis-gene-30343
mRNA_L-digitata_M_contig159.4.1	nbis-gene-30344	nbis-gene-30344
mRNA_L-digitata_M_contig159.6.1	nbis-gene-30345	nbis-gene-30345
mRNA_L-digitata_M_contig160.1.1	nbis-gene-30346	nbis-gene-30346
mRNA_L-digitata_M_contig161.3.1	nbis-gene-36669	nbis-gene-36669
mRNA_L-digitata_M_contig161.4.4	nbis-gene-36670	nbis-gene-36670
mRNA_L-digitata_M_contig162.1.1	nbis-gene-36671	nbis-gene-36671
mRNA_L-digitata_M_contig165.1.1	nbis-gene-36672	nbis-gene-36672
mRNA_L-digitata_M_contig165.3.1	nbis-gene-36673	nbis-gene-36673
mRNA_L-digitata_M_contig166.1.1	nbis-gene-36674	nbis-gene-36674
mRNA_L-digitata_M_contig167.1.1	nbis-gene-36675	nbis-gene-36675
mRNA_L-digitata_M_contig167.2.1	nbis-gene-36676	nbis-gene-36676
mRNA_L-digitata_M_contig169.1.2	nbis-gene-36677	nbis-gene-36677
mRNA_L-digitata_M_contig169.2.1	nbis-gene-36678	nbis-gene-36678
mRNA_L-digitata_M_contig169.3.1	nbis-gene-36679	nbis-gene-36679
mRNA_L-digitata_M_contig169.4.1	nbis-gene-36680	nbis-gene-36680
mRNA_L-digitata_M_contig174.2.3	nbis-gene-36681	nbis-gene-36681
mRNA_L-digitata_M_contig174.6.1	nbis-gene-36682	nbis-gene-36682
mRNA_L-digitata_M_contig174.7.1	nbis-gene-5276	nbis-gene-5276
mRNA_L-digitata_M_contig174.8.1	nbis-gene-36683	nbis-gene-36683
mRNA_L-digitata_M_contig176.1.2	nbis-gene-36684	nbis-gene-36684
mRNA_L-digitata_M_contig176.2.1	nbis-gene-36685	nbis-gene-36685
mRNA_L-digitata_M_contig176.5.1	nbis-gene-36686	nbis-gene-36686
mRNA_L-digitata_M_contig178.1.1	nbis-gene-36687	nbis-gene-36687
mRNA_L-digitata_M_contig178.6.1	nbis-gene-36688	nbis-gene-36688
mRNA_L-digitata_M_contig178.8.1	nbis-gene-36689	nbis-gene-36689
mRNA_L-digitata_M_contig178.9.1	nbis-gene-5277	nbis-gene-5277
mRNA_L-digitata_M_contig179.2.1	nbis-gene-36690	nbis-gene-36690
mRNA_L-digitata_M_contig179.3.1	nbis-gene-36691	nbis-gene-36691
mRNA_L-digitata_M_contig181.1.1	nbis-gene-36692	nbis-gene-36692
mRNA_L-digitata_M_contig182.1.1	nbis-gene-36693	nbis-gene-36693
mRNA_L-digitata_M_contig183.1.1	nbis-gene-5278	nbis-gene-5278
mRNA_L-digitata_M_contig183.2.1	nbis-gene-5279	nbis-gene-5279
mRNA_L-digitata_M_contig184.4.1	nbis-gene-5280	nbis-gene-5280
mRNA_L-digitata_M_contig184.5.1	nbis-gene-36694	nbis-gene-36694
mRNA_L-digitata_M_contig185.1.1	nbis-gene-36695	nbis-gene-36695
mRNA_L-digitata_M_contig185.4.1	nbis-gene-36696	nbis-gene-36696
mRNA_L-digitata_M_contig185.5.1	nbis-gene-36697	nbis-gene-36697
mRNA_L-digitata_M_contig187.1.3	nbis-gene-37245	nbis-gene-37245
mRNA_L-digitata_M_contig188.1.1	nbis-gene-37246	nbis-gene-37246
