PS,GeneID,gamete
8,dis_TRINITY_DN10930_c0_g1,12.15413
2,dis_TRINITY_DN1094_c0_g1,0.301135
1,dis_TRINITY_DN109406_c0_g1,139.789248
8,dis_TRINITY_DN109431_c0_g1,6.315443
1,dis_TRINITY_DN1095_c0_g1,662.370423
8,dis_TRINITY_DN10952_c0_g1,6.978094
8,dis_TRINITY_DN1096_c0_g1,74.620038
1,dis_TRINITY_DN10961_c0_g1,0
7,dis_TRINITY_DN109679_c0_g1,0
8,dis_TRINITY_DN109699_c0_g1,0
8,dis_TRINITY_DN1097_c0_g1,7.291717
2,dis_TRINITY_DN10976_c0_g1,6.962827
7,dis_TRINITY_DN109773_c0_g1,37.627002
1,dis_TRINITY_DN1098_c0_g1,27.464668
1,dis_TRINITY_DN10991_c0_g1,0.653002
8,dis_TRINITY_DN10998_c0_g1,48.246354
4,dis_TRINITY_DN10998_c0_g3,19.305616
8,dis_TRINITY_DN11_c3_g4,150.831485
8,dis_TRINITY_DN1100_c0_g1,13.579134
1,dis_TRINITY_DN11006_c1_g3,10.952975
8,dis_TRINITY_DN1101_c0_g1,11.029372
1,dis_TRINITY_DN1101_c0_g9,0.300401
8,dis_TRINITY_DN110150_c0_g1,13.394433
5,dis_TRINITY_DN1102_c0_g1,28.548737
1,dis_TRINITY_DN11028_c0_g2,2.254989
8,dis_TRINITY_DN11030_c0_g1,11.451461
8,dis_TRINITY_DN11034_c0_g1,67.627397
8,dis_TRINITY_DN11038_c0_g1,46.339749
7,dis_TRINITY_DN1105_c0_g1,4.656835
1,dis_TRINITY_DN11056_c0_g1,23.029717
1,dis_TRINITY_DN11059_c0_g1,19.795781
8,dis_TRINITY_DN11064_c0_g1,48.993076
8,dis_TRINITY_DN11067_c0_g1,17.686907
8,dis_TRINITY_DN110703_c0_g1,5.617031
8,dis_TRINITY_DN11073_c0_g1,10.355421
8,dis_TRINITY_DN110755_c0_g1,0.213045
8,dis_TRINITY_DN11076_c0_g1,8.588029
8,dis_TRINITY_DN1108_c0_g1,0.962103
1,dis_TRINITY_DN11083_c0_g1,5.684654
1,dis_TRINITY_DN111_c0_g1,39.72605
8,dis_TRINITY_DN11100_c0_g1,5.253022
8,dis_TRINITY_DN11104_c0_g4,35.809648
7,dis_TRINITY_DN11112_c0_g1,95.471702
7,dis_TRINITY_DN11116_c0_g1,1.737476
7,dis_TRINITY_DN11135_c0_g1,0
1,dis_TRINITY_DN11138_c0_g2,1.316296
8,dis_TRINITY_DN11138_c0_g3,1.493834
8,dis_TRINITY_DN11138_c0_g5,8.877035
6,dis_TRINITY_DN1114_c0_g2,0.115309
8,dis_TRINITY_DN11152_c0_g1,11.576461
1,dis_TRINITY_DN11162_c0_g1,0.677092
8,dis_TRINITY_DN11168_c0_g1,18.355476
8,dis_TRINITY_DN11169_c0_g1,6.235288
2,dis_TRINITY_DN1117_c0_g1,90.249711
8,dis_TRINITY_DN1117_c0_g2,39.237876
8,dis_TRINITY_DN11178_c0_g1,2.898911
8,dis_TRINITY_DN11181_c0_g1,38.684133
8,dis_TRINITY_DN11185_c0_g1,2.647523
1,dis_TRINITY_DN11191_c0_g1,347.811834
8,dis_TRINITY_DN11191_c0_g3,51.757168
8,dis_TRINITY_DN11193_c2_g3,22.741858
1,dis_TRINITY_DN11201_c0_g1,4.645736
8,dis_TRINITY_DN11209_c0_g2,44.330416
8,dis_TRINITY_DN1121_c0_g2,45.63754
8,dis_TRINITY_DN11212_c0_g2,88.153433
1,dis_TRINITY_DN1122_c0_g4,13.040988
8,dis_TRINITY_DN11220_c0_g1,5.120076
1,dis_TRINITY_DN11221_c0_g1,15.497141
7,dis_TRINITY_DN11224_c0_g1,6.896276
2,dis_TRINITY_DN1123_c0_g1,3.232374
8,dis_TRINITY_DN11235_c0_g1,18.438517
8,dis_TRINITY_DN11237_c0_g1,44.06202
8,dis_TRINITY_DN11238_c0_g5,10.203025
8,dis_TRINITY_DN1125_c0_g1,8.892376
8,dis_TRINITY_DN11250_c0_g1,171.930921
8,dis_TRINITY_DN1126_c0_g1,40.185943
8,dis_TRINITY_DN11260_c0_g1,0.404769
8,dis_TRINITY_DN11264_c0_g1,20.860118
1,dis_TRINITY_DN11265_c0_g1,38.161563
2,dis_TRINITY_DN11268_c0_g1,14.898291
1,dis_TRINITY_DN11269_c0_g1,163.573753
7,dis_TRINITY_DN1127_c0_g1,41.799862
1,dis_TRINITY_DN11271_c0_g1,12.82551
2,dis_TRINITY_DN11271_c0_g2,14.689021
8,dis_TRINITY_DN11281_c0_g1,1.946836
7,dis_TRINITY_DN11281_c0_g2,17.125166
7,dis_TRINITY_DN11288_c0_g1,0.646442
8,dis_TRINITY_DN11288_c0_g2,64.395414
8,dis_TRINITY_DN1129_c0_g1,5.845379
1,dis_TRINITY_DN11290_c0_g3,11.771385
8,dis_TRINITY_DN1130_c0_g1,13.255473
8,dis_TRINITY_DN1130_c0_g2,11.280542
2,dis_TRINITY_DN11304_c0_g1,31.673225
7,dis_TRINITY_DN11307_c0_g1,111.8507
8,dis_TRINITY_DN1131_c0_g1,2.639311
8,dis_TRINITY_DN1131_c0_g2,4.428464
8,dis_TRINITY_DN1132_c0_g1,7.970953
8,dis_TRINITY_DN11324_c0_g1,351.222805
8,dis_TRINITY_DN11326_c0_g1,15.855985
8,dis_TRINITY_DN11328_c0_g1,148.891346
1,dis_TRINITY_DN11328_c0_g3,140.107823
7,dis_TRINITY_DN1133_c0_g2,19.25376
7,dis_TRINITY_DN11338_c0_g1,56.914578
8,dis_TRINITY_DN11345_c0_g2,1.918285
8,dis_TRINITY_DN11348_c0_g1,5.452389
8,dis_TRINITY_DN11349_c0_g1,27.834313
8,dis_TRINITY_DN1135_c0_g1,6.681938
7,dis_TRINITY_DN11354_c0_g1,4.036596
1,dis_TRINITY_DN11356_c1_g1,63.472809
1,dis_TRINITY_DN11356_c1_g3,11.309958
7,dis_TRINITY_DN11358_c0_g1,37.023939
8,dis_TRINITY_DN1136_c0_g1,17.409485
1,dis_TRINITY_DN11360_c0_g1,40.874056
8,dis_TRINITY_DN11368_c0_g1,17.819829
8,dis_TRINITY_DN11369_c0_g1,4.268117
8,dis_TRINITY_DN11369_c0_g4,130.195823
