PS,GeneID,V1
8,dis_TRINITY_DN0_c1_g2,0.9277833798899396
8,dis_TRINITY_DN1_c0_g4,1.271547089179162
1,dis_TRINITY_DN10_c0_g1,0
7,dis_TRINITY_DN10_c0_g3,0
7,dis_TRINITY_DN100_c0_g1,4.64661231436409
8,dis_TRINITY_DN100_c0_g3,1.1287475359884511
7,dis_TRINITY_DN1000_c0_g1,2.5167600203436162
8,dis_TRINITY_DN10001_c0_g1,2.995935580081788
8,dis_TRINITY_DN1001_c0_g1,12.781936473007523
1,dis_TRINITY_DN1001_c0_g3,1.7417571587336738
1,dis_TRINITY_DN10011_c0_g3,1.1044097971314815
1,dis_TRINITY_DN10015_c0_g1,1.0340425523159094
1,dis_TRINITY_DN10021_c0_g2,4.514695449307738
1,dis_TRINITY_DN10021_c0_g3,8.301824257354525
7,dis_TRINITY_DN10021_c0_g5,2.7445569770001135
8,dis_TRINITY_DN10025_c0_g1,2.383977348885681
6,dis_TRINITY_DN1003_c0_g1,3.6732619019068053
8,dis_TRINITY_DN10031_c0_g2,4.210773563135401
1,dis_TRINITY_DN10032_c0_g1,17.419394076718053
8,dis_TRINITY_DN100378_c0_g1,5.009441286211467
8,dis_TRINITY_DN10039_c0_g1,1.4716833898634585
2,dis_TRINITY_DN1004_c0_g1,1.5912583071267845
2,dis_TRINITY_DN1004_c0_g2,2.37704270049993
8,dis_TRINITY_DN10041_c0_g1,3.6801748599760855
1,dis_TRINITY_DN10045_c0_g1,28.558169514168796
1,dis_TRINITY_DN10051_c0_g1,10.535945994546479
8,dis_TRINITY_DN10055_c0_g1,1.6584046550827094
3,dis_TRINITY_DN10059_c0_g1,4.900625062173192
7,dis_TRINITY_DN10059_c0_g2,2.8688867178750717
8,dis_TRINITY_DN10066_c0_g1,1.2489187323441024
1,dis_TRINITY_DN10067_c0_g2,2.4599908536415334
7,dis_TRINITY_DN10084_c0_g1,3.1924286992821
1,dis_TRINITY_DN10087_c0_g1,29.613192887630337
1,dis_TRINITY_DN100876_c0_g1,2.5885654328218166
8,dis_TRINITY_DN10089_c0_g1,2.2730164979603646
2,dis_TRINITY_DN101_c0_g1,3.4892813013570576
8,dis_TRINITY_DN10119_c0_g1,2.5016518542754906
1,dis_TRINITY_DN1013_c0_g1,1.5402876354759198
8,dis_TRINITY_DN101321_c0_g1,1.0527620813840135
2,dis_TRINITY_DN10140_c0_g1,2.642246392749927
2,dis_TRINITY_DN10147_c0_g1,2.19023286433201
8,dis_TRINITY_DN10150_c0_g1,0.561951955241727
8,dis_TRINITY_DN10150_c0_g4,0
8,dis_TRINITY_DN101555_c0_g1,0
7,dis_TRINITY_DN10156_c0_g1,1.2570453452441563
1,dis_TRINITY_DN10160_c0_g1,1.801837950538283
7,dis_TRINITY_DN10168_c0_g2,0
2,dis_TRINITY_DN10168_c0_g3,3.703894166954558
1,dis_TRINITY_DN10172_c0_g1,10.793804889843063
8,dis_TRINITY_DN10173_c0_g1,1.2807060552679526
1,dis_TRINITY_DN10189_c0_g1,0
1,dis_TRINITY_DN1019_c0_g2,2.441227764875699
1,dis_TRINITY_DN10198_c0_g3,3.731188952599426
1,dis_TRINITY_DN102_c0_g1,16.335831353194116
1,dis_TRINITY_DN1020_c0_g1,11.175841221134094
8,dis_TRINITY_DN10208_c0_g1,3.2357438093891178
1,dis_TRINITY_DN10211_c0_g1,2.230956521315465
1,dis_TRINITY_DN10212_c0_g2,0
8,dis_TRINITY_DN10214_c1_g1,1.0595739709902279
3,dis_TRINITY_DN10219_c0_g1,12.75159637065101
8,dis_TRINITY_DN10229_c0_g1,1.1194177057738546
8,dis_TRINITY_DN1023_c0_g1,5.023401039136732
1,dis_TRINITY_DN10236_c0_g1,0
7,dis_TRINITY_DN10242_c0_g1,5.0443262186341595
7,dis_TRINITY_DN10243_c0_g1,1.926410911513948
1,dis_TRINITY_DN10249_c1_g1,5.0514778035739205
8,dis_TRINITY_DN10250_c0_g1,0.45672201611045643
8,dis_TRINITY_DN10251_c0_g2,0.4262323310120902
1,dis_TRINITY_DN10255_c0_g1,2.4798012017095243
8,dis_TRINITY_DN10262_c0_g1,1.0726001118776747
8,dis_TRINITY_DN10269_c0_g1,1.7754492389251797
8,dis_TRINITY_DN1027_c2_g2,2.9931465049342307
1,dis_TRINITY_DN1027_c2_g4,4.237988673887649
1,dis_TRINITY_DN10276_c0_g1,0.869337678925744
4,dis_TRINITY_DN1028_c0_g2,1.8820151434034742
8,dis_TRINITY_DN10280_c0_g4,4.323804459038359
1,dis_TRINITY_DN10280_c0_g5,0.6561066986397868
8,dis_TRINITY_DN1029_c0_g1,1.8772378645233
1,dis_TRINITY_DN10291_c0_g1,0
1,dis_TRINITY_DN10292_c0_g2,2.6241531967474767
1,dis_TRINITY_DN1030_c0_g2,3.5843073249932127
8,dis_TRINITY_DN10301_c0_g1,7.405155568926287
8,dis_TRINITY_DN10304_c0_g1,5.4386663806488444
7,dis_TRINITY_DN10305_c0_g2,2.401323801572791
7,dis_TRINITY_DN10305_c0_g5,4.523006522215063
1,dis_TRINITY_DN10309_c0_g1,0.5380111523007678
8,dis_TRINITY_DN1031_c0_g1,0.6964955132662377
7,dis_TRINITY_DN10310_c3_g2,0.8186000244319567
8,dis_TRINITY_DN10335_c0_g4,1.5319337453036277
8,dis_TRINITY_DN10336_c0_g1,11.857268572483294
8,dis_TRINITY_DN10343_c0_g1,2.921503551255757
8,dis_TRINITY_DN10347_c0_g1,2.29598693376073
1,dis_TRINITY_DN1035_c0_g1,4.779918513949793
7,dis_TRINITY_DN10350_c0_g1,2.5952024969161847
8,dis_TRINITY_DN10351_c0_g1,9.439751638682026
8,dis_TRINITY_DN10353_c0_g1,0.34880223623136364
8,dis_TRINITY_DN10357_c0_g1,9.160540431655766
1,dis_TRINITY_DN10359_c1_g4,4.717143203253427
5,dis_TRINITY_DN1036_c0_g2,1.3000299996538542
1,dis_TRINITY_DN1036_c0_g4,5.632465002110532
8,dis_TRINITY_DN10362_c0_g2,0.7250889600593847
1,dis_TRINITY_DN10366_c0_g1,5.197934205047232
8,dis_TRINITY_DN10368_c0_g1,2.490361218779316
8,dis_TRINITY_DN10379_c0_g1,0.8654056852135882
8,dis_TRINITY_DN1038_c0_g1,0.41969274475501717
8,dis_TRINITY_DN1038_c0_g2,0.42445612258512655
8,dis_TRINITY_DN1039_c0_g1,0.8753399339685126
1,dis_TRINITY_DN104_c0_g1,1.6723046971171254
8,dis_TRINITY_DN104_c0_g2,1.1883076201051646
1,dis_TRINITY_DN10402_c0_g1,2.1143024854547185
8,dis_TRINITY_DN10403_c0_g2,9.75150526841882
8,dis_TRINITY_DN10403_c0_g3,1.180870865082207
7,dis_TRINITY_DN10406_c0_g1,6.483120467799438
7,dis_TRINITY_DN10415_c0_g1,2.887843659203178
8,dis_TRINITY_DN104197_c0_g1,2.1311914508086787
2,dis_TRINITY_DN10422_c0_g1,1.3982206549754583
7,dis_TRINITY_DN10423_c0_g1,0.8971226226107555
8,dis_TRINITY_DN10435_c0_g1,4.559423647787075
1,dis_TRINITY_DN10438_c0_g1,0.5438005148949383
2,dis_TRINITY_DN10439_c0_g1,2.620811324761857
7,dis_TRINITY_DN1044_c0_g1,7.938517808760021
8,dis_TRINITY_DN10442_c0_g1,4.120951831798086
8,dis_TRINITY_DN10445_c0_g1,7.028000711439919
1,dis_TRINITY_DN10446_c0_g1,12.012961333493086
2,dis_TRINITY_DN10446_c0_g2,0.8895229058321096
2,dis_TRINITY_DN10450_c0_g2,7.737365766202345
8,dis_TRINITY_DN10450_c0_g4,12.261214050818948
1,dis_TRINITY_DN10451_c0_g1,0.9889853386173123
8,dis_TRINITY_DN10452_c0_g1,0.9109747526688102
1,dis_TRINITY_DN10453_c0_g2,1.3797568626392116
1,dis_TRINITY_DN10454_c0_g2,2.6705205485073504
1,dis_TRINITY_DN10456_c0_g1,1.9571908440415309
8,dis_TRINITY_DN10457_c0_g1,1.7527700933094448
7,dis_TRINITY_DN1046_c0_g1,1.6585424323785027
7,dis_TRINITY_DN10462_c0_g1,2.944628159887085
1,dis_TRINITY_DN10463_c0_g1,2.0096056827148954
1,dis_TRINITY_DN10463_c0_g4,2.7282706977131137
1,dis_TRINITY_DN10464_c0_g1,1.4884166083459294
8,dis_TRINITY_DN10464_c0_g2,1.0464779022989448
3,dis_TRINITY_DN10465_c0_g3,2.473937347630291
1,dis_TRINITY_DN10468_c0_g1,13.763457196504081
2,dis_TRINITY_DN1047_c0_g1,4.101559581427533
1,dis_TRINITY_DN10471_c0_g1,3.3408632118061945
8,dis_TRINITY_DN10471_c0_g2,1.4827902751232218
8,dis_TRINITY_DN10472_c0_g1,19.97473526733208
8,dis_TRINITY_DN10477_c0_g1,1.9259535300728312
7,dis_TRINITY_DN10477_c0_g2,0
8,dis_TRINITY_DN10477_c0_g3,1.5324033411605444
1,dis_TRINITY_DN10479_c0_g1,3.822760913266745
7,dis_TRINITY_DN10480_c0_g1,3.3288693275645413
1,dis_TRINITY_DN10481_c0_g1,4.107802088708754
8,dis_TRINITY_DN10483_c0_g3,18.718835113329035
8,dis_TRINITY_DN10484_c0_g1,1.3785097025411173
5,dis_TRINITY_DN1049_c0_g1,2.862172950749133
8,dis_TRINITY_DN10490_c0_g2,1.152482537828665
1,dis_TRINITY_DN10492_c0_g1,4.672961052694533
8,dis_TRINITY_DN10493_c0_g3,1.9018906382860188
7,dis_TRINITY_DN10495_c0_g2,0
2,dis_TRINITY_DN10495_c0_g3,1.9955961515296625
1,dis_TRINITY_DN10497_c0_g1,1.720802138538885
1,dis_TRINITY_DN105_c0_g1,2.911928570552513
2,dis_TRINITY_DN1050_c0_g1,2.722958134088734
1,dis_TRINITY_DN10501_c0_g1,0.829884931782714
8,dis_TRINITY_DN10505_c0_g1,1.0271801205241464
1,dis_TRINITY_DN10506_c0_g1,0.9698185397279225
8,dis_TRINITY_DN10508_c0_g1,2.6885354749379817
7,dis_TRINITY_DN10509_c0_g4,0
1,dis_TRINITY_DN1051_c0_g1,3.5971139820695144
1,dis_TRINITY_DN10517_c0_g1,0.34350691404977574
2,dis_TRINITY_DN10518_c0_g1,0.9275149594480944
8,dis_TRINITY_DN10518_c0_g6,0.5625797721212521
1,dis_TRINITY_DN10523_c0_g6,2.3213580077187577
2,dis_TRINITY_DN10527_c0_g1,11.865232108981266
2,dis_TRINITY_DN10531_c0_g1,2.3622832175672754
1,dis_TRINITY_DN10537_c0_g1,2.754048292968008
8,dis_TRINITY_DN10538_c0_g1,0.7067411124308532
1,dis_TRINITY_DN1054_c0_g1,0.979747416429357
1,dis_TRINITY_DN10548_c0_g1,11.686820696836245
8,dis_TRINITY_DN10555_c0_g1,6.700058805712081
4,dis_TRINITY_DN10558_c0_g2,40.548743001479096
8,dis_TRINITY_DN1056_c0_g1,5.4204625263901605
8,dis_TRINITY_DN1057_c0_g1,2.4810471579556888
8,dis_TRINITY_DN10573_c2_g3,4.217485032575693
8,dis_TRINITY_DN10573_c2_g5,3.018067759345373
1,dis_TRINITY_DN10574_c0_g2,2.232860049353743
8,dis_TRINITY_DN1058_c0_g1,1.4030659286006484
1,dis_TRINITY_DN10594_c0_g1,3.3637236806848447
8,dis_TRINITY_DN106_c0_g2,3.7718649233502517
4,dis_TRINITY_DN106_c0_g3,0.6210072463345335
7,dis_TRINITY_DN10601_c0_g4,4.753205760326392
4,dis_TRINITY_DN10604_c0_g1,1.3139752661294657
7,dis_TRINITY_DN10605_c0_g1,7.5252316243422035
1,dis_TRINITY_DN10610_c0_g1,3.335020539666885
2,dis_TRINITY_DN10610_c0_g2,1.6200601840672462
1,dis_TRINITY_DN1062_c0_g2,3.745191717389111
6,dis_TRINITY_DN1063_c0_g1,1.1600077585947433
1,dis_TRINITY_DN10632_c0_g1,9.981413627337563
8,dis_TRINITY_DN10643_c0_g1,1.8532174723976675
6,dis_TRINITY_DN10647_c0_g1,1.1021365614115157
2,dis_TRINITY_DN10658_c0_g2,2.61870712375401
1,dis_TRINITY_DN1066_c0_g4,20.581361252356462
8,dis_TRINITY_DN10687_c1_g3,1.1643869631698904
2,dis_TRINITY_DN10697_c0_g1,2.9365423545387523
8,dis_TRINITY_DN1070_c0_g8,0.9393678725611175
7,dis_TRINITY_DN10700_c0_g1,0
2,dis_TRINITY_DN1071_c0_g1,1.9347333149558366
8,dis_TRINITY_DN10713_c0_g1,1.5502883602736621
7,dis_TRINITY_DN1073_c0_g3,6.164481973369701
1,dis_TRINITY_DN1073_c0_g4,2.048546313852826
7,dis_TRINITY_DN1074_c0_g1,6.491734128874965
8,dis_TRINITY_DN10746_c0_g2,0.40124680684087694
8,dis_TRINITY_DN1075_c0_g1,17.368886118574213
8,dis_TRINITY_DN10759_c0_g1,1.2535326082715201
2,dis_TRINITY_DN1076_c0_g1,1.9853780496419315
7,dis_TRINITY_DN1077_c0_g1,1.1849789027657833
7,dis_TRINITY_DN1078_c0_g1,6.052634715559828
2,dis_TRINITY_DN10784_c0_g2,2.38632625598429
1,dis_TRINITY_DN10788_c0_g2,0.4865511278375583
1,dis_TRINITY_DN10789_c0_g3,3.1873895274973845
1,dis_TRINITY_DN1079_c0_g1,1.355107006844847
5,dis_TRINITY_DN10797_c0_g1,1.1573810954046209
1,dis_TRINITY_DN1080_c1_g1,2.5586615641776462
1,dis_TRINITY_DN10808_c0_g1,6.296295339324546
1,dis_TRINITY_DN10809_c0_g1,1.5691520002855046
7,dis_TRINITY_DN1081_c0_g1,4.851298485972595
8,dis_TRINITY_DN1081_c4_g2,3.270642750286249
1,dis_TRINITY_DN10814_c0_g1,13.372117334214504
8,dis_TRINITY_DN10818_c0_g1,9.951268461859524
7,dis_TRINITY_DN1082_c1_g3,0
2,dis_TRINITY_DN10821_c0_g1,9.009420958086041
1,dis_TRINITY_DN10823_c0_g1,1.2035875539403023
7,dis_TRINITY_DN10826_c0_g1,2.7884339690944806
1,dis_TRINITY_DN10827_c0_g1,3.9437094213443262
1,dis_TRINITY_DN10828_c0_g1,5.08994518634533
1,dis_TRINITY_DN10828_c0_g2,6.868994103942731
7,dis_TRINITY_DN10829_c0_g1,3.0959914405566433
1,dis_TRINITY_DN1083_c0_g1,1.6158149646540596
7,dis_TRINITY_DN10831_c0_g1,9.092737981488305
1,dis_TRINITY_DN10834_c0_g1,2.2067140730053816
2,dis_TRINITY_DN10835_c0_g2,15.217030196460806
1,dis_TRINITY_DN10837_c0_g1,28.203523716018182
8,dis_TRINITY_DN10838_c0_g1,5.923322462942568
5,dis_TRINITY_DN10839_c0_g1,4.146636950590201
8,dis_TRINITY_DN1084_c0_g1,1.428469810671545
1,dis_TRINITY_DN10841_c0_g1,1.8843733706460617
1,dis_TRINITY_DN10843_c0_g1,4.947320992213867
8,dis_TRINITY_DN10851_c0_g1,1.179774554734929
7,dis_TRINITY_DN10854_c0_g1,1.1208938397546844
8,dis_TRINITY_DN10859_c0_g1,1.0916400505661195
8,dis_TRINITY_DN10868_c0_g1,2.2108425995533922
1,dis_TRINITY_DN10872_c0_g1,6.277716304517114
8,dis_TRINITY_DN10874_c0_g1,3.2145408692377826
1,dis_TRINITY_DN10880_c0_g1,7.509689740595147
1,dis_TRINITY_DN10891_c0_g1,10.56780965952737
8,dis_TRINITY_DN10891_c0_g2,1.3561533836554034
8,dis_TRINITY_DN10894_c0_g1,2.858835951921691
1,dis_TRINITY_DN10897_c0_g1,1.7604644273600079
7,dis_TRINITY_DN1090_c0_g1,2.0937153579223704
8,dis_TRINITY_DN1090_c0_g2,2.586155447764113
8,dis_TRINITY_DN1090_c0_g4,10.040506760119232
8,dis_TRINITY_DN10901_c1_g4,3.228035625577884
1,dis_TRINITY_DN10905_c0_g1,2.324066909535954
8,dis_TRINITY_DN10909_c0_g1,0.739023680270125
8,dis_TRINITY_DN10910_c0_g4,1.161092158271685
8,dis_TRINITY_DN10913_c0_g1,3.6590722867962038
7,dis_TRINITY_DN10922_c0_g1,4.2885598981476285
8,dis_TRINITY_DN10923_c0_g3,1.5499109651847747
8,dis_TRINITY_DN10930_c0_g1,1.9028150199112892
2,dis_TRINITY_DN1094_c0_g1,4.120264069207216
1,dis_TRINITY_DN109406_c0_g1,6.66669010829212
8,dis_TRINITY_DN109431_c0_g1,1.2757625170853704
1,dis_TRINITY_DN1095_c0_g1,15.24510282025018
8,dis_TRINITY_DN10952_c0_g1,2.3796772890457225
8,dis_TRINITY_DN1096_c0_g1,4.5080981577601
1,dis_TRINITY_DN10961_c0_g1,7.735026244299369
