OG,Fs_F_gametes_1,Fs_F_gametes_2,Fs_F_gametes_3,Fs_M_gametes_1,Fs_M_gametes_2,Fs_M_gametes_3,Fs_zygotes_24h_1,Fs_zygotes_24h_2,Fs_zygotes_24h_3,Fs_zygotes_48h_1,Fs_zygotes_48h_2,Fs_zygotes_48h_3,Fs_zygotes_48h_4,Fs_zygotes_48h_5,Fs_zygotes_48h_6,Fs_zygotes_1w_1,Fs_zygotes_1w_2,Fs_zygotes_1w_3,Fs_zygotes_3w_1,Fs_zygotes_3w_2,Fs_zygotes_3w_3,Fs_zygotes_4w_1,Fs_zygotes_4w_2,Fs_zygotes_4w_3,Fs_Fwild_matSP_holdfast_1,Fs_Fwild_matSP_holdfast_2,Fs_Fwild_matSP_holdfast_3,Fs_Fwild_matSP_reptip_1,Fs_Fwild_matSP_reptip_2,Fs_Fwild_matSP_reptip_3,Fs_Fwild_matSP_stipe_1,Fs_Fwild_matSP_stipe_2,Fs_Fwild_matSP_stipe_3,Fs_Fwild_matSP_vegtip_1,Fs_Fwild_matSP_vegtip_2,Fs_Fwild_matSP_vegtip_3,Fs_Mwild_matSP_holdfast_1,Fs_Mwild_matSP_holdfast_2,Fs_Mwild_matSP_holdfast_3,Fs_Mwild_matSP_reptip_1,Fs_Mwild_matSP_reptip_2,Fs_Mwild_matSP_reptip_3,Fs_Mwild_matSP_stipe_1,Fs_Mwild_matSP_stipe_2,Fs_Mwild_matSP_stipe_3,Fs_Mwild_matSP_vegtip_1,Fs_Mwild_matSP_vegtip_2,Fs_Mwild_matSP_vegtip_3
OG0000002,3.371431,4.289446,5.322768,1.980679,2.170527,1.187184,12.614369,8.50691,13.719775,14.087564,12.757892,18.582319,11.296302,10.865772,15.669961,26.863758,25.923868,34.539419,26.868528,29.372227,37.474069,44.925072,45.947954,62.225936,25.734082,32.131515,18.155422,16.80024,43.855478,41.286724,37.435273,32.904691,10.442549,25.398333,34.389603,35.203395,31.214883,27.973638,61.283733,32.448578,31.588329,26.235733,46.22984,41.860796,31.868351,42.808577,22.375459,61.370595
OG0000003,612.173677,779.7272829999998,857.5162649999997,13.015828999999998,21.467624999999995,7.057203,501.15302100000014,442.380111,469.73543100000006,702.855504,678.6303129999997,662.6982650000001,740.1145940000001,699.0293140000001,654.3183980000001,396.01118099999997,465.636161,453.475622,392.4183510000001,393.783121,381.44846500000006,465.40022000000005,385.270574,430.52871600000003,250.310823,215.136346,296.69876399999987,243.393683,485.05295600000005,495.1988319999999,420.280752,234.62079400000002,114.65614399999998,252.287076,348.83767800000004,604.897468,274.366872,213.30999500000001,257.80304399999994,524.45277,456.6925579999999,403.283897,379.2727649999999,340.9813930000001,294.7269210000002,243.16749599999997,201.7047,235.58399699999995
OG0000006,15.528049,1.675214,5.181568,0,0,0,8.401706,20.933965,11.804007,27.009276,39.303474,23.733997,27.757573,35.702166,18.583929,1.757123,5.590588,1.310303,1.410411,1.29377,0.830294,1.902927,2.626313,3.89359,0,0,0.495508,63.360595000000004,31.998138,17.909189,0,0,13.490073,3.118919,34.817733,2.264881,0,0,0,4.654977,17.519078,4.290923,0,0,0,6.592289,18.627066,14.274506
OG0000011,42.471074,37.463153,42.57142,0.290505,1.02331,0.086882,21.564045,25.264152,20.680729,29.690953999999998,35.959997,27.389452,29.832061000000003,34.359824,29.602079,15.179314,18.719042,18.532093,12.558981,17.138982000000002,13.588867,13.271832999999999,13.256627,21.971986,6.305154,6.96802,9.920942,13.565982,20.116056,24.187641,11.511592,7.585,2.76182,11.195771,11.422012,24.097414,9.25637,8.629819,7.053629000000001,46.440307000000004,37.383029,22.220052,13.980166,15.935135,10.110058,9.320604,9.254638,7.2532
OG0000012,138.150156,145.31525899999997,440.06712,3.4343760000000003,3.84945,4.655557,483.39902800000004,521.048111,370.31753599999996,338.444223,385.400129,389.222318,259.995676,265.31512499999997,300.295121,220.377041,201.79213399999998,195.12637199999998,88.919708,243.222322,118.87016,166.18942799999996,203.06537,176.79140999999998,51.695521,188.32110799999998,131.99971,43.909150999999994,88.639513,65.381684,137.862011,118.102862,42.824251,47.406068,67.934851,135.166414,62.582891000000004,169.578435,83.00165199999999,41.462129000000004,40.667777,20.448938,106.741862,118.293289,54.123395,60.67509299999999,71.444795,30.299774
OG0000016,16.825874,22.218268,25.55191,0.078903,7.866433,1.621488,12.837152,11.954187,12.516229,32.135564,32.285744,34.007211,28.061722,30.471513,31.322515,27.336522,22.238935,31.272944,25.405633,27.67233,26.714216,35.317827,35.564511,31.897319,1.565383,1.456319,3.017415,2.35969,6.578556,3.456629,4.659508,3.088221,1.919347,12.189761,4.733743,8.482453,3.588304,3.259434,2.143658,5.445453,2.70976,5.054539,6.05787,5.184157,6.146469,7.193025,10.466857,7.851839
OG0000020,21.179407,10.847309,10.262906,2.099844,0.821378,1.775264,1.8529060000000002,1.4019759999999999,1.876045,0.746399,0.42447199999999996,0.5470440000000001,0.603517,0.204147,0.473885,0.812174,0.975717,1.015254,2.26078,1.326943,3.051201,3.753247,3.615183,5.501682,3.88064,1.105243,1.382778,10.218112,11.754047,34.719585,5.465607,1.90173,1.614264,17.448168,10.13847,18.65702,2.7140839999999997,1.8972520000000002,3.9618979999999997,12.480418000000002,17.753548000000002,7.841634,4.945734,4.286018,2.833964,14.540071999999999,14.207379999999999,43.859792
OG0000024,241.45452,147.69097,198.92113700000002,96.044335,86.330131,91.84109,182.86007,177.142182,141.73915699999998,168.48217499999998,143.277569,130.117819,167.653642,136.301506,132.977331,95.088529,104.12495200000001,98.49841599999999,179.881177,102.218981,161.262935,184.196205,123.99417199999999,138.612883,222.23630200000002,186.12706099999997,228.39829400000002,195.518767,395.128102,374.181237,214.506287,186.432656,98.39405,318.25470999999993,364.134559,464.64088100000004,173.91919099999998,183.92229600000002,269.522062,287.82072500000004,267.196297,403.26478000000003,154.52801,192.81141399999998,183.67573799999997,420.199059,427.693652,464.72152800000003
OG0000026,111.952846,118.39526,121.84362899999999,135.764848,131.637851,50.278655,68.061593,94.546592,86.15895899999998,42.599140000000006,64.009583,72.25863399999999,65.216514,48.319159,91.14272299999999,144.61338000000003,63.810811,70.553218,588.9424660000001,362.05072399999995,499.20764399999996,379.70509,295.36427299999997,267.37326099999996,224.386892,266.470428,246.463011,402.294556,353.581098,142.461172,315.38183,303.57003700000007,773.358248,434.83734400000003,355.181548,206.139886,401.405849,449.80183300000004,241.102014,344.408633,263.84879900000004,365.24059900000003,450.961765,468.12385699999993,381.186109,364.83402300000006,301.98042200000003,425.85278400000004
OG0000027,99.094022,90.857522,74.881746,0,0,0,41.88974,39.348685,36.179454,27.407794,27.991776,25.195698,20.889484,33.953106,27.740453,13.452343,16.714336,13.497932,18.456653,48.659412,32.805158,53.640222,45.57559,49.550657,2.407801,4.58321,3.266707,2.216627,16.241737,19.390788,5.174511,4.62113,0,2.762965,1.298466,28.708893,0.643006,6.937091,1.225838,1.4386,2.671464,0.756596,4.195974,3.186255,3.086667,1.127903,3.841703,1.738309
OG0000029,25.206733999999997,28.548842,32.520852000000005,65.12111100000001,39.184335,66.24085499999998,73.42747100000001,71.812002,90.44865200000001,89.843949,73.64325,76.388271,91.164908,98.53730999999999,89.117401,62.130931000000004,62.522450000000006,64.802594,67.10215199999999,74.012174,81.666215,99.004685,99.50515599999999,120.189758,141.038538,84.88102199999997,93.24072099999998,63.486162,64.49425000000001,78.630328,74.079813,71.280672,23.117673999999997,71.19450599999999,70.90449899999999,76.058398,88.10887699999999,112.719755,128.35702999999998,160.481881,163.277763,98.29438499999999,77.006087,76.454447,58.161896000000006,63.85956099999999,62.15734599999999,70.645201
OG0000030,1245.032257,1266.725362,1080.927285,41.481646,40.012862,29.964996,1491.284907,1201.165108,1323.156684,982.088345,675.665966,758.108718,899.345406,652.431002,723.685064,1174.209974,949.07906,908.047947,350.354953,139.665834,244.044969,277.559068,252.985395,198.98666,10.711966,43.601452,53.994658,148.535754,333.58121,183.513005,12.322302,36.809952,47.273102,295.172046,81.869288,387.847124,16.276277,19.326363,12.958368,75.388321,103.385484,207.257602,16.740962,22.482661,14.705964,813.029067,1180.059704,91.629188
OG0000031,0,0,0,37.714112,75.941056,39.135625,0.083462,0,0.09586,0,0,0,0,0.175161,0,0.068546,0,0.081677,2.740016,0.202272,3.764778,1.405138,0.786068,4.140999,0,0,0,0,0,0,0.325458,0.086914,0,0,0,0.094316,0,0,0,13.511398,21.160849,13.536563,0.081348,0.084165,0.866215,0,0,0.441093
OG0000032,5.158324,6.048603,5.282678,0,0,0,29.173514,52.955892,26.74607,27.326267,39.375193,31.756442999999997,28.194826999999997,29.571495,29.434475,9.932355,16.408309,10.1268,12.853997999999999,22.714663,18.825713,31.488209,43.34997,29.998599,8.925612,7.852067,9.201674,35.442036,16.159698,33.461379,24.733351,9.443521,2.196063,19.613534,32.296579,16.995606000000002,17.724459,13.044450999999999,24.786992,5.123391,6.274806,6.380337,21.658323000000003,23.505815,11.165074,16.928190999999998,11.7712,21.906439
OG0000034,64.30652,64.035071,61.634105999999996,0.520106,0.802489,0.876736,75.171584,88.770056,78.24342299999999,125.197587,155.110785,135.456657,119.470544,142.881235,133.999306,34.18164,43.141352999999995,41.788658,13.159988,17.267305,19.335321,17.409345,26.176652,27.537931,2.807417,11.343028,7.222495,2.728389,18.55114,11.171854999999999,5.414182,9.435518,2.68436,4.765248,3.884954,19.708146,5.888166999999999,9.635405,4.614874,57.775816,36.863247,17.401393,6.511872,7.356222,6.434361,4.8077820000000004,13.057333,6.932342
OG0000035,7.083769,6.056094,3.072,0,0,0,1.816292,0,0.329181,1.32374,1.458313,0.82396,2.600012,0,0,0.816779,0.860024,0,0,0,0,0,0,0,0,0,2.543431,1.975217,52.153726,56.793728,0,0,0,0,0,67.747976,0.819934,0,0.916106,1.389947,0,0,0,0,0,0,0,0
OG0000037,532.49415,533.104425,479.895035,19.601568,17.270735000000002,33.378224,427.962149,465.66550300000006,386.893274,457.409715,468.913301,469.145357,408.76082,398.87940499999996,411.46712499999995,264.253023,270.403889,276.379251,145.157968,277.023861,230.667982,223.028786,296.174653,334.244139,415.885245,403.48416599999996,275.42251,91.57702599999999,201.804587,177.95865200000003,281.705596,399.206998,154.942995,69.850602,64.290734,231.87108499999997,205.286642,322.926156,257.556822,107.06419599999998,94.07875899999999,68.80542,139.078585,214.953731,184.041978,77.54153600000001,138.771557,85.954587
OG0000038,647.775982,563.756213,695.678162,156.77876300000003,140.734133,132.994472,1554.575008,2149.40697,1759.767734,1630.171174,1921.329782,1616.449979,1744.5776380000002,2211.928515,1847.324748,990.971038,987.963264,968.7752859999998,741.017315,1228.113449,1153.0092809999999,2144.286796,3299.340353,1357.460509,1627.230485,697.6219580000001,534.725338,197.606401,277.56986900000004,222.025027,302.070144,804.977237,322.332969,248.483367,289.025982,371.201594,483.964432,719.603015,303.889749,848.566073,664.351948,209.941012,408.28637000000003,523.221132,196.493999,174.746167,251.964063,146.649699
OG0000039,6.128633,13.150008,10.475526,0,0,0,10.629396,15.270502,8.759332,8.148361,6.814912,4.151307,4.678838,5.20973,4.216061,2.733334,4.578246,3.967343,5.092501,12.880951,5.850955,9.66761,13.601673,13.671555,11.682852,6.818963,3.580992,0.633328,10.358858,6.562739,9.576497,5.256202,1.354426,1.8992,3.818107,12.602337,5.377335,7.823005,5.793543,0,0,0.220958,3.445509,4.486305,3.763069,0.579159,0.807269,0.359025
OG0000040,4.915093,7.100937,8.290392,0,0.140109,0.076619,5.531283,2.013853,4.569738,4.53051,2.977015,3.054252,4.632918,1.922479,3.154885,17.254256,12.042962,15.509577,25.080263,28.044871,29.795316,37.470103,32.719215,35.289845,8.584834,17.742727,28.12163,22.864563,26.522435,16.873807,41.013033,25.346511,14.855622,38.300876,50.790309,29.731237,29.845025,23.777406,17.119454,11.719598,9.929732,21.53371,46.619541,40.50743,28.261022,29.679785,26.722178,26.998868
OG0000045,6.357671000000001,5.2554099999999995,7.418727,36.868373999999996,29.340815000000003,71.180092,9.533034,5.7988,7.100909,10.872,7.262669,6.074121999999999,9.338144,4.832882000000001,6.607546,7.904345999999999,6.231046,4.725908,12.3306,11.681955,8.605996,13.939362000000001,10.010193000000001,7.87378,4.397303,15.246567,8.26651,14.540407000000002,16.047554,27.411838000000003,13.432052,10.179777,2.988259,8.495501,11.898831000000001,19.299447,9.42269,10.745393,9.283858,50.842009999999995,37.929134,32.630615,14.245527999999998,19.012764,15.801534,6.77781,8.208711000000001,11.004833
OG0000046,86.44553499999999,89.704779,111.700729,0.179065,0.460418,0.986338,141.84143799999998,139.09205099999997,106.59336900000001,54.543581,58.549848,50.348542,47.541387,46.37910099999999,41.44071200000001,15.382779,24.749138,17.331805999999997,20.458934000000003,25.393689000000002,19.404417000000002,26.49609,30.493723,20.603838000000003,10.484595999999998,58.49719699999999,57.796494,47.092885,51.398337,59.491046,19.066684,37.032140999999996,9.635366999999999,58.11728599999999,37.004932000000004,89.52017299999997,26.122959000000005,61.784797,25.425461999999996,49.37254300000001,43.830501,48.41283800000001,57.00456799999999,43.887903,22.040529,83.839844,34.886469,140.59994899999995
OG0000051,7.085966000000001,6.210437,12.244074999999999,8.523755,2.2876830000000004,0.550062,43.94658,54.601677,49.215821,30.306367,40.496198,37.08124,25.770709999999998,33.602485,23.09453,20.789586,35.409064,32.332924999999996,82.00782,55.72466800000001,79.471486,104.78052500000001,103.809865,76.353781,237.473559,74.339804,76.676025,105.032397,61.748293,154.549507,77.950124,88.423374,21.391283,66.85929699999998,109.53349299999999,91.389421,92.47259000000001,225.940572,132.472323,69.29205,85.71480199999999,51.95006,46.752575,67.794108,38.452126,79.123883,54.233416000000005,130.09320000000002
OG0000052,0.831182,4.083508,0.22827599999999998,76.24735,108.25311699999999,102.091826,6.496305,5.747483000000001,5.975949,3.690303,2.9089530000000003,2.5853450000000002,2.933992,2.065668,2.212974,1.594449,1.95987,1.391397,5.073652,4.941234,8.320815,9.24236,12.191616,15.35738,3.869584,1.96068,12.544513,0.80923,3.0747769999999996,2.881847,2.036847,1.225173,0,0.691848,2.766425,3.505708,5.158373999999999,8.189809,4.815611,16.734807,24.294345,6.360122,2.9504859999999997,3.226565,1.680573,0,0.7633059999999999,0.559392
OG0000053,4.353297,7.142991,3.819798,15.653607000000001,24.691528,4.822076,11.550777,11.320988,15.649782,23.415154,19.523229,19.136895000000003,15.970935999999998,17.930308,19.586108,33.863695,31.650354,33.835745,60.491721,34.753368,51.430014,58.761993999999994,36.329906,55.37513,27.226482,16.934568,28.906516,33.031293999999995,46.584834,44.878039,76.504614,30.858711000000003,20.502167,60.648088,60.467287999999996,60.770644999999995,42.260807,20.94019,68.991946,143.969175,83.67023599999999,80.498829,65.556305,67.03450600000001,60.923114999999996,36.08407,22.165137,62.588312
OG0000055,0.058575,0.230356,0,0.109238,0,0,0.797094,0.48829100000000003,0.322908,0,0.073129,0.083335,0.183355,0.216536,0.042994,5.266059,11.271354,8.485742,13.287509,11.928303,19.386851999999998,16.203702999999997,16.64558,21.644824,0.580176,0.425944,0.09929,0.788826,2.968315,1.889275,2.738432,3.427241,0.449535,0.866204,1.397906,2.580844,0.346449,0.196469,0.147453,2.984632,4.229847,0.899538,0.472621,1.835857,0.83731,0.700555,1.2006860000000001,1.82011
OG0000056,0,0,0,0,0,0,0.102118,0.11972,0.188379,1.891935,10.432838,3.586747,2.471906,9.317585,3.542589,196.802085,154.508931,169.226276,157.290502,167.51926,185.570123,225.185093,160.678603,300.174151,11.234326,15.618862,27.478083,2.512585,2.375635,0.363642,25.600682,4.175443,0.837576,11.035996,6.074954,5.217666,13.363418,37.029326,8.500172,4.15157,1.549587,4.756519,4.415288,7.969652,1.251394,25.540309,105.117536,5.023027
OG0000060,4.284205,15.856502,9.942206,0.264372,0.876924,0.15956,101.858309,76.511094,82.79905600000001,167.29957000000002,105.862621,138.488325,178.92333,120.473545,141.56080500000002,103.21282,71.512183,89.38176899999999,221.04728300000002,93.22469,205.74735,164.467027,123.436401,263.414815,9.067175999999998,2.474849,2.719051,104.496859,191.956868,26.076622,5.4247060000000005,7.655784000000001,3.23003,18.106185,157.405999,12.080043,1.645758,1.167999,2.2777339999999997,44.783749,31.131896,130.671166,6.743924,7.479869,0.134753,8.301905,12.521066999999999,88.748853
OG0000062,0.084309,0.08721999999999999,0,250.03438,240.490975,292.032359,0.397056,0.198534,0.068726,0.17022,0.055703,0.063609,0.46169699999999997,0.177417,0.128559,0,0.014266,0,0.113592,0.012429,0,0.040318,0,0,0,0,0,0.13500399999999999,0.243054,0.418842,0,0.061818,0,0.43519,0.116898,0.379067,0.066687,0.365386,0.071399,183.05695,125.200389,65.531658,0.017532,0.160755,1.326125,0.261996,0.8572299999999999,5.493145
OG0000063,6.145541,13.384813999999999,11.22326,68.282718,87.671928,54.772122,47.75889,45.612629000000005,60.643505000000005,56.198035,69.347391,54.169178,56.719451,70.18076,70.110861,64.534143,72.17042500000001,68.951333,96.430522,112.654987,111.074848,132.263671,127.36291299999999,99.543364,157.098869,27.383224,63.538528,188.956032,95.51060299999999,132.710918,626.875186,42.571509,34.130049,297.153436,224.998842,194.48939,458.6744,578.981151,596.023016,890.447278,645.155392,364.27675300000004,344.66962600000005,249.96712,196.82267799999997,213.71463,225.02036599999997,211.448446
OG0000064,1.640148,4.793182,2.55275,20.946134,30.665525,53.019889,16.887005,17.818326,15.819583,34.339973,36.935674,40.26306,30.331472,28.011978,31.133057,19.099916,19.160333,23.886071,21.944832,18.567565,15.368097,23.693364,20.347105,29.04697,13.274741,8.932904,11.323972,11.040233,23.452885,24.90881,20.887907,12.049665,9.352247,20.890165,20.593579,28.959647,25.771377,15.078213,5.608912,35.343523,33.783454,14.681176,32.99627,27.605214,9.610292,14.890405,13.764417,18.402118
OG0000065,20.091821000000003,40.456628,52.19151900000001,10.711549000000002,21.192859,34.025338,46.77905199999999,52.05023,21.466445999999998,35.936758,30.588648,27.145295000000004,24.662793,19.225306,22.711381000000003,5.300121,8.659687,8.395706,12.809199999999999,12.671657,7.500114,6.719763,9.917128,10.146541,9.033718,12.925569999999999,10.601450999999999,17.588855,34.553361,21.667921,14.509807999999998,24.786431,15.381279,18.862405,21.150975000000003,29.105296000000003,3.836305,5.3684650000000005,3.106693,18.342367,13.293875,6.466474,5.306314,6.599111,9.871680999999999,4.452384,4.814987,3.6474580000000003
OG0000067,70.78502,96.865934,80.663570000000007,0,0.378793,0,85.355057,102.474472,101.527715,31.498841,28.387889,32.741262,28.007664,22.293586,26.923605,5.962122,8.857916,10.134978,1.977923,2.337767,5.494765,4.828247,2.338939,11.189014,40.488283,19.142976,41.816071,0.441269,14.996788,11.924284,53.938689,3.702806,8.892587,0.057276,0,27.268243,49.645788,52.506738,14.542067,3.882525,0.365356,1.7916,10.611134,10.55025,10.772596,1.802494,2.096626,0.900109
OG0000068,3.80627,0.821105,1.154084,2.477105,1.719847,1.078975,21.465959,7.969146,12.483398,19.905266,5.025754,8.586526,18.716628,5.28794,8.745579,7.42611,6.413013,8.164479,8.502163,4.080716,7.114586,5.0857849999999996,3.521066,8.553664,0.223227,0.785941,2.201749,2.699356,2.267748,2.818705,0.352128,2.435508,0.93278,0.301212,0.71092,1.090243,1.087426,0.488959,2.2897,13.207926,14.779001,4.868131,1.580727,1.240708,3.911323,0.996963,1.375031,3.388732
OG0000071,401.83289,256.568757,372.020523,7.670926,7.563702,1.740842,150.74672800000002,169.73031500000002,121.210317,104.83193299999999,82.82773,85.236774,78.87260599999999,73.70357100000001,70.706448,66.447936,64.887802,67.539659,59.440949,94.650701,88.151106,89.287334,90.845736,142.612245,30.173269,110.806389,94.973796,137.644916,204.252225,161.778043,113.886964,96.021523,53.399986,107.14596399999999,170.667865,210.752992,48.080496000000004,91.22680700000001,45.131024000000004,58.481035,77.916961,37.340014,68.76360199999999,95.22760000000001,78.087488,108.538509,127.369942,69.08116
OG0000073,7.327757,14.874383,17.943918,4.981116,2.486533,5.270681,62.81984,38.371399,48.733634,74.088037,55.009629000000004,49.053267000000005,69.734108,60.030826000000005,64.73398,50.65814,50.54844,42.522741999999994,76.510916,48.955782,40.245123,36.937179,36.629486,30.530321999999998,171.108546,88.132503,64.999445,15.622992,38.031224,22.193113,55.385222,84.63416,24.652948000000002,43.426745,34.638394999999996,37.632551,126.78497899999999,91.694034,294.472228,46.295405,44.656318,84.66783,79.071816,87.769942,80.366288,43.008494999999996,24.818724000000003,95.034371
OG0000074,209.548703,217.676165,205.84532399999998,11.248707000000001,12.829938,11.590983000000001,197.981223,175.294507,165.262999,184.123914,169.89576499999998,153.789703,165.475249,146.540162,137.811991,161.209374,161.00934,152.782609,119.514589,202.49827499999998,153.97483,201.17998,224.908117,305.23398100000003,96.32641100000001,172.945613,182.922882,44.46934,155.197775,120.614892,74.887188,130.186696,56.692446,50.736831,87.728562,132.016821,215.810481,240.054449,142.967319,92.866475,88.837452,36.142742,138.745926,131.562778,108.334214,101.84462599999999,136.20784,44.401819
OG0000076,3.801295,25.794191,1.351398,1.233172,1.18311,1.986585,35.935035,44.31467,41.455817,89.396978,102.742195,87.913353,97.951587,97.356628,90.546847,63.746212,56.939657,52.467932,17.043892,24.583612,27.154947,38.676662,38.321156,48.326485,3.724811,1.390712,1.844952,3.078724,13.640429,9.649866,0.027654,2.374051,0,3.624167,0.02104,4.917727,1.402684,4.331926,0.413894,114.450738,77.293313,19.827658,0.260128,0.361915,0.125623,3.920353,16.556274,5.313182
OG0000077,36.033048,27.156091,48.403029000000004,1.339288,2.744715,1.968683,683.180367,812.689279,910.192559,612.974904,529.243047,461.19779,630.976644,679.589034,500.32322,279.298419,365.79415,309.206755,686.267108,1676.43617,798.272739,1727.852492,1836.689265,864.721327,901.605582,632.6764979999999,661.420691,51.463311,70.73323400000001,17.118384000000002,485.389946,1016.53119,300.005827,59.257741,53.180776,85.041645,179.914142,850.076724,173.760947,60.558224,35.555977999999996,33.013865,201.093097,334.23573600000003,221.526923,85.185321,153.07070599999997,47.351202
OG0000078,0,0,0,0,1.496669,1.099419,0.16209,0,0,0.251866,0,0.60796,0.174732,0,0.100877,1.3540309999999998,0,1.2742170000000002,8.339399,0.241565,3.0244549999999997,3.53345,0,2.5303699999999996,0,0.251103,0,1.552992,0.802825,11.661515000000001,0,0.165855,2.345692,0.091116,0,23.504737,26.686700000000002,0,0,1.389948,0.63232,0.454051,4.392152,2.886552,8.971979,13.883132,13.298695,0.3028
OG0000080,2.899577,0.620382,1.143692,0,0,0,3.006312,11.007935,1.358718,0.182168,6.961393,0.794142,0.939823,4.782162,0.440732,0.432948,2.713713,0.98519,0.358114,3.645318,0.668189,0.64769,3.224778,0.648067,2.720328,1.787492,2.023612,3.291202,2.304042,3.682421,4.048938,2.898965,1.846957,2.067717,1.143667,6.756159,4.657166,4.098126,1.475472,0.199982,1.238656,0.147875,3.424032,5.255132,3.092882,0.299885,3.063823,0.266718
OG0000086,24.964555999999998,28.386595,27.352289,23.794252999999998,14.35948,21.448997000000002,38.188382,34.094195,31.584246,47.89374599999999,45.76941,43.437396,44.639500999999996,36.109618,47.423613,24.569807,24.335957,23.963241,39.942806000000004,26.866888000000003,25.950454,34.672737000000005,28.352312999999995,26.73112,17.66647,18.485602999999998,27.457027,46.158947999999995,52.19812699999999,61.200608,46.60975,35.918577,36.794335000000004,41.856748999999994,74.787891,43.117548,34.235845000000005,34.909092,53.68668,38.101789,39.258891,53.857921000000005,42.683368,39.74175700000001,42.283847,32.055718,35.842228,45.705409
OG0000087,0.068361,0.283903,0.48439699999999997,0,0.096583,0,1.094459,0.594132,0.61839,6.209184,4.858192,6.877224,6.612118,3.8554850000000003,6.386672,5.258957,3.686702,6.8709489999999995,2.711658,2.64738,4.201737,7.0594019999999995,4.909263,14.226140999999998,3.522176,3.35105,9.254635,10.81766,4.8348,5.847055,4.745856,4.559585,1.167349,5.889621999999999,8.418313,5.465884,8.40437,6.153104,0.880319,2.119528,2.370942,0.425964,9.36129,8.56129,0.400618,9.212133,12.602144000000001,1.567794
OG0000088,30.618182,55.739041,51.529244999999996,156.72225,94.095549,173.826445,2.845123,2.1829549999999998,1.287188,1.53724,0.772831,1.211761,0.818229,0.488498,0.21756599999999998,5.0946169999999995,5.2453460000000005,5.496808,8.293693,7.71808,15.068237,15.449478000000001,15.26337,28.362461,4.070311,2.6685529999999997,3.169763,4.239349,15.586692,19.361437,9.13402,8.239178,2.013294,8.170495,3.49018,17.980336,3.493335,9.38707,3.241952,44.147512,22.602877999999997,8.405582,4.845215,5.808858,3.941299,3.4569159999999997,5.1168640000000005,3.773658
OG0000089,66.897853,95.83148700000001,94.48304999999999,0,0,0.229634,110.246838,71.580306,76.809484,69.18608,46.189785,61.094879,49.411732,27.674816,38.102017,27.188954,22.024832,36.967756,43.694104,17.146709,37.971815,37.295423,15.15056,73.880575,18.153097000000002,155.270821,73.611902,20.575994,17.833875,6.303179,38.490523,164.25381,33.773036,6.256162,17.181497,32.217854,12.510646,122.733674,50.590248,1.855594,1.821075,1.257883,14.686174999999999,25.963584,23.743771000000002,2.805667,5.098952000000001,7.567859
OG0000090,0.595221,1.319913,0.989069,0.080272,0,0.073227,10.859671,15.411860999999998,14.869537,40.99229,48.960431,39.204397,36.841986000000006,41.135352,33.054637,53.835439,51.18339,52.760127,16.4158,18.948249999999998,28.383972999999997,36.266722,30.157122,52.063745999999995,6.311838,11.708597,11.42831,21.700485999999998,10.878427,8.357746999999998,23.639297,21.188228,5.708951000000001,26.173139,29.683728000000002,10.23377,12.36498,21.662893,6.743619,9.685287,10.805130000000002,8.115445000000001,22.830609000000003,24.845330000000004,8.692568999999999,44.889575,45.490275999999994,54.499882
OG0000098,844.124728,1457.215872,1565.637229,5.898169,4.460154,3.122316,1123.919546,891.803537,887.236394,1050.8647,931.430199,1074.185506,925.725749,669.286128,940.171721,1495.52109,1305.926535,1441.40555,789.73822,1164.206227,896.36049,1024.8407260000001,1022.25839,1143.402552,1241.223301,1380.675479,1089.498793,1013.416543,2147.010937,2220.637674,2009.986024,1995.655852,1679.63536,812.294527,1039.9686550000001,2910.923022,875.464769,1707.214534,506.206084,860.9740049999999,945.804032,313.001503,1275.971437,1500.201466,896.213737,624.1497840000001,1476.583233,261.765312
OG0000099,5.643133,6.8615379999999995,4.340069000000001,10.088619,12.408710000000001,10.723157,2.037851,1.837605,0.8421540000000001,2.832958,1.6163500000000002,1.6397680000000001,1.864965,1.01937,1.801142,1.466275,2.353356,1.776653,4.283841,1.312937,2.6816649999999997,3.209861,3.4211549999999997,3.2952380000000003,2.578957,5.209023,7.486159000000001,2.383153,5.619935,9.074069000000001,2.9155100000000003,7.848809,15.474273,0.82616,1.034325,14.959182,3.889985,5.581296,4.562856,24.069259000000002,8.995339,2.745731,4.3489569999999995,3.80877,1.723263,0,5.176826,3.6035639999999995
OG0000101,163.281981,132.295048,139.452495,0,0.084667,0,339.147063,310.01259,370.842265,73.533969,67.339279,89.37992299999999,65.336919,55.547027,74.031485,35.029229,31.572003000000002,34.879507000000004,19.213293,39.620182,24.330273000000002,32.365772,28.010042,37.233387,4.512053,2.674327,7.612227,310.572151,78.82511,123.08253800000001,1.019599,1.4008630000000002,6.286232,640.8250079999999,444.400488,110.851561,2.2325120000000003,12.67999,1.899206,50.364677,120.00548099999999,431.632985,1.40266,2.951676,6.4152059999999995,837.808961,1780.730841,160.273322
