PS,GeneID,gamete,E1,E2,E3,E4,E5,E6,matSP
7,dis_TRINITY_DN51300_c0_g1,2.4151499953419044,2.8049926916125822,2.2031196063763763,2.4414302160823684,2.999934665955244,2.9758179547815087,2.739887953913444,3.6274176765296824
1,dis_TRINITY_DN51312_c0_g1,3.5674830763438807,7.469265626552587,7.947725460784362,5.51556551950931,5.361882598490944,5.522314777337489,4.853091488937747,5.120058251621753
2,dis_TRINITY_DN51317_c0_g1,2.2882125119839722,4.430048419599949,4.699059161151305,3.9367694242868736,3.7761222173017654,3.569462424511568,3.7471809403870533,3.733344546114114
1,dis_TRINITY_DN5132_c0_g2,31.488398411160897,39.85504138750831,43.62336066833916,48.34313355069156,50.94051349368202,57.51699195020546,61.353917209906,62.08025699850155
1,dis_TRINITY_DN51334_c0_g1,1.403658078023277,2.477467053262263,2.1308988713686063,2.6995633906244914,2.386735636806054,2.3947566682233083,1.7550039885994562,1.4597188085381376
1,dis_TRINITY_DN51338_c0_g1,1.116629974521551,5.3418804741401695,4.698947009703344,4.543412649099793,3.2931243523438347,1.9119006250325878,2.3618848405457875,1.2873525158246284
2,dis_TRINITY_DN5135_c0_g1,1.131473817637863,4.529650648780764,5.3136956066376255,4.139840757806996,3.63387671777676,3.270806628341089,3.545237650708341,2.6003109429450935
8,dis_TRINITY_DN5135_c0_g2,0.678420223755159,0.4532593076815963,0,1.4729572295216178,1.1581770158313451,0.8576205454628522,1.281674295599315,2.444648747775435
8,dis_TRINITY_DN5136_c0_g2,11.758724037921802,3.8740686622722627,3.9328707072569777,4.506576971493996,4.5814384204090315,3.7358470257760823,4.394862227647187,4.0552411765516485
8,dis_TRINITY_DN5137_c1_g2,3.075062763587111,5.210662913679986,7.61568946320686,7.640599747402033,6.551804407947478,4.890960130690088,7.2889315403562405,5.223616371825175
1,dis_TRINITY_DN51374_c0_g1,3.8463661422178728,4.925397953465283,4.912073594725552,7.36333531763969,5.6813705212738945,3.3657719768279017,5.645943765217646,4.714257099480256
8,dis_TRINITY_DN5138_c0_g2,5.216809225954118,4.414090393274701,3.8250337253415165,4.438114126518155,4.311726684287862,3.563568716890415,3.674344703481153,3.347286288921221
1,dis_TRINITY_DN514_c0_g1,3.157158057494113,7.199600544474673,8.112527349722773,5.268281313673369,4.010445361802103,4.141484335356105,3.7200821227494427,3.090077102597927
1,dis_TRINITY_DN514_c0_g2,6.807580774401432,8.90360129385857,8.186847928232208,10.465662258070436,8.5190726021087535,7.92606582738246,7.372585977796393,7.987562644511779
8,dis_TRINITY_DN5143_c0_g4,8.478101939703249,15.851618907859223,16.0255247651988,11.94086916853208,10.761834741344062,9.155143499694585,11.542132905143658,10.068609809700641
8,dis_TRINITY_DN5144_c0_g1,10.88028041918038,13.436329818815851,11.681696880162573,10.751639316866987,18.077265307562424,13.790691316971749,9.178332255916649,5.110837602585314
7,dis_TRINITY_DN5145_c0_g1,3.0011554441581327,0.42572878690546634,0,0,0,0,0,0
8,dis_TRINITY_DN5145_c0_g5,3.3420316425791063,3.5420594292021694,4.1184901359600214,5.168283032110374,4.395410561028401,4.025271605742897,4.139463371018036,3.4237612358340646
1,dis_TRINITY_DN5146_c0_g2,0.7008327189850656,0.6759378669670756,0,0.31455047289743504,1.6046613349862955,1.7699903954541674,8.770284944059686,2.1988129752209487
1,dis_TRINITY_DN5147_c0_g2,3.9059106492596576,5.650285833477808,5.778571709341332,5.722334838158284,5.138670353311253,5.676116894497505,4.202960385252281,4.07385738581998
8,dis_TRINITY_DN5147_c0_g4,4.293125260227099,0.17824701961042716,0,0,0,0,0,0
1,dis_TRINITY_DN51474_c0_g2,3.5610802434092945,1.0895388932938557,0.5116932674952838,0.1484755872189095,0.17163041688465364,0,0.2753906316489361,0
1,dis_TRINITY_DN51479_c0_g1,4.833350804566124,8.135572444517964,9.069366350523062,10.708027175908734,8.286701696091153,8.511123926955827,7.427469084418998,7.380984385568093
8,dis_TRINITY_DN515_c0_g1,3.3433301512115134,6.544447264666436,7.40291023854808,5.5053420874637755,5.5608347394973,4.598754396573055,5.065323385530286,4.576052829677559
8,dis_TRINITY_DN5150_c0_g1,1.6526248818168026,5.410776654048844,7.5705346574730115,4.652876368441354,4.31196138665457,4.5153897949125055,3.645470614337743,3.3718315497663878
8,dis_TRINITY_DN51501_c0_g1,2.5170183749825905,2.60053667538068,2.211601229878479,3.1334444306545475,2.348618104332844,1.3049273926161562,2.2936930919371057,2.3097166492883927
2,dis_TRINITY_DN5151_c0_g1,3.4891564883220703,5.715949090046202,6.55211767293598,4.653582329775632,4.33473101818325,3.7896594174147102,3.192253279425052,5.165830233370044
1,dis_TRINITY_DN51510_c0_g1,6.256773289803619,4.899575900014204,6.710659654609224,6.729935140846456,6.747489088542493,6.3620814597111215,6.581845865712749,4.857252875854829
1,dis_TRINITY_DN51516_c0_g1,4.841784485083986,5.824931673419011,4.447475463675994,4.0234559150064015,5.580909961646039,6.740221732257774,4.673950149498816,4.671351571012398
7,dis_TRINITY_DN5152_c0_g1,5.510834283481948,7.728342448416737,7.909936535775746,6.545908187562669,6.033549452851116,6.7362819863779455,6.6075167801527375,7.2384943876472
1,dis_TRINITY_DN5152_c0_g3,6.700861698319105,8.406089578394939,9.922862137508512,8.856854690012701,9.353182827251908,9.17708079946995,10.265265851403946,11.12507889859663
8,dis_TRINITY_DN5154_c0_g1,1.2864505431612987,2.739442826561635,3.1116291552818436,3.763638864184501,2.6734343081512213,2.510543467060469,2.7024738666636536,2.122601469894902
1,dis_TRINITY_DN51556_c0_g1,2.9388161732234974,3.031703646466785,3.2819913162590786,3.738744976593081,3.1256122600220264,2.2588313350048956,2.9128360750306563,2.7248822910357062
1,dis_TRINITY_DN51588_c0_g1,3.5185667536654752,3.318258127391539,3.191935306361957,6.523509829838536,5.733153756877623,6.820197871029843,5.860492726725288,11.586448269422343
7,dis_TRINITY_DN516_c0_g1,5.873225306422358,3.779776712981866,3.9871739365119248,4.7169272837303735,3.78816314326614,3.0669071554254783,4.278710202853191,4.566745504185667
8,dis_TRINITY_DN51614_c0_g1,5.814938348770346,6.431717033576648,7.25571609146885,7.037052472448958,9.821267942582566,8.339202929537091,6.724780739920075,4.620700433916919
