rank,gene_id,f_immGA,f_matGA,matSP_holdfast,matSP_sorus,matSP_stipe,4wSP,earlySP,matSP_meristem,matSP_vegfrond
1,nbis-gene-8313,48.873434,31.208878,5.802896,13.005568,5.712305,16.197732,39.505818500000004,8.4005115,3.729742
7,nbis-gene-832,4.9147165,5.193377,17.956772,43.775121,36.56695,18.238839,0,17.5915955,18.546301
4,nbis-gene-8321,18.186397499999998,32.185397,74.490783,68.563016,54.403383,53.302913,0,43.7494785,42.379505
7,nbis-gene-8323,11.8814995,13.7344095,55.265393,13.256334,21.516926,12.656124,0,27.3636415,16.847064
2,nbis-gene-8326,5.0129085,4.5885145000000005,2.425456,23.482727,2.140333,11.233186,0,3.3242659999999997,1.533218
4,nbis-gene-8327,13.636693000000001,17.739725,1.969471,11.416104,2.45064,5.336491,0,5.9479395,4.196581
7,nbis-gene-833,1.1622435,4.7076615,7.884475,39.501204,60.292242,26.322374,0,69.247499,94.511078
6,nbis-gene-8331,11.0297865,11.984751,29.047343,63.494051,34.640579,25.518912,0,31.688132,31.93649
2,nbis-gene-8334,25.25886,44.330241,49.689054,52.841566,35.82365,45.190639,0,51.296195499999996,26.740609
2,nbis-gene-8337,8.1682215,8.587442,16.185338,10.851248,16.682237,5.358711,0,11.2674855,10.592704
1,nbis-gene-8338,13.86792,15.0613335,10.096617,10.982565,30.760232,16.838706,0,13.8944105,25.510561
1,nbis-gene-8339,62.1577515,71.59385499999999,30.914961,51.435831,29.443014,37.420526,0,23.4508085,30.776659
7,nbis-gene-8341,16.190642,17.909658999999998,9.875565,18.524494,13.733126,22.961826,0,8.15944,14.307149
7,nbis-gene-8344,24.0957185,31.711906,0.481475,11.39197,0.459759,11.725548,32.953299,0.86788,0.324243
7,nbis-gene-8345,26.172743500000003,15.5174035,80.415321,54.972806,91.564752,31.268224,0,51.9093605,64.199034
7,nbis-gene-8346,17.599638,10.925712,51.958641,36.289672,67.337376,15.319393,0,47.193841,52.027007
1,nbis-gene-8348,49.040161499999996,36.363671499999995,25.175743,39.564121,18.990863,13.278173,0,13.165879499999999,14.417725
1,nbis-gene-8349,5.873545,6.8334755000000005,8.942855,12.667746,8.403424,2.95774,0,5.874009,3.777365
4,nbis-gene-835,1.861393,2.1234565,1.001883,1.758487,0.411662,1.019148,0,2.0946895000000003,0.459708
6,nbis-gene-8350,2.0277445,2.5408895,7.504473,7.772467,5.241047,6.199237,0,4.1266295,5.821494
7,nbis-gene-8351,3.4147895000000004,5.845915,6.388696,6.964395,10.831134,3.871979,0,7.845278,10.264234
7,nbis-gene-8353,2.225973,7.199083,7.777728,11.435612,4.8042299999999996,1.149216,0,5.482604,8.045073
1,nbis-gene-8356,0.068605,1.3426925,0.067322,0.186614,0.045619,294.96069,276.8409255,0.3482585,0.080441
1,nbis-gene-8359,1.6492935,3.48408,0,0.810158,1.179547,1.79669,0,0.9553149999999999,0
8,nbis-gene-836,7.7624005,8.6613675,3.984543,13.042615,7.019663,3.908528,0,6.4500655,4.799523
1,nbis-gene-8360,3.643884,3.8080730000000003,0.344491,2.581936,0.934894,4.815082,0,4.90962,0.83149
7,nbis-gene-8361,3.589727,3.8042465,4.832413,14.290507,7.260685,10.676393,0,7.263491,6.462786
2,nbis-gene-8364,3.8487455,4.5928635,0.222456,0.481579,0,0,0,0,0.188713
7,nbis-gene-8365,14.3774185,14.614124,2.320963,12.51455,3.822181,19.382917,0,3.8200165,2.69441
7,nbis-gene-8366,15.7748685,14.9945895,3.607445,10.081216,4.088493,19.546606,0,5.210176000000001,2.979928
1,nbis-gene-8367,21.7084735,37.1487425,2.530018,9.034134,5.31329,10.509578,0,4.040691,8.235399
1,nbis-gene-8368,7.554361500000001,7.196289500000001,10.904589,32.079237,16.758247,15.321289,0,10.639523,6.854106
1,nbis-gene-8369,5.073831,3.006943,17.105799,10.647072,21.884729,7.748912,0,9.2234555,6.741154
7,nbis-gene-8372,3.548965,4.843324,2.731825,3.249829,1.628941,0,0,2.3778284999999997,1.780713
1,nbis-gene-8373,0,0,0,20.248622,0.456693,2458.58227,0.197392,1.1733945000000001,67.864408
4,nbis-gene-8374,36.605385,72.8655215,54.744568,39.215118,48.881174,16.240083,12.1283,44.353097500000004,63.630192
2,nbis-gene-8375,208.51779950000002,370.01322700000003,619.069039,445.890534,576.514551,296.715344,450.4307735,513.9925225,715.260073
4,nbis-gene-8377,0,0.6220945,0,1.064662,0,0,0,0,0
1,nbis-gene-8378,0,0,0.163571,34.358247,0.221777,0,0,0,0
9,nbis-gene-838,0.8964240000000001,1.3013940000000002,15.802632,7.81087,14.912833,0,0,10.3817135,7.618302
6,nbis-gene-8383,17.934928499999998,17.3329825,9.762217,15.028321,16.543501,17.609891,0,6.6478255,16.303338
1,nbis-gene-8384,7.045563,8.377524,3.507211,11.35991,6.414378,7.337462,0,5.148402,3.188368
1,nbis-gene-8386,63.780145,46.184384,13.108744,32.614386,10.392285,4.743242,0,44.816700999999995,33.51733
6,nbis-gene-8388,45.842806499999995,18.1458935,18.071603,13.416962,14.413053,14.015632,0,5.4822215,6.10923
1,nbis-gene-8391,11.302378000000001,12.346612,5.317062,13.579934,4.818541,9.098226,0.077359,7.568004500000001,7.128829
1,nbis-gene-8392,51.818569,14.110197,6.509339,15.761252,0,35.464171,0,7.266177,8.757636
6,nbis-gene-8394,15.341383500000001,25.827565,13.039512,16.876739,15.618255,28.170194,0,13.608559,8.328724
4,nbis-gene-8398,16.0530215,21.5467965,7.949719,13.064585,8.000921,16.181343,0,4.075198,4.72782
1,nbis-gene-8399,23.372599,25.409509,15.03566,23.050415,15.604162,26.185074,0,23.305737,37.413339
1,nbis-gene-84,6.3860385,6.500249,6.727856,10.047432,31.825821,4.488095,0,6.4515125,9.8302
1,nbis-gene-8402,17.5647235,23.5532865,20.462082,22.527406,23.955857,26.938537,0.2667455,20.291442500000002,16.160522
7,nbis-gene-8403,2.801108,2.0706415,5.018166,9.954566,2.728677,0,0,3.6964259999999998,3.727906
3,nbis-gene-8404,11.4417035,11.600543,0.234099,7.661745,0.553841,2.972861,0,0.5317615,0
7,nbis-gene-8409,25.8934835,45.265322999999995,11.121356,427.622511,11.216028,8.17679,0,10.1585055,5.361091
1,nbis-gene-8410,13.114363,21.0387215,12.182939,28.412262,17.291593,16.86259,0,10.7035,13.204152
5,nbis-gene-8411,36.351327999999995,53.685713500000006,4.265148,30.048632,1.869487,6.196258,0,0.993207,2.535883
1,nbis-gene-8412,57.9401785,61.148864,83.721309,79.374797,76.008948,60.301211,0,70.8378765,68.984824
1,nbis-gene-8413,9.1587905,5.8161565,0.745196,3.213936,1.646545,2.533155,0,7.168899,0
1,nbis-gene-8416,13.4669485,8.359431,3.27816,4.589895,2.322234,2.127432,0,3.374667,3.238963
1,nbis-gene-8417,4.3130655,2.7021205,2.208171,4.638414,3.940466,1.342152,0,1.562243,4.587353
7,nbis-gene-8418,2.7839989999999997,0.511956,0,1.815077,0,0,0,0.599397,1.822631
1,nbis-gene-8419,3.2504405,3.2125245,2.312407,2.325518,2.122328,1.747838,0,2.6452215,0.618107
1,nbis-gene-8422,3.3035335000000003,4.8070725,1.039765,2.482042,2.915703,2.982722,5.151882,2.0004805,0
1,nbis-gene-8426,25.765258,34.562684,60.931733,51.317291,87.713176,60.576551,0,42.415490500000004,24.94009
1,nbis-gene-8427,610.795499,452.9797055,161.016228,143.021073,147.301391,219.247349,0,193.0621845,128.017895
1,nbis-gene-8428,42.3439845,71.30533,0,4.82052,0,29.147974,0,1.025668,2.19842
2,nbis-gene-8429,4.5601295,0.9607295,21.438102,13.795586,6.663167,1.183339,0,6.0508045,9.28656
4,nbis-gene-8432,5.9446069999999995,19.185102,9.091625,4.718032,7.792073,0,0,10.8090795,16.091491
1,nbis-gene-8434,4.7719380000000005,5.138315,3.605292,7.484217,3.295775,11.303896,0,6.897298,6.173361
2,nbis-gene-8437,17.9631655,30.199392500000002,66.268307,65.677688,22.621325,27.831737,0,15.4417595,60.474918
1,nbis-gene-8439,17.73043,18.569010499999997,42.083226,47.936117,22.481,23.196993,0,18.7341895,23.425294
8,nbis-gene-844,31.0883365,22.9648905,16.188455,29.700966,20.903813,44.202047,0,19.853455,12.593351
1,nbis-gene-8440,6.196542,6.9347635,13.968245,23.293134,13.642659,2.960637,0,7.3886955,16.196371
1,nbis-gene-8443,11.866923,9.2266335,13.112609,12.777836,7.747251,13.421848,0,4.1558905,0
1,nbis-gene-8444,14.996427,7.6213370000000005,20.44235,41.725006,38.030564,48.634421,0,42.564174,49.815217
7,nbis-gene-8446,4.2545575,9.498243500000001,0,0,1.005353,0,0,0,0
1,nbis-gene-8448,46.944457,59.9358285,11.820801,26.424316,22.754662,27.566604,0,28.554658999999997,20.264821
7,nbis-gene-8450,29.1603815,97.98890449999999,2.403811,31.772407,3.886656,129.094928,0,27.2450435,13.878673
1,nbis-gene-8451,7.236292499999999,8.79913,8.436155,15.850803,7.902036,13.317124,0,13.794959500000001,5.555425
1,nbis-gene-8452,10.9134525,17.192991,9.962159,55.208029,25.196872,13.373558,0,22.9714,17.551862
7,nbis-gene-8454,6.952607,11.828804,6.692701,8.106452,4.77449,2.773826,0,8.188822,9.926918
2,nbis-gene-8456,11.2524025,23.7568505,31.826421,40.578746,43.707046,16.77522,0,27.7143735,34.557046
7,nbis-gene-846,1.7561795,2.0169170000000003,3.047166,5.558396,12.644205,1.755985,0,6.1120529999999995,3.474253
2,nbis-gene-8460,2.9772035,1.8457195,7.521651,8.976423,2.981177,0,0,3.882463,8.896314
7,nbis-gene-8462,2.0248790000000003,4.337175,3.424062,5.822419,3.266335,6.76015,0,5.9594685,4.029061
2,nbis-gene-8465,47.614327,67.22192749999999,110.59639,67.921141,73.834705,62.402999,0,74.2445035,52.067246
1,nbis-gene-8466,34.356275499999995,136.5492875,0,47.08878,0,0,0,0,0
7,nbis-gene-8467,0,0,0,0,0,0,0,0,0
1,nbis-gene-8468,0.4137685,0.4465595,0,43.746057,0,0,0,0,0
1,nbis-gene-8470,455.4939955,857.372865,1452.622238,1081.091963,922.193427,1057.540903,0,896.9181120000001,759.800982
7,nbis-gene-8472,11.112036499999999,12.953931,22.031883,24.525918,21.797846,12.203923,0,21.624821500000003,24.550024
1,nbis-gene-8473,37.0869425,30.600108,44.266032,56.635677,36.507158,70.941121,0,44.8082755,54.965167
1,nbis-gene-8474,3.1857395,6.4504850000000005,1.052134,4.639922,1.838653,7.29957,22.965647,2.112915,0.455654
7,nbis-gene-8475,10.375361000000002,10.736946,17.190405,30.06857,17.319535,10.652,0,21.662503,12.432987
1,nbis-gene-8477,12.96767,20.9966215,36.90571,19.891661,17.452578,5.956036,0,20.0834795,25.901543
7,nbis-gene-8481,6.80706,8.8913805,1.054456,4.343753,0.759515,5.73609,0,2.2744799999999996,1.312444
1,nbis-gene-8483,17.605052999999998,51.745995,62.761488,51.088163,52.077205,93.93694,2.9660045,61.864551500000005,34.889049
7,nbis-gene-8484,5.3785229999999995,7.199538499999999,7.91757,23.194972,25.731928,16.44866,0,14.30135,17.66948
1,nbis-gene-8485,8.139856,4.894996,0,0,0,5.038919,0,0,0
1,nbis-gene-8486,78.311734,63.0866065,5.007409,10.076021,1.00583,24.215023,0,2.472833,3.148314
9,nbis-gene-849,19.01659,31.116296,46.947093,42.560155,69.858496,14.365554,0,47.9389535,50.618062
5,nbis-gene-8490,0,4.747415,5.802387,14.213498,13.809505,2.463453,0,12.404869000000001,17.922505
7,nbis-gene-8494,6.15865,10.336867,2.007219,19.708939,2.861413,5.546542,0,5.5279685,3.126604
6,nbis-gene-8497,27.558974499999998,41.327826,5.168784,8.034052,4.11487,14.265538,0,4.559559500000001,7.521815
2,nbis-gene-8498,4.401508,2.6457915,5.528463,4.647184,3.109352,0,0,5.100584,0
7,nbis-gene-850,3.7301055,3.8741985,0.998563,5.240882,1.292634,0.18982,0,1.348402,0.380137
1,nbis-gene-8506,2.1858605,1.9882870000000001,1.489365,2.876919,2.394825,1.268792,0,0.6828495,0.811641
1,nbis-gene-8507,5.5001929999999994,5.17002,41.365941,16.305589,28.243369,6.349259,0,18.0995865,46.728691
2,nbis-gene-8508,11.0939475,4.749988999999999,4.901677,4.433281,3.575355,3.145487,0,6.3162825,3.741152
8,nbis-gene-851,0,0,1.957659,1.031948,0,0,0,0,1.853098
1,nbis-gene-8516,186.909082,209.379905,216.348179,247.438211,223.433964,258.042522,92.96458150000001,329.5673825,262.5312
1,nbis-gene-8517,3.9234715000000002,6.267402000000001,20.543789,12.684695,14.658607,6.169338,0,7.5983985,5.703499
1,nbis-gene-8519,3.937564,7.690196,8.193806,12.376469,3.796628,5.912373,0,8.440560999999999,10.897861
8,nbis-gene-852,35.122859000000005,12.946955500000001,5.832312,8.439072,1.938641,2.937474,0,3.80158,3.553285
2,nbis-gene-8520,3.7732894999999997,4.5531265,4.626309,9.1191,9.296655,4.059077,0,5.7285895,10.045421
6,nbis-gene-8521,27.240313,37.718588999999994,54.985776,121.369634,46.720265,72.591244,0,60.130042,32.244554
1,nbis-gene-8523,82.9770225,63.3112835,0,8.177232,5.962355,42.916588,0,2.5883085,0
1,nbis-gene-8524,7.875828,8.998868,13.335664,15.049725,9.901535,15.030523,0,8.936442,9.493381
6,nbis-gene-8526,6.9191525,3.3181979999999998,10.296244,9.572541,22.197695,13.483639,0,3.8487575,6.96214
6,nbis-gene-8527,69.29575399999999,60.6324735,59.214453,76.359786,37.371982,68.674467,219.80395,45.458021,41.532783
5,nbis-gene-8528,3.2857184999999998,3.3910485,0,16.986254,0,2.804926,0,0,1.456497
1,nbis-gene-8529,1.6127345,3.0836115,0,32.612187,0,0,0,0.155112,0
8,nbis-gene-853,33.116488000000004,12.5145295,10.138947,6.507941,5.776006,11.219998,0,3.7586865000000005,5.019138
7,nbis-gene-8532,13.704288,16.4858905,3.077637,40.032188,0.395323,60.28719,0,0.035349,3.421672
7,nbis-gene-8533,21.710393500000002,10.787060499999999,1.623827,19.845518,2.2928,22.544231,0,8.332062500000001,9.970726
6,nbis-gene-8539,32.583687999999995,38.438654,43.328364,38.996627,34.273829,17.788303,0,30.302878,25.381087
1,nbis-gene-8541,0,0,1.213661,4.280001,4.55813,1.69399,0,14.0923395,6.092786
1,nbis-gene-8543,7.6893815,11.8635965,6.617809,9.865078,10.196408,2.625391,0,6.5020185,10.907063
1,nbis-gene-8546,11.9881785,7.873358,69.693469,30.496467,62.892107,5.846212,0,36.6354395,13.625404
2,nbis-gene-8549,8.474207,9.2375945,86.89832,98.522003,122.673912,12.118995,0,44.923893,184.004517
1,nbis-gene-8550,1.608982,0.3014,5.417821,15.97089,1085.474061,45.751467,0,324.2606405,1484.548485
2,nbis-gene-8551,39.0824085,75.94665749999999,49.099099,63.542891,61.495775,94.471636,169.0329755,58.613926,42.610638
1,nbis-gene-8552,12.714334000000001,8.3606765,16.235571,10.85782,13.207211,10.774734,0,11.1221235,4.504616
1,nbis-gene-8554,2.0682929999999997,1.279406,2.53523,9.755787,1.15918,3.490098,0,10.1413955,0
7,nbis-gene-8555,16.687610499999998,13.9816885,3.897054,9.215321,3.091077,2.377413,0,3.77958,4.593675
8,nbis-gene-856,12.2050095,19.248009500000002,19.056606,21.983399,27.599,19.728072,0,23.422365499999998,16.004763
2,nbis-gene-8560,2.0588245,0.50671,6.211318,5.162845,7.506279,1.38532,0,4.723181,4.282026
2,nbis-gene-8561,2.5581104999999997,3.891183,2.972999,7.779994,4.134975,4.838045,0,5.965187,3.165808
1,nbis-gene-8565,4.0092064999999995,6.8751425,89.5381,91.131977,72.516308,20.111931,0,54.474567,74.674837
1,nbis-gene-8566,0,0,14.578683,1.676736,8.801356,1.339536,0,26.6232235,9.328883
2,nbis-gene-8567,0.67823,6.7438210000000005,2.218952,3.943316,3.791205,2.01978,0,5.720025,2.596243
2,nbis-gene-8568,21.180222999999998,41.511604,75.861325,48.194044,41.582463,18.890732,0,38.286615499999996,34.375418
1,nbis-gene-8570,2.0072894999999997,0,8.70358,4.522477,4.556921,0,0,1.0732565,2.560358
4,nbis-gene-8571,2.6712084999999997,3.6919105,9.213217,10.49072,14.898519,3.491126,0,8.320261,11.978487
7,nbis-gene-8572,6.198145,4.8105875000000005,14.406862,16.279238,8.773126,8.487428,0,8.3847785,7.373221
2,nbis-gene-8574,29.431883499999998,35.068803,42.44639,27.489772,35.706825,32.397373,0.611934,57.3165685,33.924427
2,nbis-gene-8575,4.158107,5.5201965,11.695994,10.392553,11.560059,7.394764,0,5.94006,7.534779
1,nbis-gene-8578,4.5389595,7.6943025,17.179087,4.705689,13.724923,7.766225,0,7.090158,4.994664
1,nbis-gene-8579,65.789985,89.42972449999999,223.732247,188.79556,230.084409,137.010875,0,191.616193,201.898396
2,nbis-gene-8580,5.7297005,5.150391,5.24703,7.39049,5.019363,3.87568,0,8.151990999999999,8.394949
7,nbis-gene-8581,5.885282500000001,7.0733084999999996,4.412005,13.566772,6.06667,10.495151,0,7.083304500000001,3.314058
1,nbis-gene-8582,1.2438509999999998,2.4865749999999998,0.098936,0.285173,0.572893,0.498569,0,0.264106,0
1,nbis-gene-8586,60.7311405,71.72089249999999,97.582626,191.871341,159.628762,191.090754,0,177.9027775,188.64293
1,nbis-gene-8589,9.808579,6.0825485,2.015984,2.919793,0,0,0,3.337291,5.797315
7,nbis-gene-8590,24.1402,13.9889355,6.358797,14.238644,6.581431,8.53951,0,10.176619,8.944298
1,nbis-gene-8593,21.836629,43.2379115,195.445607,41.841131,18.443788,44.089396,105.21388300000001,45.2176635,65.785588
1,nbis-gene-8594,1.5944425,1.657603,2.874165,9.356444,5.003289,4.563788,0,2.728602,5.066079
1,nbis-gene-8595,41.0591295,69.1808775,117.562961,134.082333,143.738358,119.295668,0,170.86443500000001,198.345138
1,nbis-gene-8596,40.493834,47.384041499999995,7.918774,42.16185,15.526711,42.785981,0,11.6366585,5.201111
1,nbis-gene-8597,67.287614,49.621281499999995,70.338241,60.136289,52.71107,123.946904,0,84.43772100000001,45.884254
1,nbis-gene-8601,23.472605,31.8592235,12.484269,72.789327,6.4637,256.467971,0,24.657426,31.48874
1,nbis-gene-8603,7.074298,5.5074570000000005,11.446062,25.798751,7.758576,6.30487,0,9.825405499999999,14.101838
7,nbis-gene-8604,448.940835,389.4613145,7.271114,119.687193,71.678605,218.850005,0,101.6839745,53.916379
8,nbis-gene-861,2.9395355,3.0687245,1.969471,1.182324,0,0,0,1.2660545,2.09829
1,nbis-gene-8610,3.9840220000000004,3.312067,0,4.253025,0,0,0,8.762950499999999,0
7,nbis-gene-8612,56.4269315,18.892878000000003,459.930273,76.471225,800.561373,33.347729,0,418.59357950000003,136.729414
4,nbis-gene-8613,12.528601499999999,11.414929,12.105191,6.622974,6.250702,0,0,0.7766715,3.687444
7,nbis-gene-8614,12.612267,22.6502275,12.304942,27.854005,42.513317,13.234015,0,17.4779475,7.16578
1,nbis-gene-8615,9.0336135,15.142960500000001,19.692939,14.981922,23.933036,17.160898,0,31.885068,26.211262
6,nbis-gene-8618,187.721096,406.5827795,316.518334,357.204078,337.62361,583.648772,0,331.3501905,316.380642
1,nbis-gene-8619,0,0,0,0,0,0,0,0,0
7,nbis-gene-862,6.824372,4.734557000000001,9.710215,3.648544,9.211721,1.920658,0,3.3231265,4.582452
7,nbis-gene-8622,4.237596,2.5895925,0,0,2.328552,0,0,2.714039,0
7,nbis-gene-8625,10.5705025,6.8075335,12.914004,17.366044,7.82044,14.633311,0,6.226084,7.628975
7,nbis-gene-8626,3.5682824999999996,3.4588825,2.159866,9.536357,4.941524,6.288329,0,2.5660350000000003,0
1,nbis-gene-8627,129.90211,205.60814249999999,640.171763,433.373459,279.122513,548.184218,568.6137535,352.749225,391.759941
7,nbis-gene-8628,0,0,0,0,3.19319,0,1.2978,64.2102785,7.049151
1,nbis-gene-8631,222.325367,285.301068,726.452577,334.752168,407.277696,491.494186,0,184.630979,328.007886
1,nbis-gene-8632,19.728501,10.197274,0,0,1.882944,0,0,1.382279,0
1,nbis-gene-8634,0,0,0,0,0,0,0,0,0
2,nbis-gene-8636,1.0046175,1.184911,2.450839,6.649922,2.186159,1.136735,0,4.347896,5.693993
2,nbis-gene-8637,9.064376,9.6097705,24.902,26.917111,38.991135,6.408495,0,17.3454365,23.683014
1,nbis-gene-8638,20.550673500000002,11.958874000000002,6.401957,4.44091,0,0,0,9.8739315,0
7,nbis-gene-8639,2.0940655,1.64761,2.177765,3.395326,1.400318,9.458618,0,2.913266,2.780208
7,nbis-gene-8642,26.5418655,39.1945315,7.461491,18.686155,8.096341,23.492881,1.272004,8.7474065,11.232586
1,nbis-gene-8644,16.0309585,15.850995000000001,5.175027,13.028935,6.291604,7.740177,0,10.617556,6.864851
1,nbis-gene-8645,29.1644715,32.552577,14.73344,18.26271,19.11256,27.118426,0,21.795914,20.051031
1,nbis-gene-8646,0,0,3.388783,10.054965,4.425342,25.200564,108.79673249999999,6.435461500000001,10.494993
2,nbis-gene-8652,1.9475280000000001,1.7258675,4.628636,6.28535,5.413084,3.473132,0,6.0484725,5.418229
7,nbis-gene-8653,13.7386225,23.970779999999998,101.019185,38.84314,51.124639,21.850165,0,46.0871945,14.135257
2,nbis-gene-8659,0,1.026085,0,0,0,0,0,0,0
7,nbis-gene-866,12.0809145,16.139918,5.475534,15.514604,9.650433,2.74168,0,6.5392805,5.796268
1,nbis-gene-8661,4.644586,3.4240445,3.40715,3.381515,0,2.766597,0,3.307425,0
7,nbis-gene-8663,0.869226,0.4755075,0,3.98861,2.031718,0,0,0,3.181907
2,nbis-gene-8664,1.856837,9.322176,4.322995,7.36104,0,0,0,3.216933,23.864545
2,nbis-gene-8665,3.5772804999999996,7.044361,1.09272,4.729882,3.096313,4.254864,0,2.2640295000000004,4.05946
1,nbis-gene-8667,0.2975735,4.1147975,6.811656,14.101855,35.534046,2.133627,0,5.392810000000001,6.167682
7,nbis-gene-8668,21.8199695,29.892493,28.871969,41.047533,35.823654,19.722681,0,30.467941,25.908718
1,nbis-gene-8669,29.505807500000003,31.465702,48.885908,56.449649,39.539753,37.88496,0,31.032984,21.506266
7,nbis-gene-867,11.685759000000001,8.057846,20.081764,24.036705,18.627383,9.771539,0,9.688575499999999,11.592566
7,nbis-gene-8673,8.335276499999999,24.299736000000003,4.591186,5.083723,2.499394,2.63832,60.751353,1.651063,2.787589
10,nbis-gene-868,12.894208500000001,11.2453015,0,0.383924,1.989877,0,0,0,2.92788
10,nbis-gene-869,214.853382,230.6235815,87.800206,201.403418,56.237775,73.506462,51.7651105,88.76734099999999,94.723088
7,nbis-gene-87,5.9951185,2.0808514999999996,4.991006,7.837591,7.126203,9.105736,0,4.5980695,5.459988
7,nbis-gene-8701,0,0,0,0,0,0,0,0,0
4,nbis-gene-8719,5.616982,4.2242465,3.691862,1.179508,0,3.990836,0,0.9977555,5.36383
8,nbis-gene-873,3.5407605,3.0806475000000004,7.652539,46.85282,17.383764,9.231436,0,12.5254215,15.341238
1,nbis-gene-8737,6.8282685,17.066096,0,7.635753,0,3.618191,0,0,0
8,nbis-gene-874,0,0.0573845,0,14.924112,0.157314,0,0,0.217545,0
7,nbis-gene-8782,12.276209999999999,19.6935125,15.194822,11.615954,8.004033,15.831004,0,12.087392999999999,9.21633
2,nbis-gene-880,6.0988095,6.474245,5.491039,9.732337,2.649096,9.804224,0,4.2377405,2.942079
2,nbis-gene-8806,52.843907,56.890966,26.094429,45.34158,20.620248,19.101636,0,22.0212205,22.829716
10,nbis-gene-881,4.2828800000000005,3.3692830000000002,1.734877,2.846234,1.422454,6.267553,0,2.8549075000000004,1.001541
1,nbis-gene-8824,17.20864,19.695449500000002,13.00259,9.499418,5.499488,13.314159,0,7.4036595,12.902275
8,nbis-gene-883,45.472440500000005,53.056996,6.002749,8.147589,4.179119,23.767008,0,13.1766465,3.46564
8,nbis-gene-884,2.9338385000000002,2.2352225,4.803253,5.899132,6.466726,1.307701,0,2.7165719999999998,0.39714
2,nbis-gene-8847,8.972155,6.470769499999999,24.797817,8.605697,7.873378,9.387879,0,2.7312279999999998,9.699669
4,nbis-gene-885,10.7462065,13.1222345,29.08814,35.429499,27.851978,23.064448,0,18.2017825,20.576394
2,nbis-gene-8859,33.5095255,18.182724,40.776874,12.759075,36.668935,20.501021,0,13.7615735,11.677589
8,nbis-gene-886,7.730124999999999,11.296297,18.463565,41.996558,17.822756,6.316725,0,17.055287,22.635702
1,nbis-gene-8864,4.3854465000000005,3.9855894999999997,5.187603,21.983723,7.109278,12.126933,0,3.6351575,3.591526
10,nbis-gene-887,3.7077735,4.921789,0,3.394164,1.54945,1.677731,2.6949785,1.174304,1.734934
7,nbis-gene-889,0,0,0,0,0,0,0,0,0
10,nbis-gene-89,10.728488500000001,1.4415695,1.19844,2.166898,1.558231,3.069162,0,2.9287845,1.195589
8,nbis-gene-890,10.8026795,12.3310205,19.056414,105.624605,51.791793,14.602499,0,47.4627225,48.298694
7,nbis-gene-8900,2.152197,3.9354605,69.587009,56.162328,62.761074,11.012349,0,56.922066,127.216596
7,nbis-gene-892,4.4945284999999995,0.989037,17.172168,21.523555000000002,3.38697,15.688902,0,30.150792499999998,1.309664
4,nbis-gene-8920,1.1903535,5.7387805,0.997427,6.379538,0,9.834498,0,0,0
7,nbis-gene-893,3.8852655,4.1120205,2.204817,5.436563,1.151923,1.273001,0,2.36238,0.440188
7,nbis-gene-894,7.463054,8.8324735,12.171953,13.226738,13.800278,7.068722,0,10.5998225,10.098518
7,nbis-gene-896,11.955155999999999,13.9681015,7.008993,7.626095,6.274828,7.610013,0,5.8108135,6.987129
7,nbis-gene-8967,34.8546125,57.848786000000004,9.369667,25.748822,11.257937,23.398318,82.6583515,10.921336499999999,9.343192
7,nbis-gene-897,2.0617150000000004,2.4122495,2.539314,3.286104,1.758808,3.425402,0,2.3339215,3.078642
1,nbis-gene-8971,0,0,0,0,0,0,0,0,0
1,nbis-gene-8995,37.6645085,34.6526695,0,32.849651,5.648831,36.747385,0,9.809620500000001,36.142022
2,nbis-gene-9001,65.6272025,99.72940700000001,88.626042,62.663192,75.939382,43.557863,0,46.6700285,74.594834
7,nbis-gene-901,7.2896529999999995,11.805076,9.066923,39.710932,25.798836,8.635834,0,11.970951,23.325791
8,nbis-gene-902,54.2621245,71.181591,121.499604,109.759182,151.026059,69.0785,0,99.637599,69.879934
7,nbis-gene-9039,9.2759915,8.293282000000001,18.364231,0.39606,18.23362,4.149895,0,39.4344095,4.775436
7,nbis-gene-9045,3.927064,0,6.047953,3.875595,4.259305,4.556781,0,4.3010935,11.59463
8,nbis-gene-905,1.551481,0,4.50783,17.369779,0.904795,2.719495,0,0.3059575,7.032219
10,nbis-gene-906,5.4023145,16.988705500000002,21.658779,39.593058,30.57169,17.454188,0,15.3192435,10.720707
1,nbis-gene-9064,0,10.698972,6.49036,4.759643,0,3.691508,0,3.0004825,4.194452
7,nbis-gene-9066,6.9206505,8.282567,7.527249,12.960433,10.579618,0,0,4.310026499999999,9.190376
7,nbis-gene-9068,1.2802325,6.703059,1.081727,6.898442,0,14.766032,0,0.8098105,4.194452
1,nbis-gene-9079,0,0,0,0,0,0,0.203995,0,0
7,nbis-gene-908,7.3383505,10.1553705,13.664284,16.760366,15.065564,7.980335,0,12.7213505,9.521791
7,nbis-gene-9083,0,7.1794285,0,3.995593,5.451165,0,0,0,8.049387
2,nbis-gene-9085,3.7145200000000003,9.8066325,0,8.014101,1.366445,4.330381,0,0.4689155,0
7,nbis-gene-909,12.8886515,7.5088285,3.16663,8.696821,12.20039,0.530706,0,11.3956525,8.570499
1,nbis-gene-9091,8.932361,10.359124,58.419776,28.142914,17.875334,6.032803,0,10.823353000000001,8.811438
8,nbis-gene-91,4.9712105,4.0805735,4.466602,6.291601,2.247937,0.575105,0,3.3464035,3.672795
