rank,gene_id,f_immGA,f_matGA,matSP_holdfast,matSP_meristem,matSP_stipe,matSP_vegfrond,matSP_frond_sorus,matSP_sporophyll_sorus
7,nbis-gene-1,6.046335,0,11.891891,54.475787,113.10421,15.460608,31.673209,37.023055
8,nbis-gene-10,3.7043835,0,15.7657975,39.531736,41.759404,27.600488,49.924986,50.41938
7,nbis-gene-100,7.139158500000001,0,12.0166975,34.545214,22.751317,11.019738,37.184964,26.4304
7,nbis-gene-1000,7.9891095,0,10.689444,33.514273,30.709161,21.932518,21.454892,30.276096
1,nbis-gene-10000,45.4510795,0,1.6835985,2.058848,15.011266000000001,4.259279,73.902532,83.974652
2,nbis-gene-10001,15.87426,0,7.7326385,4.192355,12.953064,6.814513,9.667686,6.224671
5,nbis-gene-10002,32.393967,0,0,0,5.611603,0,0,0
7,nbis-gene-10003,9.553875,19.136498,2.8443085,10.154873,8.874025,15.525156,26.494284,28.707045
1,nbis-gene-10004,10.284408500000001,0,0,0,0,0,0,0
1,nbis-gene-10005,1.162822,0.435894,2.7252089999999995,14.132727,13.200116,14.709236,8.883053,9.984075
6,nbis-gene-10006,4.4566165,18.075534,12.244446,18.059236,4.73824,12.953162,158.745692,133.864813
1,nbis-gene-10007,6.5636355,32.009148,2.0508595,1.80252,0.991316,0.261647,25.590765,27.415832
7,nbis-gene-10008,25.339523999999997,0,0,2.805015,1.759417,0,3.215538,4.625504
2,nbis-gene-10009,14.141814499999999,69.731115,15.201651499999999,13.825314,9.161691,11.883552,15.084616,15.126135
7,nbis-gene-1001,27.883132500000002,0,5.1787435,36.927158,35.588336,36.744611,41.872137,30.44952
1,nbis-gene-10010,6.468965,40.04659,28.708402999999997,30.734628,29.400311,41.214603,23.776413,26.376139
1,nbis-gene-10011,12.1889045,0,66.6835055,51.317248,98.026376,48.858546,68.360617,74.013798
7,nbis-gene-10012,5.015893,0,14.2657185,1.652426,9.270235,3.433228,0,0
7,nbis-gene-10013,12.1970335,0,2.946769,5.84108,13.651351,8.023979,4.100424,6.764857
7,nbis-gene-10014,1.294945,0,18.573347000000002,14.152692,8.420091,4.948562,15.799765,11.807302
6,nbis-gene-10015,17.631341499999998,0,13.905091500000001,36.618279,56.57688,26.11025,50.020149,47.604017
7,nbis-gene-10016,15.6777775,0,1.324924,1.780367,4.111066,0,0,4.119891
7,nbis-gene-10017,3.706823,0,2.850708,8.797976,12.057476,7.679257,18.876448,21.668933
7,nbis-gene-10018,14.119927,4.148765,47.170455,209.786416,248.479049,42.604336000000004,72.982214,98.370892
2,nbis-gene-10019,103.5416315,100.470136,0.395188,14.541298,20.068123,8.865982,50.265002,57.370562
7,nbis-gene-1002,5.4527920000000005,2.939154,22.1246625,17.771375,25.970203,1.502795,38.167688,41.485948
1,nbis-gene-10020,23500.325061,8127.770239,2766.504098,1593.498316,2039.661222,2394.868607,850.157033,857.51295
6,nbis-gene-10021,5.7537400000000005,0,10.363647,32.720255,26.606361,28.27853,55.902816,55.327416
1,nbis-gene-10022,8.183869,7.765913,19.74693,42.937834,40.124054,28.40814,31.494817,28.846452
7,nbis-gene-10023,16.768573,1.153748,9.950289,41.060119,43.337248,47.535647,136.074259,137.468247
1,nbis-gene-10025,1622.995811,3825.924445,9537.50341,3315.796986,3758.326462,3329.79824,1887.143109,2071.481386
1,nbis-gene-10026,0.691074,1.472366,20.428511999999998,5.301818,7.491869,5.342213,27.425228,40.65589
1,nbis-gene-10027,2.0484660000000003,9.809356,5.981651,10.229649,9.396015,11.548598,5.012973,5.690382
1,nbis-gene-10028,2.15738,2.619299,0.4155285,2.836455,0.226681,0,22.530903,9.98154
4,nbis-gene-10029,17.137532,0,2.1680355,7.403917,19.397225,36.139807,31.605678,25.708069
7,nbis-gene-1003,0.3708675,0,0.1763965,7.276041,7.028589,7.687294,12.055128,11.703041
7,nbis-gene-10030,8.916207,44.650028,9.1947795,15.730298,11.582825,19.320025,24.21381,27.667796
7,nbis-gene-10031,8.9287025,23.374906,16.028503999999998,37.809365,35.30132,44.778093,33.554341,33.396755
7,nbis-gene-10032,2.023829,7.212168,4.469121,5.963428,5.585679,14.412034,6.821354,4.004948
7,nbis-gene-10034,2.584313,0,0,9.498184,6.45622,7.608324,19.730356,17.701516
2,nbis-gene-10036,4.823775,0,19.504645,4.496121,2.704347,2.437583,0,5.493361
2,nbis-gene-10037,0.6543285,2.718811,0,0,1.991685,0.443199,1.004181,0.936303
1,nbis-gene-10038,10.509819,1.922874,1.7986505,6.017978,1.875769,1.43606,18.79278,23.170826
7,nbis-gene-10039,0.061949500000000005,0,0,10.655836,18.319731,6.829957,15.442655,16.48629
7,nbis-gene-1004,13.4642885,33.113463,35.8716625,123.641226,97.511342,161.739011,92.654855,107.050721
1,nbis-gene-10040,5.951584,0,122.493029,153.253119,162.150584,79.886872,146.232761,136.7221
1,nbis-gene-10041,1.994015,0,2.1260190000000003,9.475126,9.461604,9.99749,16.392952,13.593568
1,nbis-gene-10042,19.3461705,0,24.2745725,121.711128,268.355367,242.560973,63.333178,60.066461
1,nbis-gene-10043,3.2193035,0,8.8349175,35.528217,38.087085,32.589795,55.05817,55.273662
1,nbis-gene-10044,13.960678,52.217423,4.0632625000000004,9.379277,7.557704,5.967797,19.275315,13.192682
1,nbis-gene-10045,4.838977,2.450459,17.4440195,13.637161,8.424069,2.986894,18.439007,15.235674
7,nbis-gene-10046,6.296302,0.054353,33.1417795,28.828308,35.166005,38.053493,42.88373,45.663254
1,nbis-gene-10047,12.8584295,106.807495,6.8376625,14.052055,17.344587,47.094789,37.371088,23.387868
6,nbis-gene-10048,7.394031,0.118223,0.359594,0.25173,0,0.745668,20.175452,18.289867
2,nbis-gene-10049,12.7183665,6.372533,14.105297,39.92766,33.880222,56.068754,55.587449,52.203967
8,nbis-gene-1005,69.0578285,0,174.639142,232.612001,255.768497,108.594554,169.100759,128.726458
2,nbis-gene-10050,75.50677,0,13.0125405,8.791232,14.407874,16.452398,62.477317,44.966786
2,nbis-gene-10051,8.6939245,3.057554,30.567708,42.116366,26.033888,21.72337,18.851935,20.153489
2,nbis-gene-10052,14.088457,10.149754,120.41542150000001,151.978906,145.196515,105.188637,93.157319,100.43851
2,nbis-gene-10053,2.68168,0.19325,3.5851995,9.334645,10.499608,2.926474,13.959588,16.105785
1,nbis-gene-10054,4.941352,0.462883,47.6602665,94.576274,113.053576,50.48926,71.436188,78.939211
2,nbis-gene-10055,1.407461,0.196827,13.8958875,16.775495,16.673012,13.272579,12.616334,14.970546
2,nbis-gene-10056,9.2947305,2.83284,4.203122,20.736487,7.719123,11.208727,22.69955,20.989149
1,nbis-gene-10057,4.1296035,0,8.375422,31.579769,36.045802,21.709089,24.554322,23.64453
7,nbis-gene-10058,11.30784,0,3.3670785,21.708447,42.778072,24.664802,31.688103,21.559954
6,nbis-gene-10059,4.2897300000000005,0,0,7.397345,6.064289,4.494211,27.685312,20.566853
7,nbis-gene-1006,11.792663000000001,0,0,0,0,0,37.445116,45.810446
6,nbis-gene-10060,8.1227695,0.60773,14.35006,21.280804,14.216323,21.915809,37.038009,36.211693
1,nbis-gene-10062,8092.9922925,1035.516405,5976.444250500001,2999.741056,4355.36668,4552.867327,2008.33012,2373.694935
1,nbis-gene-10063,11.133963999999999,0,14.124293,6.998633,17.816243,4.05846,6.703465,11.373874
1,nbis-gene-10065,283.53078600000003,0,39.5761425,39.620206,35.234953,42.695953,40.988461,37.415542
7,nbis-gene-10066,1.9752715,0,0,0,0,0,8.330609,0
2,nbis-gene-10067,6.240183,0.865176,11.402674999999999,31.086954,41.39576,39.588548,25.913226,29.929808
2,nbis-gene-10068,20.1810475,0,19.5479925,120.582619,145.046123,192.519179,83.152364,89.180943
1,nbis-gene-10069,5.363768,14.924052,6.703078,21.656966,19.952287,16.073192,11.199274,11.89359
7,nbis-gene-1007,8.5721945,0,5.0053719999999995,76.04788,67.20243,16.231562,35.859597,37.030667
1,nbis-gene-10070,18.4468265,0.866421,1.0357485,18.203999,15.817038,15.791993,14.337966,18.849703
1,nbis-gene-10071,1.475176,0,18.0321145,16.455129,16.957035,9.267147,44.747843,53.133609
7,nbis-gene-10073,1.7564994999999999,0,10.023685,15.016432,18.845497,16.655156,13.2151,13.87566
1,nbis-gene-10074,0.4527985,0.720599,0.4546135,5.937906,5.267992,7.448594,8.790797,7.40924
1,nbis-gene-10075,52.341929,180.509534,27.7038525,28.05597,13.051821,71.127127,51.612778,28.559153
7,nbis-gene-10076,3.0536405,0,2.80352,30.592544,34.385719,34.827131,68.922201,65.288976
1,nbis-gene-10077,7.558835,5.069977,49.630632,54.305219,39.133766,11.121683,54.148151,48.801412
1,nbis-gene-10078,5.822177,0.287156,71.731419,124.375766,133.887211,43.874493,56.82573,45.639175
7,nbis-gene-1008,1.911088,0,10.779128499999999,13.965845,10.177232,10.254329,24.981156,31.781355
2,nbis-gene-10080,10.146664999999999,5.869895,15.5809125,17.318937,15.299007,13.549381,21.029436,17.929841
7,nbis-gene-10081,4.114871,8.499278,0,0,0,0,4.782558,1.23592
2,nbis-gene-10082,40.0364015,0,53.414493,73.857701,71.371699,57.360083,219.873013,214.040427
1,nbis-gene-10083,11.237325,1.870631,42.4837085,75.8571,70.767056,69.585074,87.338552,90.494755
2,nbis-gene-10084,16.455793999999997,133.209081,74.79906,108.447767,112.143929,81.984269,111.736118,83.562221
1,nbis-gene-10085,0,0,1.8436184999999998,0.657618,0.22205,0.185187,61.64767,112.153404
7,nbis-gene-10086,1026.775974,830.034409,33.7477045,15.429394,4.242329,4.712722,12.540382,0
6,nbis-gene-10087,9.3226485,0,6.303806,20.623025,11.96254,10.57063,27.381246,24.885677
1,nbis-gene-10088,0.051917000000000005,0.019967,0.1966095,0.221724,0.247102,0.23915,292.5567,239.343075
1,nbis-gene-10089,7.7867005,0,10.319924499999999,11.333076,6.898722,13.954469,30.690423,33.419096
6,nbis-gene-1009,2.1106154999999998,0.131539,1.6551259999999999,4.736631,3.837975,3.378983,5.286793,3.959016
1,nbis-gene-10090,2.6190575000000003,20.601358,45.202303,97.748185,94.494534,9.055597,25.13923,25.251928
2,nbis-gene-10091,4.2964035,0,2.086138,10.521939,6.040504,12.886066,14.773826,16.674513
2,nbis-gene-10092,6.4290915,0,3.2559025,14.055729,11.559252,16.379853,30.783696,32.82604
1,nbis-gene-10093,4.322326,0,2.1754265,16.557516,11.598558,23.10816,35.031957,33.464174
1,nbis-gene-10094,11.2916875,72.702259,12.760858500000001,22.101021,16.363468,21.04733,37.137092,33.275458
2,nbis-gene-10095,6.9381065,38.723258,13.982008,7.768094,2.975478,4.424205,29.335155,33.776566
2,nbis-gene-10096,508.3641685,3.78129,28.8571115,46.704949,73.052426,26.407228,46.206761,33.90317
2,nbis-gene-10097,41.598357,0,0,0,0,9.317073,9.308553,5.479338
7,nbis-gene-101,4.308211,0.327209,9.7783,7.702497,8.055421,5.222364,7.91332,7.111345
8,nbis-gene-1010,2.915105,0,0,0.334415,0.282806,0.286869,92.717663,117.539379
1,nbis-gene-10101,1.9738725,0,13.300944999999999,52.85377,33.985397,30.266865,31.667207,42.748919
1,nbis-gene-10102,13.349906,5.934188,37.451537,9.756554,5.878218,32.927349,26.708702,28.549979
2,nbis-gene-10103,0.860643,0.109466,1.3346930000000001,9.241226,4.055483,5.3461,8.976469,11.420408
2,nbis-gene-10104,11.8242315,6.976074,2.699348,18.865597,27.345358,42.249978,54.156368,39.837896
1,nbis-gene-10105,51.774489,1.923874,127.37353949999999,300.171308,262.938431,345.052093,326.665713,255.296056
2,nbis-gene-10106,11.931621,50.358749,0,0,0,0,0,0
7,nbis-gene-1011,4.3908745,0,5.226642999999999,18.690215,15.241195,30.333644,46.318857,70.119843
1,nbis-gene-10110,74.782787,173.279736,483.72720350000003,605.919,706.721848,816.100155,400.184722,363.474469
1,nbis-gene-10111,0.405641,25.185962,0,1.507626,1.298426,0,434.828521,516.101874
7,nbis-gene-10112,17.8737865,89.262215,48.1130205,40.16968,46.187824,64.395135,87.505305,77.670412
7,nbis-gene-10113,4.2432075000000005,0,1.8507825,18.940489,19.656218,10.4441,4.035061,7.799921
1,nbis-gene-10114,44.4314435,1.59738,36.393929,96.803964,114.494847,63.677847,98.902313,76.489437
8,nbis-gene-10115,5.833458,38.994682,1.7589505,4.250096,4.006506,2.892929,12.167831,13.243961
7,nbis-gene-10117,6.5175920000000005,2.941654,16.508905,19.083808,9.676953,6.661583,23.708049,22.68767
7,nbis-gene-10118,2.1605125000000003,1.671787,46.339182,89.093805,97.061828,57.308578,82.945767,109.603395
6,nbis-gene-10119,10.6070555,39.591463,3.7292215,0.510181,0.112815,0.101886,84.561601,86.073874
7,nbis-gene-10120,76.4545975,90.217949,37.4431135,101.372344,51.64392,90.912097,536.702035,669.400992
1,nbis-gene-10121,22.7297695,17.351354,21.5041145,59.948862,66.612059,49.180133,100.353336,90.765446
1,nbis-gene-10122,18.939236,78.980024,15.215217500000001,23.628849,26.218492,24.732101,45.538104,51.577869
7,nbis-gene-10123,5.809334,0,6.3267865,6.199101,1.224476,0,1.391487,3.121732
1,nbis-gene-10124,6.452778500000001,0,7.2726985,21.577596,21.557285,23.861539,35.296187,36.129371
7,nbis-gene-10126,5.887869,5.759909,7.6033805,8.472077,3.832297,10.483839,12.840236,8.880653
1,nbis-gene-10127,3.5764415,8.831408,9.935857500000001,13.158654,11.086642,6.341982,10.300840000000001,10.033187
7,nbis-gene-10128,17.8082525,51.859511,33.0766595,59.456175,42.471023,48.976305,29.774017,29.529476
2,nbis-gene-10129,10.454564000000001,38.07819,31.155206999999997,46.448045,46.926,41.582536,36.809463,36.492639
8,nbis-gene-1013,10.941111,0,2.465018,11.823781,9.985283,10.662285,102.143308,105.739508
1,nbis-gene-10130,82.9238265,216.367962,12.557048000000002,9.792459,8.116156,14.517414,17.100967,18.739028
2,nbis-gene-10131,6.5880975,9.293771,0.998707,1.695605,2.121216,1.17104,7.93191,8.578895
2,nbis-gene-10132,4.918746499999999,27.980459,5.8833855,7.570894,13.954676,8.208522,23.026324,21.98335
5,nbis-gene-10133,3.701861,6.979271,9.402447,28.332411,40.92408,29.676686,19.955804,18.109492
1,nbis-gene-10134,21.7148415,86.396627,4.4002945,33.946814,9.875786,35.096071,23.506417,18.074206
7,nbis-gene-10135,23.516942999999998,131.387002,15.1142185,23.958452,18.140903,25.968179,35.228587,31.969658
2,nbis-gene-10136,0.229867,0.195743,0.8084175,2.040818,2.03981,2.126315,5.773049,5.50117
1,nbis-gene-10137,0.1135605,0,0.23717899999999997,0.050085,0.034172,0.025055,6.6218,9.403263
1,nbis-gene-10138,9.917264,39.662112,14.3869865,12.265779,11.874929,3.507757,16.215962,20.506709
1,nbis-gene-10139,2.7863995,3.558634,6.690165,11.99596,8.1967390000000009,1.431629,86.175958,100.672102
8,nbis-gene-1014,8.6282745,0,10.541125,0,1.58449,0,1.531984,1.602212
7,nbis-gene-10140,1.180191,0,2.854558,6.566233,3.50939,0.288458,58.496246,72.949074
1,nbis-gene-10141,6.5150179999999995,3.153521,17.161505499999997,53.787308,38.656539,19.955638,36.673374,36.935193
7,nbis-gene-10142,2.5441725,0,9.908529,30.869325,20.090903,8.278781,18.88534,18.465059
1,nbis-gene-10143,0.506862,0,4.834435,11.104791,9.790786,14.662621,7.386302,7.597712
2,nbis-gene-10144,0,0,0,0.62221,0,0,66.592393,91.630385
1,nbis-gene-10145,0.0334925,0,0,0,0,0,17.706954,33.454024
1,nbis-gene-10146,0,0,0.098866,0.159943,0,0,31.384606,45.845222
5,nbis-gene-10147,14.234725000000001,0,5.41468,32.113904,30.881284,22.551129,95.837718,91.001955
1,nbis-gene-10148,2.0505804999999997,0,0.736495,0.740204,0.810985,0.270572,22.230214,26.754099
1,nbis-gene-10149,1.7833839999999999,0,0.827531,0.191152,0.255842,0.213073,19.066432,24.956627
8,nbis-gene-1015,2.0262945,3.094891,24.1818855,0.647146,2.180077,0,2.06309,0.785872
7,nbis-gene-10150,13.716366999999998,85.154402,0.103769,0.047819,0.129633,0.047511,70.913937,54.092542
1,nbis-gene-10152,3.994573,1.116942,0,1.324159,0,0,4.968246,6.201399
1,nbis-gene-10153,5.855117,36.967963,1.2982545,7.84368,9.747302,35.294086,10.097976,10.116919
1,nbis-gene-10154,65.1504075,0,0,3.304853,4.635118,6.866456,1.849478,3.370962
1,nbis-gene-10155,12.306522000000001,0,6.476421,14.101128,7.042286,7.982628,35.894616,29.980902
2,nbis-gene-10157,52.7159965,29.276132,0,2.365099,0,0,4.875915,3.663981
2,nbis-gene-10159,2.15043,5.965492,7.1209995,9.385415,6.302578,5.554726,12.457382,13.077425
7,nbis-gene-1016,277.928239,85.060792,12.897886499999998,32.626464,12.311834,5.873511,205.259013,249.120378
7,nbis-gene-10160,25.1022425,74.294296,18.0008665,58.139168,47.223074,26.029218,60.005626,88.018848
1,nbis-gene-10161,20.3932945,47.587218,1.986793,0.917711,0.561708,0.223214,10.050963,12.260935
4,nbis-gene-10162,2.9835465,1.317812,12.308947,20.483403,15.042725,20.800454,23.20283,24.278294
7,nbis-gene-10164,4.152197,5.261506,6.838768,18.757405,35.729156,46.146231,23.12359,15.914997
1,nbis-gene-10165,5.3876235,2.701093,14.856213999999998,16.015569,33.363763,46.939297,22.814399,21.542443
1,nbis-gene-10166,3.4953605,1.424455,11.1449515,18.061435,29.551048,38.669989,18.876898,16.695233
1,nbis-gene-10167,397.73312550000003,805.885108,266.550128,389.670759,340.410495,276.570052,346.153566,360.547852
6,nbis-gene-10168,17.406263000000003,59.91953,69.306568,102.319777,83.860604,91.532949,85.780976,79.582249
1,nbis-gene-10169,19.796285,2.912195,27.031746500000004,47.540896,35.939352,19.636126,45.403513,49.45887
8,nbis-gene-1017,5.813537999999999,0,0.7614055,3.497943,5.917367,10.57913,10.64649,6.111317
2,nbis-gene-10170,13.048596,0.493273,8.765702000000001,16.205076,10.268587,13.774323,38.763271,40.879799
1,nbis-gene-10171,11.635602500000001,0.161549,8.604674,20.996651,24.909601,25.23526,87.52305,86.429559
1,nbis-gene-10172,60.394240499999995,0,0,0,0,0,0,0
1,nbis-gene-10173,78213.77498399999,125.303954,6.854949,0,0,0,0,0
2,nbis-gene-10175,22.213167,0,6.1061635,11.95548,26.877786,17.333325,15.130594,7.738957
5,nbis-gene-10176,178.9189925,0,145.954008,137.591094,73.231046,50.197322,187.959884,232.493505
7,nbis-gene-10177,2.2286725,3.437584,0.6386635,0.911463,0.19622,0.509964,109.620627,119.244624
1,nbis-gene-10178,13.947316,1.221862,9.22487,24.941117,21.512275,16.151875,35.850962,41.7149
7,nbis-gene-10179,0.310105,0.306002,0.0852525,4.052219,3.178177,3.172143,4.902741,5.770873
1,nbis-gene-10180,48.215520999999995,145.330923,14.119477999999999,17.675503,5.661131,12.924824,46.828516,40.6442
1,nbis-gene-10181,263.44921650000003,22.095781,120.06914499999999,336.609467,206.505151,319.982145,161.313416,146.246772
7,nbis-gene-10182,8.525965,0,0,1.202354,5.602259,2.479446,40.939515,25.385488
6,nbis-gene-10183,2.417019,0.920385,2.2233205,7.751573,10.397671,8.207499,11.71134,12.938644
7,nbis-gene-102,4.5969825,0,0,0.992111,2.866975,1.4608,13.458382,17.044727
7,nbis-gene-1020,115.478196,96.204544,11.93649,7.121815,15.14669,8.625795,31.074524,36.042723
7,nbis-gene-10207,3.918164,0,3.7648665,10.007904,5.365803,11.072736,19.705658,18.697034
2,nbis-gene-10209,57.3649185,88.391928,2.9302224999999997,4.093272,3.736192,1.523268,254.01581,272.858153
8,nbis-gene-1021,5.562272,0,2.0478535,0,0,0,8.951494,10.045568
1,nbis-gene-10210,27.326375499999997,0,0,10.101614,11.786866,8.268254,10.743801,6.864415
1,nbis-gene-10211,5.4246665,0,22.391411,8.137592,3.465887,1.271451,7.086735,8.914245
7,nbis-gene-10212,6.146793,0,1.2658945,4.121738,3.826824,3.100459,6.616459,8.027542
7,nbis-gene-10213,3.186006,0,3.3329999999999997,9.788129,4.131122,1.580868,18.003193,18.36067
2,nbis-gene-10214,12.7212575,83.418988,33.355768499999996,34.428079,39.352675,50.675199,50.293863,44.414648
7,nbis-gene-10215,11.453143,5.786682,28.238802,9.584308,7.440969,8.014676,4.244412,3.2642
4,nbis-gene-10216,11.439415499999999,26.080453,38.422340999999996,68.797994,72.238904,109.015007,195.881545,137.289459
1,nbis-gene-10217,19.222212,129.356778,34.306019,60.92655,56.492684,79.306824,48.969273,46.434183
1,nbis-gene-10218,21.0869505,156.794838,14.739141,24.50626,27.791115,25.078297,52.590782,42.447397
8,nbis-gene-1022,4.110264,11.046824,2.855445,0,10.749999,6.097703,19.273476,9.237351
1,nbis-gene-10220,4.08308,24.641994,28.2048295,24.918822,32.783252,29.955217,16.537494,15.762859
2,nbis-gene-10221,0.334542,0,0.1038385,0.478514,0.211406,0.142626,142.733493,162.063887
1,nbis-gene-10223,11.1755435,0,39.496408,55.319902,104.517041,43.852967,78.27801,64.719425
2,nbis-gene-10224,7.9783855,20.392787,12.586927,28.333611,31.35384,12.705935,74.225964,52.547766
1,nbis-gene-10226,7.583372000000001,22.273757,13.414958500000001,33.177254,27.341523,36.919139,35.294407,29.263647
2,nbis-gene-10227,11.476245500000001,31.912411,57.427017500000005,99.863631,86.92172,91.045385,171.679635,162.788797
6,nbis-gene-10228,1.7608804999999998,3.60894,5.973695,6.364593,8.591833,7.773984,13.985903,14.362394
1,nbis-gene-10229,3.4409305,17.87424,6.135451,11.183418,11.450685,20.335452,12.463076,10.488044
7,nbis-gene-1023,11.4475795,35.310751,28.749088,29.280712,25.433498,43.889338,54.697566,43.919567
7,nbis-gene-10232,18.031154,0,3.233172,3.967191,4.842309,0,26.801292,17.436748
6,nbis-gene-10233,4.0374475,2.478521,19.340639000000003,4.198376,7.482905,3.659508,21.461472,7.556413
7,nbis-gene-10234,1.258317,0,0,0,1.060239,0,7.26701,11.13418
1,nbis-gene-10235,39.7578685,0,21.351184,30.620649,32.941824,12.187916,12.397154,10.986721
1,nbis-gene-10236,319.388948,15.758623,87.2258475,113.077631,132.535215,125.154003,157.400678,171.277332
1,nbis-gene-10239,11.0808675,33.223518,5.0662125,9.213199,8.459325,6.773136,19.737995,20.238654
8,nbis-gene-1024,8.295098,15.706594,12.7037555,15.645081,8.532711,13.174363,28.195154,20.48953
6,nbis-gene-10240,1.946402,4.086846,2.6773854999999998,33.149399,31.313755,22.459524,19.698825,19.41069
1,nbis-gene-10241,4.3903575,32.102572,0.2555115,2.196291,0.433039,3.388353,8.272032,8.935988
1,nbis-gene-10242,9.7439865,49.244004,28.727086999999997,54.961248,45.061885,19.709192,24.963577,28.801813
7,nbis-gene-10243,17.125892,25.344097,19.060088999999998,23.010348,17.68723,19.636404,36.538305,31.539604
1,nbis-gene-10244,30.4639345,48.270293,9.298669499999999,11.361327,4.990545,16.423037,29.20523,22.648528
1,nbis-gene-10245,17.3394025,41.920802,111.875878,75.299111,84.949441,48.258443,61.249777,57.18927
1,nbis-gene-10246,9.0599795,47.585515,11.358818,14.543812,13.000559,15.524177,96.280041,87.942546
5,nbis-gene-10247,4.9410285,11.649657,2.345129,3.309502,3.807494,4.956752,6.201374,4.885731
6,nbis-gene-10248,5.50991,5.089695,4.291981,1.508431,0.566921,1.485699,15.881991,11.342077
7,nbis-gene-10249,4.9536215,3.593875,12.194154,0.133847,0,0.12102,3.026414,7.946937
2,nbis-gene-1025,5.577938,1.160654,0,1.242143,0,0,4.223509,2.905841
1,nbis-gene-10252,2.8500175,4.19411,6.5947975,11.080213,9.974388,6.826261,33.810607,43.652435
1,nbis-gene-10253,0.0010955,0.058987,0.0240855,0.019119,0,0.016505,13.086852,14.45351
6,nbis-gene-10254,0.079714,17.953836,0,0.232226,0,0,40.284757,47.117729
1,nbis-gene-10255,10.573879,27.063502,15.980244500000001,25.127404,23.982391,29.206847,29.182365,24.547668
1,nbis-gene-10256,12.652798,60.02717,43.315586499999995,9.187676,5.34801,11.295878,8.686035,8.738857
1,nbis-gene-10257,0.6277595,0,8.7788195000000009,35.476533,38.675059,103.414561,39.83114,34.01352
1,nbis-gene-10258,9.9539,0,2.772182,9.390255,11.596676,2.862245,19.189007,23.908521
1,nbis-gene-10259,4.477526,18.093522,12.4077365,20.290921,17.517929,21.003125,27.647927,25.470516
7,nbis-gene-1026,7.3251905,17.270927,55.141431,52.362755,34.19314,52.480572,30.672515,38.313449
7,nbis-gene-10260,5.3551969999999995,0,0,1.627335,2.151819,1.593847,0,1.770025
7,nbis-gene-10261,14.589813,1.997141,1.3888005,5.555943,10.695078,13.422349,1.954539,0
1,nbis-gene-10262,55.309042000000005,566.347027,0.0288315,0.159126,0.088196,0.039724,43.536276,43.558653
1,nbis-gene-10263,0,0,0,0,0,0,0,0
7,nbis-gene-10266,10.9330255,0,65.102072,35.364507,35.111367,39.308494,72.381154,67.07657
7,nbis-gene-10267,19.455703999999997,32.200066,8.2868645,3.722285,6.295706,98.813321,19.706133,11.897736
2,nbis-gene-10268,10.4435325,42.956373,98.79770500000001,102.385145,119.135178,165.74733,53.840194,53.236006
7,nbis-gene-1027,1.5790045,0,3.6639245000000003,1.98759,2.625873,1.450783,15.491313,15.264131
1,nbis-gene-10270,27.3943465,69.500344,46.080181999999994,18.906346,15.452554,16.629521,23.233882,22.755623
1,nbis-gene-10271,0.42589550000000004,0.209594,0,0.101826,0.048138,0,16.912218,21.433518
1,nbis-gene-10272,7.8785625,0.778534,11.01876,35.173601,34.918406,35.699926,74.810909,78.201641
7,nbis-gene-10273,5.246254,16.228508,36.4524185,90.400376,53.487762,72.661865,201.923118,223.427246
7,nbis-gene-10274,69.3339565,71.886439,0,1.528871,0,2.315558,7.010452,5.720662
1,nbis-gene-10275,1.7165910000000002,1.274725,2.4619965,6.902297,7.58757,9.208579,34.001323,26.963982
6,nbis-gene-10277,4.8847045,0,231.0885925,222.450072,197.151361,72.088511,98.751085,136.857377
7,nbis-gene-10278,0,0,0,0.534059,0.894599,0,65.599397,81.896726
1,nbis-gene-10279,267.8278765,0.431155,17.184558,118.875459,155.18967,88.572291,257.44604,191.461845
7,nbis-gene-1028,1.4761175,0,1.8690105,4.249548,2.386735,1.377011,17.375975,14.300942
1,nbis-gene-10280,7.141064,0,0,3.710699,0,0,7.914234,4.506313
2,nbis-gene-10282,4.7540865,2.049145,39.542045,53.098175,49.99971,60.030059,129.137427,128.672539
7,nbis-gene-10283,5.972852,0.387204,23.3640915,69.81986,59.64942,51.421061,88.950264,94.87362
7,nbis-gene-10284,0.5404105,0.316445,1.7313375,3.253115,2.952332,1.495487,15.321507,19.311699
6,nbis-gene-10285,6.3497725,0,0,1.380302,1.473084,2.611025,1.34502,2.599974
7,nbis-gene-10287,1.5759355,0,5.8772785,9.062934,9.747443,10.431688,18.597876,10.620895
6,nbis-gene-10288,0.5024995,0,3.3067485,1.924133,3.887017,14.360474,3.15396,3.220381
7,nbis-gene-10289,2.088699,0,0.545162,9.458957,12.935274,23.704394,15.335524,22.269554
6,nbis-gene-1029,0.8387979999999999,0.73634,3.2047305,12.850336,15.99803,15.399272,26.836483,30.315916
1,nbis-gene-10290,5.5824715000000005,0,10.3462125,11.287931,13.061383,10.832637,28.65889,24.872587
4,nbis-gene-10291,7.208032,0,0,7.054639,10.800026,9.696406,16.155792,9.318642
1,nbis-gene-10292,4.1365935,1.815612,5.0025205,12.120223,13.641805,7.338062,12.989844,12.527288
5,nbis-gene-10293,0.19938050000000002,0,10.0643395,17.688072,6.258379,27.733648,5.34629,4.480287
2,nbis-gene-10295,5.273397,2.037062,3.1115075,14.596769,16.886704,9.096198,11.647081,10.517812
2,nbis-gene-10296,0.44845399999999996,0,0.6058505,2.914473,5.000155,6.046485,9.086502,7.654324
