PS,GeneID,gamete
8,dis_TRINITY_DN10368_c0_g1,5.389366305402222
8,dis_TRINITY_DN10379_c0_g1,1.7215326282053636
8,dis_TRINITY_DN1038_c0_g1,0.2394384546845605
8,dis_TRINITY_DN1038_c0_g2,0.5037472267579834
8,dis_TRINITY_DN1039_c0_g1,2.815239437739514
1,dis_TRINITY_DN104_c0_g1,2.7197320423648677
8,dis_TRINITY_DN104_c0_g2,2.347232977533546
1,dis_TRINITY_DN10402_c0_g1,4.521924219404596
8,dis_TRINITY_DN10403_c0_g2,7.95372755759036
8,dis_TRINITY_DN10403_c0_g3,1.9344692595638158
7,dis_TRINITY_DN10406_c0_g1,5.493390753115538
7,dis_TRINITY_DN10415_c0_g1,2.0051211493105248
8,dis_TRINITY_DN104197_c0_g1,1.629596069642535
2,dis_TRINITY_DN10422_c0_g1,3.381993494658346
7,dis_TRINITY_DN10423_c0_g1,1.2311012584217906
8,dis_TRINITY_DN10435_c0_g1,3.9892486668196367
1,dis_TRINITY_DN10438_c0_g1,2.356729653577503
2,dis_TRINITY_DN10439_c0_g1,3.4315806869330983
7,dis_TRINITY_DN1044_c0_g1,6.836377052101426
8,dis_TRINITY_DN10442_c0_g1,6.5920364173032375
8,dis_TRINITY_DN10445_c0_g1,7.642581536828585
1,dis_TRINITY_DN10446_c0_g1,8.471079675809822
2,dis_TRINITY_DN10446_c0_g2,2.8811572413177915
2,dis_TRINITY_DN10450_c0_g2,2.2606156842897764
8,dis_TRINITY_DN10450_c0_g4,3.04007713745755
1,dis_TRINITY_DN10451_c0_g1,2.316988203641664
8,dis_TRINITY_DN10452_c0_g1,1.2812685573493057
1,dis_TRINITY_DN10453_c0_g2,3.8828113055877567
1,dis_TRINITY_DN10454_c0_g2,5.49017790994341
1,dis_TRINITY_DN10456_c0_g1,4.678462027883876
8,dis_TRINITY_DN10457_c0_g1,1.7595530068415153
7,dis_TRINITY_DN1046_c0_g1,3.7855880736933876
7,dis_TRINITY_DN10462_c0_g1,2.9967193247666213
1,dis_TRINITY_DN10463_c0_g1,3.389224735232274
1,dis_TRINITY_DN10463_c0_g4,5.770777871654553
1,dis_TRINITY_DN10464_c0_g1,3.227178048566392
8,dis_TRINITY_DN10464_c0_g2,2.4362056229031896
3,dis_TRINITY_DN10465_c0_g3,3.9297059474086997
1,dis_TRINITY_DN10468_c0_g1,-0.8020354881218319
2,dis_TRINITY_DN1047_c0_g1,2.4390261740651438
1,dis_TRINITY_DN10471_c0_g1,5.8983748820623285
8,dis_TRINITY_DN10471_c0_g2,3.3309233889723515
8,dis_TRINITY_DN10472_c0_g1,6.063511704605793
8,dis_TRINITY_DN10477_c0_g1,2.619990250061779
7,dis_TRINITY_DN10477_c0_g2,-0.43516815772531503
8,dis_TRINITY_DN10477_c0_g3,3.7645940956457027
1,dis_TRINITY_DN10479_c0_g1,6.123578708481725
7,dis_TRINITY_DN10480_c0_g1,3.769982251882918
1,dis_TRINITY_DN10481_c0_g1,6.025162562681367
8,dis_TRINITY_DN10483_c0_g3,3.4126084343906067
8,dis_TRINITY_DN10484_c0_g1,3.059381624911419
5,dis_TRINITY_DN1049_c0_g1,3.6058932383363875
8,dis_TRINITY_DN10490_c0_g2,2.529420184100342
1,dis_TRINITY_DN10492_c0_g1,5.4322658219666335
8,dis_TRINITY_DN10493_c0_g3,3.7516347589909453
7,dis_TRINITY_DN10495_c0_g2,-0.41642148254498057
2,dis_TRINITY_DN10495_c0_g3,3.799086964510253
1,dis_TRINITY_DN10497_c0_g1,4.154990230360838
1,dis_TRINITY_DN105_c0_g1,5.018969232382135
2,dis_TRINITY_DN1050_c0_g1,4.971645755392271
1,dis_TRINITY_DN10501_c0_g1,1.269701799031213
8,dis_TRINITY_DN10505_c0_g1,3.401737750080728
1,dis_TRINITY_DN10506_c0_g1,2.5034980119165917
8,dis_TRINITY_DN10508_c0_g1,2.333187749261802
7,dis_TRINITY_DN10509_c0_g4,0.6237968895109687
1,dis_TRINITY_DN1051_c0_g1,4.560754761585195
