PS,GeneID,gamete
8,dis_TRINITY_DN0_c1_g2,2.4555720436358914
8,dis_TRINITY_DN1_c0_g4,2.5061129560758513
1,dis_TRINITY_DN10_c0_g1,-0.3175473136926612
7,dis_TRINITY_DN10_c0_g3,-0.1834505539365605
7,dis_TRINITY_DN100_c0_g1,6.1275755435693124
8,dis_TRINITY_DN100_c0_g3,2.297374936074495
7,dis_TRINITY_DN1000_c0_g1,3.59478258177934
8,dis_TRINITY_DN10001_c0_g1,4.828301706642283
8,dis_TRINITY_DN1001_c0_g1,7.0106994103022124
1,dis_TRINITY_DN1001_c0_g3,3.5658560215469053
1,dis_TRINITY_DN10011_c0_g3,2.3384206970802546
1,dis_TRINITY_DN10015_c0_g1,2.4806005195248186
1,dis_TRINITY_DN10021_c0_g2,5.413182654340481
1,dis_TRINITY_DN10021_c0_g3,7.4378684340814285
7,dis_TRINITY_DN10021_c0_g5,4.624922877663652
8,dis_TRINITY_DN10025_c0_g1,3.990607738078069
6,dis_TRINITY_DN1003_c0_g1,5.203793682035067
8,dis_TRINITY_DN10031_c0_g2,5.142920185127462
1,dis_TRINITY_DN10032_c0_g1,9.896336002875147
8,dis_TRINITY_DN100378_c0_g1,5.319245920885712
8,dis_TRINITY_DN10039_c0_g1,2.6469129413200894
2,dis_TRINITY_DN1004_c0_g1,3.6797913900965478
2,dis_TRINITY_DN1004_c0_g2,4.382624248491613
8,dis_TRINITY_DN10041_c0_g1,5.098841093232029
1,dis_TRINITY_DN10045_c0_g1,10.281637041002883
1,dis_TRINITY_DN10051_c0_g1,8.204826499928197
8,dis_TRINITY_DN10055_c0_g1,2.0067334753295842
3,dis_TRINITY_DN10059_c0_g1,5.953681538456694
7,dis_TRINITY_DN10059_c0_g2,4.636972609255144
8,dis_TRINITY_DN10066_c0_g1,1.849224350020108
1,dis_TRINITY_DN10067_c0_g2,4.569764686647234
7,dis_TRINITY_DN10084_c0_g1,4.771018626176996
1,dis_TRINITY_DN10087_c0_g1,11.435694370301693
1,dis_TRINITY_DN100876_c0_g1,3.865223963801854
8,dis_TRINITY_DN10089_c0_g1,3.977897904346916
2,dis_TRINITY_DN101_c0_g1,4.872252301228355
8,dis_TRINITY_DN10119_c0_g1,4.314974564322625
1,dis_TRINITY_DN1013_c0_g1,2.718884462104323
8,dis_TRINITY_DN101321_c0_g1,1.2427090309008344
2,dis_TRINITY_DN10140_c0_g1,3.9464267560380177
2,dis_TRINITY_DN10147_c0_g1,3.4021785495158614
8,dis_TRINITY_DN10150_c0_g1,-0.11637286292573443
8,dis_TRINITY_DN10150_c0_g4,-0.1439158805193908
8,dis_TRINITY_DN101555_c0_g1,0.5332112327223152
7,dis_TRINITY_DN10156_c0_g1,2.6163384124642364
1,dis_TRINITY_DN10160_c0_g1,3.735989135067101
7,dis_TRINITY_DN10168_c0_g2,0.13964685421008205
2,dis_TRINITY_DN10168_c0_g3,5.114703946789353
1,dis_TRINITY_DN10172_c0_g1,7.928281978675531
8,dis_TRINITY_DN10173_c0_g1,2.123948908941521
1,dis_TRINITY_DN10189_c0_g1,0.39156778153952965
1,dis_TRINITY_DN1019_c0_g2,4.275947722843928
1,dis_TRINITY_DN10198_c0_g3,4.638115940850899
1,dis_TRINITY_DN102_c0_g1,9.557499812418605
1,dis_TRINITY_DN1020_c0_g1,8.423812595036566
8,dis_TRINITY_DN10208_c0_g1,4.632921818645192
1,dis_TRINITY_DN10211_c0_g1,3.3422297176310387
1,dis_TRINITY_DN10212_c0_g2,0.8692504411431092
8,dis_TRINITY_DN10214_c1_g1,2.6269800391941933
3,dis_TRINITY_DN10219_c0_g1,8.17391297393926
8,dis_TRINITY_DN10229_c0_g1,2.0536516034817094
8,dis_TRINITY_DN1023_c0_g1,5.968325226461188
1,dis_TRINITY_DN10236_c0_g1,0.49968647829296864
7,dis_TRINITY_DN10242_c0_g1,6.062840619564242
7,dis_TRINITY_DN10243_c0_g1,3.4728741147851903
1,dis_TRINITY_DN10249_c1_g1,6.207573539969251
8,dis_TRINITY_DN10250_c0_g1,0.9929997062688154
8,dis_TRINITY_DN10251_c0_g2,0.2110499428671705
1,dis_TRINITY_DN10255_c0_g1,4.0182914903260665
8,dis_TRINITY_DN10262_c0_g1,1.9371680843170624
8,dis_TRINITY_DN10269_c0_g1,2.2086065193472675
8,dis_TRINITY_DN1027_c2_g2,4.543531795418404
1,dis_TRINITY_DN1027_c2_g4,5.577754717221376
1,dis_TRINITY_DN10276_c0_g1,2.125244066950071
4,dis_TRINITY_DN1028_c0_g2,3.4499320695487583
8,dis_TRINITY_DN10280_c0_g4,5.903213056055379
1,dis_TRINITY_DN10280_c0_g5,1.7120998485273662
8,dis_TRINITY_DN1029_c0_g1,3.401793019595048
1,dis_TRINITY_DN10291_c0_g1,1.54100402688361
1,dis_TRINITY_DN10292_c0_g2,4.442440702836837
1,dis_TRINITY_DN1030_c0_g2,5.071072526161587
8,dis_TRINITY_DN10301_c0_g1,6.723578254866046
8,dis_TRINITY_DN10304_c0_g1,6.132460027657325
7,dis_TRINITY_DN10305_c0_g2,3.775299812268666
7,dis_TRINITY_DN10305_c0_g5,5.639215087314068
1,dis_TRINITY_DN10309_c0_g1,0.426537008758348
8,dis_TRINITY_DN1031_c0_g1,0.8723894064009066
7,dis_TRINITY_DN10310_c3_g2,2.3385171000232656
8,dis_TRINITY_DN10335_c0_g4,3.185718943557677
8,dis_TRINITY_DN10336_c0_g1,8.07170712198098
8,dis_TRINITY_DN10343_c0_g1,4.226466782923261
8,dis_TRINITY_DN10347_c0_g1,3.5897326007596195
1,dis_TRINITY_DN1035_c0_g1,6.05762953526994
7,dis_TRINITY_DN10350_c0_g1,4.384749192848785
8,dis_TRINITY_DN10351_c0_g1,5.8668625902148746
8,dis_TRINITY_DN10353_c0_g1,-0.1462282455614466
