PS,GeneID,holdfast,reptip,stipe,vegtip
8,dis_TRINITY_DN0_c1_g2,4.204546586732034,4.045738993064184,4.177155252082451,3.297425207643079
8,dis_TRINITY_DN1_c0_g4,2.7712121896383177,3.735043105507619,2.303219702937607,2.985473999216875
1,dis_TRINITY_DN10_c0_g1,0,1.9632294822562135,0.1671017654006085,3.1330909658035786
7,dis_TRINITY_DN10_c0_g3,0,0.8297047667694817,0.31999687498474105,3.725483458559439
7,dis_TRINITY_DN100_c0_g1,13.614300312539019,13.779330644120563,14.37303005632424,10.18416128112669
8,dis_TRINITY_DN100_c0_g3,4.340576689795954,4.74727321733224,4.008084579945887,3.2873874125207694
7,dis_TRINITY_DN1000_c0_g1,3.314955354148831,3.469910517578227,2.491926162630025,3.148288423890035
8,dis_TRINITY_DN10001_c0_g1,5.601209333706428,5.897872752103083,6.54458157562422,5.702696292106042
8,dis_TRINITY_DN1001_c0_g1,0.19069871525524235,3.0553194595655624,0.20298768435548004,0.44335426015772084
1,dis_TRINITY_DN1001_c0_g3,4.220100472737586,4.445909805652832,3.3998391138405357,4.506086328511694
1,dis_TRINITY_DN10011_c0_g3,4.098079184203253,3.4607893608250704,2.6705166166867413,2.187385882737657
1,dis_TRINITY_DN10015_c0_g1,3.881861666777939,3.371251992954546,4.367091824086139,3.1419287070205777
1,dis_TRINITY_DN10021_c0_g2,4.547890829824304,5.539538428425242,3.9966323323518265,3.7349373488721334
1,dis_TRINITY_DN10021_c0_g3,9.047250521567312,11.887009127614903,7.357158622729294,10.32235389821527
7,dis_TRINITY_DN10021_c0_g5,7.8105266147680465,7.214464983628377,6.650019924782181,6.3868672289315676
8,dis_TRINITY_DN10025_c0_g1,3.312407583616485,4.139743591093535,3.1976100450179974,2.899979655101049
6,dis_TRINITY_DN1003_c0_g1,6.230384659072022,6.777348375286606,4.391552231273129,5.259408521877721
8,dis_TRINITY_DN10031_c0_g2,2.9608090110643746,4.46572995153088,4.134181176484649,4.5503491074861495
1,dis_TRINITY_DN10032_c0_g1,52.47874510694783,57.41661716785481,61.961012362613964,54.43296514062044
8,dis_TRINITY_DN100378_c0_g1,3.22278404489038,3.264288283837688,3.154963391229762,2.1873522807266323
8,dis_TRINITY_DN10039_c0_g1,3.280502857794823,2.865231055255405,2.451273546546774,2.285872043662987
2,dis_TRINITY_DN1004_c0_g1,6.9692703348342,5.568484713097451,5.95888143865944,4.422641405314249
2,dis_TRINITY_DN1004_c0_g2,7.980133708153016,6.756701414151731,8.25583672319166,6.963817200357862
8,dis_TRINITY_DN10041_c0_g1,2.145276672133457,5.750418419558702,2.698042253190265,4.903088006552605
1,dis_TRINITY_DN10045_c0_g1,1.9835337153676011,7.221773604870205,1.5832081354010281,0.9389116039329795
1,dis_TRINITY_DN10051_c0_g1,12.15081211277666,15.631172156943316,13.723533801466735,19.984162354224406
8,dis_TRINITY_DN10055_c0_g1,1.1116690154897726,1.0705437870540373,0.886692731446469,0.6715772479767312
3,dis_TRINITY_DN10059_c0_g1,7.2444644384523,6.470705680217576,5.545361935888405,4.290556257643058
7,dis_TRINITY_DN10059_c0_g2,1.6987283479120492,4.538331191087755,2.22923372484807,5.017466990424551
8,dis_TRINITY_DN10066_c0_g1,1.6099596268229834,1.8717809700923878,1.0128677110067237,1.1118304726890695
1,dis_TRINITY_DN10067_c0_g2,8.649647333851249,11.330558415188547,11.699476783172827,18.168270308425072
7,dis_TRINITY_DN10084_c0_g1,4.853623388768436,4.227618833338692,4.03710824724827,2.6084696662986135
1,dis_TRINITY_DN10087_c0_g1,0,5.121773130469564,0,0
1,dis_TRINITY_DN100876_c0_g1,4.295976373305607,4.424274064747798,3.280016158496784,2.955315380801176
8,dis_TRINITY_DN10089_c0_g1,4.892648771371189,5.095209024171629,4.448892109278444,3.5978979974423955
2,dis_TRINITY_DN101_c0_g1,4.830931276679477,3.7639309239145184,4.22670545460646,2.5088178491074236
8,dis_TRINITY_DN10119_c0_g1,4.927065252257169,6.023846777599842,5.326722350564181,4.716946893913477
1,dis_TRINITY_DN1013_c0_g1,2.6907175622870567,3.9488688253726534,4.5162857526954605,3.5139548944174
8,dis_TRINITY_DN101321_c0_g1,2.0904016360498763,1.7254677626661126,1.1063290649711777,1.6053522977838852
2,dis_TRINITY_DN10140_c0_g1,2.7154511595681483,4.199471633431997,2.354728222109719,1.7406105250744637
2,dis_TRINITY_DN10147_c0_g1,2.381792182370242,4.178364632245492,2.060293911071913,1.9269945511080202
8,dis_TRINITY_DN10150_c0_g1,0.5194805097402596,1.2458816155638546,0.7951503002577563,1.2360161811238557
8,dis_TRINITY_DN10150_c0_g4,0.48387395052844084,1.0398235427225142,0.5901906471641176,1.0544600514007156
8,dis_TRINITY_DN101555_c0_g1,2.564187785635054,2.4447445674343977,2.3011968625043795,1.8347054259471736
7,dis_TRINITY_DN10156_c0_g1,3.6423858938887848,3.5002314209206227,3.1092516784589823,3.906985410773887
1,dis_TRINITY_DN10160_c0_g1,7.50738363213177,7.8875660377584165,8.53569194617519,7.298522658730327
7,dis_TRINITY_DN10168_c0_g2,0,2.1596080662935115,1.6976477844358646,0.7199583321276308
2,dis_TRINITY_DN10168_c0_g3,6.185051010298944,5.19049400346441,3.9523630906079465,4.012237530356347
1,dis_TRINITY_DN10172_c0_g1,8.30533202226136,12.92416314505508,9.510374966319677,8.617561778136551
8,dis_TRINITY_DN10173_c0_g1,1.4845309023391866,1.7458762842767526,1.1320666941483615,1.9425465245393738
1,dis_TRINITY_DN10189_c0_g1,1.293260994540545,1.4517840748541084,0.9550340308072797,1.448750841242206
1,dis_TRINITY_DN1019_c0_g2,5.641124178743099,4.59558005043977,5.076053191210668,3.845137578813013
1,dis_TRINITY_DN10198_c0_g3,1.0628391223510734,3.427575382103215,0.3301893396219811,2.1082848479273384
1,dis_TRINITY_DN102_c0_g1,32.34029727754524,31.86634542899452,39.023205570532006,36.21083133538914
1,dis_TRINITY_DN1020_c0_g1,12.145652679045288,18.129518498846018,7.839664469860939,10.860862212550161
8,dis_TRINITY_DN10208_c0_g1,4.614745171729421,5.246207868546575,3.5670762537405896,2.323688232099995
1,dis_TRINITY_DN10211_c0_g1,1.074020949516349,3.5921286168510167,1.204380338597405,1.369524004900973
1,dis_TRINITY_DN10212_c0_g2,2.2898812196269045,2.264072657844708,2.233314577035667,2.5172592238384985
8,dis_TRINITY_DN10214_c1_g1,5.967123678959571,5.233763750877565,6.399268864487568,5.510512771058607
3,dis_TRINITY_DN10219_c0_g1,5.296287473315624,5.280368263672526,6.370140029858057,4.567212388317408
8,dis_TRINITY_DN10229_c0_g1,3.9840032630508726,2.5855428830324976,4.316142722385347,2.7264977535292414
8,dis_TRINITY_DN1023_c0_g1,0,1.8156640658447807,0,0
1,dis_TRINITY_DN10236_c0_g1,3.307654607119673,8.171045832694858,9.859487613461463,6.327326449615192
7,dis_TRINITY_DN10242_c0_g1,11.234229791133881,10.405215999680161,8.848562708146448,7.960655060985873
7,dis_TRINITY_DN10243_c0_g1,4.885085772020794,3.995913287347462,3.563365263343066,4.31645549033
1,dis_TRINITY_DN10249_c1_g1,14.94409010277976,8.2575853613511,7.059351882432267,3.142169791720365
8,dis_TRINITY_DN10250_c0_g1,1.874647966952729,2.1853134786570094,2.3145949969703126,1.738479508075951
8,dis_TRINITY_DN10251_c0_g2,2.6933807751597247,1.1776901120413639,3.2998218133711403,2.8118968686635717
1,dis_TRINITY_DN10255_c0_g1,3.464486109078805,4.0391693452986095,3.2408071525470317,3.8802780828182923
8,dis_TRINITY_DN10262_c0_g1,2.199268287408337,3.5151907487361194,1.6518311051678378,1.646944139914891
8,dis_TRINITY_DN10269_c0_g1,1.281618117849463,3.3698614214830855,1.2866347578081356,0.8176276658724312
8,dis_TRINITY_DN1027_c2_g2,4.095238698781794,4.527794937936125,4.021697402838757,3.873448205410781
1,dis_TRINITY_DN1027_c2_g4,7.624763209438048,7.850989619149932,6.49038180695096,5.742686305205953
1,dis_TRINITY_DN10276_c0_g1,2.3775188747936364,2.3797426331433407,2.321502530689984,2.3874972251292776
4,dis_TRINITY_DN1028_c0_g2,4.212329996569594,3.5995781697304476,2.857945065952108,3.3290528683095437
8,dis_TRINITY_DN10280_c0_g4,12.318576216430209,14.248255261610103,9.863275318067522,11.227861728753165
1,dis_TRINITY_DN10280_c0_g5,4.153226215847146,3.7727240821454195,3.7556730422122744,2.8268040257506355
8,dis_TRINITY_DN1029_c0_g1,4.4943391060310525,4.171266234610301,4.045695119506659,4.827455955262565
1,dis_TRINITY_DN10291_c0_g1,2.7023630400077634,3.3707721667297537,3.7287855931925074,3.5964531138331277
1,dis_TRINITY_DN10292_c0_g2,5.626360368835256,6.07035394355222,5.708058338874963,6.345076201276073
1,dis_TRINITY_DN1030_c0_g2,4.255682436460691,4.702512732571811,5.975333547175421,6.3051015852244605
8,dis_TRINITY_DN10301_c0_g1,4.402110289395304,5.101833591954955,4.21082913450546,3.8292068369311156
8,dis_TRINITY_DN10304_c0_g1,8.387037558041575,6.825382480125198,7.310408538515477,6.030094775374596
7,dis_TRINITY_DN10305_c0_g2,2.5400832663517154,2.7489448884981305,2.2045729745236375,2.319791369929632
7,dis_TRINITY_DN10305_c0_g5,12.116390138981163,9.134694685647682,11.401794595588889,15.163255191415859
1,dis_TRINITY_DN10309_c0_g1,0.7771608585099998,1.7549210808466573,0.7350319720937314,0.7495338551393126
8,dis_TRINITY_DN1031_c0_g1,2.0828259648852083,2.1304799928654576,2.351412979465751,1.7831017918223289
7,dis_TRINITY_DN10310_c3_g2,3.250488271014064,2.8216874383956845,2.505274236485898,3.2043370609222745
8,dis_TRINITY_DN10335_c0_g4,5.587893431338862,6.962312187772105,5.619684599690626,4.625713674666862
8,dis_TRINITY_DN10336_c0_g1,6.832585894081391,7.2480014486753515,5.3598995326405134,4.807536999337603
8,dis_TRINITY_DN10343_c0_g1,3.746712692481237,3.756186763194823,3.072541293457258,2.908047454908534
8,dis_TRINITY_DN10347_c0_g1,2.8484232480444334,2.7035103106886793,2.099160070123286,2.6154710856746246
