PS,GeneID,holdfast,reptip,stipe,vegtip
7,dis_TRINITY_DN100_c0_g1,8.305374014139076,8.32584488843943,8.399102688111858,7.8747793930874765
1,dis_TRINITY_DN10021_c0_g3,7.733711865021533,8.089058396154725,7.532377613284094,7.892093409005546
7,dis_TRINITY_DN10021_c0_g5,7.584995006077604,7.5160821806371025,7.453046412311013,7.4245196575233
1,dis_TRINITY_DN10032_c0_g1,11.494364948765982,11.743011632363306,11.954983997688801,11.59523309158327
2,dis_TRINITY_DN1004_c0_g2,7.604979647834584,7.464774554037303,7.637775707343337,7.48779783739001
1,dis_TRINITY_DN10045_c0_g1,7.076114447895545,7.516913509245637,7.060766692252794,7.043098992644546
1,dis_TRINITY_DN10051_c0_g1,8.122270139770384,8.552029417269312,8.318928591485967,9.050846508348016
3,dis_TRINITY_DN10059_c0_g1,7.519496811791095,7.433543981066905,7.337631169104305,7.223122018310043
7,dis_TRINITY_DN10059_c0_g2,7.06485783091882,7.244092159462083,7.087139079008621,7.287019488736074
1,dis_TRINITY_DN10067_c0_g2,7.685214127368178,8.018932075305122,8.065430982981763,8.8488921954265
1,dis_TRINITY_DN10087_c0_g1,7.03342300153745,7.296756194180722,7.03342300153745,7.03342300153745
2,dis_TRINITY_DN101_c0_g1,7.269948542681146,7.181571469724219,7.217861166102004,7.1011265230606595
1,dis_TRINITY_DN10172_c0_g1,7.64370138029116,8.21933307997774,7.790819154011587,7.681325364481874
1,dis_TRINITY_DN102_c0_g1,10.200769685835143,10.162975301877898,10.6915782827481,10.494079845903608
1,dis_TRINITY_DN1020_c0_g1,8.121620951852416,8.84448433334817,7.588417364812148,7.9597604661280466
3,dis_TRINITY_DN10219_c0_g1,7.313342557373248,7.311814502655212,7.422726521180522,7.246592678452762
1,dis_TRINITY_DN10236_c0_g1,7.149143286240849,7.627650535603465,7.834215014473507,7.418148279234212
7,dis_TRINITY_DN10242_c0_g1,8.00679125128255,7.902486787121687,7.709408249730603,7.602676813418097
