PS,GeneID,meiospore,immGA,matGA,oldGA,gamete,earlyPSP,immPSP,matPSP,mitospore
2,Ec-00_000130.1,7.912889336229962,8.564235789917367,9.182233666468784,8.60597093222393,7.936571809057135,8.055815109244175,8.875755475374937,8.441542734402008,7.912889336229962
2,Ec-00_000200.1,8.343585105655256,8.988436635499912,9.10211404489089,8.653136937764472,8.661557947085713,8.358180047226952,8.793515724059244,8.459756483539056,8.513313236277934
2,Ec-00_000230.1,7.912889336229962,8.217984608539266,8.092374754924444,8.118363209540703,7.997296574462598,8.159527591392065,7.989773374333957,8.324683574613095,8.789116608339658
1,Ec-00_000320.1,8.820612366524117,8.653247434153421,9.937301077394755,9.119774787357587,8.769118934692571,8.233700695471354,8.40654664022881,8.657427854422265,9.41458215922703
2,Ec-00_000360.1,7.912889336229962,8.00728300363284,8.079317901559918,8.065019541671175,8.917156518468355,8.142425237330867,7.978769298130796,8.085611344259704,9.272701857281296
11,Ec-00_000540.2,8.169699312222264,8.187635857799373,8.016416957897524,8.167572227469895,7.926666718288152,8.481013818658832,8.031512186626895,8.065063015584235,7.913673033532752
7,Ec-00_000590.1,7.912889336229962,8.07382047424057,8.428556102093847,8.444771753008284,9.277708031468867,8.176718865921934,8.041621460394728,8.261452707891173,9.923457547948942
1,Ec-00_000670.1,8.027035247037759,9.03900378490405,9.525327089321996,8.39675503197254,8.025728615401151,8.31430840933206,8.618815911817784,8.631521696758076,7.912889336229962
7,Ec-00_000690.1,7.912889336229962,8.002778584988103,8.01185019741611,8.091059813576036,9.387333449501632,7.9855588393727075,7.966987244570101,7.999961908966756,7.912889336229962
11,Ec-00_000740.2,9.142613025133407,8.9091850686908,8.393588988654713,7.964608066561086,7.96195242870371,7.927719867997397,7.956765212780458,7.965733448963998,7.922714083351255
7,Ec-00_000750.1,7.912889336229962,7.912889336229962,7.912889336229962,7.912889336229962,7.912889336229962,7.915568953934107,7.912889336229962,7.912889336229962,7.912889336229962
1,Ec-00_000950.1,8.032843742320816,8.307342238701139,8.389382303118838,8.314785513271719,9.000798913460736,8.258514298507011,8.302933751741095,8.33603971162827,8.58122112605741
1,Ec-00_000980.1,9.496062528259648,8.293878682018935,8.400129321597127,8.420534323609298,7.9304552512810345,8.250464424887765,8.136010848380172,8.240371482588486,7.914361235545582
9,Ec-00_001030.1,7.912889336229962,7.912889336229962,7.987405852581759,7.935592648785656,8.335386500057753,7.934259660844254,7.912889336229962,7.9346890850978165,7.912889336229962
1,Ec-00_001170.2,7.912889336229962,8.339559310624557,8.178209430221154,8.35554473935739,7.936626320844297,8.141321562889921,8.648851609229817,8.249997983879855,7.912889336229962
1,Ec-00_001240.1,9.04200721252438,10.564725116228374,10.135414879594197,11.459216832696454,8.187723894158067,12.016721860910964,10.5534398881647,11.268532495557626,8.711556288714371
7,Ec-00_001290.1,8.780335311861394,8.013722245311492,8.115304279593254,8.078273238102133,9.488788209769835,8.06220374320729,7.962182802352504,8.137402178036243,9.641254108130722
11,Ec-00_001330.1,7.912889336229962,7.913902877463928,7.9253445759009855,7.914933515158461,8.641651958665495,7.916857952801496,7.912889336229962,7.936392807235116,8.591777895072157
7,Ec-00_001340.1,7.963549094772788,8.045887022393197,8.434057562255243,8.25099237444046,7.9205583972721465,8.814723162265091,8.19230678758276,8.577817819834285,7.912889336229962
4,Ec-00_001390.1,7.912889336229962,8.665665862185977,9.1119513162795709,8.722607138009165,7.993840442117752,8.333511063867716,8.528179396256846,8.286671218354343,7.912889336229962
1,Ec-00_001420.2,8.434944610156405,7.961587318335998,7.95767740248418,7.969677707683661,7.921618483121269,7.956885650106634,7.951409142776979,7.979820955397016,9.10936003176726
1,Ec-00_001440.1,10.230427505370054,8.423743288265738,8.254378010901977,8.414810120231023,9.331660624166616,8.765549634023818,8.60626460461849,8.743613187987462,11.500159294975903
1,Ec-00_001460.1,8.140552485998075,7.998063810593771,8.12944675869213,8.25276490402657,9.272004996576815,8.156780342709197,8.02422110119757,8.329986801748225,8.494281527616927
1,Ec-00_001620.1,8.51425878490798,7.915579225228613,7.920696417117473,7.925183293885571,7.913712574872517,7.929641324544166,7.918288268358012,7.974292136225772,7.912889336229962
10,Ec-00_001650.1,7.912889336229962,7.913439347156025,7.913482760456987,7.912889336229962,7.922650415836417,7.913146777454167,7.912889336229962,7.962279307899293,7.912889336229962
1,Ec-00_001750.1,8.050494786511715,8.853818345548703,8.29308343692398,8.244516912047846,7.9649437103669625,8.248453526657705,8.485205970044628,8.524934427226041,7.912889336229962
8,Ec-00_001790.2,7.913751863854825,8.018172287366973,8.369556256691926,8.596297309337631,7.980968669034641,8.428548351518948,7.937190238259069,8.16553820137043,7.912889336229962
1,Ec-00_001885.1,7.915921434426054,7.912889336229962,7.912889336229962,7.912889336229962,7.915171173324437,7.913702966348854,7.912889336229962,7.914353521090015,10.696322222619962
2,Ec-00_001890.1,7.913893730830962,7.9176992223440665,7.956542173071649,7.930635842761795,9.529288546139847,7.974314716286359,7.9287211170321275,7.951864759940753,8.8382659142371
11,Ec-00_001970.1,7.912889336229962,8.566141278614154,8.52200218318403,8.845526547530977,7.976003071592147,8.911256997407195,8.300854453093715,8.902961344618491,7.912889336229962
1,Ec-00_002010.1,8.831026915650117,8.275645164777217,8.17502803034572,8.206559582321791,8.008924106923777,8.073625362062883,8.419840229091442,8.347508818463885,7.912889336229962
1,Ec-00_002040.1,7.977396943076696,8.688668350327124,8.871597216333065,8.514887029116437,7.963302302405017,8.345465051342135,8.369330631323708,8.585316413519223,7.9144248573003555
1,Ec-00_002090.1,7.912889336229962,8.165888746120423,7.977962660478767,8.015151864079302,7.922172498708518,8.158655550798711,8.290321403205093,8.24677723654494,7.912889336229962
9,Ec-00_002280.1,7.912889336229962,8.84864069704818,8.13678007879333,7.923468194068959,7.945178408749607,7.919470352971418,7.945375691570328,8.286509108813917,7.912889336229962
7,Ec-00_002330.1,7.912889336229962,7.974044460936718,7.989114869506442,7.982595221825014,7.927275235994611,7.942617425643519,7.922263980316313,7.967826929061927,7.912889336229962
8,Ec-00_002400.1,7.912889336229962,7.912889336229962,7.912889336229962,7.912889336229962,7.912889336229962,7.912889336229962,7.912889336229962,7.912889336229962,7.912889336229962
1,Ec-00_002540.1,7.912889336229962,7.993840934506323,10.672652998435655,8.85552243641825,8.185301445151383,8.060373137140811,7.94934326712067,7.995821138596457,8.176406555041327
10,Ec-00_002580.1,7.912889336229962,7.912889336229962,7.912889336229962,7.912889336229962,7.912889336229962,7.912889336229962,7.912889336229962,7.912889336229962,7.912889336229962
1,Ec-00_002760.1,7.912889336229962,9.072114007822218,9.169097503798593,8.836209992901537,8.006418396832014,8.572343485271524,9.21756666846368,9.037030063579714,8.537300478425523
2,Ec-00_002770.1,7.912889336229962,8.125303309988784,8.144942864093581,8.08493561036179,7.993380732563115,8.03233983036427,8.098280141996801,8.005331556919975,7.912889336229962
