PS,GeneID,meiospore,immGA,matGA,oldGA,gamete,earlyPSP,immPSP,matPSP,mitospore
2,Ec-00_000130.1,15.491933384829668,18.212397206298792,19.239753220870586,19.123555893190993,15.513375035755438,18.350376658259634,17.659146496929008,19.290982064166666,15.491933384829668
2,Ec-00_000200.1,19.475260794145992,23.3587185222135,22.473191006174446,22.06289514093742,23.26507631622987,18.250464363955235,21.94626498974256,19.577518790694597,15.491933384829668
2,Ec-00_000230.1,16.996383850690123,17.073713450799154,16.658136030180568,18.752878552371634,15.719377373165898,15.947484550862558,19.10903744305296,17.855360567627862,23.477275704391257
1,Ec-00_000320.1,20.456441772703286,18.099939751280942,18.510382843150488,24.158843556759912,16.17877235762961,17.369887003086692,23.52315308371733,31.942224312029367,16.364858966700567
2,Ec-00_000360.1,17.71482684081332,15.931599543046518,15.996637302883379,16.362877039200654,22.427638373221555,15.914115149765632,16.56557855916901,16.52838298201007,18.10242108117033
11,Ec-00_000540.2,21.583392064270157,17.514738279517623,16.353504609104434,17.6851028269558,15.830010296901262,16.859842229392303,15.951200048899143,16.708673226800503,15.493527164593607
7,Ec-00_000590.1,17.117395274982698,16.18630544627155,16.320723666553516,17.02018830683139,21.556630163362733,16.577361732193697,16.71264605022197,19.777835776444295,28.679608042998076
1,Ec-00_000670.1,18.040220009744893,19.277895580171606,20.285347026856602,19.50430439672228,16.4236516341525,20.470276939992775,18.123799601628793,21.23490748743681,15.491933384829668
7,Ec-00_000690.1,15.491933384829668,15.872461655332483,15.729846502747572,16.035059027019514,27.096878215026912,15.902055275969833,15.78707490322384,16.116842960083716,15.491933384829668
11,Ec-00_000740.2,22.382838850333528,18.291056011067266,21.076478216248557,17.97762320219222,15.55945481050027,16.041874500818164,16.564535580570922,15.964050958325084,20.640872195718863
7,Ec-00_000750.1,15.491933384829668,15.491933384829668,15.512994778571931,15.491933384829668,15.491933384829668,15.50440403562807,38.19213001391779,15.76729827839887,15.491933384829668
1,Ec-00_000950.1,18.243479218613974,17.256874021676115,17.31058970688174,17.94755969484431,22.4701545833579,18.75210056233701,17.38945519560633,19.138108004711437,17.114690473391565
1,Ec-00_000980.1,21.54119643845253,17.130265263562034,17.317361144239037,17.549938205019412,15.517691323131801,17.677348471985272,16.631742151680925,17.434625920850724,15.49304019552005
9,Ec-00_001030.1,32.63421381004911,15.638022669122845,15.846893544161896,15.54823758501265,18.90523930025748,15.59973272206931,17.87049769872121,15.807914315304217,15.491933384829668
1,Ec-00_001170.2,15.491933384829668,17.079990163931594,17.51191617156729,16.84795794747838,15.50789634347612,18.13329353702741,16.812809491575166,18.234148705108225,15.491933384829668
1,Ec-00_001240.1,21.00732346111708,53.325318395673925,53.73977322244671,44.75869079854772,15.910188810947531,60.42522230410079,62.3214673848426,49.60822357230704,38.43101455205157
7,Ec-00_001290.1,20.1255556941914,15.911420081186971,16.077262982236746,16.61771326025335,26.33067646301553,16.050850429182873,16.70636259034264,16.327810722812778,27.334020624489185
11,Ec-00_001330.1,15.498005226479954,15.493375003529735,15.493471496085053,15.497212620339182,15.655908149960513,15.496407761155487,15.491933384829668,15.494052600917554,15.504720877848785
7,Ec-00_001340.1,15.559766675628525,17.550723660293897,17.088236948263564,19.617089361064757,15.54749076217767,17.278432104794692,17.598281535422714,17.92250950620476,17.104389012765115
4,Ec-00_001390.1,15.491933384829668,21.58588710245655,23.374890545198284,22.226785327617666,15.491933384829668,16.653014652008206,22.28464276132781,18.150375615948008,15.491933384829668
1,Ec-00_001420.2,20.623518637710685,15.636786082824054,15.65544854036447,15.820128855353865,15.521401998530932,15.90141691799822,15.603767878304266,15.842111791046042,23.694960128685594
1,Ec-00_001440.1,42.76098780430593,17.635501523914765,18.411788451967396,20.47441689035368,22.677636098147442,19.341925886529502,20.354708054894818,19.09835987722506,51.944023751534694
1,Ec-00_001460.1,22.520672059243704,15.978263047027358,16.057577930684314,16.498865839808506,28.172462015237503,16.562182902624883,16.453573168160162,17.324703518386684,17.942032688633695
1,Ec-00_001620.1,17.164915700346448,15.50484121169901,15.505274554163819,15.53373338898283,15.503256270861293,15.501393050303575,15.496812672288454,15.515284302905958,15.491933384829668
10,Ec-00_001650.1,15.491933384829668,15.641207689945173,15.755857291813733,15.667488886225515,36.6243993670886,15.534131517403862,15.49566329654849,15.629880709717526,35.414877241069185
1,Ec-00_001750.1,15.491933384829668,20.29254052601596,19.263220654916456,17.836168590815685,15.609591858853966,20.52718337960666,17.718568875617464,20.34417243340215,15.499872547863095
8,Ec-00_001790.2,15.491933384829668,15.687266683523934,15.652995112757175,18.55355090002989,15.713706087362077,15.6718369535929,16.16478026451334,16.658330318492307,15.491933384829668
1,Ec-00_001885.1,15.491933384829668,15.493795403321938,15.494416639551163,15.491933384829668,15.501978615647745,15.49342170083807,15.492401589166219,15.496094604770585,37.45770326648445
2,Ec-00_001890.1,15.508479873927039,15.53602297887075,15.616372690224834,15.791231205957311,28.076249179689228,16.024882090049836,15.530047102311055,15.658761796515074,21.16445029997236
11,Ec-00_001970.1,15.491933384829668,28.99966148078284,27.158268464686774,20.40459609989867,15.559197729960244,19.434207135872562,30.145473972057562,20.749051448198784,15.491933384829668
1,Ec-00_002010.1,18.88766576366704,16.97409384915731,17.1772237570569,17.472884306833834,16.422970041986925,18.43546927799778,17.558198597806097,18.567982631400753,16.48866813905841
1,Ec-00_002040.1,17.66958477157853,18.85488485777625,19.231915167242185,19.549722171938914,15.59430925049263,19.627689611872306,18.437441688043382,20.375793162475908,15.497695715815302
1,Ec-00_002090.1,15.491933384829668,16.530429486253524,16.566459488979532,17.147562888060797,15.51098497839515,17.04225076097638,18.053327837271443,16.29597214037874,15.491933384829668
9,Ec-00_002280.1,15.491933384829668,16.692325032780783,16.694472288754742,16.15946889597551,15.535969490186314,15.747690735469757,15.491933384829668,20.961187514069902,15.491933384829668
7,Ec-00_002330.1,15.491933384829668,17.823945943589482,18.98872188958488,15.70277255773642,15.491933384829668,15.719691743160869,18.10179151354915,15.894680619628694,15.491933384829668
8,Ec-00_002400.1,15.491933384829668,44.39927586121197,46.06377943677657,15.491933384829668,15.491933384829668,15.491933384829668,36.20653605359121,15.491933384829668,15.491933384829668
1,Ec-00_002540.1,15.6613600622679,16.366743414619783,16.216074617489895,16.26254844727603,16.24100803521752,16.138820557897038,16.799279478596695,16.042265737731686,16.745146714794707
10,Ec-00_002580.1,15.491933384829668,18.549838840270283,17.05689417801494,15.491933384829668,15.491933384829668,15.491933384829668,16.608436771713343,15.491933384829668,15.491933384829668
1,Ec-00_002760.1,15.755426652426776,22.04679169403113,23.556749775807358,24.056924408577252,15.599097666211337,24.90807204502187,21.34324106128214,23.873159531155487,15.491933384829668
2,Ec-00_002770.1,15.491933384829668,17.637871697004716,17.003902904921564,17.09558144667797,15.70211027218953,16.003413198439887,18.5731503520539,16.27600500737205,15.491933384829668
7,Ec-00_002800.1,15.491933384829668,19.49737997783292,18.347011064475872,16.82375222713411,15.491933384829668,16.030538574857676,19.68968653889645,16.08000634328233,15.491933384829668
11,Ec-00_002810.1,15.491933384829668,17.865509732442565,17.291815202574888,16.67958467708354,15.491933384829668,15.638726306832025,21.394088622794847,16.12113212525721,15.491933384829668
1,Ec-00_002940.1,15.491933384829668,30.4549212279395,29.692861448503074,20.86769771680623,15.561813743905304,18.317851129431094,31.15978696974676,19.716475369598896,15.491933384829668
11,Ec-00_002960.2,15.582874991477022,15.778750299057274,15.88144725772812,16.50755584573319,31.081154692192502,16.08207124409042,15.995882720250233,16.092588760047278,17.594670826702046
8,Ec-00_002970.1,33.32272746940142,15.619869333640407,15.809954901896463,15.77229869105959,15.491933384829668,17.00784657150928,16.53222277856187,15.864722153255633,16.666248543088514
7,Ec-00_003120.1,15.491933384829668,16.851207226783487,18.345771365630828,15.881871615146624,15.491933384829668,16.09207991528752,18.92980195353348,16.133415447449433,15.491933384829668
8,Ec-00_003140.1,51.48138548057929,15.706687843081367,15.987536708323768,16.899261403978578,17.003628995011624,18.21149355489549,16.515333178594975,16.087571289663334,24.344492662612627
1,Ec-00_003265.1,19.532053757861718,15.70572016814256,15.724237278799885,15.805734307522696,15.567216032418898,15.811648158873256,15.615819575033518,15.674056558530086,15.491933384829668
1,Ec-00_003370.1,15.499833128133993,19.242563082915954,19.544993553337388,19.386992340226474,16.316667827715314,20.99766915636114,19.204620954343255,20.60302492353975,16.09778877672334
1,Ec-00_003410.1,23.914514818411014,19.9778657518765,20.443464897125438,19.589658572828675,16.361037681027447,21.679025104925728,18.484781902960066,21.6022417586694,15.493492908314769
7,Ec-00_003420.1,30.16655757623001,17.138274037953764,17.579280474467662,18.031516658340195,16.512783139131937,17.516507614247768,16.804281924557205,17.484132492062624,15.917778723804398
11,Ec-00_003510.1,26.672392956013525,15.491933384829668,15.491933384829668,15.491933384829668,15.491933384829668,15.493709400914941,15.491933384829668,17.27158139835493,15.533632801118996
7,Ec-00_003570.1,15.491933384829668,18.15920480087165,18.89774917814288,16.570755866887907,15.491933384829668,16.296951540088717,19.13402046094861,16.899956420062153,15.491933384829668
2,Ec-00_004000.1,15.491933384829668,15.493750643404585,15.499385149095431,15.591051279500046,15.491933384829668,15.51986863668633,15.5675647099988,19.95739371761754,15.491933384829668
7,Ec-00_004280.1,15.505149176966986,16.97541436902204,17.195326138227212,16.719054219662066,15.506489318991582,19.944083521184922,16.80316955220056,17.695251990293894,17.83780642343671
1,Ec-00_004630.1,15.491933384829668,18.416393973848407,19.464438984979765,20.082206029219,15.561424002963225,21.71386714751658,19.09042011062093,20.721651575103756,16.30606523659218
11,Ec-00_004680.1,15.491933384829668,15.491933384829668,15.59143877260851,15.55671099558001,15.491933384829668,16.856707878467848,16.673121873242575,18.146666828924808,17.342404591059452
8,Ec-00_004760.1,17.19708350273383,15.816412235396497,15.79330339099455,15.807770083095212,15.494523322774405,15.55053708075705,15.637363876306006,16.658875052055585,15.500596536907862
11,Ec-00_005140.1,15.491933384829668,18.550561527889123,18.08066909713244,16.90865420428249,18.049881079940665,16.061701575486953,17.494133045109724,15.885927546101927,19.79027314111657
1,Ec-00_005460.1,15.491933384829668,15.796659900118126,15.92981223994809,16.33899981639023,27.562595523643996,16.03311663401723,16.937132165747542,17.39417804899099,23.448777068324908
1,Ec-00_005560.1,23.715466219326157,17.028452660180257,17.30377031169797,20.490367273428753,18.7094297080376,17.544174588734574,19.733663192625944,18.60061708653775,18.62086029161918
10,Ec-00_005650.1,15.491933384829668,16.37317513495779,17.24020371109344,20.780428677002792,15.665337596106891,16.681696796189527,38.840243253615185,24.193350429405186,24.79385213112315
1,Ec-00_005780.1,21.760761153967017,18.107953694440464,18.00190573244955,17.77311132019377,16.207294808202878,20.59462652004158,17.120371111631897,18.965249563346116,17.989692409821796
2,Ec-00_005790.1,21.299387972427752,16.121796022776124,16.15103145313017,17.06686043184276,24.195013887162787,16.482821542442302,16.435664087587092,17.033636634612115,16.607727990306202
11,Ec-00_005830.2,15.624942943895828,16.152022164422632,16.449555525910114,20.28959275096472,15.503561461806123,15.50262371342348,15.95788942811674,23.49069034745467,15.495054549758772
1,Ec-00_005930.1,15.834547483272138,17.947701691302985,16.94303824584009,17.577043067592456,15.573502239380838,18.694831036947086,16.94113290190476,18.589539370301782,15.494259001320456
1,Ec-00_005940.1,15.491933384829668,25.741613546939906,21.513149397519648,16.630987072329773,15.491933384829668,15.754346495491331,19.33068614922916,15.718871365336636,15.491933384829668
1,Ec-00_006280.1,18.965833833501758,43.59094074460885,45.33073568783106,20.041936857499575,20.70827564042936,28.416331246309753,24.870968276285506,32.649167876073044,26.917281326315255
11,Ec-00_006310.1,21.807574303438702,67.15072013761282,58.329661305377044,27.175227266758966,25.453741100278364,64.73766490614254,34.06202400034385,46.46810465254635,43.3581363298747
2,Ec-00_006340.1,15.491933384829668,21.481527040692427,26.691694869378377,19.322121881408368,15.8245100398085,16.722335363220054,17.64308615293821,15.592145490598785,15.497630915723862
1,Ec-00_006350.1,19.114840674198675,47.62307692705292,51.9520862718717,24.617341590837952,17.219136418531562,32.15920987057984,29.092645238960312,48.63401835135567,17.83675201655279
1,Ec-00_006370.1,15.493544268500994,16.3784908034898,16.149161154685405,16.101808345648635,16.792671199067765,22.688302580845487,17.47250259693785,17.102331069184693,15.492737233942877
1,Ec-00_006380.1,15.491933384829668,15.732587422290079,15.602672815899204,15.674113691051243,15.88964858012914,17.417515020805926,15.74237015191804,16.13908814028847,15.491933384829668
7,Ec-00_006400.1,38.04025147130339,15.516249321276067,15.52554437048827,15.501323749925358,15.491933384829668,15.589746838868168,15.491933384829668,15.54474933860305,15.498521735959207
11,Ec-00_006490.1,21.98855090723352,15.844050271316359,16.504164928889917,15.573382901604905,21.16177579977635,15.491933384829668,15.491933384829668,15.567668964877177,15.491933384829668
1,Ec-00_006540.1,22.56099672000331,17.52204688385464,18.03051017026418,19.1731641624433,17.35292900348526,17.94088425914397,18.292116881323494,18.836386065272713,15.491933384829668
7,Ec-00_006570.1,16.10319772591767,46.1390953639102,39.265895329153004,32.8344209786011,16.86366273974904,23.337113960385075,18.595095589966725,45.201847174645415,17.38403068911235
7,Ec-00_006590.1,15.491933384829668,22.272484818717466,20.045417181989503,17.19166347390502,15.521812329750672,15.532650771841874,16.16341705828319,32.50043376633611,15.491933384829668
7,Ec-00_006750.1,15.491933384829668,17.255951089406807,17.32828534506516,15.491933384829668,15.491933384829668,15.491933384829668,19.566325408721998,15.491933384829668,15.491933384829668
11,Ec-00_006930.1,43.84326254967803,15.491933384829668,15.498580709213345,15.517654655262824,15.551717075615798,15.50559921447733,15.491933384829668,16.937571549664373,15.491933384829668
1,Ec-00_006960.1,15.491933384829668,16.85434599739782,17.917983759340782,15.61187765773227,15.50222367920164,29.60971012185023,18.66927925764677,16.20381828458959,15.570992229141982
1,Ec-00_007060.1,15.491933384829668,17.218981967584494,17.674821866146203,17.510263418920918,15.526806464949578,17.43301933114284,17.967961904456498,18.18475427384159,15.491933384829668
2,Ec-00_007110.1,15.491933384829668,37.050007017543194,27.236496654305597,16.645073475356003,15.897451179355764,15.53685482972664,15.500470702530293,15.49386504394562,15.491933384829668
1,Ec-00_007250.1,15.491933384829668,15.508282980394704,15.50903298081476,15.551110860642721,15.497769194306644,18.528509640551235,20.08005443219714,16.757899957930288,17.5806661563207
11,Ec-00_007280.2,22.61891233017185,15.67886137447487,15.727123290672074,16.044311577627756,15.497179001353762,15.732581622225895,15.8549098389111,15.82840658436597,15.493484792002088
1,Ec-00_007330.1,32.15054277924402,16.277058978820467,16.447508869126658,16.82691020359947,15.927552950783118,16.307521485498647,16.605193555029704,17.009255480472977,17.585916879708037
2,Ec-00_007340.1,20.553660039029545,25.250099227527798,24.55649028261164,27.674915356690796,15.60619550050556,22.200701937100998,22.08410344569143,24.399869200469087,24.693062548011333
2,Ec-00_007410.1,18.67159294222108,15.826790356860105,16.098074108414334,15.733537714067996,38.78881434125049,15.499334453453155,15.494570565201219,16.14882905971823,29.07526304266223
1,Ec-00_007630.1,15.491933384829668,24.072041064272053,18.86460474009461,15.544772111549271,15.549776461415771,17.02959907044203,15.49620927840096,15.601312028159683,15.491933384829668
8,Ec-00_007640.3,15.687827478653633,15.597981375806294,15.599238475002554,15.678367357604554,15.53686808851771,15.668699898204702,15.649136589601357,15.652759021974369,15.491933384829668
1,Ec-00_007720.1,15.710778911307994,22.356357015399446,19.574634709235315,19.605926578460913,16.443247854362593,18.039936640686964,19.849683624682786,21.141337989824578,18.316349841057306
1,Ec-00_007780.1,15.592922881871763,17.77749928983264,18.448821344465344,33.26946093642036,31.66168752609374,38.14111603637209,34.275457152312356,51.38674113037331,27.1208124601753
1,Ec-00_008060.1,16.988146161367933,19.920043549149185,21.343832177001392,26.67703173143519,15.60730172066908,18.09571407820095,27.15662506645478,31.645590387919768,15.491933384829668
1,Ec-00_008110.2,16.18952664533463,16.618800738922168,16.705619952578832,16.572312150089378,15.579950320845057,16.645963084183503,16.589492216460393,16.91244042118109,15.845406416371908
11,Ec-00_008170.1,15.491933384829668,17.271128364991096,22.49860491230512,23.210313181859483,15.491933384829668,15.491933384829668,15.491933384829668,15.491933384829668,15.491933384829668
1,Ec-00_008215.1,15.491933384829668,15.503330319644228,15.565583541904235,15.595532693691485,47.11807266856317,15.626402737034521,15.788003135292316,15.703230623027862,16.066041951893443
1,Ec-00_008240.1,15.491933384829668,15.51097972405354,15.56819623463168,15.604769815668542,58.72907026337127,15.726803902891394,15.843257619568016,15.690920750548708,18.490323929017578
9,Ec-00_008250.1,15.765750759161456,18.26118035615442,19.114078110126055,15.777389074241656,15.549689964754924,17.042176372165617,18.168425716060266,16.00376864991493,15.491933384829668
7,Ec-00_008660.1,17.603643287683376,16.25888461734076,16.372606481559373,15.946487199380307,35.05389422018615,15.812807483176414,15.648679273344444,15.75864337435174,46.44205243634264
7,Ec-00_008670.1,16.23150482857335,18.863496971664613,18.958156582326247,15.860624451767338,49.397749665344065,23.315030345251536,15.513370459058857,15.554771711600269,61.1193803633512
7,Ec-00_008800.1,15.491933384829668,20.031141605010934,17.191543037202916,15.52368306813818,15.518728588386356,16.58877243800758,15.4926344112291,15.502831741330356,15.49526795508874
1,Ec-00_008820.1,15.491933384829668,15.494858082602757,15.510799366892734,16.449402542341772,15.523366935043441,15.541342573921984,15.654925934031116,16.61939514543174,15.491933384829668
