PS,GeneID,gamete,S1,S2,S3,S4,S5,matSP
1,ser_TRINITY_DN2758_c0_g2,0.45020384272016156,6.70715945836984,7.5779990102928885,13.560181488460985,4.73512777018741,3.6234961018331453,0.5462915888058317
7,ser_TRINITY_DN2760_c0_g1,1.4091178091273988,4.310482687588479,4.975603229760186,3.838828206627642,3.3183265360720604,4.029279215939248,3.148951730338209
8,ser_TRINITY_DN2761_c0_g1,0.27657819870698414,1.8953340075036906,2.1610212863366245,2.262368007199536,2.3894627011108587,2.759367681190747,1.9641616532251107
7,ser_TRINITY_DN2761_c0_g3,1.8588394228657836,3.422770807401512,3.3541087489823584,2.970676353963858,3.525068793654955,3.8526562265533113,2.1935678699324535
8,ser_TRINITY_DN27616_c0_g1,1.512701556818132,2.8460792329097235,3.2617645531215156,2.4525647799803374,2.3538510997936974,2.6614325090071325,1.6421645776230835
8,ser_TRINITY_DN27622_c0_g1,1.6008708567526615,3.7604326878698413,4.64217809869462,2.258430871202393,2.6847312714683382,3.1634011759497085,2.4259897979999834
8,ser_TRINITY_DN27627_c0_g2,0.6307174486249766,2.167669485876479,2.5109328943641644,1.3933208532136452,1.3850703953229238,2.096233765590088,1.6038089038286325
7,ser_TRINITY_DN2766_c0_g1,2.068734999945619,3.885755010290793,2.2263635147926766,3.8281289163245273,5.134642830811117,6.114584368540514,4.326259296436126
1,ser_TRINITY_DN2768_c0_g4,15.594907486099428,19.403046255678515,24.64562315097754,32.199955760839174,21.98578815962712,19.4948704791799,10.878418520171028
7,ser_TRINITY_DN27688_c0_g1,1.1695216971052738,1.9730268624628504,2.5881757088729507,1.1309929265914973,1.8672739488355745,1.983243303278748,0.913750512995752
8,ser_TRINITY_DN27693_c0_g1,1.6753305643961731,3.418759131614861,4.258964134622409,3.1894979228712472,3.1440873079480474,3.740899891737281,3.277785761760521
8,ser_TRINITY_DN277_c0_g4,1.1683026149076274,3.7803107015164774,3.7840561570885813,2.364244488203367,1.8532946338885246,2.479229920761687,1.5650530342451656
8,ser_TRINITY_DN27704_c0_g2,4.497162160740927,3.5871025912287484,3.3535129342228576,2.747574566777033,3.3675035263530164,4.030476894859962,3.950265180972032
1,ser_TRINITY_DN27706_c0_g1,1.6420266441200033,3.67086079823248,4.179688923831534,3.606086798733497,3.646692748230923,3.5082261899712224,2.8975115185275793
1,ser_TRINITY_DN2772_c0_g1,0,0,0,1.7788232065047949,1.4962195694482812,1.312891084591559,0.7290130314335952
7,ser_TRINITY_DN27724_c0_g1,0.8292219244568971,2.153672909241327,2.273677417753011,2.1223647188925847,1.7693433810315058,2.1393309701867076,1.4134544562878564
8,ser_TRINITY_DN27725_c0_g1,8.399968511845744,8.266898269605113,9.076625253914585,5.969651916150555,6.605445934984253,7.968298626432119,5.793375354661563
8,ser_TRINITY_DN27726_c0_g1,1.3814222743245455,4.35403330258279,4.277362212859697,2.2788878866675297,1.7161177115804147,1.8225687915686475,1.462725025423439
1,ser_TRINITY_DN2773_c0_g1,3.052310600184719,7.1873660683173775,12.796246461365145,6.058889254640656,5.044130152959973,6.04064715076125,3.4386801974013226
8,ser_TRINITY_DN27732_c0_g1,0.9487818505852649,0.6302332901394531,0.4768233425494184,0.3892762515232595,0.2976793576988502,0.4888251221040097,0
1,ser_TRINITY_DN27740_c0_g1,2.0668659850120905,8.086727706557209,7.402238884283592,4.342983651822788,5.401068690546344,5.055229569465664,2.2152248192903583
1,ser_TRINITY_DN27740_c0_g3,4.141712387406929,8.914851204591134,11.48032749968397,7.763481371137565,8.25677019178807,7.697572864221553,7.03065736613583
8,ser_TRINITY_DN27746_c0_g1,3.2758009707550917,4.912858536534509,5.8730578491957655,4.894874257833392,5.153310586409478,5.379601472228217,3.930853151670767
1,ser_TRINITY_DN27750_c0_g2,3.3918678482511666,7.537086506071162,10.89579643715869,10.699636722805126,8.692237168876606,8.1728132855217,5.884318822089775
7,ser_TRINITY_DN27762_c0_g1,0.6468288026982101,4.4895053179609885,6.86036945069287,3.425878427498559,1.8849209532497642,2.3722097293451943,1.167288524744418
8,ser_TRINITY_DN2779_c0_g1,4.3886074670674295,6.345280923647117,6.124035801658903,4.90451353347098,6.346736011525925,5.984349672270162,4.756105602275879
8,ser_TRINITY_DN27799_c0_g1,2.2023142373421645,0.9634791123838649,0.6655174678398758,0.4798531025220114,0.554172355860521,0.5946032290527861,0
8,ser_TRINITY_DN27800_c0_g1,3.4048756218105822,3.1707486497671176,3.6616150125320384,4.237239195513984,4.51854357066522,4.65634341517032,3.247810647189888
7,ser_TRINITY_DN27800_c0_g2,17.193481453737053,0,0,0.5217853964993654,0,0,0
2,ser_TRINITY_DN2781_c0_g1,8.519351119656942,17.932289340739516,23.42470978475507,13.699781421613995,14.294749035922248,16.900389551723357,15.281980385408168
2,ser_TRINITY_DN2781_c0_g2,4.3944656102875586,2.521025386623467,2.203420295812853,1.33068967080984,1.4504995691140345,1.9130838977943438,1.5387158607098324
1,ser_TRINITY_DN27810_c0_g1,3.957222510802242,4.489741752038752,8.445381489311185,6.688155425825569,6.034489456449485,6.730671066097347,3.427039246930213
7,ser_TRINITY_DN2782_c0_g1,1.2617319445904507,1.4622349332443128,1.487396887182436,2.5455796982219985,2.750148905059506,3.110138582121382,2.5246076922959735
1,ser_TRINITY_DN27832_c0_g1,2.440625534571004,0.27614851076911495,0,0,0,0,0.135199852070925
7,ser_TRINITY_DN27876_c0_g1,9.856800063915266,13.653087123431096,12.133695871415272,8.925201342266739,8.046496256135336,10.062380434072248,6.1578070771988305
8,ser_TRINITY_DN27876_c0_g2,3.5012778381613763,5.072099072376249,4.039462402350095,3.7015226596631825,3.5823168480747203,3.7327165710779595,2.9093211407474424
6,ser_TRINITY_DN27877_c0_g2,13.435520961243,6.567550989524177,6.080325608057516,6.831578807274347,9.981933880766793,9.096761786482045,8.525635753420387
1,ser_TRINITY_DN2788_c0_g2,1.7287809288628795,2.8874261895328166,3.1217199586125592,2.921566360704477,3.020692139229021,3.3852598127765616,2.1206252615679175
1,ser_TRINITY_DN27880_c0_g1,6.515015771277918,10.870318762575456,13.789223999195894,13.125151351508293,15.066855544538814,15.425520509856385,12.777688523359771
8,ser_TRINITY_DN27884_c0_g1,9.620132431520888,0.22323306206742763,0.11899789914111929,0,0,0,0
