PS,GeneID,gamete,S1,S2,S3,S4,S5,matSP
1,ser_TRINITY_DN100695_c0_g1,1.7327910132639583,1.9976354803166902,2.867953831483127,4.912961494135233,2.7138492245164056,3.1692210461359465,4.595484084604049
8,ser_TRINITY_DN10078_c0_g1,3.9311304789055033,6.942608409503046,7.3126166139012705,7.376378744156168,8.152878568519881,8.77908950285635,6.897294566450354
1,ser_TRINITY_DN10079_c0_g1,12.65748010758991,11.363978360838352,11.277105809549488,10.940915077619447,10.775292804785389,10.538767082088567,10.900673911974167
1,ser_TRINITY_DN10082_c0_g2,3.6934799195471255,4.190761710827552,4.439566852293991,5.062528359133953,5.24095957974085,5.367998524915271,4.443019266120489
1,ser_TRINITY_DN10088_c0_g1,4.004104045249175,3.399272372316981,3.5754549376095737,3.3553819404263754,2.893125703193557,3.2415124839108374,3.0567184007833568
1,ser_TRINITY_DN100907_c0_g1,5.05424972860608,6.885801308585937,7.279367718210765,7.058624667266325,6.803394738017564,6.614526083069973,6.527163693789312
7,ser_TRINITY_DN100907_c0_g2,0.22924680664323685,2.559221711593176,2.1083363795977306,1.0067348256088828,0.005997722022278329,-0.06255366949312613,-0.06041818082626216
8,ser_TRINITY_DN10096_c0_g1,3.108714704882062,3.879226156735045,3.8236331189528845,3.7212965253371064,3.467208258302446,3.4377916308186234,3.4052623103847455
1,ser_TRINITY_DN10098_c0_g1,6.828132319200922,5.877185824469624,4.972044439304987,5.093241953642315,5.15064590403234,5.541786935674876,5.588398823408929
1,ser_TRINITY_DN10101_c0_g1,3.5879485073304016,3.858069219947044,4.5803376058614305,4.149774836445352,3.5315153676291806,2.8585445183229385,2.399437831008436
1,ser_TRINITY_DN10103_c0_g1,2.425262540336227,5.957270516232609,6.103094800722171,4.293883854614018,3.268582339284755,3.752678583165523,2.363958943933423
7,ser_TRINITY_DN10104_c0_g1,3.426035302899632,-1.3246137552525121,-0.3783533047153289,-0.16346925176604976,-1.3883711588890322,-1.4506911774918287,-0.2825093815611265
4,ser_TRINITY_DN101045_c0_g1,2.718444299686203,3.492221081519678,2.8396188283473247,2.8860677664975585,3.3091157031232683,2.9204682649026927,3.6959473735779937
8,ser_TRINITY_DN10106_c0_g1,9.514140246432124,14.082210162917075,10.05474373390401,5.441743703520862,4.718569131775219,4.768784970864389,4.762358263123851
1,ser_TRINITY_DN10107_c0_g1,2.700542049381422,3.6341993087187014,3.5314558464577708,3.048230770571937,2.85861117314168,2.812579948001481,2.661415571821647
8,ser_TRINITY_DN101078_c0_g1,-0.7923463934061591,-0.2684964067451182,0.1286617788835503,-0.2879016094558001,-0.3660455995743136,-0.44742888318542373,-0.7937229096824711
1,ser_TRINITY_DN10111_c0_g1,5.213060771205244,6.412117534101912,7.182711972782531,6.570201030874525,6.499737047392403,6.546791508174135,6.351125666661916
6,ser_TRINITY_DN10113_c0_g1,4.28093289892794,4.8291758757301295,4.715075263702685,4.251181774706485,4.203412651014788,4.183443393177299,3.3077700162398496
6,ser_TRINITY_DN10116_c0_g1,5.790603041635347,7.178380935772385,6.2768928801290915,5.559670610750205,5.5080516360085,5.65836407457718,5.241835270656338
1,ser_TRINITY_DN101175_c0_g2,4.058121378532089,4.288833771793845,4.661103746321065,5.358941819850857,5.074037406001118,4.705568970329292,5.941626934729227
7,ser_TRINITY_DN101179_c0_g2,0.9011906659546179,4.652839232164858,4.5964081308858935,3.7175851963185185,3.1064911482723288,2.6483554087402634,1.7788698596707113
8,ser_TRINITY_DN10118_c0_g1,1.7420920321717426,2.857381314360516,2.970127622494695,2.7885830190310186,3.031793152266742,3.193739877449233,2.8835245118943815
8,ser_TRINITY_DN10121_c0_g2,3.754079790246604,4.256620385330724,4.39965965466026,4.616428646793244,4.309864005622896,3.951301589104209,3.740712864702194
1,ser_TRINITY_DN10123_c0_g1,1.7729099652275928,3.0323341465748106,2.687682327225989,2.416226316930557,2.350433967656428,1.945116907838579,2.223800369818538
