PS,GeneID,S1,S2,S3,S4,S5,gamete_female,gamete_male,holdfast_female,reptip_female,stipe_female,vegtip_female,holdfast_male,reptip_male,stipe_male,vegtip_male
8,ser_TRINITY_DN14215_c3_g2,1.587232,2.2147175,2.339711,2.144119,2.689296,3.007991,0,1.465102,2.155642,0.959711,2.119154,0.632149,1.534547,2.199915,0.804667
7,ser_TRINITY_DN14221_c0_g1,1.337737,19.745911,9.911079,7.057198,9.43559,0.128463,1.356122,6.70396,5.695923,5.037388,4.263212,12.714649,7.847736,10.442773,5.864513
6,ser_TRINITY_DN14223_c0_g1,32.357834,40.331985,27.753362,30.726719,33.983107,12.669816,3.442242,10.271116,16.332338,11.029772,12.847502,10.608245,21.659459,11.808129,12.244927
8,ser_TRINITY_DN14223_c0_g2,37.311471,25.6467745,10.210231,13.121642,16.60491,5.20154,9.426044,18.191645,6.022567,13.448098,6.723621,13.045541,9.66723,12.716439,6.141776
8,ser_TRINITY_DN14225_c0_g2,2.125837,1.0352725,0.685123,1.613024,1.784415,2.115269,23.05449,15.471192,31.249593,8.716171,23.98669,10.407168,14.04855,10.03833,0.402603
8,ser_TRINITY_DN14226_c0_g1,17.403078,22.0551635,62.588613,90.893624,97.535009,8.822417,0.200096,18.163326,45.303624,10.199785,46.277873,20.902936,16.072193,13.641149,20.022136
2,ser_TRINITY_DN14228_c0_g1,45.852358,29.234128,7.058359,7.132454,6.502284,7.074239,0.301252,6.379509,10.582273,7.915015,6.958354,7.847345,12.312411,8.239652,7.483221
7,ser_TRINITY_DN1423_c1_g2,124.532813,65.5477175,132.543481,260.107049,267.917888,246.506863,5129.468145,229.060897,300.589534,170.56094,273.913205,196.638342,357.13983,188.965713,194.490942
1,ser_TRINITY_DN142327_c0_g1,3.425221,9.004735,13.508385,10.213671,5.644563,5.013955,0.519301,3.999365,4.814458,5.499209,10.868151,2.684506,6.018444,4.155645,12.229131
1,ser_TRINITY_DN14233_c0_g1,90.103917,115.021714,334.127183,284.791009,223.704472,145.991926,16.881405,136.760323,289.846084,140.186686,245.354962,117.051308,152.56614,84.647187,164.807223
2,ser_TRINITY_DN14235_c0_g1,27.288955,46.4528915,29.37799,16.63038,19.055586,0.0628,2.385124,6.835001,2.032281,5.363421,3.167314,7.386167,26.00466,4.310976,8.559883
1,ser_TRINITY_DN1424_c0_g1,58.700052,110.4918335,51.796042,45.137844,41.55484,38.134221,0.142081,6.704024,14.838636,6.025178,22.146489,5.401108,10.936091,9.301821,30.914855
1,ser_TRINITY_DN14252_c0_g1,27.033283,39.296639,26.854284,24.262015,24.848739,55.836136,1.801252,14.492314,19.547553,7.010009,23.044178,16.027475,11.658926,14.828768,24.391714
8,ser_TRINITY_DN142563_c0_g1,7.8317310000000004,9.7029735,9.070695,9.746093,13.60769,9.425946,1.823744,11.797641,10.143645,12.806309,10.052374,18.641935,12.454268,28.189069,15.439626
7,ser_TRINITY_DN14260_c0_g1,0,0,0,0,0,0,24.175341,0,0,0,0,0,15.224259,0,0.137049
8,ser_TRINITY_DN14264_c0_g2,9.768811,11.17285,6.988795,5.601887,7.11713,3.564374,0.244316,3.308963,4.474614,4.754814,4.715852,4.459337,8.431288,8.5675,4.853507
8,ser_TRINITY_DN14269_c0_g1,51.398605,79.6266075,32.162468,18.776122,24.652376,15.397986,28.608475,16.970468,13.923823,16.843178,12.259394,19.063619,28.583834,27.207637,19.361434
8,ser_TRINITY_DN1427_c0_g1,5.656941,7.5857655,5.9823,5.999405,9.227227,1.350304,0.10561,5.030093,5.116723,4.529821,8.355308,6.417035,5.517783,9.778983,7.173707
8,ser_TRINITY_DN14274_c0_g1,26.000645,38.138816,21.617391,15.100045,22.796775,9.044778,8.482536,11.460756,13.6163,13.241173,13.245914,12.798007,25.819061,22.319994,16.351268
7,ser_TRINITY_DN14279_c0_g1,9.801873,14.517734,7.284237,12.398366,9.33801,33.278529,0,12.161636,34.128817,14.689176,30.05394,6.104123,16.479836,9.704249,12.31942
1,ser_TRINITY_DN1428_c0_g2,23.842014,39.4198235,252.360413,80.507084,70.306633,60.755257,0.343436,10.397638,40.470554,8.708794,49.625261,9.454782,21.120101,13.72038,134.246317
8,ser_TRINITY_DN1429_c0_g1,29.191619,33.0515965,15.815969,17.727577,26.237066,23.703867,0.172514,11.279006,17.22766,13.053723,8.199997,7.444239,15.233513,11.393876,6.397556
8,ser_TRINITY_DN14294_c0_g1,3.185563,5.7731475,10.989732,8.134927,10.564738,1.885572,0.210462,4.91018,6.227165,4.77804,7.726567,7.104728,8.568962,11.013454,8.257649
8,ser_TRINITY_DN14298_c0_g1,86.486845,421.323972,1024.213889,305.407166,282.066485,124.03898,4.439657,75.614152,358.122515,66.982613,626.769966,32.775919,296.180559,50.073842,1099.581636
1,ser_TRINITY_DN1430_c1_g2,29.854113,43.0325305,31.265864,44.039246,48.36167,21.244003,13.390009,16.653921,30.697672,16.899537,37.882846,24.989287,35.697638,32.427152,27.84464
8,ser_TRINITY_DN1430_c3_g1,261.456231,366.738567,73.948325,68.130563,77.452428,64.060435,0.17676,29.407712,41.548291999999996,25.899821,29.656214,17.188324,97.89506,23.720641,18.540656
1,ser_TRINITY_DN14304_c0_g3,19.469123,24.456018,31.273027,32.621274,27.699084,20.768228,1.941766,9.949105,14.646366,10.272787,6.665578,15.274814,21.127486,16.105426,10.362252
7,ser_TRINITY_DN1431_c1_g1,0.129648,1.269567,1.364668,2.279643,5.409647,0.137878,0,1.621336,5.130367,3.021652,4.941766,2.301587,1.368284,5.490155,7.054143
8,ser_TRINITY_DN1431_c1_g2,4.889487,5.18833,8.186451,11.851929,12.362028,5.959261,0.176248,2.878495,3.4705,2.169594,2.57036,4.040664,3.546743,4.194024,1.479584
8,ser_TRINITY_DN1431_c1_g3,25.992206,25.159913,25.614968,23.848138,28.48184,14.003878,2.121844,24.181424,24.298123,13.181664,22.746023,15.467165,33.74963,22.212359,31.165664
1,ser_TRINITY_DN14316_c0_g1,5.251046,3.2077445,3.270492,5.139579,4.087936,42.50431,0.523295,2.483654,16.040652,1.337101,8.351567,7.414011,11.255735,8.771734,7.1076
8,ser_TRINITY_DN143163_c0_g1,14.188671,7.7675885,10.470313,16.626016,17.702702,4.999612,23.207001,22.244165,12.210887,21.670681,14.445312,13.74649,22.48237,13.971627,18.796008
1,ser_TRINITY_DN14328_c0_g1,11.750252,10.2448305,28.440597,37.111613,22.535974,8.423592,5.086627,9.068246,61.2254,35.619849,42.305585,34.201256,27.865565,47.54183,30.699894
1,ser_TRINITY_DN14329_c0_g1,20.105889,77.123357,39.406824,23.723895,26.303053,26.636913,0,6.230508,13.083262,10.476051,12.428288,12.046798,13.207404,16.850474,21.615639
8,ser_TRINITY_DN14334_c0_g2,5.777936,5.595601,6.191604,6.504541,6.313908,2.237381,63.08984,0.849329,4.207814,1.070358,1.597203,1.614935,14.70743,1.162795,1.216454
8,ser_TRINITY_DN14335_c0_g1,3.516417,9.3954515,4.315075,2.155138,1.968426,8.370896,0,0.759132,3.02718,1.169185,3.07843,1.493553,3.270144,2.689716,3.324378
7,ser_TRINITY_DN143373_c0_g1,0.281699,0.191209,0.115808,0.155061,0.196085,0.569917,574.177033,0.031297,0.224875,0,0,0,81.606172,0.082246,0.193392
6,ser_TRINITY_DN14342_c0_g1,16.553624,20.2949435,14.58104,9.26128,8.290377,63.319001,6.737753,4.948729,18.227917,7.375814,11.43286,3.967946,11.800516,6.812185,9.739746
8,ser_TRINITY_DN14349_c0_g1,21.456877,16.697557,11.206143,18.002881,26.608778,3.605442,8.231251,5.435776,6.60919,2.968651,5.393265,5.68734,13.616097,6.133671,5.686119
1,ser_TRINITY_DN14349_c0_g2,32.227331,38.96678,42.167257,41.576805,51.648716,84.487067,65.513143,16.027027,24.86434,12.667038,10.880869,16.302634,27.336109,15.777408,16.632888
8,ser_TRINITY_DN14349_c1_g1,15.883672,20.430716,20.540128,23.945244,30.561968,16.568232,6.127559,11.565688,25.452794,13.352604,32.088337,13.006821,42.271719,25.565753,21.320118
1,ser_TRINITY_DN143536_c0_g1,44.811367,35.71702,21.935727,3.379269,4.380489,47.567543,0.072754,1.798344,8.633339,1.279894,1.018496,1.607009,27.604267,1.332542,2.21949
1,ser_TRINITY_DN14358_c0_g1,12.833277,12.2306255,10.318062,8.151171,9.459557,4.510146,0,2.2356,6.553193,3.098725,4.112032,3.712934,6.478235,4.390271,3.750869
8,ser_TRINITY_DN1436_c0_g1,39.697977,31.30155,25.162811,39.345229,64.888284,37.107246,119.432818,30.848971,37.598734,28.439494,35.110807,28.940713,52.658608,31.661533,21.288625
1,ser_TRINITY_DN14360_c0_g1,16.246801,16.231027,15.593493,8.503921,8.611538,5.700883,1.373622,4.460968,4.959464,7.214925,6.862701,14.857207,2.602215,13.792489,10.604849
8,ser_TRINITY_DN143707_c0_g1,6.653441,9.5082435,3.650614,2.864312,7.246123,1.497224,0.156026,3.518041,3.256203,3.962737,4.021935,3.270235,3.830664,7.069659,5.106046
8,ser_TRINITY_DN14377_c0_g1,55.762195,77.5332705,42.850272,23.318388,23.461232,48.579245,0.049871,9.124689,20.424939,8.323629,13.328942,10.356511,7.873992,13.869054,10.424965
8,ser_TRINITY_DN1438_c0_g1,145.748692,132.500789,75.650558,59.215438,86.419739,47.915523,0.866166,61.93007,34.766657,56.003731,44.588689,43.939194,21.250075,33.806315,37.05225
1,ser_TRINITY_DN14381_c0_g1,47.808738,118.858718,62.165846,46.763034,57.543738,62.631663,0,14.063001,34.534672,13.877789,28.807805,11.173472,19.25235,16.639142,28.133907
7,ser_TRINITY_DN14389_c0_g1,5.091161,5.5444355,2.850979,2.656793,1.711515,6.000897,0,2.026939,4.641865,1.757754,6.440236,2.328608,3.258184,3.323728,3.478818
8,ser_TRINITY_DN144_c0_g1,10.188212,12.30645,6.477602,7.024607,7.095701,10.360191,0.119611,2.152312,9.131062,1.929509,5.304531,3.445519,6.150903,4.996092,6.791088
7,ser_TRINITY_DN14400_c0_g1,0.230244,0,0,0,0,0,42.120003,0,0,0,0,0,27.881204,0,0
7,ser_TRINITY_DN14401_c0_g1,6.475863,7.9648585,8.420684,4.91358,12.42374,2.239344,0,4.294329,5.421975,6.892879,4.391172,3.789234,5.783832,6.783885,4.601954
8,ser_TRINITY_DN14402_c0_g1,31.254494,47.4708065,15.164167,22.226196,21.376743,14.009875,0.537866,13.971221,15.57715,36.501503,16.698337,25.15607,26.501405,30.615823,13.017598
1,ser_TRINITY_DN1441_c0_g2,83.979346,107.087189,79.343291,70.086232,83.337039,218.112074,8.310165,70.544888,125.95029,70.255009,82.550541,96.977266,96.515302,79.045811,88.111894
7,ser_TRINITY_DN14410_c0_g1,12.777602,43.679523,22.013493,18.603497,22.075495,14.366418,0.342382,1.57953,8.797395,1.921748,9.88827,1.270274,5.183173,5.694095,11.304618
8,ser_TRINITY_DN14416_c0_g1,10.061659,10.734181,10.543061,16.890666,17.971811,13.291481,1.28556,14.668699,19.157458,23.446327,17.313176,15.151501,14.189064,17.621767,15.206967
1,ser_TRINITY_DN1442_c0_g1,4.359656,6.297763,6.742298,5.015162,3.471812,3.960121,0.875852,0.745528,3.013896,1.083313,1.378152,1.53378,2.537957,0.790446,2.288638
8,ser_TRINITY_DN14421_c0_g1,26.040896,6.947507,26.887679,40.283601,60.294597,20.528685,520.02805,17.539057,30.442772,15.145603,29.837872,7.763392,93.837057,13.405189,16.49961
8,ser_TRINITY_DN14421_c0_g2,8.564973,6.122253499999999,5.552207,5.819858,7.447427,10.592797,0.432447,8.426016,5.423933,4.671444,4.515594,12.122387,5.792329,9.383162,7.049697
8,ser_TRINITY_DN14421_c0_g3,8.193443,20.7233885,31.06346,20.401234,16.270685,11.707005,7.48717,2.352148,6.285906,2.714138,11.134156,2.600978,12.297988,6.037038,16.89155
8,ser_TRINITY_DN14421_c0_g6,2.733154,5.5652665,5.92148,5.281597,5.083404,0.228572,0,2.158829,3.772977,2.92252,4.644551,3.842419,7.210904,5.665671,5.555788
8,ser_TRINITY_DN14423_c0_g1,8.892024,13.3735425,12.03681,14.879352,19.375993,8.774927,3.495399,4.336566,12.049204,4.982095,15.424129,5.124717,24.305657,11.904466,9.452777
8,ser_TRINITY_DN14424_c0_g1,21.863687,35.8928115,15.153166,5.323625,6.716219,6.236715,3.187686,2.436647,5.119357,3.158638,4.819798,2.382048,24.854572,4.677061,5.704931
1,ser_TRINITY_DN14431_c0_g1,65.278411,105.601087,45.292842,57.221627,51.437204,39.70621,1.40099,29.304149,24.154535,29.260242,22.387489,33.323071,26.435869,29.256894,29.880509
1,ser_TRINITY_DN14434_c0_g1,17.698877,30.6231975,19.907857,11.16752,11.911883,61.133518,1.693168,6.113295,19.749161,11.131153,24.541865,7.364725,8.825712,13.565647,15.550861
1,ser_TRINITY_DN1444_c0_g1,11.640226,21.489940500000003,11.15554,10.809572,18.055387,2.220858,0.406409,6.420411,6.599945,6.639054,8.047707,8.38393,9.774455,11.565734,8.492724
1,ser_TRINITY_DN1444_c1_g1,403.244684,356.32903450000003,460.275024,380.591457,426.540355,580.277408,28.059587,340.113236,488.392424,402.04908,359.819362,442.013934,203.151185,464.729954,253.971074
8,ser_TRINITY_DN14441_c0_g1,13.001835,8.852127,2.817665,4.274507,4.89034,12.759457,15.220431,0.975835,10.959734,0.966435,2.095266,1.334886,13.597429,2.63675,2.510342
5,ser_TRINITY_DN1445_c0_g1,0.222836,0,0,0.220764,0,0.23747,543.683419,0.63587,0,0,0,0.917372,200.201135,0,0.695594
8,ser_TRINITY_DN1445_c0_g2,23.002739,27.604136,11.4199,14.068015,12.179887,12.269643,0.997093,15.255732,24.408039,28.149415,25.171003,22.471823,17.955572,26.422169,18.61297
1,ser_TRINITY_DN14458_c0_g2,45.109687,76.150533,87.351796,64.518513,64.058605,39.363553,12.006608,62.029692,32.467973,53.619547,17.954402,59.217319,106.61934,65.088331,35.344592
7,ser_TRINITY_DN14459_c0_g1,49.153651,46.342157,31.416743,25.25654,23.973952,19.167472,0,11.971367,13.115878,8.633011,12.281607,12.403695,16.035293,16.624036,12.272565
8,ser_TRINITY_DN1446_c0_g1,7.196552,13.7163225,15.015262,18.561889999999998,19.429203,8.31394,452.222402,6.984842,11.279906,6.132481,11.068678,9.203323,48.541369,10.896139,10.362447
1,ser_TRINITY_DN1446_c0_g2,17.597903,52.722986500000005,21.42644,13.555843,25.775369,3.335444,6.116576,8.381743,4.998409,8.576577,7.808532,9.898432,11.483719,11.217061,15.754587
8,ser_TRINITY_DN14462_c0_g1,89.945402,112.58694,77.019111,106.332418,91.633468,50.018131,10.409322,74.317896,74.935317,62.205274,49.154039,64.725742,68.845541,60.796205,52.047186
1,ser_TRINITY_DN1447_c0_g1,14.939658,22.870436,10.509118,17.193403,14.753949,2.875238,0.16289,2.537028,3.546578,2.172855,2.790317,2.032421,5.238236,2.524944,3.643571
1,ser_TRINITY_DN14470_c0_g1,53.037318,52.3628785,56.035857,66.889189,61.766513,116.286104,0.300891,129.726564,191.320635,153.675597,121.716319,117.494625,123.434686,147.4816,105.511336
1,ser_TRINITY_DN1448_c1_g1,145.6164,145.484978,56.48624,75.68437,134.411082,62.168309,87.621518,14.777553,24.879831,13.028416,17.513062,11.225998,40.931488,13.483911,13.068399
8,ser_TRINITY_DN14484_c0_g1,19.712448,24.371648,13.060435,11.673994,15.039906,8.916603,0.061383,5.866293,7.772242,5.877724,8.103676,7.1867,10.581745,10.814542,10.316853
7,ser_TRINITY_DN1449_c0_g1,5.80759,11.2269415,7.64987,11.148048,12.041877,9.541524,0.67279,4.662516,8.850553,4.43126,7.339427,6.054287,11.211263,7.751837,7.675299
8,ser_TRINITY_DN144963_c0_g1,21.808376,36.7142005,18.446617,14.603038,16.001462,17.387097,1.987747,5.761388,16.239372,5.474545,9.072025,7.972314,16.672164,12.460957,8.227295
8,ser_TRINITY_DN145_c0_g2,34.657118,130.78708749999998,40.603832,19.08912,29.589538,0.881483,0.162829,19.504613,2.843948,7.80314,2.467166,9.47466,26.425772,5.923312,2.105005
8,ser_TRINITY_DN1450_c0_g1,88.106026,134.6475135,123.865738,113.172291,124.845731,46.401746,3.316662,38.380872,48.189347,28.450403,51.58078,40.335458,57.16909,40.760564,58.790119
8,ser_TRINITY_DN14505_c0_g1,7.747628,13.717566,4.318478,4.195323,4.76947,6.898409,0,1.898882,3.250563,1.622595,5.273075,2.31004,5.424392,4.267888,5.012339
1,ser_TRINITY_DN14506_c0_g1,4.994568,7.9557035,5.015349,7.170116,6.507673,4.732053,0.114698,5.195841,6.235567,6.631765,8.398107,5.347556,8.500013,10.862884,5.338549
8,ser_TRINITY_DN14507_c0_g2,15.266839,19.397534,9.244127,5.275608,7.947931,4.764744,22.290191,1.046349,2.106769,1.539108,1.792893,0.965505,20.87271,2.226619,3.192005
8,ser_TRINITY_DN145077_c0_g1,11.791511,16.931520499999998,24.728299,13.286177,15.838097,2.887313,2.73799,9.461155,18.267211,9.497989,28.0885,7.389679,13.917925,14.164122,26.755539
1,ser_TRINITY_DN14509_c0_g1,31.185178,39.2766585,34.492192,48.997442,61.50807,17.538185,0.569624,47.244185,28.771458,55.941209,33.563826,33.965561,16.36022,37.312922,17.570644
8,ser_TRINITY_DN14526_c0_g1,18.079564,29.6142585,16.520521,17.952966,26.006911,2.519182,1.617344,3.045442,6.112639,4.173332,9.313602,3.90451,33.945608,7.896352,12.200919
1,ser_TRINITY_DN1453_c0_g1,17.217981,31.741475,21.337901,20.88907,16.787915,10.758533,0.29214,4.004802,13.061546,9.760567,10.195836,4.213662,18.776757,7.465189,11.45353
8,ser_TRINITY_DN14534_c0_g1,10.608929,14.428942,6.611626,5.965008,9.474126,1.694461,7.500007,2.965434,5.517785,4.366457,5.103847,3.153156,15.11414,5.162186,5.64496
7,ser_TRINITY_DN14541_c0_g1,16.4899,53.866519499999995,36.790078,28.010876,23.831626,13.855003,1.369655,5.939107,7.071475,5.808937,9.369066,7.219361,14.877369,11.767983,22.071181
1,ser_TRINITY_DN14546_c0_g5,15.908453,24.812811,107.523273,125.483846,113.042803,12.791892,10.157721,150.203181,114.010719,133.161568,90.860906,160.849654,88.887579,145.844495,84.659138
8,ser_TRINITY_DN14547_c0_g2,36.484694,44.576204,28.776257,16.415192,21.995917,29.525998,135.854045,10.109864,11.985415,10.817558,13.451316,10.811793,32.015065,15.56461,11.6345
8,ser_TRINITY_DN1456_c0_g1,18.226634,20.773058,11.88518,21.415186,19.375766,36.634906,0.307534,26.508124,19.065089,37.043792,25.903899,32.277665,29.380063,34.092962,17.689808
8,ser_TRINITY_DN14560_c0_g2,9.483256,12.744693,17.395155,13.251979,20.681112,23.38457,1.384185,9.944753,19.354397,9.025594,13.551601,10.405446,10.010233,9.687529,8.9162
8,ser_TRINITY_DN14561_c0_g1,15.258671,12.978844,18.991757,49.657643,96.595296,29.775383,16.359166,160.448305,75.562363,71.082002,58.890912,95.873625,54.446842,78.474381,30.609377
7,ser_TRINITY_DN14562_c0_g2,6.3157,5.1422375,5.421418,8.791379,8.130844,0.953597,0.621633,1.39915,2.261414,1.667532,1.72413,2.213697,6.755558,2.367397,3.324196
1,ser_TRINITY_DN14563_c0_g1,16.786073,45.074291,18.29737,14.951861,17.437018,11.025386,0.778903,10.889515,10.844351,11.154418,13.431099,7.661479,7.498801,10.977847,5.595282
1,ser_TRINITY_DN14566_c0_g1,0.073336,0.7833715,0.384936,0.181718,0.330226,1.699612,0,2.370821,6.195997,6.35025,5.409725,8.258707,2.925791,5.230791,11.186829
2,ser_TRINITY_DN14569_c0_g1,27.113944,101.3092535,39.529192,22.250376,44.068346,4.602976,0,0.029913,3.764986,0.007679,5.660645,0.128118,1.045597,0.388536,11.25693
8,ser_TRINITY_DN14580_c0_g3,36.166407,56.2461095,61.53622,43.56445,33.532593,3.648291,1.191442,4.229269,5.753747,3.361253,9.408021,2.735778,21.234294,5.040205,3.482638
8,ser_TRINITY_DN14587_c0_g2,6.990453,9.0590975,10.412876,9.095239,12.566648,3.661654,26.563654,13.268911,7.245328,8.076444,11.752713,16.611763,20.158015,14.124651,16.971033
1,ser_TRINITY_DN14588_c0_g1,5.418289,7.0044325,4.266878,6.000418,3.309519,4.034367,0.778903,1.755009,4.496438,3.09845,4.048029,2.922081,8.453194,6.149381,4.881063
8,ser_TRINITY_DN14589_c0_g1,28.538251,23.967374,21.63483,18.428629,24.566913,20.378423,0.426674,11.302456,37.010411,16.472854,45.86033,23.523807,34.400152,52.54482,52.902921
7,ser_TRINITY_DN14599_c0_g1,6.535944,6.561541999999999,2.486643,8.382001,17.636312,1.555642,0,3.917706,2.443529,6.393679,4.926101,6.298762,2.69094,10.889659,3.70639
7,ser_TRINITY_DN146_c0_g1,23.771447,59.4797805,28.476442,18.541844,22.529453,28.2964,5.305826,11.349694,20.908144,14.206864,18.024152,6.074147,16.892281,12.319614,23.027492
8,ser_TRINITY_DN1460_c0_g1,136.386465,207.7784875,217.791866,154.184393,122.749685,206.29013,3.096048,46.073135,96.82211,48.610009,109.997339,47.829194,95.787926,51.151403,253.535064
8,ser_TRINITY_DN14608_c0_g2,127.42451199999999,131.013933,139.979505,93.752383,74.440727999999993,191.459564,1.057008,178.867892,88.588702,151.752116,85.350024,137.286625,142.073096,144.967149,124.769603
8,ser_TRINITY_DN14609_c0_g1,4.844067,3.948699,8.257017,8.882176,12.203921,29.609686,0,2.150934,16.024089,4.100879,12.679824,3.879983,4.009078,5.218683,4.444269
4,ser_TRINITY_DN14615_c0_g2,0.228124,0,0,0,0,0,54.174192,0,0,0,0,0,33.461132,0,0
7,ser_TRINITY_DN14619_c0_g1,1.597993,1.860524,0.215902,0.056186,0.120229,0.743613,5.057096,0.021823,0.913397,0,0,0.092444,15.431957,0.396651,0.656785
8,ser_TRINITY_DN146254_c0_g1,3.79826,8.711097500000001,6.813367,4.412719,4.504966,0.067823,0.770645,0.746035,1.131064,1.880437,0.578662,2.088559,22.028376,2.821064,2.134252
8,ser_TRINITY_DN14626_c0_g3,44.824476,36.49496499999999,16.131127,16.552894,17.741067,27.063156,11.020073,17.982289,15.167471,11.063435,17.212638,28.204489,59.110173,20.730407,15.806376
8,ser_TRINITY_DN14626_c0_g4,7.795373,6.2934845,3.730536,5.229666,8.348007,1.239052,0.078403,8.548544,2.567366,6.400216,2.874328,9.003949,3.441364,12.094539,5.993256
2,ser_TRINITY_DN14628_c0_g2,18.848511,22.355576,20.519617,18.336259,26.981986,7.981388,80.904817,13.764956,11.176396,10.420712,13.415826,15.752159,41.47442,16.408461,16.990312
1,ser_TRINITY_DN14630_c0_g1,16.442,23.9366005,14.23565,16.06581,19.773398,2.093842,0,7.8252,6.006924,8.757782,6.707394,8.176029,11.380163,7.957677,10.707368
1,ser_TRINITY_DN14630_c0_g2,39.553357,32.896364,21.579571,22.910711,27.488157,9.503201,0.141456,4.122727,13.611602,5.449025,8.053835,3.118049,5.673993,8.625418,3.994333
7,ser_TRINITY_DN14631_c0_g1,3.476103,7.0836895,9.452582,11.402151,12.712366,1.891015,0.357975,14.218964,5.743196,10.392232,8.091214,21.613184,14.285606,21.410028,12.670719
2,ser_TRINITY_DN146379_c0_g1,30.26949,32.8983035,10.403374,17.536826,13.659462,15.342922,0.935682,10.199656,17.629612,8.143911,17.409791,11.496494,23.530115,13.95055,16.145583
1,ser_TRINITY_DN14638_c0_g1,3.232398,9.1857965,25.396681,21.941638,30.301547,1.378014,1.107752,4.886893,9.202334,9.321172,8.62032,5.710147,7.772446,11.355327,10.70193
7,ser_TRINITY_DN14642_c0_g1,0.960264,1.9066140000000005,10.953645,5.651483,12.150091,1.685506,0.083298,7.066585,3.492282,4.306819,3.678387,5.619445,1.792428,4.011779,2.686516
1,ser_TRINITY_DN14643_c0_g1,143.280943,165.5262705,137.081025,118.044065,197.513289,270.933429,0.181296,89.334271,201.263547,47.111751,72.063484,77.382187,37.221951,36.844322,44.341173
8,ser_TRINITY_DN14644_c0_g5,46.691783,62.1757235,22.69604,32.638002,65.734673,7.052775,36.341761,10.952756,13.25629,5.987399,24.740996,8.356873,14.910331,6.674852,26.847638
1,ser_TRINITY_DN14645_c0_g1,57.019575,45.20712,31.392957,39.970341,53.068798,151.520449,27.281589,21.974169,69.764435,17.233644,45.403852,25.909603,32.742751,32.222644,23.587599
1,ser_TRINITY_DN146548_c0_g1,16.988061,17.7536085,14.957001,17.482939,19.298298,4.789734,1.023114,8.609658,11.815428,11.680206,14.682641,8.951541,9.349348,15.913086,14.527359
2,ser_TRINITY_DN146631_c0_g1,17.014536,24.0261015,13.580246,7.461058,7.681057,6.760573,0.097309,10.34998,11.965793,5.397103,5.606988,10.352352,10.393832,8.80256,5.085422
6,ser_TRINITY_DN14664_c0_g1,10.521948,7.0218095,12.074994,17.624636,34.985619,1.834517,1.525808,9.243472,9.908209,11.065212,14.455753,14.438277,12.635306,17.955726,16.790578
6,ser_TRINITY_DN14666_c0_g2,0,0,0,0,0,1.474418,10.691879,2.735344,3.540008,3.562456,2.772868,0.362644,0,0,0.364336
7,ser_TRINITY_DN1467_c0_g1,0,0,0,0,0,0.054853,73.689358,0,0.059077,0,0,0.066327,48.364816,0,0.243101
7,ser_TRINITY_DN14672_c1_g1,1.01549,0.133217,1.206644,0.718203,1.107436,0.726306,2.944916,1.468507,5.65642,6.678853,9.295214,1.352952,9.979647,0.535658,0.273559
2,ser_TRINITY_DN14679_c0_g1,8.065667,10.484468,10.692674,13.909667,14.390632,9.159827,4.821699,21.059991,13.46626,25.954306,19.49341,30.338954,26.547614,31.433539,22.187077
1,ser_TRINITY_DN14680_c0_g1,16.73213,28.34939,16.792253,13.389287,20.035634,24.094454,0.151784,5.700069,9.163152,7.351369,7.766597,4.11262,10.384526,12.391536,7.229495
8,ser_TRINITY_DN14684_c0_g3,73.111126,55.4679935,27.774348,40.204332,50.433978,84.293793,0.208239,48.172513,20.376204,31.494422,14.070279,36.543009,31.172586,38.207998,15.69965
1,ser_TRINITY_DN146914_c0_g1,4.025252,4.212211,11.779923,27.247732,16.930758,2.604297,0,8.1918,17.584421,9.426135,17.378101,10.286955,28.986973,17.7951,24.395603
8,ser_TRINITY_DN146928_c0_g1,50.25113,56.580728,20.069291,16.272143,31.763765,8.93026,3.368725,14.001464,15.584238,15.748693,18.170967,17.959626,21.578841,23.520791,19.857777
1,ser_TRINITY_DN14693_c0_g1,91.12775,105.47536,98.423151,97.303666,127.955612,64.602506,164.93248,37.973273,299.980005,21.576991,194.113888,32.523189,81.891192,43.599245,115.138132
2,ser_TRINITY_DN1470_c0_g1,50.181905,34.44221,18.395418,32.638832,36.523214,14.50593,0.435736,13.094025,28.920968,13.60746,12.258887,14.544348,17.259475,14.099305,6.615178
1,ser_TRINITY_DN14700_c0_g2,34.695734,50.4164155,33.835778,42.76906,46.479123,19.457667,6.536412,45.942357,30.619517,40.902535,27.288943,85.310243,79.113354,64.520025,50.544714
7,ser_TRINITY_DN14702_c0_g1,39.506862,85.551051,126.297236,53.897674,51.671258,35.762114,0,24.056397,36.523617,20.05707,61.529441,16.882441,42.450236,21.566634,91.909582
8,ser_TRINITY_DN147054_c0_g2,4.990997,6.42305,7.98015,8.102536,13.5341,3.329409,0.442609,2.204852,4.632175,2.155774,3.970957,2.528622,3.471651,1.794531,2.601008
1,ser_TRINITY_DN14707_c0_g4,67.964907,157.635559,111.509286,43.746994,74.492391,82.496183,0.983138,20.8038,48.990862,16.955771,38.702012,28.532102,51.10864,14.462201,34.71216
8,ser_TRINITY_DN14708_c1_g5,14.103702,33.668957500000005,23.63809,12.376503,11.769215,4.197431,5.25584,3.493668,8.125667,5.471097,8.523853,10.288205,26.283669,17.08157,10.949137
7,ser_TRINITY_DN1472_c0_g1,0.441195,0,0,0.035729,0.038681,0.326331,15.65251,0,0,0,0.048359,0,27.409329,0.05245,0.154766
