PS,GeneID,S1,S2,S3,S4,S4.5,S5
7,dis_TRINITY_DN100_c0_g1,219.493112,218.601926,250.855701,231.208127,175.0506325,214.285412
1,dis_TRINITY_DN10021_c0_g3,290.852063,305.948803,335.8140645,223.490815,234.0598725,222.665191
7,dis_TRINITY_DN10021_c0_g5,181.5898,165.642446,218.1605905,286.72026900000003,311.369928,269.031943
1,dis_TRINITY_DN10032_c0_g1,1442.520271,1401.278195,3792.6318085,2779.58881,3023.231793,4289.670008
2,dis_TRINITY_DN1004_c0_g2,186.748552,212.780434,196.759293,205.220492,195.6107945,193.147445
1,dis_TRINITY_DN10045_c0_g1,219.566596,353.902561,246.986894,208.73502,161.57468899999998,174.52498
1,dis_TRINITY_DN10051_c0_g1,460.077213,406.053789,406.1396705,459.731498,460.6703195,454.261454
3,dis_TRINITY_DN10059_c0_g1,182.062763,188.860422,230.2604055,177.350237,162.48627150000002,182.407425
7,dis_TRINITY_DN10059_c0_g2,223.21691,227.941302,233.6829525,174.537416,160.3768475,147.485833
1,dis_TRINITY_DN10067_c0_g2,138.171159,146.077172,402.3691695,194.717811,173.0651335,317.539514
1,dis_TRINITY_DN10087_c0_g1,130.366807,130.446692,130,130,130,130
2,dis_TRINITY_DN101_c0_g1,184.921192,222.892097,166.668357,157.417205,160.49145850000002,166.219227
1,dis_TRINITY_DN10172_c0_g1,172.977435,185.798199,216.4267585,209.536168,203.3554645,165.208333
1,dis_TRINITY_DN102_c0_g1,647.606528,683.610683,974.073444,1493.197615,2321.3063785,1759.367801
1,dis_TRINITY_DN1020_c0_g1,855.342245,585.87374,467.4957575,459.008672,345.4189885,412.946021
3,dis_TRINITY_DN10219_c0_g1,156.67509,144.636172,152.660839,159.824722,154.5910735,149.543837
1,dis_TRINITY_DN10236_c0_g1,130,130,130,130,130,130.68288
7,dis_TRINITY_DN10242_c0_g1,240.66270599999999,284.44435999999996,255.4819005,270.893799,210.122827,206.186151
1,dis_TRINITY_DN10249_c1_g1,146.999053,179.133059,653.2121815,545.356853,588.980245,673.459103
8,dis_TRINITY_DN10280_c0_g4,170.387188,272.761084,189.696218,268.910327,260.9401555,254.623232
8,dis_TRINITY_DN10304_c0_g1,313.169985,261.367095,250.535773,203.130647,185.5816855,177.291034
7,dis_TRINITY_DN10305_c0_g5,168.303622,181.26891,203.1359125,231.408361,219.6281975,196.090233
8,dis_TRINITY_DN10336_c0_g1,234.865166,205.326061,164.202676,175.098543,173.301467,169.377484
1,dis_TRINITY_DN1035_c0_g1,194.309132,191.640627,207.4849,191.34398,195.0166875,183.644022
8,dis_TRINITY_DN10357_c0_g1,148.866236,148.929325,228.274416,233.265146,175.454266,227.548723
1,dis_TRINITY_DN10359_c1_g4,361.438517,577.038791,323.583941,292.115095,282.7281335,257.422701
1,dis_TRINITY_DN1036_c0_g4,625.023518,391.127764,540.712539,336.32764499999996,261.3991065,227.569142
1,dis_TRINITY_DN10366_c0_g1,166.575023,183.387354,254.197043,206.244509,186.775964,190.0685
8,dis_TRINITY_DN10368_c0_g1,182.74728,232.135936,195.4036265,197.582716,172.342951,162.729399
8,dis_TRINITY_DN10403_c0_g2,306.040895,154.291923,151.7591955,151.233611,150.6801025,150.301707
7,dis_TRINITY_DN10406_c0_g1,211.890926,273.69185100000004,210.654518,170.92825299999998,162.77790499999998,184.504565
1,dis_TRINITY_DN10438_c0_g1,616.792966,1078.394598,277.1950915,233.464638,183.7099305,189.762682
7,dis_TRINITY_DN1044_c0_g1,382.08384,518.522305,338.5243335,371.245979,432.723465,305.63663199999996
8,dis_TRINITY_DN10442_c0_g1,145.696229,138.077443,145.841112,140.165199,136.8263675,146.706042
8,dis_TRINITY_DN10445_c0_g1,243.113952,215.422452,148.4510735,139.572682,138.59576099999998,135.822401
1,dis_TRINITY_DN10446_c0_g1,457.059999,462.659349,525.0424495,516.263224,432.382693,645.265741
1,dis_TRINITY_DN10454_c0_g2,192.116162,256.95860500000003,201.408952,199.600279,187.8922735,178.034346
1,dis_TRINITY_DN10464_c0_g1,150.272343,188.894768,202.432659,216.280291,204.105375,169.671864
1,dis_TRINITY_DN10468_c0_g1,130,130,130,130,130,130
1,dis_TRINITY_DN10471_c0_g1,261.31922,312.042512,363.754903,375.309933,299.51029700000004,288.984518
8,dis_TRINITY_DN10472_c0_g1,171.89509900000002,157.413378,161.8119315,169.387635,158.7789295,152.473082
1,dis_TRINITY_DN10481_c0_g1,222.714544,262.18386,222.5880935,210.263296,217.8180435,181.282426
8,dis_TRINITY_DN10483_c0_g3,142.302628,143.494837,157.34383250000002,166.304825,158.2509285,159.571383
1,dis_TRINITY_DN10492_c0_g1,181.487141,192.032209,212.2450365,215.059487,207.8923995,208.564912
7,dis_TRINITY_DN10495_c0_g2,130.132673,130,130.7314455,130,130.046381,130
1,dis_TRINITY_DN105_c0_g1,243.077947,207.591492,220.875732,216.577714,201.4423675,187.437002
8,dis_TRINITY_DN10505_c0_g1,215.888451,257.31693,157.35546349999998,146.731884,142.605475,139.330339
4,dis_TRINITY_DN10558_c0_g2,177.380935,172.49922800000002,209.89939,179.060612,198.901702,193.383406
8,dis_TRINITY_DN1056_c0_g1,201.775873,191.797631,169.502945,173.62185399999998,169.119219,171.339262
7,dis_TRINITY_DN10601_c0_g4,206.544336,189.214715,534.4426515,231.908059,253.875147,232.720146
1,dis_TRINITY_DN10610_c0_g1,155.907364,163.27426400000002,223.4583115,295.550877,358.783464,206.624841
1,dis_TRINITY_DN1062_c0_g2,153.782144,143.144407,162.88611550000002,208.034708,216.885921,203.205825
1,dis_TRINITY_DN1066_c0_g4,185.704464,166.23763,199.570462,212.140323,194.975716,219.057216
1,dis_TRINITY_DN1073_c0_g4,261.81306,221.628034,280.7106375,402.276271,194.2504545,357.981358
8,dis_TRINITY_DN1075_c0_g1,178.652122,230.513219,177.0635755,179.259185,169.59544549999998,152.993871
1,dis_TRINITY_DN1080_c1_g1,149.972128,181.018525,238.620289,180.628512,165.1896865,163.940832
1,dis_TRINITY_DN10808_c0_g1,416.185204,473.226595,403.2466755,432.623396,332.2675105,313.976716
1,dis_TRINITY_DN10814_c0_g1,659.715218,500.42568,527.1531935,455.110608,368.004766,381.519149
8,dis_TRINITY_DN10818_c0_g1,230.946843,226.480515,251.3351375,209.441098,177.5895755,234.484745
7,dis_TRINITY_DN1082_c1_g3,130,130.075728,130.01352350000002,130,130,130
2,dis_TRINITY_DN10821_c0_g1,270.35685,227.656947,217.878218,211.014989,197.2752355,203.221188
1,dis_TRINITY_DN10828_c0_g1,316.547076,216.211021,286.3500015,288.081841,255.303863,254.320965
1,dis_TRINITY_DN10828_c0_g2,336.185258,352.262386,370.426503,408.063657,443.370477,359.277221
1,dis_TRINITY_DN1083_c0_g1,130.783,130,130.145145,136.981363,136.65058299999998,343.186684
1,dis_TRINITY_DN10834_c0_g1,198.268928,183.366378,142.5229185,138.525503,134.8566875,136.325597
2,dis_TRINITY_DN10835_c0_g2,130,130,130,130,130,130
1,dis_TRINITY_DN10837_c0_g1,1497.454806,1488.428492,2375.6661590000003,3192.731496,5101.451862,3723.105581
5,dis_TRINITY_DN10839_c0_g1,234.304004,292.41992700000003,179.9966285,147.894494,144.903255,142.759642
1,dis_TRINITY_DN10843_c0_g1,240.610609,268.063817,260.64203299999997,248.81972,226.8806935,207.990747
1,dis_TRINITY_DN10872_c0_g1,211.845783,226.319135,229.2599765,234.823998,254.0321725,251.382578
8,dis_TRINITY_DN10874_c0_g1,174.123612,214.686133,258.75694649999997,195.784764,185.029617,172.872904
1,dis_TRINITY_DN10880_c0_g1,219.417101,289.173171,273.40761499999996,251.49672,233.88453,219.8309
1,dis_TRINITY_DN10891_c0_g1,420.279493,450.228807,392.4971144999999,424.430589,361.5389,398.207358
8,dis_TRINITY_DN10891_c0_g2,132.762445,140.537559,190.4604275,233.010832,245.760324,189.462189
7,dis_TRINITY_DN10922_c0_g1,254.663832,290.239507,263.016629,236.318115,191.5201705,248.109827
1,dis_TRINITY_DN109406_c0_g1,178.821706,174.25671,172.2837075,190.555688,212.7351485,185.803589
1,dis_TRINITY_DN1095_c0_g1,773.01815,904.016058,936.2008325,904.559061,815.576963,1062.759982
8,dis_TRINITY_DN1096_c0_g1,232.155803,209.213753,226.2337185,206.178512,176.01808599999998,195.618066
7,dis_TRINITY_DN109679_c0_g1,130,130,224.9143335,190.667566,153.5727195,221.997095
1,dis_TRINITY_DN1098_c0_g1,184.573095,208.58868,219.3417645,205.69737,172.85836799999998,189.029476
8,dis_TRINITY_DN10998_c0_g1,161.80616,147.228113,169.406727,178.280647,175.295516,174.286955
8,dis_TRINITY_DN11_c3_g4,329.34813199999996,364.938503,508.469911,912.64765,1138.816772,428.340851
1,dis_TRINITY_DN1101_c0_g9,131.045679,131.891426,135.421062,133.268825,133.65706849999998,133.947622
5,dis_TRINITY_DN1102_c0_g1,211.39036,283.49825999999996,197.965167,246.554924,225.140067,166.131946
8,dis_TRINITY_DN11034_c0_g1,166.130947,157.115338,176.17886850000002,194.427559,220.830287,165.258643
8,dis_TRINITY_DN11064_c0_g1,193.586396,188.820458,204.8926355,199.863471,208.3997145,186.926976
7,dis_TRINITY_DN11112_c0_g1,131.191937,130,133.84911,131.308737,130.247905,130
1,dis_TRINITY_DN11138_c0_g2,130.277728,130.090531,131.136671,130.575426,130.8095935,131.062885
8,dis_TRINITY_DN11152_c0_g1,131.188726,130.288704,130.19118550000002,130.206175,130.19825550000002,130.246287
1,dis_TRINITY_DN11162_c0_g1,130.69724,130.680623,130.3771575,135.330593,134.083664,289.74488199999996
1,dis_TRINITY_DN11191_c0_g1,325.877613,360.913812,347.0998905,380.955629,351.005821,289.44818
1,dis_TRINITY_DN11221_c0_g1,135.823507,140.96697700000001,138.9665775,150.31105300000002,156.96448450000003,146.92887100000002
8,dis_TRINITY_DN11237_c0_g1,184.098429,177.288819,237.5158555,187.188889,174.53294799999998,176.732742
8,dis_TRINITY_DN11250_c0_g1,274.670715,299.35871399999996,312.061171,281.854326,237.60944,255.687836
1,dis_TRINITY_DN11265_c0_g1,207.351192,271.095729,231.0351895,264.771393,262.084122,203.490916
2,dis_TRINITY_DN11268_c0_g1,354.332303,290.88746100000003,490.2195965,697.991701,520.547512,397.597344
1,dis_TRINITY_DN11269_c0_g1,275.505573,328.044121,372.3184185,204.154596,181.738521,201.652142
2,dis_TRINITY_DN11271_c0_g2,162.693922,188.36967,168.294228,191.102239,214.458528,182.392582
8,dis_TRINITY_DN11288_c0_g2,1993.359416,2129.5821020000003,170.693665,187.422989,161.915549,145.668853
8,dis_TRINITY_DN1130_c0_g1,143.294313,132.587786,130.1082125,130.103045,130.10027100000002,130.199261
7,dis_TRINITY_DN11307_c0_g1,211.448437,227.037158,247.8381745,205.995495,179.61381749999998,202.512222
8,dis_TRINITY_DN11324_c0_g1,296.34585400000003,201.791943,225.470412,211.209557,195.835895,197.066388
8,dis_TRINITY_DN11328_c0_g1,229.129423,317.904468,236.8048305,253.952519,256.6465095,209.409459
1,dis_TRINITY_DN11328_c0_g3,227.738851,286.653259,253.778415,265.635398,251.6394195,260.94151999999997
8,dis_TRINITY_DN11349_c0_g1,159.660591,160.677817,183.091743,239.281602,185.2529965,166.65787699999998
1,dis_TRINITY_DN11356_c1_g1,265.165667,316.02412400000003,413.670559,548.390785,692.7760015,573.01351
7,dis_TRINITY_DN11358_c0_g1,163.05247500000002,159.767817,220.3687115,196.876041,206.030406,190.255927
8,dis_TRINITY_DN11369_c0_g4,286.06345899999997,241.54351,324.6785075,326.03807800000004,288.0324665,220.842563
8,dis_TRINITY_DN11373_c0_g1,213.681369,219.201796,207.9416295,217.064536,209.4430315,190.939985
8,dis_TRINITY_DN11387_c0_g1,207.264116,182.271672,201.207704,189.248769,223.7649615,200.930094
1,dis_TRINITY_DN11394_c0_g1,176.299212,187.131457,186.4812945,225.222352,194.7844975,159.273006
1,dis_TRINITY_DN11394_c0_g4,202.341904,226.284834,253.2266305,294.076989,265.274187,258.736331
7,dis_TRINITY_DN1141_c0_g1,144.859241,157.067254,227.7669825,179.866806,169.07297849999998,179.206025
8,dis_TRINITY_DN1142_c0_g1,1296.894184,996.075817,474.8775165,486.743884,497.2173945,315.888571
1,dis_TRINITY_DN1143_c0_g1,255.867504,354.583879,261.69492449999996,277.79460800000004,269.2451635,259.68192899999997
7,dis_TRINITY_DN11430_c0_g1,157.880488,170.76946900000002,179.0835555,185.20789,185.5512165,176.177591
2,dis_TRINITY_DN11473_c0_g1,517.947773,450.285829,354.2550705,350.799089,414.4418165,344.83369700000003
8,dis_TRINITY_DN11497_c0_g1,182.126572,246.293455,182.9686195,203.106102,190.00478299999995,175.991809
7,dis_TRINITY_DN11498_c0_g1,243.514334,232.593652,152.30753950000002,146.925925,141.087593,146.568671
1,dis_TRINITY_DN115_c0_g1,831.884568,741.548964,427.7653925,496.27299,458.778313,399.276067
7,dis_TRINITY_DN115_c0_g5,221.082389,158.969324,152.637956,148.280071,144.102408,156.957121
8,dis_TRINITY_DN11502_c0_g1,185.235028,219.140086,182.07089,175.086504,162.0998085,159.582012
1,dis_TRINITY_DN11507_c0_g1,242.79852,236.478775,183.4025915,176.757116,153.68295999999998,154.409885
8,dis_TRINITY_DN11516_c0_g2,158.377203,157.830801,161.916619,167.234929,154.9667685,156.122692
2,dis_TRINITY_DN11516_c0_g3,146.62033,132.641891,140.77261800000002,137.624144,135.45232099999998,134.42913
8,dis_TRINITY_DN11519_c0_g1,246.009892,196.365929,255.170046,184.41663,175.2974795,170.295789
8,dis_TRINITY_DN11526_c0_g1,276.943964,248.399901,270.661673,231.96302,200.7669365,214.309128
8,dis_TRINITY_DN11537_c0_g5,130.083753,130,130,130,130,130
8,dis_TRINITY_DN1155_c0_g2,241.782221,223.705029,240.3680215,216.109497,195.36609,181.749995
7,dis_TRINITY_DN11567_c0_g1,209.113001,298.615431,161.0956135,158.763571,143.3080415,149.842995
1,dis_TRINITY_DN1157_c0_g1,2070.854749,1739.560953,1746.5702015,1572.797973,1015.810913,1510.544275
2,dis_TRINITY_DN11571_c0_g1,343.82516799999996,361.229794,309.707994,346.526166,372.880902,327.90674
7,dis_TRINITY_DN11577_c1_g1,165.752611,162.384881,193.3019175,177.922598,149.460695,211.919235
8,dis_TRINITY_DN11590_c0_g1,640.467592,295.12271,273.8880555,284.713097,212.9721435,257.21459500000003
1,dis_TRINITY_DN11596_c1_g1,365.12707,421.228759,1549.3259095,467.635488,344.210266,404.913934
1,dis_TRINITY_DN11598_c0_g1,130,130,143.93331899999998,156.663001,156.5583985,140.007237
8,dis_TRINITY_DN11610_c0_g1,196.489566,236.913364,233.050251,203.148373,186.555947,182.356504
1,dis_TRINITY_DN11619_c0_g4,426.682134,281.764326,2461.032301,1971.279098,1219.841313,2749.074186
8,dis_TRINITY_DN11637_c0_g2,136.262774,151.770638,195.987708,167.75396,155.3192865,172.034721
8,dis_TRINITY_DN11647_c0_g3,237.748213,230.865242,180.85388,175.388416,169.16432300000002,166.074029
2,dis_TRINITY_DN11666_c0_g3,218.538467,238.923842,200.481597,193.240915,198.17941,178.566607
1,dis_TRINITY_DN1167_c0_g3,223.595531,224.437229,211.9652815,190.455537,164.60787950000002,174.93847
1,dis_TRINITY_DN1171_c0_g1,238.378451,204.93416,173.7374785,161.397055,157.59762,160.791992
1,dis_TRINITY_DN1172_c0_g2,171.704688,154.247569,159.785331,162.187421,158.742674,154.54149999999998
1,dis_TRINITY_DN11726_c0_g2,293.719895,331.91650000000004,195.0539605,196.420427,169.8912755,219.402563
1,dis_TRINITY_DN11747_c0_g1,2055.2353350000003,1536.839062,1021.5537545,1196.721868,1440.6887775,1279.101737
8,dis_TRINITY_DN11754_c0_g1,171.087477,236.940889,240.552317,217.505047,200.380583,196.368361
1,dis_TRINITY_DN11777_c0_g1,1494.720957,1580.650773,2315.9423930000003,3358.784719,5411.057155,4499.089414
8,dis_TRINITY_DN11820_c0_g3,235.947916,199.82782,232.019328,192.784202,196.9082695,199.816737
7,dis_TRINITY_DN1184_c0_g1,130.362546,131.794049,135.83158500000002,133.982052,137.93892499999998,140.607225
1,dis_TRINITY_DN11868_c0_g1,361.232523,420.655691,234.6323795,279.593999,221.4680375,190.841348
1,dis_TRINITY_DN11889_c0_g1,131.304999,131.178719,130.506886,139.049915,141.8210675,447.841965
1,dis_TRINITY_DN1189_c0_g1,190.931615,187.475614,228.547142,223.65736,204.554514,198.373455
1,dis_TRINITY_DN1190_c1_g1,159.376956,176.43782199999998,244.5067845,209.042944,189.3443005,175.803207
8,dis_TRINITY_DN11911_c0_g1,146.148288,154.794765,295.9772315,270.84928,228.5109505,290.76379299999996
6,dis_TRINITY_DN11911_c0_g2,161.085253,146.749587,152.438523,168.627587,173.2355135,167.406879
7,dis_TRINITY_DN11917_c0_g1,364.679103,399.488484,312.6002585,353.459313,387.7665455,319.65812700000004
8,dis_TRINITY_DN1192_c0_g1,136.526504,138.251085,148.560788,171.910862,170.882345,170.364241
8,dis_TRINITY_DN11943_c0_g3,154.434713,142.386385,179.44642249999998,314.968166,353.70594,218.541409
8,dis_TRINITY_DN11971_c0_g5,193.882821,191.909725,173.6051015,158.237625,145.5376175,145.38809
1,dis_TRINITY_DN12_c0_g2,200.485051,228.836701,188.224086,185.599274,158.9239,180.921417
7,dis_TRINITY_DN12008_c0_g1,130,130,130,130,130,130
8,dis_TRINITY_DN1201_c0_g1,131.792771,131.011886,151.392761,201.325277,417.5921665000001,1695.059384
1,dis_TRINITY_DN12016_c0_g1,178.236298,176.287627,168.6482005,170.333314,170.312208,190.899024
8,dis_TRINITY_DN12045_c0_g6,186.748165,198.67036,237.428459,263.859385,225.487946,204.442384
2,dis_TRINITY_DN12047_c0_g1,260.375686,277.395734,188.191323,171.476345,150.952454,142.403443
1,dis_TRINITY_DN1209_c0_g2,311.775215,439.42536,560.969472,885.307549,704.1967810000001,352.87757799999997
1,dis_TRINITY_DN1210_c0_g1,226.435602,334.03443500000003,265.520756,233.044326,239.697275,196.395816
7,dis_TRINITY_DN12124_c0_g1,135.952833,157.713171,618.7287085,596.2510689999999,305.44856949999996,688.56484
8,dis_TRINITY_DN1214_c0_g1,130.639501,130.134813,130.02688949999998,130,130,130
8,dis_TRINITY_DN12158_c0_g1,133.044295,144.383684,139.014732,138.799367,135.67459050000002,138.450645
3,dis_TRINITY_DN1216_c2_g1,339.9126,278.847543,238.272177,196.217841,181.6238995,180.828262
8,dis_TRINITY_DN12164_c0_g1,253.89059,306.498942,259.868048,294.52137300000004,269.942343,239.068052
1,dis_TRINITY_DN12173_c0_g1,137.394429,170.389013,416.0417145,209.805079,187.450038,170.585277
1,dis_TRINITY_DN12195_c0_g1,447.174159,517.208414,357.493371,412.127643,349.54143150000004,320.02349300000003
7,dis_TRINITY_DN1221_c0_g2,235.658246,313.517243,232.4325385,226.934439,212.3194055,253.46805
1,dis_TRINITY_DN1222_c0_g1,292.27603799999997,264.25777600000004,234.667471,195.574087,187.552041,205.809926
8,dis_TRINITY_DN1225_c1_g2,180.694279,202.743002,193.6011895,207.879982,197.086692,180.912123
8,dis_TRINITY_DN1227_c1_g1,130.331067,130,130.0805005,130,130,130
2,dis_TRINITY_DN12274_c0_g1,148.782322,165.43731,205.154557,207.025233,157.9737965,233.289129
1,dis_TRINITY_DN1228_c0_g1,248.163759,239.471176,232.6269855,253.022934,204.130327,197.677672
8,dis_TRINITY_DN123_c1_g3,170.967036,288.24037799999996,245.8048325,189.670132,157.1636105,175.452789
8,dis_TRINITY_DN123_c1_g4,155.980133,132.820358,130.2456955,130.07594,130.1659035,130
1,dis_TRINITY_DN12300_c0_g1,429.279416,296.408275,480.362328,613.839289,649.269752,497.215353
1,dis_TRINITY_DN12314_c0_g1,173.960445,245.03428,202.6589275,232.071357,209.2160395,186.645566
1,dis_TRINITY_DN12334_c0_g1,219.602862,257.927946,228.2963455,242.465287,241.136189,221.819725
1,dis_TRINITY_DN12344_c0_g1,186.674357,231.522797,185.1383525,204.968076,201.9238175,212.263059
6,dis_TRINITY_DN12352_c0_g1,388.994051,391.830066,261.3396995,204.283964,185.166558,219.228878
2,dis_TRINITY_DN12354_c0_g1,130.200698,130.111536,131.3008345,132.893981,136.83158600000002,134.225122
7,dis_TRINITY_DN12363_c0_g5,166.433332,177.966255,185.248919,233.308818,198.677168,177.199125
8,dis_TRINITY_DN1237_c0_g1,183.522598,169.020996,211.17777,176.72125,154.05576,162.999608
4,dis_TRINITY_DN12372_c0_g1,744.497919,720.957445,1057.8824745,1003.492738,1007.1656975,810.547783
8,dis_TRINITY_DN12379_c0_g3,2021.184312,1337.173504,2097.9728325,1939.611975,945.109657,1790.7285
2,dis_TRINITY_DN12383_c0_g3,178.55868,187.944246,178.593408,220.944809,222.36204,206.397269
1,dis_TRINITY_DN12401_c0_g2,216.390289,246.745457,377.4678365,372.91416,338.5790515,419.125191
8,dis_TRINITY_DN12428_c0_g1,186.982356,174.176409,157.94937249999998,164.86725,157.2428005,158.723215
1,dis_TRINITY_DN1243_c0_g1,314.755456,307.426389,291.84314500000005,286.06698600000004,316.9510995,255.735838
8,dis_TRINITY_DN1245_c0_g1,218.89696,332.42100500000004,344.3218075,392.31698,296.193492,231.433554
1,dis_TRINITY_DN12458_c0_g1,171.785155,187.506967,159.18834950000002,176.01085,161.033057,187.326172
1,dis_TRINITY_DN12489_c0_g1,251.168023,198.832472,223.2062505,190.826343,172.99766549999998,174.44682799999998
3,dis_TRINITY_DN12489_c0_g2,283.76109199999996,304.573506,239.325142,218.411229,198.252068,191.786812
8,dis_TRINITY_DN12553_c0_g8,209.511148,169.762077,165.49746,164.159522,161.90288700000002,161.286182
8,dis_TRINITY_DN12566_c1_g2,170.462516,155.971617,171.459092,164.61178999999998,157.9390775,176.38369
8,dis_TRINITY_DN12566_c1_g7,298.46256700000004,219.369517,211.0632885,236.569337,203.36414,246.253461
1,dis_TRINITY_DN12588_c0_g1,169.196666,172.136727,204.6226395,183.90209,157.445653,177.724041
1,dis_TRINITY_DN126_c0_g1,218.437896,260.185463,166.6678245,155.210091,157.227876,156.871452
8,dis_TRINITY_DN1261_c0_g1,266.388993,286.826701,425.5756025,318.236758,359.1850915,258.625759
2,dis_TRINITY_DN1263_c0_g1,130.910354,138.899448,170.03775050000002,232.953902,154.7439045,496.349133
1,dis_TRINITY_DN12674_c2_g2,261.86071300000003,265.721051,276.1174215,345.341342,366.739402,313.763761
1,dis_TRINITY_DN1268_c0_g1,281.674803,293.982235,199.48235,204.195405,219.5030295,207.926399
1,dis_TRINITY_DN1269_c1_g2,220.871277,256.474497,221.0763265,196.362984,198.6448275,182.152467
1,dis_TRINITY_DN12709_c0_g3,266.54760799999997,264.964085,224.856433,249.554349,235.951163,187.661647
7,dis_TRINITY_DN12718_c0_g1,203.36792,227.089569,748.6709020000001,414.08484,295.0780415,1524.236578
8,dis_TRINITY_DN12726_c0_g2,148.675027,151.167457,160.562389,160.861625,163.398787,154.463088
1,dis_TRINITY_DN12756_c0_g2,208.22012899999999,275.930228,264.535033,288.603324,258.369395,229.904876
7,dis_TRINITY_DN12758_c0_g1,321.837335,448.465684,281.2438565,230.869858,238.6295535,218.515435
7,dis_TRINITY_DN1276_c0_g2,290.49404000000004,236.552217,231.3580085,238.723108,186.5995745,245.288979
2,dis_TRINITY_DN12770_c0_g1,148.048835,161.859259,257.9482775,407.98816,437.5633235,410.000784
1,dis_TRINITY_DN12775_c0_g1,186.930822,174.54654,176.70234599999998,218.114932,207.7415305,175.815513
1,dis_TRINITY_DN12777_c0_g1,350.302394,540.209522,438.1450515,638.4913220000001,637.7682355,419.287386
8,dis_TRINITY_DN12781_c0_g1,214.063058,181.689734,163.4799965,156.017393,150.5704255,156.835508
8,dis_TRINITY_DN12786_c0_g1,357.947968,314.17909399999996,235.5651175,474.742263,574.9899725,228.282569
8,dis_TRINITY_DN12788_c0_g1,418.62789,457.544445,555.8549325,447.937631,391.1736895,297.718936
8,dis_TRINITY_DN12793_c0_g1,243.678924,175.88275,221.773092,247.899162,246.747508,247.763868
1,dis_TRINITY_DN12795_c0_g2,228.991377,202.430642,195.418523,176.470236,164.159833,181.835211
8,dis_TRINITY_DN12807_c0_g1,135.191291,132.363682,147.52640300000002,194.677787,166.29767750000002,170.173825
6,dis_TRINITY_DN12808_c0_g1,222.994336,264.912283,222.9483255,236.492348,230.631041,217.144508
7,dis_TRINITY_DN12818_c0_g2,286.263561,429.842851,269.1835375,266.695677,241.869178,210.439937
8,dis_TRINITY_DN12822_c0_g1,389.715964,371.444787,327.51299,348.0629,330.506149,262.051282
1,dis_TRINITY_DN12823_c0_g1,145.872491,145.476836,179.30501700000002,189.819155,178.608427,187.057603
1,dis_TRINITY_DN12825_c0_g1,212.407312,227.735786,203.3672195,199.842067,180.07023850000002,169.986639
2,dis_TRINITY_DN12838_c0_g1,130.612954,130.667586,134.2332305,169.92365999999998,175.156226,212.311203
8,dis_TRINITY_DN12839_c0_g1,163.97267,150.715328,174.0103075,179.071264,161.97923,179.524466
1,dis_TRINITY_DN12848_c0_g1,226.541011,278.487058,229.225273,206.06596,168.962059,188.547443
1,dis_TRINITY_DN12865_c0_g2,160.487253,560.950011,132.127521,131.49643,131.63302850000002,130.368449
1,dis_TRINITY_DN12877_c0_g1,153.892664,133.229995,130.0984315,130,130.19543950000002,130
1,dis_TRINITY_DN12930_c0_g1,254.346702,319.116086,338.82047850000004,290.82302200000004,391.0086805,318.343775
1,dis_TRINITY_DN12933_c0_g2,1125.513289,1031.66292,2011.483607,1450.521071,1451.033522,1184.940005
1,dis_TRINITY_DN12938_c1_g1,475.380275,301.066147,316.2368495,262.823088,245.3512105,284.12084
1,dis_TRINITY_DN12963_c0_g2,249.958786,364.203238,239.9197755,286.14052300000003,330.4990965,308.329879
1,dis_TRINITY_DN12987_c0_g1,196.937236,201.057074,178.7245375,195.687619,206.2970095,217.047368
7,dis_TRINITY_DN13012_c0_g1,170.262591,140.547613,132.95318350000002,137.010568,139.751554,133.895952
2,dis_TRINITY_DN13015_c0_g1,262.487628,207.181842,186.6460855,183.553002,166.08155449999998,158.365546
1,dis_TRINITY_DN13030_c1_g1,392.448084,348.807317,369.352939,557.264278,405.3372,305.06609000000003
7,dis_TRINITY_DN13044_c0_g2,214.456499,223.48451,202.912319,234.036698,240.6505555,198.966091
1,dis_TRINITY_DN1308_c0_g1,300.755362,185.213275,267.9864895,216.578334,196.487926,197.339549
1,dis_TRINITY_DN13081_c1_g3,194.213611,191.023505,180.287483,170.360405,165.10413799999998,200.752696
1,dis_TRINITY_DN131_c0_g1,219.010841,237.221185,233.874225,249.401804,255.6652195,209.113913
7,dis_TRINITY_DN13186_c0_g2,173.158521,233.982374,193.286439,208.957393,184.006098,162.717139
8,dis_TRINITY_DN132_c0_g4,167.462905,160.67979,177.85490249999998,172.153322,171.16961600000002,170.094916
7,dis_TRINITY_DN13222_c0_g1,249.347642,202.116568,158.50719700000002,153.511932,157.5775815,163.945836
8,dis_TRINITY_DN1323_c0_g1,204.177115,196.396554,215.3254985,198.345664,206.5852495,196.988638
1,dis_TRINITY_DN13243_c0_g1,230.875224,295.84686999999997,211.0103535,224.422073,228.354213,202.845302
8,dis_TRINITY_DN13261_c0_g1,135.668225,131.104333,130.269088,130.115073,130.0900125,130
7,dis_TRINITY_DN13262_c0_g1,141.90517,140.43261,142.87151649999998,151.024664,155.700971,168.942045
2,dis_TRINITY_DN13277_c0_g1,234.94472,203.180857,208.8018325,218.670856,219.4152385,219.22963
1,dis_TRINITY_DN13292_c0_g1,318.11742100000004,306.95723399999997,259.42172,245.551186,246.6704515,235.490094
8,dis_TRINITY_DN13295_c0_g1,206.235919,196.941383,164.032091,154.739531,150.550139,152.671239
