PS,GeneID,S1,S2,S3,S4,S4.5,S5
8,dis_TRINITY_DN30502_c0_g1,130.213535,132.193337,214.1279775,155.582905,143.43454350000002,257.096442
1,dis_TRINITY_DN30508_c0_g1,246.799985,454.272655,357.90876749999995,239.048696,181.661688,248.479622
2,dis_TRINITY_DN3053_c0_g4,381.967203,165.787095,130.373275,130,130,130
2,dis_TRINITY_DN30533_c0_g1,409.661712,282.30025,345.1753885,411.752828,427.743375,343.35541
8,dis_TRINITY_DN3066_c0_g4,243.880239,230.065188,195.7548395,206.322662,204.4905375,213.973868
8,dis_TRINITY_DN3069_c0_g1,308.625311,252.377895,172.61922850000002,159.463774,153.892013,199.046085
1,dis_TRINITY_DN3072_c0_g1,201.0391,168.774896,242.1516885,180.707446,167.82255450000002,152.17541
8,dis_TRINITY_DN3085_c0_g2,165.013733,165.458505,176.160282,179.123617,178.410596,161.896942
1,dis_TRINITY_DN3089_c0_g6,461.423431,415.769122,590.0795205000001,544.95259,644.2660235,484.143291
8,dis_TRINITY_DN3090_c0_g2,220.853002,218.159083,166.77553899999998,163.767939,144.6876175,188.364815
8,dis_TRINITY_DN3090_c0_g6,152.219592,217.745022,177.80580600000002,165.722782,150.80098600000002,165.288668
7,dis_TRINITY_DN3091_c0_g1,297.915302,223.012472,486.4136755,479.77052,468.546836,435.183446
8,dis_TRINITY_DN3091_c0_g2,175.008829,218.140775,164.8529715,170.20092499999998,165.8617485,162.550356
8,dis_TRINITY_DN3094_c0_g2,163.554639,176.063905,180.965173,185.676024,162.12267300000002,232.448277
8,dis_TRINITY_DN3095_c0_g1,228.031066,182.937874,143.96999599999998,141.52984,137.422799,140.482142
6,dis_TRINITY_DN31_c0_g1,253.235312,292.838817,198.5323465,201.01713,213.39439750000005,187.103308
6,dis_TRINITY_DN31080_c0_g1,201.371172,286.49949000000004,161.4151075,193.947786,183.9347775,145.669618
7,dis_TRINITY_DN3120_c0_g1,130.287865,130.730255,130.5316425,130,130.4451315,130
8,dis_TRINITY_DN31242_c0_g1,130.186226,130.208774,192.3776855,351.340173,284.346049,222.881956
8,dis_TRINITY_DN3127_c0_g1,179.173454,278.328389,205.641185,209.15315,187.606549,193.72361
8,dis_TRINITY_DN3130_c0_g2,181.583301,184.449447,167.9173515,184.577209,183.47658,192.905979
4,dis_TRINITY_DN3131_c0_g1,140.353857,138.123591,143.2021005,142.354776,148.2754605,151.933482
1,dis_TRINITY_DN31335_c0_g1,130.686331,130.616689,130.354398,134.01424,135.706273,257.792478
8,dis_TRINITY_DN31347_c0_g1,130.159315,130.352834,286.43197699999996,205.511378,151.12556,151.76624
1,dis_TRINITY_DN314_c0_g3,696.289134,1144.394154,2172.047922,1365.129124,927.9803125,737.34923
1,dis_TRINITY_DN3140_c1_g1,409.37935,456.640246,561.071967,619.537789,505.3046315,379.213137
1,dis_TRINITY_DN3144_c0_g1,140.119781,134.443589,134.2453355,137.684902,159.75104549999998,131.469233
7,dis_TRINITY_DN31488_c0_g1,243.509632,279.067058,192.769136,179.767053,166.6832725,192.057539
1,dis_TRINITY_DN3150_c0_g1,196.960399,238.793683,218.054045,189.433364,153.9009175,183.538089
1,dis_TRINITY_DN3151_c0_g5,297.91608099999996,389.078228,302.9088155,299.710788,317.892748,260.027417
8,dis_TRINITY_DN3153_c0_g1,130.292571,130,130,130,130,130
8,dis_TRINITY_DN31531_c0_g1,222.88923,168.855512,202.784243,184.125037,184.9991395,192.049914
8,dis_TRINITY_DN3155_c0_g1,221.842739,258.50055699999996,223.0202935,208.03955,197.714611,190.337231
8,dis_TRINITY_DN3157_c0_g1,256.81467399999997,250.403358,196.8721525,181.662579,154.4684495,184.699688
2,dis_TRINITY_DN3157_c0_g2,311.71858199999997,379.966859,274.919607,251.631633,220.5700925,218.638035
2,dis_TRINITY_DN3163_c1_g2,312.263858,367.027493,305.673251,346.62406599999997,336.259825,296.123656
8,dis_TRINITY_DN31646_c0_g1,230.922692,259.787414,349.66014,242.99194,253.2712325,212.55933
1,dis_TRINITY_DN31669_c1_g1,959.814542,944.452682,1578.467454,1487.405126,1158.0097485,2633.171777
1,dis_TRINITY_DN31669_c1_g2,265.156346,247.405321,315.090836,282.790732,334.4225725,255.322037
6,dis_TRINITY_DN31685_c0_g1,135.305746,149.523259,165.9670405,179.250739,182.600386,184.019378
1,dis_TRINITY_DN3170_c0_g1,130.282139,130.33447,130.101709,130.059498,130.0929375,130
1,dis_TRINITY_DN3176_c0_g1,148.897754,143.509915,132.442605,130.262244,136.1656105,132.804627
2,dis_TRINITY_DN3182_c0_g1,218.877715,251.569933,188.184065,190.821987,203.0449365,176.490562
1,dis_TRINITY_DN31831_c0_g1,1749.051731,3685.638506,8174.037501000001,4658.507566,2025.043611,5091.755259
1,dis_TRINITY_DN31866_c0_g1,202.062857,241.645424,259.4656475,296.471543,311.97874,290.65072
6,dis_TRINITY_DN3187_c0_g1,430.931491,513.227934,491.2944115,502.898451,294.495335,263.295926
1,dis_TRINITY_DN31871_c0_g1,130.718916,130.346971,130.28231649999998,130,130,130
8,dis_TRINITY_DN31872_c0_g2,243.680192,267.172577,254.2077605,242.128364,212.020933,196.627605
1,dis_TRINITY_DN3189_c0_g1,131.963534,131.592963,130.501835,136.498305,134.546336,261.526995
8,dis_TRINITY_DN3194_c0_g2,134.068822,130.662647,130.6813545,130.467095,130.38314300000002,131.101492
7,dis_TRINITY_DN31952_c1_g1,195.159892,442.711752,141.02657499999998,151.015083,142.40589799999998,142.653994
1,dis_TRINITY_DN31959_c0_g1,294.15875800000003,328.246046,299.6274795,275.096795,314.949662,257.048806
7,dis_TRINITY_DN32_c0_g3,364.954083,393.770968,257.669684,235.679776,211.76774700000001,202.684843
8,dis_TRINITY_DN32_c0_g5,166.570129,159.466137,156.63978500000002,157.752881,156.96892400000002,145.83809
1,dis_TRINITY_DN32_c0_g6,154.564149,161.05345,184.5490715,201.002548,197.391387,195.138944
1,dis_TRINITY_DN320_c0_g1,402.745946,637.758922,929.036647,896.287424,583.5951035,507.101274
1,dis_TRINITY_DN32076_c0_g1,133.167765,130,130.7690015,130.249147,130,130
8,dis_TRINITY_DN32088_c0_g1,159.089762,157.879231,235.3584785,179.75155,158.63266199999998,176.157747
1,dis_TRINITY_DN321_c1_g3,326.774588,344.464554,548.9879495,366.319998,183.0913575,328.347894
8,dis_TRINITY_DN3215_c0_g1,211.409819,165.193421,382.953708,230.787608,239.1280585,203.847549
5,dis_TRINITY_DN32152_c0_g1,160.178014,167.212606,158.5319285,166.769267,164.9216175,159.046734
1,dis_TRINITY_DN32187_c0_g1,187.78628,257.36425099999997,171.8367375,157.396934,157.221877,151.745555
1,dis_TRINITY_DN32221_c0_g1,204.776223,161.440538,152.83363150000002,160.505078,150.6730005,155.78054600000002
1,dis_TRINITY_DN3223_c0_g1,294.853094,189.281289,218.862919,215.11502,188.6553455,211.95035
1,dis_TRINITY_DN3231_c0_g1,164.240039,139.772868,226.8769035,190.585258,170.18406149999998,180.78405
7,dis_TRINITY_DN3237_c0_g1,130.21733,130,132.2438655,174.0557,247.536663,132.639993
8,dis_TRINITY_DN3249_c0_g1,257.209054,210.883273,307.96599749999996,260.906032,249.1022965,242.706927
8,dis_TRINITY_DN32491_c0_g1,133.091734,134.283533,142.907416,147.534204,163.72749950000002,159.695201
7,dis_TRINITY_DN325_c0_g1,167.772784,152.640007,179.23862300000002,203.851229,191.0858185,204.144466
7,dis_TRINITY_DN3251_c0_g1,143.574818,141.831386,240.3762185,161.76932300000001,158.542128,153.145756
8,dis_TRINITY_DN32514_c0_g1,308.749409,143.185199,232.594648,249.397383,277.082225,277.243388
1,dis_TRINITY_DN3255_c0_g1,389.850058,385.552413,285.485268,250.769886,221.611883,292.002269
8,dis_TRINITY_DN3258_c0_g1,214.518369,209.640399,136.8857195,135.919798,133.32961899999998,135.380526
8,dis_TRINITY_DN32593_c0_g1,172.282947,210.069038,182.48911,170.084247,166.371351,154.265686
2,dis_TRINITY_DN3269_c0_g1,191.423782,215.988588,214.969408,238.514414,229.466478,197.655233
8,dis_TRINITY_DN32777_c0_g1,180.243835,230.611896,187.018029,154.101771,150.1288825,147.131032
8,dis_TRINITY_DN32784_c0_g2,216.6888,265.070082,232.1794775,227.266567,202.10814699999997,194.75186
1,dis_TRINITY_DN3279_c0_g1,187.035337,241.374619,181.7566875,220.831112,226.0757905,169.995565
1,dis_TRINITY_DN328_c0_g4,247.445795,231.988939,187.8934655,177.64355799999998,171.678754,166.005661
8,dis_TRINITY_DN3283_c0_g1,247.094922,239.405359,275.685963,282.27319,233.881272,262.176027
1,dis_TRINITY_DN3284_c1_g2,152.165611,174.769701,242.335576,218.394847,241.449606,221.598658
1,dis_TRINITY_DN32845_c0_g1,465.833851,293.866482,317.967756,396.021184,417.192501,222.733732
1,dis_TRINITY_DN3285_c0_g3,383.402111,452.553908,344.208571,331.80431699999997,342.03436999999997,276.131281
1,dis_TRINITY_DN32895_c0_g1,134.47151,143.659735,192.7750185,201.796476,220.620821,176.781595
5,dis_TRINITY_DN329_c0_g1,132.789094,133.388349,146.0046065,179.242596,160.487989,293.893811
1,dis_TRINITY_DN3291_c0_g1,130.447551,130.94843,130.4051645,132.368137,133.44534800000002,248.709817
6,dis_TRINITY_DN32940_c0_g1,180.444216,180.54972,164.537419,160.470711,153.96236499999998,157.390131
8,dis_TRINITY_DN32985_c0_g1,176.94226,263.12971600000003,213.1683575,213.893991,202.124063,178.530695
1,dis_TRINITY_DN3304_c0_g2,131.239211,136.297004,131.934815,133.119439,131.9910585,137.91654
1,dis_TRINITY_DN33055_c0_g1,138.96702,134.145252,153.959499,143.466035,140.2739905,220.166914
1,dis_TRINITY_DN3314_c0_g1,258.604973,278.706097,350.64245850000003,459.14076,415.9950495,391.225066
2,dis_TRINITY_DN33173_c0_g1,333.03785400000004,306.293951,173.1823095,169.90936,158.253156,168.41518
8,dis_TRINITY_DN3318_c0_g1,189.334024,265.95187,256.81775,205.245014,172.9069225,211.824435
1,dis_TRINITY_DN3319_c0_g1,811.201823,171.940301,133.49233299999997,131.637604,130.51455049999998,131.569218
1,dis_TRINITY_DN33366_c0_g1,140.804195,148.543884,153.57428950000002,176.677199,164.508664,162.717078
8,dis_TRINITY_DN3340_c0_g1,143.98989,152.13211,134.480867,137.249142,135.849963,139.126482
2,dis_TRINITY_DN3344_c0_g1,859.662001,797.854256,1548.5853355,1095.992684,803.7514655,1532.089031
1,dis_TRINITY_DN33467_c0_g4,327.481474,440.242059,237.9230785,230.318196,245.6961525,214.325563
8,dis_TRINITY_DN3353_c0_g3,195.021032,234.312338,193.588619,276.11264700000004,259.3972195,177.384491
1,dis_TRINITY_DN3359_c0_g1,230.122067,198.906671,201.595858,200.770105,205.065392,188.970283
6,dis_TRINITY_DN3359_c0_g3,164.816913,178.844775,203.6312445,239.647843,250.3484585,239.761741
1,dis_TRINITY_DN3363_c0_g4,1521.357727,1721.761946,1760.6514055,2250.602288,3511.052687,3540.803521
8,dis_TRINITY_DN33684_c0_g1,226.59373,265.26879099999996,206.892976,189.608706,170.1988895,174.52296
7,dis_TRINITY_DN33846_c0_g1,289.08223499999997,593.745392,585.7425370000001,541.128198,445.6671085,492.320989
8,dis_TRINITY_DN3385_c0_g4,244.630814,260.222152,251.177122,232.272444,205.9003215,206.343919
8,dis_TRINITY_DN3385_c0_g5,298.384329,189.609937,175.25078200000002,249.637403,235.811365,226.83927
1,dis_TRINITY_DN3387_c0_g3,177.553491,186.838512,187.74586300000001,181.80122,166.634663,170.086236
7,dis_TRINITY_DN339_c0_g1,160.58714,215.245866,140.61960299999998,143.177939,134.7330055,136.782681
1,dis_TRINITY_DN33940_c0_g1,182.491528,208.432283,191.389517,207.123457,205.208787,174.607778
1,dis_TRINITY_DN34019_c0_g1,198.537576,204.294474,239.2467065,269.810384,276.162127,183.68025
8,dis_TRINITY_DN3411_c0_g1,173.923695,177.858139,146.688735,146.442418,142.39714750000002,143.429811
1,dis_TRINITY_DN34135_c0_g1,252.946195,350.79334700000004,263.45441,235.92352,219.309003,193.14505
8,dis_TRINITY_DN3418_c0_g1,144.305579,145.743117,162.9619325,171.223429,163.836549,158.382555
1,dis_TRINITY_DN34181_c0_g1,163.732534,302.639358,203.5394755,185.399108,173.99620149999998,160.865509
8,dis_TRINITY_DN34210_c0_g1,273.196959,281.716853,302.7977205,299.849489,281.46949900000004,240.02315
8,dis_TRINITY_DN34322_c0_g1,210.005327,301.294531,171.964072,179.296608,164.341233,173.58241
1,dis_TRINITY_DN34336_c0_g1,347.48645999999997,574.837862,306.8496775,373.391739,342.14442799999995,261.346949
1,dis_TRINITY_DN344_c0_g3,319.035263,167.792519,200.5491925,167.943385,146.3409935,185.605048
7,dis_TRINITY_DN34494_c0_g2,134.578601,134.411789,143.6836935,156.013949,150.9231865,174.62738000000002
1,dis_TRINITY_DN34498_c0_g1,178.56205599999998,335.654322,203.51521,207.038902,167.103057,176.116793
8,dis_TRINITY_DN3453_c0_g4,170.089896,231.022122,223.5897185,218.341778,180.7338975,178.296313
7,dis_TRINITY_DN34622_c0_g1,368.256352,257.139935,242.215385,260.799581,271.9530595,226.705237
8,dis_TRINITY_DN34668_c0_g1,194.940542,246.089859,280.45450700000004,260.906575,203.7216945,174.11637100000002
8,dis_TRINITY_DN3468_c0_g1,214.203504,192.161868,191.7741975,181.021784,161.5132145,164.743232
1,dis_TRINITY_DN34684_c0_g1,177.468411,192.89061,222.1782335,244.50734,217.0629465,201.461573
7,dis_TRINITY_DN34726_c0_g1,133.157458,130.667439,134.102352,131.724212,130.959914,131.438517
1,dis_TRINITY_DN348_c0_g2,131.87248,130.434141,130.32408249999995,130.071077,130.101603,130
8,dis_TRINITY_DN3488_c1_g1,400.579279,561.609566,176.319262,183.266775,152.74091950000002,226.319934
1,dis_TRINITY_DN3494_c0_g2,264.84167,279.91828399999997,245.471568,255.896097,218.030726,223.8008
2,dis_TRINITY_DN34964_c0_g1,243.940705,266.552211,273.664667,227.619873,192.4362145,213.951954
1,dis_TRINITY_DN34977_c0_g1,157.753073,176.543945,135.9580105,134.455681,137.130158,132.535415
7,dis_TRINITY_DN34987_c1_g1,183.823524,198.6945,199.677569,168.669417,201.838253,196.486671
8,dis_TRINITY_DN3501_c0_g1,156.885902,179.518215,155.730255,158.143342,146.6107425,211.930356
8,dis_TRINITY_DN3504_c0_g2,478.655812,441.687243,157.552836,154.865379,148.653807,146.048027
4,dis_TRINITY_DN3505_c0_g3,151.407606,143.636727,162.610065,166.151777,164.82953149999997,151.088864
8,dis_TRINITY_DN351_c0_g1,450.541352,713.172454,980.1909505,1083.262635,715.259943,503.58647
1,dis_TRINITY_DN351_c0_g4,153.286337,162.478931,331.334403,208.573231,190.6260285,209.910863
8,dis_TRINITY_DN3519_c0_g1,208.690292,221.767417,184.9930775,231.318277,213.310055,182.358113
1,dis_TRINITY_DN3520_c0_g3,144.461202,155.554503,215.6099475,229.887274,209.9158305,207.59779
2,dis_TRINITY_DN3520_c0_g4,168.725643,148.523297,186.143539,174.965516,174.134867,175.961185
7,dis_TRINITY_DN35215_c0_g3,166.876986,195.13967,259.2479075,269.989637,229.5883935,204.028209
1,dis_TRINITY_DN3523_c0_g2,306.878384,233.451417,250.481186,228.712119,210.5950755,173.088089
1,dis_TRINITY_DN3525_c0_g1,141.031986,138.24334,631.972739,350.204091,410.9300565,835.48373
1,dis_TRINITY_DN3525_c0_g4,178.965777,157.69717,344.737871,313.872121,356.25487250000003,254.575661
7,dis_TRINITY_DN3548_c0_g1,131.283234,130.42789200000001,130.158275,130.167766,130.3409055,130
1,dis_TRINITY_DN355_c0_g2,383.936115,420.473111,344.4597225,272.016368,278.1086125,286.45719299999996
1,dis_TRINITY_DN355_c0_g3,203.549526,271.770719,275.6872615,310.17764999999997,377.3513435,308.776815
1,dis_TRINITY_DN35537_c0_g1,362.816507,469.572926,540.3689479999999,544.527499,564.2338705,602.300879
8,dis_TRINITY_DN3554_c0_g1,131.010347,130.648423,132.9387875,147.935869,161.2974285,189.494759
5,dis_TRINITY_DN3558_c1_g5,266.35704799999996,267.483257,184.071133,211.434755,212.907803,211.193391
8,dis_TRINITY_DN35605_c0_g1,161.980735,162.94951600000002,171.82519200000002,169.63266,145.212951,160.238733
7,dis_TRINITY_DN35650_c0_g1,497.810698,822.355503,777.5383254999999,900.108088,663.5622155,666.477085
7,dis_TRINITY_DN3574_c0_g1,1159.320906,819.168259,199.021595,291.691067,277.109916,217.275559
2,dis_TRINITY_DN35743_c0_g1,442.135031,744.869751,558.1201699999999,542.6339029999999,502.320721,503.247402
1,dis_TRINITY_DN358_c0_g1,226.765543,245.544665,224.1000545,241.301557,235.497696,244.481691
8,dis_TRINITY_DN358_c0_g6,147.418327,152.681895,158.89208100000002,147.321809,142.1465715,151.72496999999998
2,dis_TRINITY_DN35807_c0_g1,197.45488,228.009023,202.676912,208.623377,237.1729105,219.796193
8,dis_TRINITY_DN3584_c0_g2,163.755206,155.695888,220.7196765,167.510797,147.440939,160.317897
1,dis_TRINITY_DN3586_c1_g1,130.032002,130.044914,130.0160505,130,130,130
7,dis_TRINITY_DN35894_c0_g1,220.426646,219.658725,270.860792,250.722398,179.750922,289.61872600000004
1,dis_TRINITY_DN3590_c1_g1,135.706879,131.096473,130.1155865,130,130,130
7,dis_TRINITY_DN360_c0_g1,206.922113,200.262109,200.2271635,217.683977,177.6685775,251.409995
1,dis_TRINITY_DN3600_c0_g2,155.53717,155.790834,161.1125415,159.47736,159.24735850000002,149.636648
8,dis_TRINITY_DN36029_c0_g2,136.182109,133.124727,136.820727,141.857385,150.0826525,231.957897
1,dis_TRINITY_DN3603_c0_g2,149.166263,169.454941,263.1026525,245.02251,177.2202005,201.391368
8,dis_TRINITY_DN3609_c0_g3,310.251961,583.724984,717.0542714999999,633.671634,514.9895425,410.648479
7,dis_TRINITY_DN3612_c0_g1,130.636685,130,130,130,130.296083,130
8,dis_TRINITY_DN36248_c0_g1,155.240361,152.363454,296.001764,234.186741,182.524407,211.680949
7,dis_TRINITY_DN3633_c0_g3,130.481503,130.916026,138.794404,136.918,136.425955,138.71129
1,dis_TRINITY_DN364_c0_g1,134.25505,131.634249,136.462306,149.838833,143.1618745,238.449211
7,dis_TRINITY_DN3642_c0_g1,300.523916,166.163243,138.9419875,144.077437,139.33128699999995,146.998578
7,dis_TRINITY_DN36579_c0_g1,305.105447,167.242337,158.4776845,157.592802,149.01018,136.802489
1,dis_TRINITY_DN3663_c0_g1,542.8765430000001,413.409978,275.77689549999997,274.78758,272.78588249999996,244.524194
1,dis_TRINITY_DN3667_c0_g1,926.293422,1565.846507,942.7362595,742.312533,817.730442,743.000371
7,dis_TRINITY_DN3671_c0_g1,222.354665,243.155002,166.802125,168.507214,169.1983125,161.27259
8,dis_TRINITY_DN36736_c0_g1,684.335712,309.939655,807.1511515,462.256639,368.9367425,500.743008
2,dis_TRINITY_DN3674_c0_g1,276.523866,239.29192,247.690562,189.505428,172.2088895,177.842301
1,dis_TRINITY_DN3692_c0_g1,132.177244,132.485997,131.194687,131.502983,130.670595,131.143521
1,dis_TRINITY_DN3696_c0_g1,199.243572,238.346776,194.7218235,190.585826,201.328594,180.82644
1,dis_TRINITY_DN36962_c0_g1,569.111748,379.85319,436.477266,624.64149,805.0190285,565.227385
1,dis_TRINITY_DN372_c0_g1,529.335283,747.489695,1413.273989,2049.560235,3442.3095805000003,2611.454186
1,dis_TRINITY_DN372_c0_g2,130.914432,132.425448,131.04179299999998,144.15699,144.807512,444.000629
1,dis_TRINITY_DN3720_c0_g1,283.515377,304.974697,255.08478799999995,233.194919,210.176329,204.352643
2,dis_TRINITY_DN3728_c1_g7,130,130,130,130,130,130
1,dis_TRINITY_DN3735_c0_g4,198.858115,167.552756,186.5819675,168.153688,157.6693685,207.481197
6,dis_TRINITY_DN37453_c0_g1,183.602261,210.804585,169.8016815,152.922207,139.28502250000005,155.095428
1,dis_TRINITY_DN37464_c0_g1,792.803478,792.199276,1167.4016305,1042.606561,752.0747,1932.698544
3,dis_TRINITY_DN3747_c0_g1,133.180355,130.836175,130.43938400000002,134.409995,131.41810149999998,134.764243
2,dis_TRINITY_DN3747_c0_g6,130,130,130,130,130,130
7,dis_TRINITY_DN3750_c0_g8,257.75329999999997,154.862713,165.5952725,144.7906,141.085622,146.378657
8,dis_TRINITY_DN3753_c0_g4,145.481283,144.32357,294.72963699999997,527.305555,449.073086,738.270391
1,dis_TRINITY_DN376_c0_g1,206.506708,214.845547,209.519376,220.063266,222.274202,193.525336
1,dis_TRINITY_DN37607_c0_g1,130.609915,130,130.0880815,135.675267,136.182338,273.78567899999996
8,dis_TRINITY_DN37773_c0_g1,222.186768,199.265553,184.227111,172.063363,164.08534650000001,163.510437
8,dis_TRINITY_DN37783_c0_g1,266.886418,272.738336,250.718301,248.098046,221.5087675,198.797301
7,dis_TRINITY_DN3780_c0_g1,130.052847,130.12859,217.73801100000003,190.189208,153.7033715,224.922258
8,dis_TRINITY_DN3780_c0_g3,130.069161,130.383574,210.4053765,179.65991,152.01755350000002,200.33512
7,dis_TRINITY_DN379_c0_g2,134.814527,144.377252,176.7512725,154.611714,146.8651785,200.084188
8,dis_TRINITY_DN3790_c0_g7,201.087897,205.47794,232.3810865,249.982839,199.38231,182.454367
2,dis_TRINITY_DN3793_c0_g5,314.449145,236.690582,329.0823405,208.429945,180.9540885,225.498332
8,dis_TRINITY_DN3799_c0_g6,206.523242,246.599787,240.59972850000003,310.81410500000004,271.45569850000004,203.310214
1,dis_TRINITY_DN380_c0_g3,494.307365,954.879941,574.95906,560.479509,573.2746070000001,529.5454219999999
8,dis_TRINITY_DN3802_c0_g1,130.037791,130,130.0418815,130,130,130
1,dis_TRINITY_DN38152_c0_g1,172.456262,150.270282,231.9993065,215.456741,232.0652775,211.313242
8,dis_TRINITY_DN38171_c0_g2,224.725781,239.797889,231.7802205,213.649031,220.515234,188.311159
2,dis_TRINITY_DN38237_c0_g3,202.347928,185.33885,197.4803865,182.58298,170.562209,181.538773
1,dis_TRINITY_DN38246_c0_g1,414.648761,560.118794,380.3810345,412.407113,481.2153705,355.44873
8,dis_TRINITY_DN38268_c0_g2,246.263712,197.226014,168.02839,161.137625,154.762215,169.294411
8,dis_TRINITY_DN3827_c0_g3,130.158739,130,130.234829,130,130,130
8,dis_TRINITY_DN3828_c0_g2,285.373361,255.300113,376.0119055,349.744773,281.037868,599.789667
8,dis_TRINITY_DN3833_c0_g2,191.791221,231.805235,191.6146455,198.185156,208.7669225,187.902973
1,dis_TRINITY_DN38427_c0_g1,136.935575,130.857277,130.2081265,130.09394699999999,130.1067625,130
1,dis_TRINITY_DN3845_c0_g2,130,130,130.0764,146.783935,150.808537,130
8,dis_TRINITY_DN3852_c0_g1,220.600084,145.874185,140.9243015,137.900881,136.603353,135.483745
1,dis_TRINITY_DN3852_c0_g2,192.414431,164.663012,143.921467,151.941776,143.28163999999998,173.135825
1,dis_TRINITY_DN3858_c0_g2,232.677922,272.92699200000004,208.0635925,214.571451,224.3643505,207.924843
1,dis_TRINITY_DN3860_c0_g1,226.326315,193.98436,218.73923,195.639584,192.561246,194.76912
8,dis_TRINITY_DN3860_c0_g9,133.583745,138.6603,135.02009800000002,146.373894,141.7050945,142.963111
1,dis_TRINITY_DN3883_c0_g1,130.025769,130,130,130,130,130
8,dis_TRINITY_DN3885_c0_g1,243.782837,339.661237,206.49748,198.846535,180.849323,174.232193
7,dis_TRINITY_DN3887_c2_g1,142.720883,133.35169,131.8189255,135.454737,133.6761515,133.718595
2,dis_TRINITY_DN3893_c0_g2,373.474453,371.813324,256.17526300000003,280.513439,315.6463305,219.205715
8,dis_TRINITY_DN3895_c2_g1,185.935606,386.178352,260.424686,297.91102,241.319998,199.483752
1,dis_TRINITY_DN3896_c0_g2,298.334854,264.416693,349.5277065,309.224085,266.2514,391.424091
1,dis_TRINITY_DN38970_c0_g3,354.318495,339.629587,501.1501449999999,317.087587,313.739237,353.136793
7,dis_TRINITY_DN3898_c0_g1,130.13599,130,130.21833049999998,130.195535,130.1257085,130.094193
1,dis_TRINITY_DN3900_c0_g1,130,130,130,130,130,130
7,dis_TRINITY_DN3920_c0_g3,222.65998,268.706018,234.0154945,204.954332,166.916153,235.206674
1,dis_TRINITY_DN39298_c0_g1,192.084678,209.902479,219.7580785,206.789814,201.828146,182.179476
8,dis_TRINITY_DN39303_c0_g1,130.019552,130,130.060641,130,130,130
8,dis_TRINITY_DN39315_c0_g1,375.133552,416.620489,593.004915,554.4123119999999,364.480892,403.076235
1,dis_TRINITY_DN3934_c0_g1,193.003332,204.646455,221.2494655,228.99456,229.2056265,193.457687
1,dis_TRINITY_DN3940_c0_g1,182.255144,190.113167,254.414268,244.720232,223.31251,212.459468
6,dis_TRINITY_DN3942_c0_g1,184.582449,239.676069,198.982223,202.892099,243.006271,235.452458
1,dis_TRINITY_DN39425_c0_g1,367.526968,212.720259,261.1003855,295.130311,238.8155885,417.065479
7,dis_TRINITY_DN39454_c0_g1,462.537983,214.675941,274.0338065,245.838729,222.4932255,229.124201
7,dis_TRINITY_DN3959_c0_g2,249.321218,388.473012,253.7848365,282.976407,306.165051,263.293006
1,dis_TRINITY_DN3964_c0_g6,155.040909,192.644794,195.304131,242.918705,215.404049,214.503997
8,dis_TRINITY_DN3968_c0_g1,130.507837,130.348776,130,130.10576,130.06097499999998,130
8,dis_TRINITY_DN3973_c0_g1,481.026434,768.929725,485.2443485,456.331973,444.3283525,345.629411
1,dis_TRINITY_DN39743_c0_g1,348.008828,288.28882699999997,493.187805,283.556505,362.5977515,336.005111
1,dis_TRINITY_DN398_c0_g1,198.222131,170.961958,190.623027,175.163018,164.0192075,175.970322
8,dis_TRINITY_DN39866_c0_g1,165.195565,198.627483,319.6749095,191.384506,174.2656305,200.687638
1,dis_TRINITY_DN3998_c0_g1,165.38708400000002,168.58378299999998,168.3954565,168.853173,157.094371,156.83334
2,dis_TRINITY_DN40026_c0_g1,255.009228,334.13547500000004,227.1855215,212.617231,232.6061805,195.136091
6,dis_TRINITY_DN40057_c0_g1,334.14044,525.616914,358.45640649999996,374.126904,400.2678225,258.895236
8,dis_TRINITY_DN4007_c0_g4,163.938686,171.856256,233.314045,172.684359,154.2350025,177.280556
8,dis_TRINITY_DN40090_c0_g2,274.944976,331.619319,293.902467,252.317368,274.993401,207.476642
7,dis_TRINITY_DN401_c0_g1,176.541295,166.686814,159.64560749999998,174.238195,168.774591,153.541392
8,dis_TRINITY_DN40134_c0_g2,942.693295,732.028853,278.5974165,409.814928,338.6360995,580.1767150000001
1,dis_TRINITY_DN4015_c1_g1,194.960669,196.414046,203.0879935,208.168565,212.9415155,178.539408
8,dis_TRINITY_DN4018_c0_g1,153.50399099999998,153.53278699999998,164.465552,186.515977,159.6160645,174.199859
8,dis_TRINITY_DN4022_c0_g5,247.27147,284.972035,249.110346,236.881401,250.2332075,213.258376
7,dis_TRINITY_DN40329_c0_g1,514.769119,346.320357,367.722827,321.383353,344.17595800000004,321.879484
8,dis_TRINITY_DN40526_c0_g1,220.530261,233.216275,257.34387100000004,227.784095,222.7468965,208.936247
7,dis_TRINITY_DN4055_c0_g4,214.975603,366.912698,300.0147885,311.701141,264.127972,212.764931
8,dis_TRINITY_DN4058_c0_g3,304.393373,357.635225,318.64113199999997,314.167238,273.90344749999997,296.681157
2,dis_TRINITY_DN4062_c0_g1,186.971313,179.001417,212.896538,192.841833,178.3504865,216.042255
2,dis_TRINITY_DN40675_c0_g1,330.799915,302.023302,172.518862,164.199096,167.82318500000002,157.31933
8,dis_TRINITY_DN4069_c0_g1,146.540774,163.23638499999998,193.879975,198.816302,181.9904925,155.332666
1,dis_TRINITY_DN4071_c0_g2,385.962369,511.020999,280.287778,295.677775,379.26358,285.864751
