PS,GeneID,S1,S2,S3,S4,S4.5,S5,gamete_female,gamete_male,holdfast,reptip,stipe,vegtip
4,dis_TRINITY_DN11927_c0_g1,19.880226,38.708564,23.7055555,35.549411,22.9530465,22.981668,35.45669,6.533644,61.546761,28.715567,68.569235,20.290336
2,dis_TRINITY_DN11928_c0_g2,17.072637,34.827359,29.771614,32.75428,34.4769415,19.97671,3.725622,0.680128,23.954569,9.488655,11.791117,11.77674
8,dis_TRINITY_DN11934_c0_g8,57.249361,84.073097,45.534032999999994,75.228625,63.5356055,51.852387,23.656804,4.260094,11.242496,24.057425,17.534765,27.857587
8,dis_TRINITY_DN11935_c0_g2,2.938916,2.230823,2.6729915,2.52044,1.189469,4.089294,2.90106,0.169908,2.82731,2.700447,2.285038,1.752631
8,dis_TRINITY_DN1194_c0_g1,24.509336,25.287203,7.0490775,6.035228,5.576516,4.661022,7.889917,1.534522,5.182365,5.197718,3.795689,1.338136
5,dis_TRINITY_DN11941_c0_g1,0.159791,0.133558,6.909237,26.915498,33.429047999999995,57.208462,0.188994,0,38.497323,12.626903,46.720136,9.265264
1,dis_TRINITY_DN11943_c0_g2,10.491053,23.741521,28.557835500000003,33.103923,28.1196385,27.326593,3.636305,0.652597,7.901467,12.616194,13.723229,18.698653
8,dis_TRINITY_DN11943_c0_g3,24.434713,12.386385,49.4464225,184.968166,223.70594,88.541409,80.592996,150.174409,101.128051,122.118569,105.775398,126.035269
8,dis_TRINITY_DN11947_c0_g1,50.211517,68.679528,12.8855145,6.550172,3.4983635,3.923497,6.517588,0.548891,1.966774,6.024586,1.533761,0.779809
2,dis_TRINITY_DN11956_c0_g1,3.514652,3.064022,6.271272,6.618257,4.379636,4.983802,4.849342,4.012311,3.584862,6.671961,5.396415,4.055176
7,dis_TRINITY_DN11964_c0_g1,8.745723,9.501095,7.689489,7.620588,7.2384755,6.906233,1.649389,0.245937,5.202236,3.949653,5.827733,4.35374
8,dis_TRINITY_DN11971_c0_g5,63.882821,61.909725,43.6051015,28.237625,15.5376175,15.38809,136.266919,365.153435,37.927729,63.266957,31.785709,13.236908
8,dis_TRINITY_DN11972_c0_g1,4.812808,9.171806,19.253179,22.804685,19.0357255,18.778053,7.733754,2.377778,7.959757,11.308724,8.501564,14.451835
8,dis_TRINITY_DN11972_c0_g3,34.778803,42.099367,9.218368,15.819618,13.785107,39.04671,91.781591,16.76529,16.180057,25.387314,6.767664,14.099008
8,dis_TRINITY_DN11977_c0_g1,5.241469,3.841623,7.447986,8.240472,7.004939,5.387509,11.032368,2.677446,7.447005,8.38472,4.217768,3.825917
8,dis_TRINITY_DN11981_c0_g2,0,0.277167,0,0,0,0,0,38.018368,0,2.516249,0,0
2,dis_TRINITY_DN11987_c0_g2,10.226908,7.978066,9.136687,10.863484,12.5133485,8.864248,19.753048,4.934958,12.41773,19.469434,16.251726,19.376582
2,dis_TRINITY_DN11994_c0_g2,0,0,0.0556525,0.417511,0.9409185,0.156134,0,15.507517,0,7.694986,0,0.311842
1,dis_TRINITY_DN12_c0_g2,70.485051,98.836701,58.224086,55.599274,28.9239,50.921417,20.767225,12.449754,57.689675,40.108535,51.632307,28.712531
8,dis_TRINITY_DN12004_c0_g1,1.456241,3.096194,11.3648835,22.570726,22.694116,10.452355,8.106039,5.607796,5.644963,6.771971,6.35852,6.593734
7,dis_TRINITY_DN12008_c0_g1,0,0,0,0,0,0,0.048263,560.509259,0,16.705868,0,0
8,dis_TRINITY_DN1201_c0_g1,1.792771,1.011886,21.392761,71.325277,287.5921665,1565.059384,2.513011,9.3503,41184.147154,17968.729394,78673.385308,8621.189081
1,dis_TRINITY_DN12016_c0_g1,48.236298,46.287627,38.6482005,40.333314,40.312208,60.899024,50.251387,221.547501,70.773446,48.298872,41.243018,35.635686
1,dis_TRINITY_DN12018_c0_g1,4.757181,7.971944,11.3080665,11.569933,12.835397,6.170701,8.597281,1.924186,6.906776,19.490261,7.452986,12.616918
8,dis_TRINITY_DN12029_c0_g3,43.358714,85.360566,44.6722945,34.170913,24.3650195,30.277566,9.509598,10.306948,47.494838,24.966341,21.544888,18.936054
1,dis_TRINITY_DN1203_c0_g1,43.477858,44.951785,51.297030500000005,56.685046,43.3117825,33.056659,12.280611,2.851599,9.541955,11.629059,6.783825,12.316972
2,dis_TRINITY_DN12030_c0_g1,26.918256,38.301366,18.89824,21.035601,25.490672,25.036435,24.550881,7.0791,21.365855,33.838542,21.126531,24.367222
8,dis_TRINITY_DN12036_c0_g1,3.765618,2.569269,11.0837035,9.502031,5.1659275,7.318318,0,0.102507,14.212056,8.711949,15.694063,8.601774
8,dis_TRINITY_DN1204_c0_g1,23.136513,17.292194,5.306466,4.879858,3.102214,7.463083,12.010479,4.090319,11.380006,21.27462,11.149171,8.472362
1,dis_TRINITY_DN12045_c0_g5,11.860744,21.84212,14.4722195,11.759134,7.096089,11.932894,4.544473,0.641073,13.23268,11.342278,14.370851,8.271176
8,dis_TRINITY_DN12045_c0_g6,56.748165,68.67036,107.428459,133.859385,95.487946,74.442384,111.655254,21.798866,170.947467,95.138304,83.590025,56.019831
2,dis_TRINITY_DN12047_c0_g1,130.375686,147.395734,58.191323,41.476345,20.952454000000003,12.403443,41.765205,4.083644,0,13.16979,0,5.278758
8,dis_TRINITY_DN1205_c0_g2,1.59016,1.810489,3.4925785,3.644573,2.077134,2.455047,0.867785,0.723841,3.039557,2.984761,5.804436,2.3975
4,dis_TRINITY_DN12060_c0_g2,33.686229,19.515124,25.63903,18.680678,9.800308,36.432707,21.124699,2.237134,41.454475,54.0506,31.385954,42.374032
8,dis_TRINITY_DN12060_c0_g6,19.98294,24.98505,29.0778755,36.84019,38.4322705,25.331628,45.008948,18.471037,14.682219,32.71861,21.224571,41.050354
8,dis_TRINITY_DN12063_c0_g2,9.81479,14.639597,18.648672,13.860152,7.567105,14.683497,12.16491,5.562535,26.919516,24.627572,22.611086,14.560145
8,dis_TRINITY_DN12067_c0_g1,24.679706,75.976196,43.156497,46.797185,44.982878,34.782067,28.514137,21.792737,59.007722,40.9584,61.817575,21.929595
8,dis_TRINITY_DN12068_c0_g1,16.530491,29.319556,34.438772,36.895254,35.859635499999996,17.37765,17.069749,7.147384,63.944175,45.656369,37.57117,31.441282
1,dis_TRINITY_DN12075_c0_g1,21.616414,37.887431,48.3073355,41.299053,45.3010945,26.615981,55.415117,24.259842,20.086343,40.976181,24.62902,27.962585
7,dis_TRINITY_DN1208_c0_g1,0.150465,0,0,0,0,0,0,115.966167,0,9.224158,0,0
2,dis_TRINITY_DN1209_c0_g1,10.808152,11.188853,3.635608,2.232428,0.962262,1.603874,1.665475,0.085178,2.004657,5.193039,1.117809,1.562451
1,dis_TRINITY_DN1209_c0_g2,181.775215,309.42536,430.969472,755.307549,574.1967810000001,222.877578,16.405589,4.8494,1.105486,25.39779,2.210196,41.212815
1,dis_TRINITY_DN1210_c0_g1,96.435602,204.034435,135.520756,103.044326,109.697275,66.395816,43.76027,8.062329,165.160603,93.634696,82.586097,76.739705
8,dis_TRINITY_DN12112_c0_g7,22.120617,23.329273,16.8564225,14.57877,15.6387845,13.145083,23.335774,4.185898,14.907395,23.373496,20.909783,16.047999
7,dis_TRINITY_DN12124_c0_g1,5.952833,27.713171,488.7287085,466.251069,175.4485695,558.56484,4.203111,1.420866,1.12107,41.377397,8.508795,108.722385
8,dis_TRINITY_DN12135_c0_g1,7.752233,35.383099,6.1800275,5.668131,2.9478999999999997,7.712749,0.321101,2.587791,0.481705,8.238359,0.339564,6.20647
8,dis_TRINITY_DN1214_c0_g1,0.639501,0.134813,0.0268895,0,0,0,14.133406,392.753981,0,10.87109,0,0
1,dis_TRINITY_DN12149_c0_g1,8.723455,2.25613,6.147714,4.77123,4.891177,4.75906,27.206947,6.19628,2.84234,8.496582,3.40579,4.794684
8,dis_TRINITY_DN12150_c0_g1,8.822498,7.563401,11.9756145,8.191992,4.7191845,6.035109,3.93044,0.956058,5.255179,5.00725,2.803706,3.611961
8,dis_TRINITY_DN12158_c0_g1,3.044295,14.383684,9.014732,8.799367,5.6745905,8.450645,5.353955,333.320956,6.991378,14.06629,7.970291,5.736079
3,dis_TRINITY_DN1216_c2_g1,209.9126,148.847543,108.272177,66.217841,51.6238995,50.828262,197.19366,46.220128,98.16796,119.165726,60.556375,32.296409
7,dis_TRINITY_DN1216_c7_g1,7.178854,1.604937,1.0763315,8.289344,5.905191,3.661007,0,0,6.510227,1.17797,11.378605,0.20499
8,dis_TRINITY_DN12164_c0_g1,123.89059,176.498942,129.868048,164.521373,139.942343,109.068052,192.385105,40.365793,106.671543,123.338684,69.011422,69.916097
8,dis_TRINITY_DN12169_c0_g1,7.30756,5.573702,8.738883000000001,11.003806,7.0524385,9.916273,6.909541,4.43893,8.319863,9.159325,9.773733,7.984975
7,dis_TRINITY_DN12169_c0_g2,2.885507,2.826139,7.394515500000001,5.731567,6.406086,5.271447,5.082222,0.819665,3.148946,7.456289,5.075636,3.579242
7,dis_TRINITY_DN12170_c0_g1,0.387194,2.225852,3.6010205,2.124993,1.0012395,7.148381,0,4.559661,0.034102,61.872745,0.07306,5.322907
1,dis_TRINITY_DN12173_c0_g1,7.394429,40.389013,286.0417145,79.805079,57.450038,40.585277,170.947212,2047.605795,10.182391,80.825915,2.898212,2.527435
1,dis_TRINITY_DN12182_c0_g1,4.846575,3.545009,6.7459995,7.227661,4.1306125,5.410772,8.609225,1.209828,6.39718,4.836704,3.995926,4.262043
7,dis_TRINITY_DN12185_c0_g1,36.780987,25.120663,17.244429500000003,14.73184,12.7042175,12.722571,12.558904,23.834735,23.477705,20.231868,24.406877,13.70173
8,dis_TRINITY_DN12190_c0_g1,9.624723,8.538706,15.279689,18.125497,11.620388,10.928178,22.795739,4.022358,12.243351,25.114184,27.110405,19.630241
1,dis_TRINITY_DN12195_c0_g1,317.174159,387.208414,227.493371,282.127643,219.5414315,190.023493,286.998049,140.518963,288.287253,357.69221,270.292179,296.327108
8,dis_TRINITY_DN12198_c1_g1,2.756051,5.905612,3.5804454999999997,2.840465,2.7480825,0.947824,2.794706,0.277065,1.776228,3.238745,5.915333,1.87657
7,dis_TRINITY_DN1221_c0_g2,105.658246,183.517243,102.4325385,96.934439,82.31940549999999,123.46805,150.811432,33.549252,209.376327,110.234991,90.796538,62.049905
1,dis_TRINITY_DN1222_c0_g1,162.276038,134.257776,104.667471,65.574087,57.552041,75.809926,114.014704,104.49762,93.042751,86.22829,112.69115,45.809902
8,dis_TRINITY_DN12222_c0_g1,8.109371,6.011763,0.577799,0.607424,0.4056205000000001,0.398278,0.024969,0.386309,1.031136,7.627556,1.566351,0.786896
2,dis_TRINITY_DN1223_c0_g1,7.031691,40.535644,64.067875,61.674318,56.390153,40.957697,2.201131,3.534725,10.936195,11.278583,14.194873,28.859336
8,dis_TRINITY_DN12240_c0_g3,12.385135,9.196171,17.8338705,17.062105,14.423400000000001,14.831358,7.895887,2.807413,15.392369,16.112586,18.885763,12.919789
1,dis_TRINITY_DN12245_c0_g8,13.820828,39.603785,30.529317,36.380522,37.5500645,33.941277,18.753602,9.291511,10.795163,16.732531,15.961387,38.932983
8,dis_TRINITY_DN1225_c0_g1,11.967772,17.5234,15.711651,13.218749,6.8124579999999995,5.288847,8.431792,1.842743,3.076933,6.467283,3.868252,7.99583
8,dis_TRINITY_DN1225_c1_g2,50.694279,72.743002,63.6011895,77.879982,67.086692,50.912123,38.429318,8.662642,40.055859,28.515445,30.034555,25.023477
8,dis_TRINITY_DN12252_c0_g1,18.186117,8.226421,18.7910005,11.150063,7.3950485,6.3583,10.495168,12.044346000000001,6.000929,7.724384,6.40306,2.706462
1,dis_TRINITY_DN12257_c0_g1,29.151101,20.785734,22.146182000000003,18.35995,10.8423815,14.803164,16.152244,1.997343,19.542701,14.216452,16.097699,11.289601
1,dis_TRINITY_DN12257_c0_g3,43.04761,57.324832,51.192449,38.954402,19.1287015,34.59923,54.907524,36.823981,39.991891,29.91201,22.971425,18.714738
8,dis_TRINITY_DN12258_c0_g1,7.810797,7.175187,8.4384935,15.905714,18.8270905,29.86268,7.505263,143.741353,16.837008,50.819671,15.299866,39.002921
7,dis_TRINITY_DN12266_c0_g1,3.093029,2.271513,4.303891500000001,6.160156,5.3720475,9.405004,1.313105,4.662136,6.461896,9.836823,5.327964,6.589287
8,dis_TRINITY_DN1227_c0_g3,22.856966,31.534062,30.048127,24.077066,13.6638775,28.995587,66.79685,8.597137,27.651146,35.074775,43.261008,23.834673
8,dis_TRINITY_DN1227_c1_g1,0.331067,0,0.0805005,0,0,0,0.672115,4243.989496,0,111.338555,0,0
8,dis_TRINITY_DN1227_c1_g2,0,0,0,0,0,0,0.21478,4.195161,0,57.199832,0,0
2,dis_TRINITY_DN12274_c0_g1,18.782322,35.43731,75.154557,77.025233,27.9737965,103.289129,27.177508,50.284907,95.650232,74.654995,113.451559,53.670997
1,dis_TRINITY_DN1228_c0_g1,118.163759,109.471176,102.6269855,123.022934,74.130327,67.677672,78.55918,8.552175,45.191313,80.760936,39.060081,56.9879
8,dis_TRINITY_DN12290_c0_g1,6.825892,7.136594,6.8573395,6.049669,3.694677,4.043768,5.618134,0.443835,5.558086,5.781895,6.996895,4.221131
8,dis_TRINITY_DN123_c1_g3,40.967036,158.240378,115.8048325,59.670132,27.1636105,45.452789,0.321515,0.382158,25.471619,15.155986,17.613714,34.091595
8,dis_TRINITY_DN123_c1_g4,25.980133,2.820358,0.2456955,0.07594,0.16590349999999998,0,1050.358259,68.956257,0.262202,142.797231,0,0.11112
1,dis_TRINITY_DN12300_c0_g1,299.279416,166.408275,350.362328,483.839289,519.269752,367.215353,416.6404,139.499592,482.379669,965.479801,666.095213,918.726051
2,dis_TRINITY_DN12300_c0_g2,6.956219,9.975127,30.766935,50.609322,55.423907,45.336064,21.609487,5.036485,23.039849,46.234994,36.321787,57.883836
1,dis_TRINITY_DN12314_c0_g1,43.960445,115.03428,72.6589275,102.071357,79.2160395,56.645566,48.550385,10.93594,18.4849,47.005009,30.922378,70.595577
8,dis_TRINITY_DN12319_c0_g1,14.581565,10.596351,17.0574875,17.085694,15.8719905,16.378657,12.191752,6.247399,23.472345,12.593286,17.500318,12.049976
2,dis_TRINITY_DN1232_c1_g1,37.01544,25.250844,28.5924945,19.916755,12.509114,15.13548,9.576365,1.972574,19.482351,13.630544,17.983063,9.270445
8,dis_TRINITY_DN12327_c0_g1,8.419084,6.895085,3.903356,3.530031,2.5529529999999996,7.17751,6.262436,6.382104,2.340864,5.7559,2.169994,1.495084
7,dis_TRINITY_DN1233_c0_g2,8.949064,3.828054,5.1718895,4.35818,1.4686035,2.931249,6.140876,0.287755,2.936566,4.959809,4.538753,2.827862
1,dis_TRINITY_DN12334_c0_g1,89.602862,127.927946,98.2963455,112.465287,111.136189,91.819725,98.238956,24.556426,119.14966,128.308864,104.644187,127.758096
4,dis_TRINITY_DN12341_c0_g2,39.359328,50.455456,30.2353965,28.848511,34.5599415,30.814411,23.948413,11.03277,30.723596,34.514563,27.753967,27.398276
5,dis_TRINITY_DN12343_c0_g2,20.118214,11.856562,34.157526000000004,41.135726,29.212995,40.968147,25.544663,8.238759,17.79345,22.331838,13.893058,16.436696
1,dis_TRINITY_DN12344_c0_g1,56.674357,101.522797,55.1383525,74.968076,71.9238175,82.263059,12.751311,4.794617,77.285896,65.6151,71.607292,83.932906
8,dis_TRINITY_DN12346_c0_g2,4.385585,7.437003,2.5003434999999996,1.85101,1.5524520000000002,2.708044,1.766556,0.655206,1.388713,4.819868,2.539644,1.633177
6,dis_TRINITY_DN12352_c0_g1,258.994051,261.830066,131.3396995,74.283964,55.166557999999995,89.228878,212.125291,24.263103,87.72642,100.20009400000001,61.829279,85.925304
2,dis_TRINITY_DN12354_c0_g1,0.200698,0.111536,1.3008345,2.893981,6.831586,4.225122,4.007477,1.699517,12.601917,108.860449,2.924688,28.622772
8,dis_TRINITY_DN12354_c0_g2,16.905321,12.819165,16.091451499999998,14.915844,9.9515435,13.269503,29.849017,41.486204,25.024404,21.842694,26.871163,12.941263
1,dis_TRINITY_DN1236_c0_g1,4.043985,11.819571,11.191144,12.24322,9.00365,7.917016,4.563568,0.965478,1.031412,5.397681,2.213935,8.591942
1,dis_TRINITY_DN12363_c0_g2,31.831547,24.13575,30.298035,38.348224,32.116365,16.737961,29.475209,10.244958,12.627561,17.751739,12.69371,13.976848
7,dis_TRINITY_DN12363_c0_g5,36.433332,47.966255,55.248919,103.308818,68.677168,47.199125,58.427887,13.286865,12.760687,30.104354,20.512332,33.425861
8,dis_TRINITY_DN1237_c0_g1,53.522598,39.020996,81.17777000000001,46.72125,24.05576,32.999608,40.853756,1011.833228,5.874092,36.625321,2.700615,4.751594
4,dis_TRINITY_DN12372_c0_g1,614.497919,590.957445,927.8824745,873.492738,877.1656975,680.547783,509.176126,197.16139,410.107123,758.287975,398.209322,778.840037
1,dis_TRINITY_DN12377_c0_g1,5.2278,6.589015,7.8624535,6.376359,6.0930045,7.361647,9.807583,2.399798,6.660284,8.681764,5.911403,7.089022
8,dis_TRINITY_DN12379_c0_g3,1891.184312,1207.173504,1967.9728325,1809.611975,815.109657,1660.7285,719.010157,115.689383,689.849364,554.310919,289.97528,560.247157
1,dis_TRINITY_DN1238_c0_g1,15.797208,29.356879,22.869825,15.390265,13.176237,12.686226,11.892302,8.278072,7.096289,13.877941,6.769838,12.801016
8,dis_TRINITY_DN1238_c0_g3,89.187532,74.893594,66.24605249999999,42.784241,61.9389305,44.53203,60.137444,18.400206,44.600079,69.391654,34.499035,48.753797
7,dis_TRINITY_DN12380_c0_g1,29.166584,25.002928,10.1661695,11.509609,19.7733815,12.03472,21.714955,4.925626,25.931664,22.097214,29.998129,17.809376
2,dis_TRINITY_DN12383_c0_g3,48.55868,57.944246,48.593408,90.944809,92.36204,76.397269,355.141634,266.76333,135.624447,129.327426,91.497935,72.281039
1,dis_TRINITY_DN12388_c0_g1,35.267439,37.360619,18.398736999999997,17.596719,17.533892,14.283577,11.613724,1.783753,22.171546,14.290238,12.808696,13.937326
6,dis_TRINITY_DN1239_c0_g2,3.490316,8.741319,20.8106095,10.849938999999999,4.3699425,24.623368,2.822155,0.767642,3.201901,4.562745,3.6426,2.827565
8,dis_TRINITY_DN12390_c0_g1,11.123313,10.338956,10.678413,8.748246,9.990534,8.096508,9.095145,3.826869,6.488582,9.507619,4.857039,5.020156
7,dis_TRINITY_DN12392_c0_g1,1.191511,10.646269,16.458910000000003,12.484116,8.392392000000001,11.030198,6.825116,3.138296,3.727207,55.866425,6.361351,1.370824
8,dis_TRINITY_DN12397_c0_g2,0.420662,16.245186,38.5274365,36.914123,10.962047,72.955049,0.576062,0.089315,10.310216,13.679602,4.717182,14.539495
8,dis_TRINITY_DN12399_c0_g1,0.372868,0.400602,1.568898,1.46487,0.57066,1.967714,0.760954,4.81708,1.765923,5.010331,2.469649,1.797548
7,dis_TRINITY_DN1240_c0_g1,38.678466,29.466509,21.9565975,17.977706,8.1410085,7.598652,9.553972,0.860387,18.783619,12.163843,13.764089,10.228246
1,dis_TRINITY_DN12401_c0_g2,86.390289,116.745457,247.4678365,242.91416,208.5790515,289.125191,37.950504,12.213566,390.904485,386.948477,233.640962,451.982251
8,dis_TRINITY_DN12402_c0_g4,9.160587,7.567508,7.7844315,5.241837,5.364547,5.134263,17.020327,7.291475,11.286678,9.295242,14.028825,7.99694
7,dis_TRINITY_DN12402_c0_g5,9.3473020000000009,7.11832,8.443263,8.818624,10.108094,7.842273,6.967935,0.659824,3.266527,5.422783,2.3814,4.836683
8,dis_TRINITY_DN12406_c0_g1,10.659438,20.82579,16.2293485,14.188386,6.4616690000000006,11.540925,15.824908,5.262874,12.260463,15.513592,12.192094,7.311462
1,dis_TRINITY_DN12419_c0_g1,0.357715,0.346631,2.1304155,1.105986,0.4529205,1.788837,0.069275,110.50118,0,7.978477,0,0.036295
7,dis_TRINITY_DN1242_c0_g1,10.357733,31.918838,46.9942345,22.976387,13.4753855,22.176225,1.173942,0.156194,20.382268,11.308037,23.327147,13.216726
8,dis_TRINITY_DN12428_c0_g1,56.982356,44.176409,27.949372500000003,34.86725,27.2428005,28.723215,78.082152,802.787961,73.379767,121.633974,53.162119,36.831104
1,dis_TRINITY_DN1243_c0_g1,184.755456,177.426389,161.843145,156.06698600000001,186.9510995,125.735838,108.985753,123.083683,130.694495,153.233562,98.087635,113.681281
7,dis_TRINITY_DN12431_c0_g1,31.525524,28.339711,40.0198115,38.654863,13.6643305,45.595951,31.775557,66.39643,65.193653,45.156842,74.527487,31.609238
8,dis_TRINITY_DN12434_c0_g4,15.732487,2.013712,0.0947495,2.442359,8.253395,0.221997,34.32134,8.829829,0,19.752824,0,2.999872
8,dis_TRINITY_DN1244_c0_g1,27.290767,36.833462,27.2585555,30.674058,24.3227265,18.684952,41.389838,9.392016,7.495574,15.958363,5.933128,14.660475
7,dis_TRINITY_DN12443_c0_g1,0.047879,0,0.0108555,0,0,0,0.021187,55.67853,0.012563,3.553128,0,0
8,dis_TRINITY_DN1245_c0_g1,88.896960000000007,202.421005,214.3218075,262.31698,166.193492,101.433554,40.397499,6.485273,20.17011,28.900216,21.125363,19.130636
1,dis_TRINITY_DN12450_c0_g1,7.629346,14.140674,10.954345,7.990278,5.7597925,8.883791,5.553811,0.395861,5.845134,7.506698,6.437657,5.06497
1,dis_TRINITY_DN12458_c0_g1,41.785155,57.506967,29.1883495,46.01085,31.033057,57.326172,8.385045,2.727264,93.875329,60.115046,73.268493,62.270872
7,dis_TRINITY_DN12459_c0_g5,15.301203,22.045951,19.0421145,13.316832,10.775778,16.271105,34.193004,6.260244,20.807427,32.905494,14.965446,16.157133
1,dis_TRINITY_DN1248_c0_g2,11.598942,4.734422,4.793036,4.909003,4.090771,5.490769,8.612586,2.728894,5.140241,4.619682,7.930297,2.326771
8,dis_TRINITY_DN1248_c0_g3,3.801004,6.761344,8.984925,9.983058,5.4314625,9.640178,2.641017,1.46718,8.438587,5.449907,6.704092,4.275452
8,dis_TRINITY_DN12480_c0_g1,0,0.046568,20.172717499999997,25.305582,12.6318595,21.132881,0,0,0,0.054103,0.026574,0.134409
1,dis_TRINITY_DN12489_c0_g1,121.168023,68.832472,93.2062505,60.826343,42.9976655,44.446827999999996,118.51829,22.04133,51.831592,70.94378,59.263379,27.996203
3,dis_TRINITY_DN12489_c0_g2,153.761092,174.573506,109.325142,88.411229,68.25206800000001,61.786812,104.89877,11.580259,110.85199,62.004931,124.468208,66.299554
7,dis_TRINITY_DN12491_c0_g5,3.734383,15.594577,20.210702,51.212799,49.51447949999999,57.157773,3.450543,11.039248,42.551547,5.829074,20.751724,23.439374
8,dis_TRINITY_DN12494_c0_g1,2.807871,6.730234,7.8947805,8.463067,9.1150765,5.732345,2.992348,1.298094,13.777121,7.946062,3.499832,3.546024
8,dis_TRINITY_DN12499_c0_g1,0,0,0,0,0,0,0,45.366975,0,6.763375,0,0
8,dis_TRINITY_DN12504_c0_g1,78.557543,80.70063,58.5209555,47.188575,33.337923,34.489811,73.738101,4.954269,80.251001,41.130302,27.495833,25.809451
5,dis_TRINITY_DN12515_c0_g2,22.254749,31.869177,23.7462415,19.308086,12.676293,17.981763,8.439797,11.393328,16.336949,14.943035,13.52133,11.874834
7,dis_TRINITY_DN1252_c0_g1,9.175065,10.951989,46.649960500000006,40.603822,14.688463,40.510112,30.057029,12.077058,26.64336,28.16004,31.424418,29.989646
8,dis_TRINITY_DN1252_c0_g3,2.056626,2.849465,7.0234645,4.959904,1.2285145,4.020478,5.840077,2.200624,3.056353,5.613402,3.12588,2.462583
8,dis_TRINITY_DN12523_c0_g1,10.466467,16.32943,10.094102,8.194154,4.0156215,6.256369,5.144217,1.002914,3.641019,4.685149,4.122746,3.540647
8,dis_TRINITY_DN12527_c0_g1,29.149206,24.632032,23.2336855,21.95127,13.835817,10.655315,91.066659,10.081749,29.23494,28.408257,29.887676,10.375144
1,dis_TRINITY_DN12528_c0_g1,20.745744,55.129094,46.6162135,41.097108,49.82425,46.937252,9.315407,55.871499,35.770893,36.477577,34.465394,40.274285
2,dis_TRINITY_DN12540_c0_g1,23.968477,41.703884,32.849224,28.156987,28.667599,21.26607,35.51864,17.194598,19.622727,31.628869,6.454329,20.960489
1,dis_TRINITY_DN12545_c0_g1,47.207709,39.872061,53.558062500000005,51.327242,40.3881895,36.890995,128.258218,17.951092,67.691436,67.179229,58.98469,54.663448
8,dis_TRINITY_DN1255_c0_g2,0,0,15.416331500000002,8.092506,3.2722045,8.510876,0,0,0.314439,2.439419,3.396827,13.739124
1,dis_TRINITY_DN12553_c0_g4,34.015177,48.876955,32.38846,21.067194,18.500062999999997,15.166573,6.997633,1.435155,24.98015,11.171472,10.642542,13.862998
8,dis_TRINITY_DN12553_c0_g8,79.511148,39.762077,35.497460000000004,34.159522,31.902887,31.286182,86.992748,16.326695,73.139602,88.976671,135.791427,96.449739
8,dis_TRINITY_DN12566_c1_g2,40.462516,25.971617,41.459092,34.61179,27.9390775,46.38369,53.011351,7.871647,127.220131,74.411443,86.013974,46.572498
8,dis_TRINITY_DN12566_c1_g7,168.462567,89.369517,81.0632885,106.569337,73.36413999999999,116.253461,172.02166,38.081681,148.633186,195.818381,179.021987,218.523108
8,dis_TRINITY_DN12577_c0_g1,45.446194,46.774153,3.630562,2.9212920000000002,1.7395515,2.548406,8.894531,0.733008,1.160788,5.725078,1.386117,1.252851
8,dis_TRINITY_DN12582_c0_g1,5.611409,8.084028,7.7254565,6.640616,5.922018,8.331317,5.120893,1.214389,6.017522,8.936191,10.903968,7.453584
1,dis_TRINITY_DN12588_c0_g1,39.196666,42.136727,74.6226395,53.90209,27.445653,47.724041,130.53319,36.310293,26.749297,55.49121,37.235043,21.772593
1,dis_TRINITY_DN12594_c0_g1,56.636556,80.138572,22.580252,13.701879,8.1619665,7.908453,17.632732,1.596908,6.177768,15.153735,4.989009,2.365615
8,dis_TRINITY_DN12595_c0_g1,26.483019,62.516289,2.860329,2.250466,1.1429885,1.901442,0.264734,0,2.066391,2.817461,0.8671,1.726314
1,dis_TRINITY_DN126_c0_g1,88.437896,130.185463,36.6678245,25.210091,27.227876,26.871452,12.444716,2.208752,64.441539,28.659754,17.640099,32.823036
1,dis_TRINITY_DN12603_c0_g1,37.494176,39.734764,39.9228495,34.789842,28.452901,27.211481,34.478425,2.185625,34.535886,20.377605,11.703903,15.740803
8,dis_TRINITY_DN12606_c1_g1,22.785278,37.606463,19.983959,20.741475,13.8575235,21.587005,10.360517,3.437955,20.759949,22.479999,12.194046,20.621009
1,dis_TRINITY_DN12606_c1_g3,12.781194,10.46988,22.312252,22.597815,13.8792245,14.091151,12.509013,1.351359,16.348938,15.906271,14.392068,11.669009
8,dis_TRINITY_DN1261_c0_g1,136.388993,156.826701,295.5756025,188.236758,229.1850915,128.625759,99.053446,25.638902,61.802769,103.712695,26.638193,68.25668
1,dis_TRINITY_DN12618_c0_g1,12.303253,12.105984,12.66329,12.454413,12.664956,10.675229,13.419763,3.280927,7.515135,13.606146,7.379918,10.827783
8,dis_TRINITY_DN12619_c0_g1,13.710868,12.666199,8.2690855,7.062955,6.4075120000000005,5.411216,5.294445,4.76205,14.835816,15.506971,9.977781,6.569272
1,dis_TRINITY_DN12620_c0_g2,4.409866,6.955579,9.9777955,11.599968,13.8009825,7.140446,3.555233,0.712812,4.058748,6.214118,3.173455,3.941215
8,dis_TRINITY_DN12624_c0_g1,5.239935,3.670545,8.893200499999999,17.470205,21.0698925,7.402999,5.418979,1.5346,0,5.3436,0.543573,2.910329
2,dis_TRINITY_DN1263_c0_g1,0.910354,8.899448,40.0377505,102.953902,24.7439045,366.349133,0,0,1.287204,38.23568,1.682473,71.615758
